basketball-v2/SuccessRate,basketball-v2/StdReturn,Average/SuccessRate,GaussianMLPPolicy/KLBefore,basketball-v2/AverageDiscountedReturn,Average/MinReturn,MetaTest/basketball-v2/StdReturn,MetaTest/basketball-v2/TerminationRate,basketball-v2/MinReturn,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/SuccessRate,GaussianMLPPolicy/Entropy,Iteration,MetaTest/Average/Iteration,Average/StdReturn,GaussianMLPPolicy/dLoss,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/Iteration,MetaTest/Average/AverageReturn,Average/NumEpisodes,MetaTest/basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v2/MaxReturn,Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/basketball-v2/NumEpisodes,MetaTest/Average/SuccessRate,basketball-v2/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,GaussianMLPPolicy/KLAfter,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,basketball-v2/MaxReturn,basketball-v2/AverageReturn,Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/basketball-v2/MinReturn,Average/AverageReturn,basketball-v2/Iteration,Average/Iteration
0.0,8.512516804501425,0.0,0.0,5.368822191773408,2.6464802289344393,8.126321202389114,0.0,2.6464802289344393,900,-0.00031092012068256736,0.0,5.569852828979492,10,10,8.512516804501425,0.0004317835555411875,18.557650588996314,10,18.557650588996314,900,18.557650588996314,18.557650588996314,37.80012383595808,61.69829522198086,8.126321202389114,50,0.0,0.0,37.80012383595808,0.0,9900000,0.0067087458446621895,5.368822191773408,-0.0007427036762237549,61.69829522198086,18.133260589510062,0.0,5.7158047208811205,50,5.7158047208811205,18.133260589510062,10,10
0.0,8.473080870541693,0.0,0.0,5.446755341724916,2.3448853181639726,8.420207825061384,0.0,2.3448853181639726,900,0.000539161788765341,0.0,5.5796051025390625,11,11,8.473080870541693,0.0008498785900883377,20.79674077672694,11,20.79674077672694,900,20.796740776726942,20.796740776726942,36.786888963768526,41.83143153951979,8.420207825061384,50,0.0,0.0,36.786888963768526,0.0,10800000,0.0065877302549779415,5.446755341724916,-0.0003107168013229966,41.83143153951979,18.46594125175417,0.0,5.411222584590772,50,5.411222584590772,18.46594125175417,11,11
0.0,8.43443737241589,0.0,0.0,5.439625503690142,3.0765015233204434,8.873742856337941,0.0,3.0765015233204434,900,-0.0005227141664363444,0.0,5.572020530700684,12,12,8.43443737241589,5.374016473069787e-05,18.564690188167752,12,18.564690188167752,900,18.564690188167752,18.564690188167752,64.37658733443983,44.01657604081165,8.873742856337941,50,0.0,0.0,64.37658733443983,0.0,11700000,0.006502301897853613,5.439625503690142,-0.0005764543311670423,44.01657604081165,19.21372810295511,0.0,3.981630867486419,50,3.981630867486419,19.21372810295511,12,12
0.0,8.530206031680311,0.0,0.0,5.3691536487840485,3.0522271126387297,8.989131585884305,0.0,3.0522271126387297,900,-0.0012864603195339441,0.0,5.555291175842285,13,13,8.530206031680311,0.00022796564735472202,19.54604672242616,13,19.54604672242616,900,19.546046722426155,19.546046722426155,40.30340713300688,76.42721675712104,8.989131585884305,50,0.0,0.0,40.30340713300688,0.0,12600000,0.006556262262165546,5.3691536487840485,-0.0015144259668886662,76.42721675712104,19.155565817786403,0.0,7.157819611909098,50,7.157819611909098,19.155565817786403,13,13
0.0,8.368824346283025,0.0,0.0,5.57477688973473,3.7233725393183206,37.984267613296794,0.0,3.7233725393183206,900,-0.0013255038065835834,0.0,5.529874801635742,14,14,8.368824346283025,0.0008410048903897405,28.004535598725898,14,28.004535598725898,900,28.004535598725898,28.004535598725898,278.91201110726877,49.22747531685198,37.984267613296794,50,0.0,0.0,278.91201110726877,0.0,13500000,0.006722399033606052,5.57477688973473,-0.002166508696973324,49.22747531685198,20.38913469566848,0.0,4.7851624187970065,50,4.7851624187970065,20.38913469566848,14,14
0.0,8.774213386453757,0.0,0.0,5.767234362912719,3.9646908750898415,8.055579051459928,0.0,3.9646908750898415,900,0.000403921672841534,0.0,5.535972595214844,15,15,8.774213386453757,0.00046229380677687004,21.65195234803953,15,21.65195234803953,900,21.651952348039536,21.651952348039536,34.97242148251823,78.78552330820153,8.055579051459928,50,0.0,0.0,34.97242148251823,0.0,14400000,0.006547017954289913,5.767234362912719,-5.8372133935336024e-05,78.78552330820153,20.99097018745293,0.0,6.562839368436221,50,6.562839368436221,20.99097018745293,15,15
0.0,8.1283398726428,0.0,0.0,5.713756438683128,5.773499851084284,8.38023188272992,0.0,5.773499851084284,900,2.3197057089419104e-05,0.0,5.523165225982666,16,16,8.1283398726428,0.000557070447030128,19.31377285270553,16,19.31377285270553,900,19.31377285270553,19.31377285270553,40.76163975579494,71.18145479254947,8.38023188272992,50,0.0,0.0,40.76163975579494,0.0,15300000,0.0064691463485360146,5.713756438683128,-0.0005338733899407089,71.18145479254947,21.752194112574443,0.0,6.377591294010674,50,6.377591294010674,21.752194112574443,16,16
0.0,14.956909587499299,0.0,0.0,5.980425617868305,3.6531649336244514,8.71542107930379,0.0,3.6531649336244514,900,-0.0012976056896150112,0.0,5.493537902832031,17,17,14.956909587499299,0.00088519137352705,23.35954337390842,17,23.35954337390842,900,23.35954337390842,23.35954337390842,38.970921863919294,282.72566901572475,8.71542107930379,50,0.0,0.0,38.970921863919294,0.0,16200000,0.006951585412025452,5.980425617868305,-0.0021827970631420612,282.72566901572475,22.27802380883942,0.0,4.387361322283408,50,4.387361322283408,22.27802380883942,17,17
0.0,16.453126532493936,0.0,0.0,6.1712489553583465,5.6025038823367925,8.837178122040799,0.0,5.6025038823367925,900,-0.0004902820801362395,0.0,5.494797706604004,18,18,16.453126532493936,0.0002239442546851933,25.963347406101256,18,25.963347406101256,900,25.96334740610126,25.96334740610126,43.36794903436873,421.88081965743294,8.837178122040799,50,0.0,0.0,43.36794903436873,0.0,17100000,0.0064547099173069,6.1712489553583465,-0.0007142263348214328,421.88081965743294,24.10752544747787,0.0,6.950729882077101,50,6.950729882077101,24.10752544747787,18,18
0.0,18.257636775724354,0.0,0.0,6.446911899709897,5.758042551302985,34.96718797920486,0.0,5.758042551302985,900,0.0004171430482529104,0.0,5.4932637214660645,19,19,18.257636775724354,0.0008246291836258024,29.938899465380228,19,29.938899465380228,900,29.938899465380217,29.938899465380217,265.61335050112325,300.2234361969855,34.96718797920486,50,0.0,0.0,265.61335050112325,0.0,18000000,0.006743382662534714,6.446911899709897,-0.000407486135372892,300.2234361969855,26.334777193421466,0.0,5.320568865319131,50,5.320568865319131,26.334777193421466,19,19
0.0,17.37696317227712,0.0,0.0,6.602468361822608,6.176682099761412,9.80384876610875,0.0,6.176682099761412,900,-0.0005133930826559663,0.0,5.482733726501465,20,20,17.37696317227712,0.0006630977150052786,23.786879247553102,20,23.786879247553102,900,23.786879247553106,23.786879247553106,42.5201579653449,283.33216387760467,9.80384876610875,50,0.0,0.0,42.5201579653449,0.0,18900000,0.006763926707208157,6.602468361822608,-0.0011764907976612449,283.33216387760467,27.127412190260763,0.0,8.512216398199863,50,8.512216398199863,27.127412190260763,20,20
0.0,27.019196492504673,0.0,0.0,6.691221754610547,6.330696313475286,75.8297203858374,0.0,6.330696313475286,900,-0.0001381560432491824,0.0,5.477061748504639,21,21,27.019196492504673,0.0006724035047227517,37.88139807239888,21,37.88139807239888,900,37.881398072398866,37.881398072398866,560.7872671891901,409.61358139034803,75.8297203858374,50,0.0,0.0,560.7872671891901,0.0,19800000,0.006639477796852589,6.691221754610547,-0.0008105595479719341,409.61358139034803,27.242302992333375,0.0,10.758306254096823,50,10.758306254096823,27.242302992333375,21,21
0.0,60.38598199417026,0.0,0.0,7.669154207540602,7.8363506255381665,102.83228257132805,0.0,7.8363506255381665,900,0.0006084505585022271,0.0,5.492462635040283,22,22,60.38598199417026,0.00020736490841954947,41.32221581297973,22,41.32221581297973,900,41.32221581297974,41.32221581297974,740.1414259296271,747.047566208477,102.83228257132805,50,0.0,0.0,740.1414259296271,0.0,20700000,0.009727777913212776,7.669154207540602,0.0004010856500826776,747.047566208477,36.66595253911964,0.0,8.0908528872579,50,8.0908528872579,36.66595253911964,22,22
0.0,76.60174501444783,0.0,0.0,8.705725415703101,6.79552841670723,119.06472226736446,0.0,6.79552841670723,900,-0.00016990183212328702,0.0,5.487386226654053,23,23,76.60174501444783,5.218690785113722e-05,62.71169411283375,23,62.71169411283375,900,62.711694112833754,62.711694112833754,509.3097398179197,838.1448034354562,119.06472226736446,50,0.0,0.0,509.3097398179197,0.0,21600000,0.006527782883495092,8.705725415703101,-0.00022208873997442424,838.1448034354562,40.6295074804942,0.0,11.324348287548515,50,11.324348287548515,40.6295074804942,23,23
0.0,158.77380624725336,0.0,0.0,13.70074309073539,1.4476716285320077,145.63459822408274,0.0,1.4476716285320077,900,-0.00016012777632568032,0.0,5.477108955383301,24,24,158.77380624725336,1.6471167327836156e-06,67.45052630906089,24,67.45052630906089,900,67.45052630906092,67.45052630906092,793.3273217361618,948.3450640462327,145.63459822408274,50,0.0,0.0,793.3273217361618,0.0,22500000,0.0006610100390389562,13.70074309073539,-0.00016177489305846393,948.3450640462327,76.56927170563154,0.0,9.990119861787516,50,9.990119861787516,76.56927170563154,24,24
0.0,165.2411641497343,0.0,0.0,14.413302079113063,2.6942572697933658,252.78196359936607,0.0,2.6942572697933658,900,2.1075084077892825e-05,0.0,5.478141784667969,25,25,165.2411641497343,1.943060851772316e-06,142.17365648364608,25,142.17365648364608,900,142.17365648364608,142.17365648364608,936.9753250933627,938.3399229048938,252.78196359936607,50,0.0,0.0,936.9753250933627,0.0,23400000,0.00042144456529058516,14.413302079113063,1.913202322612051e-05,938.3399229048938,78.45305142528919,0.0,3.504029882792359,50,3.504029882792359,78.45305142528919,25,25
0.0,207.20748438144878,0.0,0.0,16.141672288385216,3.5614268354840584,286.72054894880387,0.0,3.5614268354840584,900,-6.404055602615699e-05,0.0,5.473239421844482,26,26,207.20748438144878,7.898925105109811e-07,154.3763676190112,26,154.3763676190112,900,154.37636761901118,154.37636761901118,964.5436077763171,942.8600968862947,286.72054894880387,50,0.0,0.0,964.5436077763171,0.0,24300000,0.0006237633060663939,16.141672288385216,-6.483044853666797e-05,942.8600968862947,100.40156520463562,0.0,8.993975956708697,50,8.993975956708697,100.40156520463562,26,26
0.0,213.4205368322001,0.0,0.0,16.378521302549395,3.146221918095589,125.46500576086247,0.0,3.146221918095589,900,-3.836585165117867e-05,0.0,5.470305919647217,27,27,213.4205368322001,9.072282409761101e-07,49.21767691317665,27,49.21767691317665,900,49.217676913176646,49.217676913176646,858.5264586481404,950.9673757220054,125.46500576086247,50,0.0,0.0,858.5264586481404,0.0,25200000,0.0003937208966817707,16.378521302549395,-3.927307989215478e-05,950.9673757220054,103.15842290967925,0.0,12.184570405342479,50,12.184570405342479,103.15842290967925,27,27
0.0,261.32180831233694,0.0,0.0,19.57046464111581,1.0533273536071195,223.109009536103,0.0,1.0533273536071195,900,-5.819962825626135e-05,0.0,5.464707374572754,28,28,261.32180831233694,1.0424628271721303e-06,103.0713066833069,28,103.0713066833069,900,103.07130668330694,103.07130668330694,908.2105548772836,989.1317676241254,223.109009536103,50,0.0,0.0,908.2105548772836,0.0,26100000,0.0003736862854566425,19.57046464111581,-5.924209108343348e-05,989.1317676241254,135.8604195287333,0.0,10.083222215639616,50,10.083222215639616,135.8604195287333,28,28
0.0,244.11569317060182,0.0,0.0,17.092691918559346,1.8908169682922038,193.29797683544635,0.0,1.8908169682922038,900,-9.492922981735319e-05,0.0,5.452728748321533,29,29,244.11569317060182,1.3924800441600382e-06,71.95149376705054,29,71.95149376705054,900,71.9514937670505,71.9514937670505,921.2637807710312,946.3662725946592,193.29797683544635,50,0.0,0.0,921.2637807710312,0.0,27000000,0.0005830905283801258,17.092691918559346,-9.632170986151323e-05,946.3662725946592,116.90231430860304,0.0,9.489748584882875,50,9.489748584882875,116.90231430860304,29,29
0.0,257.42331243334536,0.0,0.0,18.742091452119208,3.6571628826639695,226.42360208041399,0.0,3.6571628826639695,900,-0.00015222506772261113,0.0,5.426917552947998,30,30,257.42331243334536,5.394249456003308e-07,102.31034491509145,30,102.31034491509145,900,102.31034491509139,102.31034491509139,873.411334313467,980.9220969380503,226.42360208041399,50,0.0,0.0,873.411334313467,0.0,27900000,0.0009145660442300141,18.742091452119208,-0.00015276449266821146,980.9220969380503,131.42632427661107,0.0,10.086752271755296,50,10.086752271755296,131.42632427661107,30,30
0.0,295.1128264326192,0.0,0.0,22.49905886381037,4.239049208371783,232.873739370436,0.0,4.239049208371783,900,-6.990755355218425e-05,0.0,5.4177470207214355,31,31,295.1128264326192,6.36653567198664e-07,105.31998478811971,31,105.31998478811971,900,105.31998478811974,105.31998478811974,946.9655456193921,978.7045931305183,232.873739370436,50,0.0,0.0,946.9655456193921,0.0,28800000,0.0005483335698954761,22.49905886381037,-7.054420711938292e-05,978.7045931305183,168.0147642463165,0.0,8.258011777209063,50,8.258011777209063,168.0147642463165,31,31
0.0,272.9595220695596,0.0,0.0,20.430001984733025,4.0577466990282876,306.55289728993944,0.0,4.0577466990282876,900,-0.0001283763413084671,0.0,5.400590419769287,32,32,272.9595220695596,1.2930831871926785e-07,176.65634251309456,32,176.65634251309456,900,176.65634251309456,176.65634251309456,952.4921931538597,947.0942559797054,306.55289728993944,50,0.0,0.0,952.4921931538597,0.0,29700000,0.0005954354419372976,20.430001984733025,-0.00012850564962718636,947.0942559797054,145.378433222856,0.0,9.104778437960485,50,9.104778437960485,145.378433222856,32,32
0.0,304.8991964547261,0.0,0.0,22.43334259596401,2.5732264622975642,332.9664316836247,0.0,2.5732264622975642,900,-6.556037260452285e-05,0.0,5.364357948303223,33,33,304.8991964547261,2.314052835572511e-06,202.450877904402,33,202.450877904402,900,202.450877904402,202.450877904402,963.0460529748141,969.3757860582294,332.9664316836247,50,0.0,0.0,963.0460529748141,0.0,30600000,0.004587626550346613,22.43334259596401,-6.787442544009537e-05,969.3757860582294,171.95687688173248,0.0,9.14912528417427,50,9.14912528417427,171.95687688173248,33,33
0.0,333.22248806443093,0.0,0.0,24.93116330316802,3.181800650145583,306.62124519333815,0.0,3.181800650145583,900,-8.685517241246998e-05,0.0,5.338982105255127,34,34,333.22248806443093,7.549097063019872e-07,146.9491330762479,34,146.9491330762479,900,146.9491330762478,146.9491330762478,931.0439156333248,979.40638745567,306.62124519333815,50,0.0,0.0,931.0439156333248,0.0,31500000,0.0011856527999043465,24.93116330316802,-8.761008211877197e-05,979.40638745567,196.7704847836299,0.0,9.35552308116048,50,9.35552308116048,196.7704847836299,34,34
0.0,341.11380996105555,0.0,0.0,27.680081110457714,4.801002169366539,332.492721638549,0.0,4.801002169366539,900,-3.482702231849544e-05,0.0,5.3285064697265625,35,35,341.11380996105555,7.27413862477988e-08,207.47920967226324,35,207.47920967226324,900,207.47920967226318,207.47920967226318,961.6482890249073,984.8143823181694,332.492721638549,50,0.0,0.0,961.6482890249073,0.0,32400000,0.0007055197493173182,27.680081110457714,-3.4899763704743236e-05,984.8143823181694,211.57130189604197,0.0,8.552569959982291,50,8.552569959982291,211.57130189604197,35,35
0.0,350.11557517071236,0.0,0.0,28.25809991335483,2.594199178222156,349.9687965770352,0.0,2.594199178222156,900,-7.699973502894863e-05,0.0,5.2602739334106445,36,36,350.11557517071236,2.5980327336583287e-05,209.13929073984707,36,209.13929073984707,900,209.13929073984707,209.13929073984707,964.0088106015307,1008.7634850305906,349.9687965770352,50,0.0,0.0,964.0088106015307,0.0,33300000,0.0074267880991101265,28.25809991335483,-0.00010298006236553192,1008.7634850305906,216.10347288342058,0.0,6.579248386126322,50,6.579248386126322,216.10347288342058,36,36
0.0,388.78685531725733,0.0,0.0,35.28863585990492,2.510557868393408,385.6817475239736,0.0,2.510557868393408,900,-4.0372331568505615e-05,0.0,5.224308967590332,37,37,388.78685531725733,1.7677957657724619e-06,262.3603728351567,37,262.3603728351567,900,262.3603728351567,262.3603728351567,959.5097716511137,1001.5686593641126,385.6817475239736,50,0.0,0.0,959.5097716511137,0.0,34200000,0.003807970555499196,35.28863585990492,-4.214012733427808e-05,1001.5686593641126,277.88311585025326,0.0,7.526403981579863,50,7.526403981579863,277.88311585025326,37,37
0.0,404.51058319376415,0.0,0.0,39.81749900141455,2.2807765164193636,426.6281849166067,0.0,2.2807765164193636,900,-1.5410751075251028e-05,0.0,5.2146687507629395,38,38,404.51058319376415,3.301872857264243e-05,349.4966512147486,38,349.4966512147486,900,349.4966512147487,349.4966512147487,1009.4430008762813,994.5745806157363,426.6281849166067,50,0.0,0.0,1009.4430008762813,0.0,35100000,0.005307541228830814,39.81749900141455,-4.842947964789346e-05,994.5745806157363,306.91414786925344,0.0,9.237110055703823,50,9.237110055703823,306.91414786925344,38,38
0.0,390.4745069930904,0.0,0.0,36.15661422572372,7.535832407384148,397.251806121221,0.0,7.535832407384148,900,-4.424911367095774e-06,0.0,5.211593151092529,39,39,390.4745069930904,5.968950063106604e-07,282.4765239482393,39,282.4765239482393,900,282.4765239482393,282.4765239482393,973.3093670977486,1016.8393281516039,397.251806121221,50,0.0,0.0,973.3093670977486,0.0,36000000,0.0023864791728556156,36.15661422572372,-5.0218063734064344e-06,1016.8393281516039,277.72008812707537,0.0,13.860639787460624,50,13.860639787460624,277.72008812707537,39,39
0.0,390.5677345022917,0.0,0.0,37.981285856314784,4.496119176801697,359.6772355152922,0.0,4.496119176801697,900,1.1363948033249471e-05,0.0,5.222977161407471,40,40,390.5677345022917,9.489582794230955e-06,222.7010911435595,40,222.7010911435595,900,222.7010911435595,222.7010911435595,957.9039064003516,1003.2758218096641,359.6772355152922,50,0.0,0.0,957.9039064003516,0.0,36900000,0.006494866218417883,37.981285856314784,1.8743652390185161e-06,1003.2758218096641,286.7105589826385,0.0,9.935838928692228,50,9.935838928692228,286.7105589826385,40,40
0.0,399.72710530760145,0.0,0.0,40.06510963956691,5.19440603281738,431.15880778959234,0.0,5.19440603281738,900,-3.5254885005997494e-05,0.0,5.183289051055908,41,41,399.72710530760145,1.0272771760355681e-05,382.7851377544619,41,382.7851377544619,900,382.7851377544619,382.7851377544619,998.2219303513384,1016.9007980178145,431.15880778959234,50,0.0,0.0,998.2219303513384,0.0,37800000,0.0062555670738220215,40.06510963956691,-4.5527656766353175e-05,1016.9007980178145,296.0245939596516,0.0,9.345147420121316,50,9.345147420121316,296.0245939596516,41,41
0.0,408.386545836179,0.0,0.0,39.61359644727589,3.2894472889461723,393.79868046154365,0.0,3.2894472889461723,900,-5.875899660168216e-06,0.0,5.175570487976074,42,42,408.386545836179,1.9175527995685115e-05,256.9551875737715,42,256.9551875737715,900,256.9551875737716,256.9551875737716,955.2081163568331,1009.5028766305079,393.79868046154365,50,0.0,0.0,955.2081163568331,0.0,38700000,0.0054464335553348064,39.61359644727589,-2.505142765585333e-05,1009.5028766305079,294.09327505929883,0.0,9.14710592233382,50,9.14710592233382,294.09327505929883,42,42
0.0,419.21759711252497,0.0,0.0,43.595955625856504,2.7449982716785035,419.82453779347213,0.0,2.7449982716785035,900,-3.7325360608519986e-05,0.0,5.144662857055664,43,43,419.21759711252497,3.570860644686036e-05,311.6696368827087,43,311.6696368827087,900,311.6696368827086,311.6696368827086,1018.8296657581889,1001.8111763732613,419.82453779347213,50,0.0,0.0,1018.8296657581889,0.0,39600000,0.00551192369312048,43.595955625856504,-7.303396705538034e-05,1001.8111763732613,323.83497028645417,0.0,8.655162161037522,50,8.655162161037522,323.83497028645417,43,43
0.0,410.3850972924355,0.0,0.0,44.26544564411649,3.070924057119011,393.0383822265384,0.0,3.070924057119011,900,-4.377479854156263e-05,0.0,5.099609375,44,44,410.3850972924355,1.5564222849207e-05,272.10485298180504,44,272.10485298180504,900,272.10485298180504,272.10485298180504,969.165445263941,1015.9192445992385,393.0383822265384,50,0.0,0.0,969.165445263941,0.0,40500000,0.005879915319383144,44.26544564411649,-5.933902139076963e-05,1015.9192445992385,325.5511890390723,0.0,9.617296878441543,50,9.617296878441543,325.5511890390723,44,44
0.0,420.7439231768672,0.0,0.0,45.940887518687106,7.603120263966559,367.34161091714367,0.0,7.603120263966559,900,-2.083025719912257e-05,0.0,5.075726509094238,45,45,420.7439231768672,2.5054634534171782e-05,242.7099777784649,45,242.7099777784649,900,242.70997777846497,242.70997777846497,985.0480816976869,1000.4962946869266,367.34161091714367,50,0.0,0.0,985.0480816976869,0.0,41400000,0.005016128532588482,45.940887518687106,-4.588489173329435e-05,1000.4962946869266,341.43877178432865,0.0,11.46567706845435,50,11.46567706845435,341.43877178432865,45,45
