sweep-v2/MinReturn,Average/NumEpisodes,MetaTest/drawer-open-v2/MinReturn,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/door-close-v2/MaxReturn,MetaTest/lever-pull-v2/AverageReturn,MetaTest/lever-pull-v2/MaxReturn,door-open-v2/Iteration,Average/MaxReturn,drawer-close-v2/Iteration,peg-insert-side-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/Iteration,door-open-v2/MinReturn,reach-v2/MaxReturn,MetaTest/sweep-into-v2/SuccessRate,door-open-v2/SuccessRate,drawer-close-v2/AverageReturn,button-press-topdown-v2/Iteration,pick-place-v2/MaxReturn,drawer-close-v2/NumEpisodes,MetaTest/Average/NumEpisodes,MetaTest/door-close-v2/StdReturn,MetaTest/drawer-open-v2/Iteration,basketball-v2/NumEpisodes,reach-v2/Iteration,MetaTest/lever-pull-v2/AverageDiscountedReturn,peg-insert-side-v2/MinReturn,MetaTest/drawer-open-v2/AverageReturn,window-open-v2/MinReturn,MetaTest/lever-pull-v2/TerminationRate,peg-insert-side-v2/NumEpisodes,pick-place-v2/TerminationRate,GaussianMLPPolicy/LossAfter,basketball-v2/MaxReturn,MetaTest/lever-pull-v2/NumEpisodes,door-open-v2/StdReturn,window-open-v2/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/Iteration,basketball-v2/MinReturn,MetaTest/shelf-place-v2/StdReturn,MetaTest/door-close-v2/Iteration,push-v2/AverageReturn,peg-insert-side-v2/MaxReturn,Average/TerminationRate,MetaTest/door-close-v2/SuccessRate,Average/SuccessRate,button-press-topdown-v2/AverageDiscountedReturn,button-press-topdown-v2/NumEpisodes,MetaTest/shelf-place-v2/NumEpisodes,pick-place-v2/SuccessRate,peg-insert-side-v2/AverageReturn,push-v2/Iteration,push-v2/StdReturn,reach-v2/AverageDiscountedReturn,MetaTest/Average/SuccessRate,drawer-close-v2/MaxReturn,pick-place-v2/NumEpisodes,drawer-close-v2/MinReturn,MetaTest/shelf-place-v2/MaxReturn,door-open-v2/NumEpisodes,drawer-close-v2/StdReturn,basketball-v2/TerminationRate,MetaTest/drawer-open-v2/SuccessRate,MetaTest/door-close-v2/AverageReturn,drawer-close-v2/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-close-v2/MinReturn,MetaTest/shelf-place-v2/SuccessRate,push-v2/MaxReturn,window-open-v2/AverageReturn,pick-place-v2/AverageReturn,reach-v2/MinReturn,Average/StdReturn,MetaTest/lever-pull-v2/SuccessRate,button-press-topdown-v2/AverageReturn,peg-insert-side-v2/Iteration,MetaTest/sweep-into-v2/TerminationRate,door-open-v2/TerminationRate,GaussianMLPPolicy/KLBefore,MetaTest/shelf-place-v2/AverageDiscountedReturn,button-press-topdown-v2/MinReturn,MetaTest/sweep-into-v2/MaxReturn,basketball-v2/Iteration,MetaTest/sweep-into-v2/Iteration,MetaTest/shelf-place-v2/AverageReturn,push-v2/MinReturn,door-open-v2/MaxReturn,pick-place-v2/StdReturn,sweep-v2/NumEpisodes,MetaTest/sweep-into-v2/NumEpisodes,reach-v2/TerminationRate,sweep-v2/SuccessRate,reach-v2/NumEpisodes,reach-v2/StdReturn,sweep-v2/MaxReturn,door-open-v2/AverageDiscountedReturn,peg-insert-side-v2/StdReturn,door-open-v2/AverageReturn,sweep-v2/Iteration,sweep-v2/AverageDiscountedReturn,Average/Iteration,window-open-v2/NumEpisodes,button-press-topdown-v2/MaxReturn,reach-v2/AverageReturn,pick-place-v2/AverageDiscountedReturn,Iteration,reach-v2/SuccessRate,GaussianMLPPolicy/dLoss,button-press-topdown-v2/SuccessRate,MetaTest/shelf-place-v2/MinReturn,window-open-v2/AverageDiscountedReturn,basketball-v2/StdReturn,window-open-v2/StdReturn,window-open-v2/SuccessRate,basketball-v2/AverageReturn,MetaTest/shelf-place-v2/Iteration,MetaTest/sweep-into-v2/StdReturn,drawer-close-v2/TerminationRate,MetaTest/door-close-v2/NumEpisodes,MetaTest/drawer-open-v2/StdReturn,drawer-close-v2/AverageDiscountedReturn,basketball-v2/SuccessRate,MetaTest/drawer-open-v2/NumEpisodes,button-press-topdown-v2/StdReturn,MetaTest/sweep-into-v2/MinReturn,TotalEnvSteps,pick-place-v2/Iteration,sweep-v2/AverageReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/MinReturn,push-v2/NumEpisodes,GaussianMLPPolicy/Entropy,button-press-topdown-v2/TerminationRate,MetaTest/lever-pull-v2/StdReturn,MetaTest/lever-pull-v2/MinReturn,Average/MinReturn,window-open-v2/MaxReturn,MetaTest/shelf-place-v2/TerminationRate,MetaTest/Average/MaxReturn,peg-insert-side-v2/SuccessRate,Average/AverageReturn,window-open-v2/Iteration,push-v2/SuccessRate,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossBefore,peg-insert-side-v2/TerminationRate,pick-place-v2/MinReturn,sweep-v2/TerminationRate,MetaTest/door-close-v2/TerminationRate,MetaTest/sweep-into-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/TerminationRate,push-v2/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/drawer-open-v2/MaxReturn,MetaTest/Average/TerminationRate,push-v2/TerminationRate,MetaTest/sweep-into-v2/AverageReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,sweep-v2/StdReturn
28.39536943600049,200,438.1182701824342,40.714925072344684,249.75134137927037,85.42722704952612,219.53984013667582,382.4034215880264,0,4775.6721503025365,0,1.0910079890420006,0,175.52328741723542,301.787244483768,0.0,0.0,1583.279460971785,0,13.783696514854984,20,250,11.377783193553904,0,20,0,219.53984013667576,2.8180462711860805,949.4236363936808,164.47232645098464,0.0,20,0.0,-0.005875205155462027,19.664091146131565,50,154.37514414774057,0.0,2.4986996398910324,0,1.015892253086705,0.0,0,40.748911806302615,5.282830076949684,0.0,0.0,0.08,53.18187372477089,20,50,0.0,3.6977593631658174,0,58.39390668895526,66.88149240198703,0.0,4775.6721503025365,20,2.8092781307445898,0.0,20,2080.802224771059,0.0,0.0,40.71492507234467,0.45,249.7513413792704,21.904603005484454,0.0,245.63550287234514,184.9138988973907,5.357557075774843,117.64115568724122,801.1407013142724,0.0,296.9947202293506,0,0.0,0.0,0.0,0.0,119.44166277480328,272.58602614757353,0,0,0.0,6.4080332988658535,649.7387719070908,3.2906804666512484,20,50,0.0,0.0,20,56.24967565617868,68.53928200497336,47.56250775731364,0.6493134399304041,280.88985988343063,0,13.487652019259622,0,20,432.89301615924154,196.94786718021558,1.8423675282323928,0,0.0,0.004988430882804096,0.35,0.0,39.999334331465455,5.492639843559896,11.049371373880035,0.0,6.80002842653581,0,45.13555179822674,0.0,50,564.3171951218703,215.9318117936976,0.0,50,111.45775674351297,11.29600880298872,200000,0,58.502346932909575,0.006572464946657419,0.0,20,5.670685768127441,0.0,94.44544036716498,49.92458224023919,1.015892253086705,205.52643738358015,0.0,2332.2196773045894,0.0,265.8132410766861,0,0.0,45.67661320513113,-0.0008867742726579309,0.0,2.197786903206963,0.0,0.0,39.07830529365045,0.0,14.28938486565168,440.55638665616374,2332.2196773045894,0.0,0.0,39.07830529365045,949.4236363936808,8.316852020371426
43.50822900596856,200,405.3702952433644,46.307676669314795,243.26995701664896,128.98374118974988,202.87835029019635,367.6645581927222,1,4810.976312353094,1,2.0500515069111094,1,176.09811009722333,1418.4576299029557,0.0,0.0,939.9450449849932,1,5.730501095032729,20,250,17.55769013606414,1,20,1,202.87835029019635,2.968699686034148,879.3705877377622,147.3939938528171,0.0,20,0.0,-0.00016817438881844282,12.038345800289326,50,139.99478327694385,0.0,2.637482519245685,1,1.9220187749384763,0.13433930272974223,1,19.11753719700706,20.886436909816748,0.0,0.0,0.03,46.901986055469315,20,50,0.0,7.072602308857846,1,15.904309349549756,90.05470128333025,0.0,4810.976312353094,20,3.086416520022672,0.7070017380868463,20,1714.7287221719967,0.0,0.0,46.307676669314795,0.3,243.26995701664896,26.312034731624,0.0,83.60109703202139,187.15424807215248,2.97884120247219,156.90932002656172,617.263713106369,0.0,248.36217094406192,1,0.0,0.0,0.0,0.035833519312433844,111.27676465873745,652.2737125171634,1,1,0.035833519312433844,7.477934878884145,615.935407196063,0.9384366699372555,20,50,0.0,0.0,20,268.585125037391,238.6321272129224,59.383936482050196,4.574890384148395,398.8614921685484,1,22.345762159072713,1,20,499.33299409484425,306.91835204468794,1.282139711638551,1,0.0,0.0011544051812961698,0.0,0.0,40.41848796659772,2.2345287397843676,20.061953054498773,0.0,6.529804719779089,1,132.24017476394334,0.0,50,560.0157458736476,130.04564947574949,0.0,50,124.25021835540456,9.19856041511765,400000,1,70.65137792455178,0.009973441250622272,0.0,20,5.675933361053467,0.0,94.76571877157014,36.57537461006029,1.9220187749384763,220.37551294970436,0.0,2358.3483189644794,0.0,218.75914715671118,1,0.0,40.2641181567104,0.000986230792477727,0.0,1.9385406266531724,0.0,0.0,87.75733686665899,0.0,7.520984407038964,416.8430350789294,2358.3483189644794,0.0,0.0,87.75733686665899,879.3705877377622,39.924270955026415
35.928842116152346,200,467.70327594069505,53.24196100194308,291.3786286704731,128.93940570962337,181.1890276917709,335.8556211513429,2,4676.1434301123245,2,1.537963718659381,2,176.43395055639414,512.1252228709694,0.04,0.0,2773.376067351625,2,12.380347918762148,20,250,19.10349991457739,2,20,2,181.1890276917709,3.2176516971145106,1010.1173612785277,169.20105352371422,0.0,20,0.0,0.0020602240692824125,7.596200386140147,50,132.5830660861152,0.0,1.3555431826156163,2,2.50343915585251,0.035366723549829365,2,31.432020366061334,7.993291240394143,0.0,0.0,0.105,55.29265056291492,20,50,0.0,4.9476676286891195,2,24.715401192720318,89.41327753674794,0.008,4676.1434301123245,20,5.1098989922826386,0.25261945392735263,20,1813.6987200295416,0.0,0.0,53.241961001943075,0.75,291.3786286704731,29.51078890498619,0.0,82.13723587117137,220.08882093662766,5.690751595340093,147.29611492314743,987.9965087102304,0.0,291.17187515499575,2,0.0,0.0,0.0,0.0050523890785470526,124.42388793626932,3795.3022893801462,2,2,0.0050523890785470526,7.084693174913954,624.1427119785033,3.12904186353852,20,50,0.0,0.0,20,94.28911280589907,70.46198299489356,63.99653379441594,1.6281115394210959,327.7566554416848,2,15.18429420257136,2,20,474.43990538371247,248.406730140836,2.7296661590781373,2,0.0,0.002262178109958768,0.3,0.0,43.299900272949415,1.446202350753665,25.325460024243746,0.0,5.124580930682143,2,542.6534640209223,0.0,50,512.8046270739128,301.21442543535625,0.0,50,126.48800587516858,6.461284414779962,600000,2,54.25442616213705,0.006404554937034845,0.0,20,5.701255798339844,0.0,93.74452998779991,31.17010166129407,1.899811944655349,264.38831901353325,0.0,3795.3022893801462,0.0,396.2249595708679,2,0.0,58.7514293134788,0.00432240217924118,0.0,1.899811944655349,0.0,0.0,212.33974099104523,0.0,13.490038269479163,498.6333808618327,2387.35877394288,0.0,0.0,212.3397409910453,1010.1173612785278,9.774268825628134
24.0929510425228,200,421.35951140682334,109.03451809147047,274.2389184486254,612.9435979575877,180.7790816505553,326.55283138055995,3,4687.890102113684,3,1.971506268403692,3,230.96808292143024,1359.6685534275032,0.04,0.0,2761.573344140124,3,17.46317808752457,20,250,133.3990964772468,3,20,3,180.77908165055536,1.917178141413574,896.1877041150774,207.2904828365452,0.0,20,0.0,-0.001119511085562408,16.531066873034504,50,118.60688487896404,0.0,1.4152768442293209,3,2.5688679863110595,0.0653001723115491,3,104.31981382229735,18.829696417786252,0.0,0.0,0.105,56.3735275906912,20,50,0.0,7.788889129037619,3,197.18544578384953,156.63505899739909,0.008,4687.890102113684,20,5.2386302265673494,0.4664298022253508,20,1677.2920159996659,0.0,0.0,109.03451809147043,0.85,274.2389184486254,21.252320644817836,0.0,915.271658793178,233.9797561555816,6.6309615881535136,321.16913406900795,960.510485606443,0.0,301.5128244589994,3,0.0,0.0,0.0,0.009328596044507016,131.93716705917876,3523.300886877144,3,3,0.009328596044507016,7.399957073442275,613.0451855493906,3.5019033435245803,20,50,0.0,0.0,20,244.26344572425438,253.07705231115568,78.44265392489913,3.7687143196029305,487.62562064029396,3,18.134882410758703,3,20,523.9251399117562,536.9275667767816,1.9352384511525638,3,0.0,0.003272486268542707,0.15,0.0,45.49000761286587,2.813133241762382,21.78674645066442,0.0,5.533908729974063,3,518.2769144661382,0.0,50,399.9499388571874,330.33200215794847,0.0,50,123.51454976697168,11.037493556622811,800000,3,60.349594352592405,0.009894579648971558,0.0,20,5.720302104949951,0.0,90.40301295570218,35.775304446661735,1.917178141413574,282.1908429219879,0.0,3523.300886877144,0.0,450.6242279793836,3,0.05,70.90871728159995,0.002152975182980299,0.0,2.9460354046064996,0.0,0.0,185.18395978997938,0.0,18.357018557651422,438.29650288657496,2072.494817985861,0.0,0.0,185.1839597899793,896.1877041150774,45.43567093782807
27.38165203519166,200,455.06335647472963,886.878417022002,417.28678404327985,3238.075311723189,175.4411545252458,343.82028456298633,4,4796.870798063415,4,4.367932169930292,4,228.64174921610774,2743.1285635019563,0.04,0.0,2897.5258566068783,4,69.300878521016,20,250,746.2412090607298,4,20,4,175.4411545252458,4.322452530593665,874.076233650267,182.6405479074701,0.0,20,0.0,-0.0033081781584769487,8.26865013734765,50,155.6685467726592,0.0,1.3347205011955008,4,2.408834671319758,0.06637284534935271,4,133.52612083027918,66.75957129319592,0.0,0.44,0.105,55.46098434165631,20,50,0.0,17.501172204706993,4,199.32027512154988,198.68962996511226,0.096,4796.870798063415,20,8.136549680910683,0.45297935506980114,20,1406.1866361827547,0.0,0.0,886.8784170220017,0.95,417.28678404327997,34.7566099760447,0.0,894.9072404730209,217.04169104151492,11.265187070172137,276.0952809361522,971.458340947782,0.0,259.84196822783684,4,0.0,0.0,0.0,0.01326483282720511,113.61258745192505,1999.3943649662533,4,4,0.01326483282720511,16.455947176143116,830.6290943858467,13.669285958745272,20,50,0.0,0.0,20,564.8288846522561,74.39776508221154,92.2147645882452,17.822003025867854,564.9353805044559,4,15.322369445702169,4,20,470.336694655266,844.6106074571396,3.7094423907864753,4,0.05,0.004699790850281715,0.0,0.0,42.53911294926125,1.5441016680980264,29.31084665705508,0.0,4.507717508961717,4,362.84079747593984,0.0,50,468.22506506260265,271.65590583357624,0.0,50,115.34826384886439,18.16098639210167,1000000,4,50.78620098190133,0.006447639316320419,0.0,20,5.728875160217285,0.0,92.99683496491089,30.783892768213995,2.408834671319758,285.67789761204307,0.0,3238.075311723189,0.0,500.15419024338473,4,0.05,72.54738203405394,0.0013916126918047667,0.0,3.431952217628298,0.0,0.0,150.02485018605736,0.0,40.17895815507359,574.3902604260189,2287.4818113038855,0.0,0.0,150.02485018605728,874.0762336502671,12.967245558332394
41.820580231661474,200,469.3227506815643,1644.2932586598379,658.0102044661287,3200.9186475175247,172.03463978836152,336.3208412805895,5,4626.069256908202,5,2.9047811005217268,5,249.58422625212643,2796.4321278463744,0.08,0.0,3036.267842250824,5,20.37610965087522,20,250,773.9538157479626,5,20,5,172.03463978836152,5.319908028629747,1107.308640698178,161.86309385619674,0.0,20,0.0,-0.004125271458178759,7.788202197172193,50,181.36788178092212,0.0,1.4031629445391922,5,1.5366901488444888,0.11596300357930386,5,51.42037698420667,56.648695229679355,0.0,0.72,0.125,62.24916955257662,20,50,0.0,13.304576596378638,5,31.75410294512901,174.64823983026596,0.16,4626.069256908202,20,8.06859669575539,0.8283071684235991,20,1227.857748406553,0.0,0.0,1644.2932586598379,0.9,658.0102044661286,57.56038189180278,0.0,131.0296469781002,222.93749665861168,7.693198604400335,350.9915860899489,1015.3144765674317,0.0,289.9547333007354,5,0.0,0.0,0.0,0.01656614336847198,137.86547521180253,3596.314521764538,5,5,0.01656614336847198,16.220768810808398,859.7263062851337,4.006521094971524,20,50,0.0,0.0,20,746.1153833601346,61.48557758864183,100.66617194592351,12.701619671358733,609.7299475853202,5,14.25055124333141,5,20,535.7494606687515,1227.502871686594,2.3759114246599737,5,0.0,0.005017472605686635,0.25,0.0,42.958442429598556,1.6228162336842011,31.254836578208735,0.1,5.224589950412357,5,843.4315942233234,0.0,50,557.1545760251881,230.665821291177,0.0,50,115.53392170369172,13.498944314289194,1200000,5,50.30165323640772,0.006479568779468536,0.0,20,5.733680725097656,0.0,92.6774152731137,28.008235004462364,1.5366901488444888,287.34648755167905,0.0,3596.314521764538,0.0,551.433728685389,5,0.0,65.17633645271079,0.0008922011475078762,0.0,3.1338127528092707,0.0,0.0,366.3979170408974,0.0,19.6411127645139,843.5852835231976,2364.4364339658887,0.0,0.0,366.3979170408974,1107.308640698178,5.198085242202384
27.937253418187463,200,477.82865732656154,1411.422563844354,583.041558866884,2903.5929739041053,175.28997392055663,329.61014369476766,6,4785.852587382147,6,4.5102617957604085,6,203.39422493204125,1407.2399205067059,0.04,0.0,2329.478055247517,6,21.05246299848507,20,250,743.868417813058,6,20,6,175.28997392055663,4.6964130730646865,1096.8221217816508,170.48823701925923,0.0,20,0.0,-0.005229462869465351,9.249042690896474,50,197.34108987266885,0.0,1.6595523399076513,6,3.6045794864777156,1.1114238253108721,6,151.1088345429972,63.66136147162664,0.0,0.46,0.1,61.559822954179445,20,50,0.0,20.989240071331324,6,218.68877416478196,138.07678164635158,0.1,4785.852587382147,20,6.351485439496788,7.937560033838015,20,1611.49467411119,0.0,0.0,1411.422563844354,0.75,583.0415588668839,25.34933701362023,0.0,740.20136270546,215.1669728404432,10.7676468043916,283.7655451709619,861.9704130437781,0.0,300.11383777361993,6,0.0,0.0,0.0,0.1662336684030196,172.88943702509312,3886.3274425527543,6,6,0.16623366840301965,13.408017116708667,869.6110800898887,5.165043820766611,20,50,0.0,0.0,20,343.3766577420501,127.89990117878706,98.21774976145528,18.62643609555298,602.6182498759714,6,15.345918255172142,6,20,552.5789074566164,846.1794576928539,3.883482513802292,6,0.0,0.003002127632498741,0.25,0.0,45.000919634947245,1.797213165455306,23.69788110763915,0.0,6.559690962876803,6,691.4073731350642,0.0,50,435.72764338555,193.83127371502394,0.0,50,130.14002808918931,26.399145680327894,1400000,6,53.82114977153859,0.006554697640240192,0.0,20,5.715235710144043,0.0,91.13578912804273,30.954250313823994,3.6045794864777156,276.9785033064149,0.0,3886.3274425527543,0.0,453.68031355835404,6,0.0,60.9900794785607,-0.00222733523696661,0.0,4.768796363354317,0.0,0.0,231.50690111945573,0.0,47.81503216900704,749.575492764277,2146.2618172028174,0.0,0.0,231.50690111945576,1096.8221217816506,19.766982536713527
34.98590479844792,200,527.6180818844447,2336.399291170545,801.3480599336398,3335.36458239671,172.516312269602,330.2394980671158,7,4805.658093431184,7,3.922596172480792,7,233.71335493692234,1256.022487586952,0.12,0.0,3219.9280198180654,7,21.570358694427124,20,250,547.3212570761768,7,20,7,172.51631226960194,5.527558917909421,1165.3248078631107,167.57515991726885,0.0,20,0.0,-0.002234394894912839,13.030565622998797,50,181.90019070587314,0.0,1.7165456184662289,7,3.4347543263402684,0.15171686817534363,7,86.50316721578064,107.80204120129635,0.0,0.26,0.09,61.89143527183713,20,50,0.0,19.602257507805938,7,103.59062596735876,133.96767590980437,0.076,4805.658093431184,20,6.349742936436523,1.0197919789083343,20,1872.3855510943044,0.0,0.0,2336.3992911705454,0.8,801.3480599336395,1295.39845624945,0.0,488.35707530332115,217.4479681007493,9.583068621710236,302.2004766086938,1107.3894241053904,0.0,300.2638729396976,7,0.0,0.0,0.0,0.03718007778120388,155.9166648273425,3874.6395122274057,7,7,0.03718007778120388,22.017672313098707,838.0775653824782,4.257344553084563,20,50,0.0,0.0,20,236.2832791043234,100.03153237479478,93.7324320574989,23.287216649694376,593.5579144221331,7,15.907856820339479,7,20,528.459524999204,677.0946684063334,2.8415506736843748,7,0.0,0.0034864628687500954,0.1,0.0,44.823089595245776,2.6852814221369328,42.228291408964154,0.0,5.344723791396782,7,731.9617907005965,0.0,50,366.2678374446985,409.10507617797646,0.0,50,126.05214608903735,22.33437692468656,1600000,7,55.2427986109058,0.006540221627801657,0.0,20,5.724094390869141,0.0,92.37221281732145,32.622291139114665,3.4347543263402684,358.3460098339325,0.0,3874.6395122274057,0.0,518.4568459434578,7,0.0,80.46772884543492,0.0012520679738372564,0.0,4.026528844481329,0.0,0.0,332.46270828715933,0.0,36.769030157015756,972.0346414143621,2320.4025872856687,0.0,0.0,332.46270828715933,1165.3248078631107,13.651760037766875
38.44297872675005,200,550.3892991973387,2065.313080388554,687.6390103846223,3148.18654593641,169.3846036036024,328.97921230063173,8,4694.672497896995,8,2.779560836631349,8,198.25310085012356,893.244405587511,0.0,0.0,2014.059786120252,8,29.77286553956761,20,250,572.1838148079931,8,20,8,169.3846036036024,8.479975940999799,1101.9139232533532,180.30098183715631,0.0,20,0.0,-0.0012634678278118372,17.724464929898808,50,254.00041354059792,0.0,1.6915629365840608,8,2.539411055500877,16.229245698003204,8,83.23813101908041,26.045024331111968,0.0,0.36,0.105,79.47381154464234,20,50,0.0,11.747051672898344,8,95.19486063292472,95.2674293376694,0.072,4694.672497896995,20,6.398298250916791,115.95546901348601,20,1711.0515134969426,0.0,0.0,2065.3130803885538,0.75,687.6390103846225,537.9059752420177,0.0,464.57921381956305,216.92435335788292,10.465564086998357,201.4004118198154,798.6125497250223,0.0,421.61605074588607,8,0.0,0.0,0.0,2.3705879084856782,180.46015925544773,403.01511196882836,8,8,2.3705879084856787,28.26163730736688,871.9527332025216,6.0888305487353,20,50,0.0,0.0,20,187.6919891054456,78.4984638681389,98.8694235881631,4.1188272945804325,518.1900411966678,8,15.168864164765404,8,20,585.3337079277534,432.5222745323548,2.2465311206633696,8,0.0,0.0031172650633379817,0.3,0.0,45.7743807529683,3.421044562440519,27.971894328299676,0.0,7.502006701286962,8,100.51855986366023,0.0,50,399.7086522815711,201.98101253905992,0.0,50,122.50662722394172,8.556695337660903,1800000,8,54.19582581854873,0.009801961481571198,0.0,20,5.7423295974731445,0.0,89.11108978345327,26.452532315022744,2.539411055500877,303.6383628731313,0.0,3148.18654593641,0.0,377.0461085251857,8,0.0,56.82765597691014,0.0018537972355261445,0.0,3.7905496895908897,0.0,0.0,99.21285676911675,0.0,25.023982947954117,855.5121046596095,2353.3259294722416,0.0,0.0,99.21285676911671,1101.9139232533532,8.873719900703977
33.1391025605183,200,517.0654165481761,2721.4721084466246,816.2120905831256,3835.7853590302343,165.08723967465133,332.5971155943879,9,4327.148829214377,9,2.3646617702043526,9,192.98542189697127,2533.6048801209827,0.02,0.0,2910.497030113037,9,48.922170476040705,20,250,448.60124893352986,9,20,9,165.08723967465133,5.0598484350878925,1035.8360522943315,222.51548855215015,0.0,20,0.0,0.0007084881071932614,16.742570628550233,50,230.73113833706103,0.0,2.140176355728117,9,3.6242649503552005,0.5383478933132051,9,320.06815684429455,23.22169757501269,0.0,0.5,0.115,68.31315109351237,20,50,0.0,9.71181609806331,9,699.123062146348,188.24166575068134,0.104,4327.148829214377,20,2.0922462368945993,3.808435922865707,20,1202.3407845950894,0.0,0.0,2721.4721084466246,0.95,816.2120905831256,1776.1298146922657,0.0,2575.4117176355844,253.62378104020908,11.747260127199572,432.5407720880426,972.3327445828389,0.0,347.7607743697605,9,0.0,0.0,0.0,0.10193129057086715,185.35742379124434,2861.444712080358,9,9,0.10193129057086715,29.250979865472427,945.2884298949815,9.60053233138795,20,50,0.0,0.0,20,500.2920819569066,184.29749955647605,96.40619173673286,3.655631079085442,570.8553851117724,9,16.41963734775771,9,20,481.5050539389985,1128.1788843241834,3.1992281677155026,9,0.0,0.003083560091909021,0.1,0.0,48.71924882827858,3.919734994601175,17.3285651746161,0.0,7.936568280980026,9,405.3148855533314,0.0,50,328.80131215586243,219.07349200817072,0.0,50,96.78969332164407,19.035953837184387,2000000,9,57.16752176443655,0.0066660307347774506,0.0,20,5.770778179168701,0.0,89.21373376894269,30.70623690529288,2.0922462368945993,278.925093139324,0.0,3835.7853590302343,0.0,561.7547178073937,9,0.1,70.14131583224903,0.0037920481991022825,0.0,5.389009641174813,0.0,0.0,158.56312120945003,0.0,56.53570526370879,1066.0529884296561,2303.3578881057488,0.0,0.0,158.56312120945003,1035.8360522943317,36.77447577282484
