MetaTest/Average/MaxReturn,MetaTest/lever-pull-v2/SuccessRate,MetaTest/shelf-place-v2/MinReturn,MetaTest/door-close-v2/StdReturn,MetaTest/sweep-into-v2/Iteration,MetaTest/shelf-place-v2/NumEpisodes,MetaTest/door-close-v2/Iteration,MetaTest/lever-pull-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/Iteration,MetaTest/shelf-place-v2/MaxReturn,MetaTest/drawer-open-v2/NumEpisodes,MetaTest/sweep-into-v2/NumEpisodes,MetaTest/door-close-v2/MaxReturn,MetaTest/Average/Iteration,MetaTest/door-close-v2/TerminationRate,MetaTest/drawer-open-v2/MinReturn,MetaTest/lever-pull-v2/AverageReturn,MetaTest/door-close-v2/NumEpisodes,MetaTest/lever-pull-v2/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/sweep-into-v2/TerminationRate,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/drawer-open-v2/SuccessRate,MetaTest/shelf-place-v2/TerminationRate,MetaTest/shelf-place-v2/AverageReturn,MetaTest/sweep-into-v2/MinReturn,MetaTest/drawer-open-v2/MaxReturn,MetaTest/sweep-into-v2/SuccessRate,MetaTest/drawer-open-v2/StdReturn,MetaTest/Average/MinReturn,MetaTest/sweep-into-v2/AverageReturn,MetaTest/lever-pull-v2/MaxReturn,MetaTest/lever-pull-v2/MinReturn,MetaTest/lever-pull-v2/StdReturn,MetaTest/shelf-place-v2/SuccessRate,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/StdReturn,MetaTest/door-close-v2/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/shelf-place-v2/Iteration,MetaTest/sweep-into-v2/MaxReturn,MetaTest/Average/SuccessRate,TrainSteps,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/NumEpisodes,MetaTest/drawer-open-v2/AverageReturn,MetaTest/drawer-open-v2/TerminationRate,MetaTest/sweep-into-v2/StdReturn,MetaTest/lever-pull-v2/TerminationRate,MetaTest/Average/StdReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,MetaTest/door-close-v2/AverageReturn,MetaTest/door-close-v2/MinReturn
3379.448180826735,0.0,0.0,51.91970111381856,500,500,500,55.5228397288055,500,0.0,501,500,268.2943578283879,500,0.0,363.26895783425556,198.76757727913252,500,500,2501,178.35786989640295,0.0,37.98953696580518,2560000,0.0,0.0,0.0,19.49241669824804,425.5066273520789,0.02,17.011688256205193,0.0,131.32349021987622,736.9938316698681,35.216261261251084,120.07780207665076,0.0,0.0,0.0,0.0,0.0,500,3379.448180826735,0.003998400639744102,500,22.641997400794565,24.435553272778392,500,385.44782777153085,0.0,465.3879227829638,0.0,249.51329244476125,87.2487759486817,175.83627429572485,38.83251562442338
4169.338288825336,0.0,0.0,22.027394112688086,1000,500,1000,52.11721763264097,1000,0.0,500,500,195.00005790586917,1000,0.0,371.2730235440003,185.06368415422054,500,1000,2500,158.0058682566171,0.0,37.33018740560882,5120000,0.0,0.0,0.0,8.170935879358883,1112.4267104254589,0.02,113.73122407190213,0.0,133.99385863614503,336.53307932866755,42.84664350630237,92.21442542850234,0.0,0.0,0.0,0.0,0.0,1000,4169.338288825336,0.004,1000,7.067906967395685,25.86457072838278,500,427.9099365975221,0.0,578.2690511474304,0.0,306.1546930257391,101.60124169962464,43.06186189519785,32.64697464079832
3621.034588062592,0.0,0.0,3.846293114760665,1500,500,1500,51.59031817548994,1500,0.0,500,500,47.00147373098358,1500,0.0,388.0840458803344,174.31036802845483,500,1500,2500,204.8581483474283,0.0,48.862380351251446,7680000,0.0,0.0,0.0,24.061866044130667,2065.947500085594,0.038,352.5907120743954,0.0,182.851282539045,320.3299582569569,36.0433994051044,87.47336578887192,0.0,0.0,0.0,0.0,0.0,1500,3621.034588062592,0.0076,1500,6.683470988608064,27.88448038806559,500,627.5636564719929,0.0,681.7095766035288,0.0,411.3637073251032,158.1536322040936,39.56543469764885,32.27321086470552
3820.018505248334,0.0,0.0,3.8665597548671955,2000,500,2000,50.76900587217904,2000,0.0,500,500,47.29595273633128,2000,0.0,394.22637367368895,183.85838505021326,500,2000,2500,240.8263275455688,0.0,53.11528728249569,10240000,0.0,0.0,0.0,18.82225668412799,2083.443188497303,0.136,314.6050891197842,0.0,354.850698905074,332.60914324218686,35.26327078764407,89.56154732010539,0.0,0.0,0.0,0.0,0.0,2000,3820.018505248334,0.0272,2000,6.768237171465504,38.69520682592821,500,625.7242639055803,0.0,924.6469319732275,0.0,494.93992861358157,169.34398654290567,39.698289866976445,32.49160625891076
3780.4155879781283,0.0,0.0,46.08656676503808,2500,500,2500,53.76962827089601,2500,0.0,500,500,189.67011559960915,2500,0.0,401.7158381190374,173.05860756544118,500,2500,2500,290.70180023507584,0.0,59.418615290035845,12800000,0.0,0.0,0.0,31.39204238154036,2020.3254914274137,0.122,416.1411994547454,0.0,434.5145977837094,331.0502564120968,38.607349922026856,87.42599749443627,0.0,0.0,0.0,0.0,0.0,2500,3780.4155879781283,0.0244,2500,9.112561705424632,44.92762489619469,500,753.1231156990835,0.0,1087.7257934631255,0.0,589.5950019047723,189.28326157766395,92.81268012714496,32.737181807861425
3687.807369949568,0.0,0.0,38.33107200861141,3000,500,3000,53.44835403405738,3000,0.0,500,500,152.9872898847951,3000,0.0,399.31297858090477,168.359220364905,500,3000,2500,243.2903717204071,0.0,53.28674894733309,15360000,0.0,0.0,0.0,17.819868727637143,1835.457684816862,0.1,315.41490637746847,0.0,335.4766949748989,323.4471280550687,34.99567984869292,86.69909231400251,0.0,0.0,0.0,0.0,0.0,3000,3687.807369949568,0.02,3000,7.7232950107505705,32.16989226027706,500,642.591559746467,0.0,853.5844429002941,0.0,469.00846688603923,173.0922034315805,70.02438351576437,32.52552652801401
3781.939862161472,0.0,0.0,3.853235555015179,3500,500,3500,51.8146214237527,3500,0.0,500,500,47.23376918297858,3500,0.0,424.2813458307023,169.30953070885855,500,3500,2500,241.8924581650177,0.0,58.384607234137135,17920000,0.0,0.0,0.0,21.751077399671388,2283.130246749755,0.082,458.80520725497774,0.0,208.89891152628005,323.0902801374933,32.4604955023709,87.84107904404,0.0,0.0,0.0,0.0,0.0,3500,3781.939862161472,0.0164,3500,6.786741056775097,32.68385193614832,500,791.5250708965367,0.0,631.1895134586049,0.0,452.6518092687097,200.6378217540096,39.728777693413356,32.577029778915126
2741.8213681376383,0.0,0.0,31.54340051625639,4000,500,4000,57.24357990973499,4000,0.0,500,500,156.16035965406112,4000,0.0,418.05427920041205,164.8304769544672,501,4000,2501,277.49450297868697,0.0,60.50960566005078,20480000,0.0,0.0,0.0,11.151241521486094,2329.481350656548,0.1,452.02815536168674,0.0,260.881339177632,317.8608870367812,38.53969166106384,83.59542262077214,0.0,0.0,0.0,0.0,0.0,4000,2741.8213681376383,0.019992003198720514,4000,7.074139067777005,24.523309949441586,500,906.5320174849031,0.0,580.3363550702834,0.0,465.53958309719474,213.81387030648486,55.67232563112767,32.36338023695237
3437.2658700018223,0.0,0.0,27.496125852631746,4500,500,4500,52.881635336540754,4500,0.0,500,500,172.92891343394956,4500,0.0,427.90238449570097,180.26010267055946,500,4500,2500,249.21785324187167,0.0,57.778214382613335,23040000,0.0,0.0,0.0,19.377586114104055,2247.2053431932277,0.1,520.577512457944,0.0,169.5219570291362,333.6011972152509,37.6777203213114,91.05364562392337,0.0,0.0,0.0,0.0,0.0,4500,3437.2658700018223,0.02,4500,7.296864556045463,26.916245155150026,500,849.4493814304291,0.0,380.9932385576337,0.0,424.18090755310845,201.79632686533046,46.85782507923377,32.84955832104621
3716.4823901268373,0.0,0.0,25.874423637345725,5000,500,5000,58.01242175683623,5000,0.0,500,500,159.65365188115538,5000,0.0,409.0193396790417,152.49767373772937,500,5000,2500,245.0004585639652,0.0,60.074951346010316,25600000,0.0,0.0,0.0,27.990938271831226,2201.322065794923,0.18,394.5104703741286,0.0,259.7590572030617,287.4271511502659,36.147680999535304,74.18264292212541,0.0,0.0,0.0,0.0,0.0,5000,3716.4823901268373,0.036,5000,7.252036558551615,39.4140567074807,500,764.6243632635196,0.0,631.0034775540696,0.0,433.0234870520616,195.696241707183,48.12119861551513,32.72179711879349
