basketball-v2/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,basketball-v2/TerminationRate,GaussianMLPPolicy/Entropy,basketball-v2/AverageReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,GaussianMLPPolicy/KLBefore,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,basketball-v2/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Iteration,MetaTest/Average/Iteration,MetaTest/basketball-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,basketball-v2/MinReturn,Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/StdReturn,Average/SuccessRate,Average/Iteration,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/MinReturn
410,378.0664641381926,1.8232937691209372e-05,0.0042253159917891026,0.0,2.8360159397125244,2668.040359194069,2150.763421595361,0.0,0.5,0.0,378.0664641381926,2150.763421595361,2.291306161920182,1491.7570568881654,2150.763421595361,1491.7570568881654,0.0,4468.767768043914,200,0.5,0.605,-1.3411660802375991e-05,50,410,410,410,1764.0896684632112,0.0,2.291306161920182,4468.767768043914,50,2668.040359194069,2150.763421595361,9.555313401455738,82200000,200,4.821276888833381e-06,1764.0896684632112,0.605,410,4472.790803878819,4472.790803878819,9.555313401455738
411,375.27026130768604,1.77313504536869e-05,0.004045162815600634,0.0,2.811352252960205,2654.944097383571,2610.1703647007653,0.0,0.66,0.0,375.27026130768604,2610.1703647007653,5.132339235955193,1641.87172082553,2610.1703647007653,1641.87172082553,0.0,4520.0559970629165,200,0.66,0.63,-3.130503682768904e-05,50,411,411,411,1604.285347880173,0.0,5.132339235955193,4520.0559970629165,50,2654.944097383571,2610.1703647007653,8.857667302636171,82400000,200,-1.3573686374002136e-05,1604.285347880173,0.63,411,4430.264663712061,4430.264663712061,8.857667302636171
412,378.16637322292297,1.7331193703284953e-05,0.003795220283791423,0.0,2.800401210784912,2666.5554047118244,2545.054153301513,0.0,0.6,0.0,378.16637322292297,2545.054153301513,12.168448251434992,1578.8896749351811,2545.0541533015125,1578.8896749351811,0.0,4473.595071489424,200,0.6,0.62,-2.456815491314046e-05,50,412,412,412,1738.2984573893204,0.0,12.168448251434992,4473.595071489424,50,2666.5554047118244,2545.0541533015125,11.74993990855181,82600000,200,-7.236961209855508e-06,1738.2984573893204,0.62,412,4449.052234467419,4449.052234467419,11.74993990855181
413,421.7469152015459,1.7692447727313265e-05,0.0040422105230391026,0.0,2.758298397064209,3018.5045224728324,2725.8896824094195,0.0,0.68,0.0,421.7469152015459,2725.8896824094195,9.739768154743276,1530.7206038595396,2725.8896824094195,1530.7206038595396,0.0,4492.88420992204,200,0.68,0.77,-4.5287608372746035e-05,50,413,413,413,1603.4327773460625,0.0,9.739768154743276,4492.88420992204,50,3018.5045224728324,2725.8896824094195,11.70446733097159,82800000,200,-2.759516064543277e-05,1603.4327773460625,0.77,413,4411.623458318767,4411.623458318767,11.70446733097159
414,385.3057736834194,2.6523099222686142e-05,0.005582271609455347,0.0,2.7543370723724365,2708.5669615323814,2557.231462661066,0.0,0.6,0.0,385.3057736834194,2557.231462661066,10.334376477564877,1455.18881178057,2557.231462661066,1455.18881178057,0.0,4462.261804940164,200,0.6,0.63,-2.9506185455829836e-05,50,414,414,414,1712.943869948689,0.0,10.334376477564877,4462.261804940164,50,2708.5669615323814,2557.231462661066,12.087341709883304,83000000,200,-2.9830862331436947e-06,1712.943869948689,0.63,414,4457.288278256714,4457.288278256714,12.087341709883304
415,390.35379843957344,1.669427365413867e-05,0.0036457895766943693,0.0,2.736215829849243,2700.030577591647,2725.3232890717404,0.0,0.64,0.0,390.35379843957344,2725.3232890717404,5.774085632662195,1556.5229356951536,2725.3232890717404,1556.5229356951536,0.0,4444.670365838133,200,0.64,0.68,-2.7492333174450323e-05,50,415,415,415,1623.1701356272342,0.0,5.774085632662195,4444.670365838133,50,2700.030577591647,2725.3232890717404,12.770144701377742,83200000,200,-1.0798059520311654e-05,1623.1701356272342,0.68,415,4502.430077579259,4502.430077579259,12.770144701377742
416,402.96936507957776,1.5421101124957204e-05,0.0033541605807840824,0.0,2.714010238647461,2878.625132861726,2366.15837749437,0.0,0.56,0.0,402.96936507957776,2366.15837749437,7.696437105149257,1528.574209537723,2366.15837749437,1528.574209537723,0.0,4508.077757822296,200,0.56,0.71,-2.6291550966561772e-05,50,416,416,416,1698.008976564069,0.0,7.696437105149257,4508.077757822296,50,2878.625132861726,2366.15837749437,8.444010516256334,83400000,200,-1.0870449841604568e-05,1698.008976564069,0.71,416,4423.893478473089,4423.893478473089,8.444010516256334
417,418.5564975587407,2.0414254322531633e-05,0.0041982862167060375,0.0,2.6881072521209717,2920.632918272706,2991.2181960384464,0.0,0.72,0.0,418.5564975587407,2991.2181960384464,15.148576494724514,1491.0284623039456,2991.2181960384464,1491.0284623039456,0.0,4462.125321160378,200,0.72,0.715,-3.492104588076472e-05,50,417,417,417,1564.5258999766252,0.0,15.148576494724514,4462.125321160378,50,2920.632918272706,2991.2181960384464,7.390019570467345,83600000,200,-1.450679155823309e-05,1564.5258999766252,0.715,417,4452.98659528851,4452.98659528851,7.390019570467345
418,400.1256599660894,1.7192742234328762e-05,0.0038733347319066525,0.0,2.712547540664673,2833.2607714319333,2656.525926893741,0.0,0.58,0.0,400.1256599660894,2656.525926893741,10.99782864786608,1573.230900134904,2656.525926893741,1573.230900134904,0.0,4474.859435091349,200,0.58,0.67,-1.8851642380468547e-06,50,418,418,418,1608.8909544925932,0.0,10.99782864786608,4474.859435091349,50,2833.2607714319333,2656.525926893741,12.934795694647036,83800000,200,1.5307577996281907e-05,1608.8909544925932,0.67,418,4421.730294767445,4421.730294767445,12.934795694647036
419,412.8849634122816,2.1465832105604932e-05,0.00505097396671772,0.0,2.6444203853607178,2872.536937144745,2687.4550355567426,0.0,0.6,0.0,412.8849634122816,2687.4550355567426,11.075312500988591,1471.0632082335821,2687.4550355567426,1471.0632082335821,0.0,4470.528818183357,200,0.6,0.685,-6.835452222730964e-05,50,419,419,419,1622.5776538211292,0.0,11.075312500988591,4470.528818183357,50,2872.536937144745,2687.4550355567426,16.81267621057478,84000000,200,-4.688869012170471e-05,1622.5776538211292,0.685,419,4451.543630627211,4451.543630627211,16.81267621057478
420,412.84008416366663,1.3874165460947552e-05,0.003003165125846863,0.0,2.6524600982666016,2922.428618264489,2592.8346131631897,0.0,0.7,0.0,412.84008416366663,2592.8346131631897,8.676452344519076,1428.1482541456296,2592.83461316319,1428.1482541456296,0.0,4485.595170898474,200,0.7,0.675,-1.0428465429868083e-05,50,420,420,420,1729.9093639322673,0.0,8.676452344519076,4485.595170898474,50,2922.428618264489,2592.83461316319,13.250188663566904,84200000,200,3.4457000310794683e-06,1729.9093639322673,0.675,420,4453.205210046964,4453.205210046964,13.250188663566904
421,418.43790396498144,1.982594335458998e-05,0.004281546920537949,0.0,2.6581037044525146,3029.953420176634,2656.9465153210103,0.0,0.68,0.0,418.43790396498144,2656.9465153210103,7.319370237641552,1495.6248260587047,2656.9465153210117,1495.6248260587047,0.0,4466.270499051861,200,0.68,0.72,-1.6620178939774632e-05,50,421,421,421,1666.8776526631734,0.0,7.319370237641552,4466.270499051861,50,3029.953420176634,2656.9465153210117,10.647369220524906,84400000,200,3.2057644148153486e-06,1666.8776526631734,0.72,421,4467.115400497038,4467.115400497038,10.647369220524906
422,406.8630938004018,1.9624312699306756e-05,0.004189367406070232,0.0,2.630199670791626,2881.507159865811,2725.984785714673,0.0,0.72,0.0,406.8630938004018,2725.984785714673,5.451454407490725,1399.1579185671462,2725.984785714673,1399.1579185671462,0.0,4476.191318936549,200,0.72,0.675,-3.7539877666858956e-05,50,422,422,422,1588.4590332970847,0.0,5.451454407490725,4476.191318936549,50,2881.507159865811,2725.984785714673,15.616306877162904,84600000,200,-1.79155649675522e-05,1588.4590332970847,0.675,422,4461.428269272866,4461.428269272866,15.616306877162904
423,403.65442412075316,2.1376336007961072e-05,0.003965388517826796,0.0,2.6423752307891846,2896.3868630822444,2575.7722223549727,0.0,0.62,0.0,403.65442412075316,2575.7722223549727,8.080998895331211,1454.1988435094904,2575.772222354972,1454.1988435094904,0.0,4480.45335826545,200,0.62,0.68,-1.4476293472398538e-05,50,423,423,423,1649.466745983296,0.0,8.080998895331211,4480.45335826545,50,2896.3868630822444,2575.772222354972,11.114198630650982,84800000,200,6.900042535562534e-06,1649.466745983296,0.68,423,4471.551196926639,4471.551196926639,11.114198630650982
424,377.4953188539955,1.2010502359771635e-05,0.0033429437316954136,0.0,2.6810946464538574,2609.438222840684,2818.3590766627817,0.0,0.74,0.0,377.4953188539955,2818.3590766627817,7.463363642283446,1598.2473693079255,2818.3590766627817,1598.2473693079255,0.0,4480.700311614127,200,0.74,0.67,4.938346137350891e-06,50,424,424,424,1555.3775241590208,0.0,7.463363642283446,4480.700311614127,50,2609.438222840684,2818.3590766627817,12.755066265051328,85000000,200,1.6948848497122526e-05,1555.3775241590208,0.67,424,4429.915732880565,4429.915732880565,12.755066265051328
425,412.386893959882,1.4816573639109265e-05,0.0034982734359800816,0.0,2.653961181640625,2920.173216093604,2781.38416716225,0.0,0.7,0.0,412.386893959882,2781.38416716225,12.226814246094595,1485.5513344679432,2781.38416716225,1485.5513344679432,0.0,4457.335750022333,200,0.7,0.715,-2.9879220164730214e-05,50,425,425,425,1587.5692925630665,0.0,12.226814246094595,4457.335750022333,50,2920.173216093604,2781.38416716225,22.833201277363198,85200000,200,-1.5062646525620949e-05,1587.5692925630665,0.715,425,4473.759338522508,4473.759338522508,22.833201277363198
426,408.90390510378666,2.160433359676972e-05,0.004891370888799429,0.0,2.622547149658203,2873.2483138100674,3084.3202113458833,0.0,0.76,0.0,408.90390510378666,3084.3202113458833,4.071692703832816,1428.3705648309278,3084.3202113458833,1428.3705648309278,0.0,4460.857504129419,200,0.76,0.71,-4.43541030108463e-05,50,426,426,426,1415.122786126933,0.0,4.071692703832816,4460.857504129419,50,2873.2483138100674,3084.3202113458833,14.198137044769648,85400000,200,-2.274976941407658e-05,1415.122786126933,0.71,426,4437.0004817381305,4437.0004817381305,14.198137044769648
427,416.97755468791127,3.161008430652146e-05,0.005177021492272615,0.0,2.6273252964019775,2973.6055967742996,2812.425099455126,0.0,0.6,0.0,416.97755468791127,2812.425099455126,11.775726715981508,1404.1886331917158,2812.425099455127,1404.1886331917158,0.0,4479.759120061747,200,0.6,0.71,-2.8036340154358186e-05,50,427,427,427,1626.64896841898,0.0,11.775726715981508,4479.759120061747,50,2973.6055967742996,2812.425099455127,18.983638227755193,85600000,200,3.573744152163272e-06,1626.64896841898,0.71,427,4462.904515827671,4462.904515827671,18.983638227755193
428,405.578123476799,2.0588775896612788e-05,0.004209057427942753,0.0,2.658843755722046,2913.4572216656325,2634.961075754364,0.0,0.56,0.0,405.578123476799,2634.961075754364,8.287758102442579,1489.9238894630362,2634.9610757543637,1489.9238894630362,0.0,4482.324824749823,200,0.56,0.685,-2.175784629798727e-06,50,428,428,428,1641.988315338092,0.0,8.287758102442579,4482.324824749823,50,2913.4572216656325,2634.9610757543637,18.097697302695156,85800000,200,1.841299126681406e-05,1641.988315338092,0.685,428,4474.883710209771,4474.883710209771,18.097697302695156
429,409.21310444712543,1.4949103203321101e-05,0.0029842648655176163,0.0,2.658782720565796,2958.368484051435,2710.9772198595856,0.0,0.72,0.0,409.21310444712543,2710.9772198595856,8.68417172619216,1617.3958949014336,2710.977219859585,1617.3958949014336,0.0,4509.935251750305,200,0.72,0.665,-1.5020676073618233e-05,50,429,429,429,1591.2808701339886,0.0,8.68417172619216,4509.935251750305,50,2958.368484051435,2710.977219859585,10.573996270950785,86000000,200,-7.157287029713189e-08,1591.2808701339886,0.665,429,4491.254183617699,4491.254183617699,10.573996270950785
430,408.34115791245085,2.1911694602749776e-05,0.005013020243495703,0.0,2.6805758476257324,2880.798203931161,2442.7413989671054,0.0,0.58,0.0,408.34115791245085,2442.7413989671054,10.225553053010687,1484.5545872076596,2442.7413989671054,1484.5545872076596,0.0,4494.166438427267,200,0.58,0.68,-8.88415343069937e-06,50,430,430,430,1636.307085350389,0.0,10.225553053010687,4494.166438427267,50,2880.798203931161,2442.7413989671054,7.1942239544566595,86200000,200,1.3027541172050405e-05,1636.307085350389,0.68,430,4458.997899300815,4458.997899300815,7.1942239544566595
431,400.19489402057894,2.1090709196869284e-05,0.004337694495916367,0.0,2.689845323562622,2797.373650556982,2831.4935594684603,0.0,0.74,0.0,400.19489402057894,2831.4935594684603,12.064087874587596,1561.2443823359213,2831.4935594684603,1561.2443823359213,0.0,4495.306447185427,200,0.74,0.605,-1.6264017176581547e-05,50,431,431,431,1588.432803765977,0.0,12.064087874587596,4495.306447185427,50,2797.373650556982,2831.4935594684603,19.789292408926453,86400000,200,4.826692020287737e-06,1588.432803765977,0.605,431,4475.632687127323,4475.632687127323,19.789292408926453
432,418.72154745234235,1.991955105040688e-05,0.0040084184147417545,0.0,2.696735382080078,2929.1241293566377,1930.9781203307855,0.0,0.58,0.0,418.72154745234235,1930.9781203307855,8.489833169402415,1548.0617230762084,1930.9781203307853,1548.0617230762084,0.0,4487.050900066624,200,0.58,0.685,-1.5058581084304024e-05,50,432,432,432,1685.8956510400203,0.0,8.489833169402415,4487.050900066624,50,2929.1241293566377,1930.9781203307853,5.798412240269726,86600000,200,4.860969966102857e-06,1685.8956510400203,0.685,432,4430.0533647322345,4430.0533647322345,5.798412240269726
433,414.128347258663,1.6917115317482967e-05,0.0035133734345436096,0.0,2.68914532661438,2890.6168578498487,2465.290060601926,0.0,0.6,0.0,414.128347258663,2465.290060601926,6.7608612571931905,1457.2578197097837,2465.290060601926,1457.2578197097837,0.0,4485.221570510981,200,0.6,0.65,-2.127023799403105e-05,50,433,433,433,1704.336933414637,0.0,6.7608612571931905,4485.221570510981,50,2890.6168578498487,2465.290060601926,9.616661198259376,86800000,200,-4.353122676548082e-06,1704.336933414637,0.65,433,4431.152818963415,4431.152818963415,9.616661198259376
434,389.54338068049924,2.734521058300743e-05,0.005185459740459919,0.0,2.676056146621704,2730.8308543855383,2368.358650143452,0.0,0.6,0.0,389.54338068049924,2368.358650143452,10.125433721981548,1478.2268730363926,2368.358650143452,1478.2268730363926,0.0,4483.238576779571,200,0.6,0.605,-3.618527625803836e-05,50,434,434,434,1750.0570927837741,0.0,10.125433721981548,4483.238576779571,50,2730.8308543855383,2368.358650143452,11.490501622822201,87000000,200,-8.840065675030928e-06,1750.0570927837741,0.605,434,4388.229204852752,4388.229204852752,11.490501622822201
435,422.7362151431134,2.2416374122258276e-05,0.004235506057739258,0.0,2.661396026611328,2967.4227884545526,2579.7312541652045,0.0,0.64,0.0,422.7362151431134,2579.7312541652045,11.502958849749215,1267.5570943197554,2579.7312541652045,1267.5570943197554,0.0,4467.820970314494,200,0.64,0.655,-3.097623630310409e-05,50,435,435,435,1653.0444413935913,0.0,11.502958849749215,4467.820970314494,50,2967.4227884545526,2579.7312541652045,9.327692170604388,87200000,200,-8.559862180845812e-06,1653.0444413935913,0.655,435,4435.267425264558,4435.267425264558,9.327692170604388
436,416.06740767395354,1.9128274971080828e-05,0.0043318551033735275,0.0,2.6971170902252197,2931.0626333672053,2637.4247845424175,0.0,0.66,0.0,416.06740767395354,2637.4247845424175,9.02458681681294,1498.3473847808432,2637.4247845424184,1498.3473847808432,0.0,4492.246201995218,200,0.66,0.69,1.4129648207017453e-06,50,436,436,436,1724.8492631724898,0.0,9.02458681681294,4492.246201995218,50,2931.0626333672053,2637.4247845424184,14.176646531224897,87400000,200,2.0541239791782573e-05,1724.8492631724898,0.69,436,4494.353802935059,4494.353802935059,14.176646531224897
437,426.6540356738541,2.4553098455726285e-05,0.0043846601620316505,0.0,2.698699712753296,3065.98471326106,2750.3583432372857,0.0,0.6,0.0,426.6540356738541,2750.3583432372857,10.279755778338808,1490.3790778455302,2750.358343237285,1490.3790778455302,0.0,4499.635313201965,200,0.6,0.7,-2.3487336875405163e-05,50,437,437,437,1511.6215810485373,0.0,10.279755778338808,4499.635313201965,50,3065.98471326106,2750.358343237285,10.473392397383297,87600000,200,1.0657615803211229e-06,1511.6215810485373,0.7,437,4450.369413972494,4450.369413972494,10.473392397383297
438,422.65152133187553,2.4473849407513626e-05,0.004868778400123119,0.0,2.674844741821289,2975.9267864775948,2659.618054078065,0.0,0.72,0.0,422.65152133187553,2659.618054078065,5.0892685782819,1493.7721453747365,2659.618054078065,1493.7721453747365,0.0,4471.664427874303,200,0.72,0.695,-4.1215949750039726e-05,50,438,438,438,1798.542113777166,0.0,5.0892685782819,4471.664427874303,50,2975.9267864775948,2659.618054078065,9.692687506096588,87800000,200,-1.67421003425261e-05,1798.542113777166,0.695,438,4474.262807483597,4474.262807483597,9.692687506096588
439,401.027221921283,2.0236002455931157e-05,0.00474271085113287,0.0,2.6278841495513916,2873.8947216376137,2416.729921087996,0.0,0.56,0.0,401.027221921283,2416.729921087996,10.296624073724146,1409.0032374895352,2416.729921087996,1409.0032374895352,0.0,4513.1184040392,200,0.56,0.595,-4.932855881634168e-05,50,439,439,439,1761.9345417802458,0.0,10.296624073724146,4513.1184040392,50,2873.8947216376137,2416.729921087996,10.952167380804209,88000000,200,-2.9092556360410526e-05,1761.9345417802458,0.595,439,4461.008818636619,4461.008818636619,10.952167380804209
440,405.02878957563814,2.5147393898805603e-05,0.00487538892775774,0.0,2.590886354446411,2890.2600872426387,2965.2251105895825,0.0,0.7,0.0,405.02878957563814,2965.2251105895825,8.678279039483876,1369.7619890979433,2965.225110589583,1369.7619890979433,0.0,4490.845481214532,200,0.7,0.635,-4.936548793921247e-05,50,440,440,440,1531.3597804761785,0.0,8.678279039483876,4490.845481214532,50,2890.2600872426387,2965.225110589583,7.007113797537801,88200000,200,-2.4218094040406868e-05,1531.3597804761785,0.635,440,4459.392362759927,4459.392362759927,7.007113797537801
441,417.52303364999926,1.6307116311509162e-05,0.0035296480637043715,0.0,2.5561728477478027,2969.589570924343,2776.814506879497,0.0,0.68,0.0,417.52303364999926,2776.814506879497,5.930244348723519,1516.0497175584353,2776.814506879498,1516.0497175584353,0.0,4491.354455553876,200,0.68,0.72,-3.8985457649687305e-05,50,441,441,441,1619.8983955906358,0.0,5.930244348723519,4491.354455553876,50,2969.589570924343,2776.814506879498,10.428760282061473,88400000,200,-2.2678341338178143e-05,1619.8983955906358,0.72,441,4405.967699223034,4405.967699223034,10.428760282061473
442,419.02543820704244,1.6352589227608405e-05,0.0035539742093533278,0.0,2.540315866470337,2997.401958358379,3229.406475744838,0.0,0.76,0.0,419.02543820704244,3229.406475744838,5.234445783197484,1481.2256212923894,3229.406475744838,1481.2256212923894,0.0,4468.814053298678,200,0.76,0.755,-2.599996150820516e-05,50,442,442,442,1523.5272718459928,0.0,5.234445783197484,4468.814053298678,50,2997.401958358379,3229.406475744838,15.179061833834579,88600000,200,-9.647372280596755e-06,1523.5272718459928,0.755,442,4450.160749313836,4450.160749313836,15.179061833834579
443,422.54883633410543,1.8342127987125423e-05,0.004045702982693911,0.0,2.523383855819702,3018.080086006677,2979.315521594827,0.0,0.64,0.0,422.54883633410543,2979.315521594827,4.330832421651392,1383.5878446867907,2979.3155215948277,1383.5878446867907,0.0,4488.532593080609,200,0.64,0.71,-2.863534609787166e-05,50,443,443,443,1639.5614902952084,0.0,4.330832421651392,4488.532593080609,50,3018.080086006677,2979.3155215948277,10.381465352754889,88800000,200,-1.0293218110746238e-05,1639.5614902952084,0.71,443,4482.456304764405,4482.456304764405,10.381465352754889
444,441.357660923285,1.9405497369007207e-05,0.004410462453961372,0.0,2.504091501235962,3233.5525998545704,2639.363394355235,0.0,0.64,0.0,441.357660923285,2639.363394355235,7.847030077903024,1432.7086459864609,2639.3633943552354,1432.7086459864609,0.0,4504.753547601468,200,0.64,0.755,-3.130209734081291e-05,50,444,444,444,1643.1705175524112,0.0,7.847030077903024,4504.753547601468,50,3233.5525998545704,2639.3633943552354,13.113067410535537,89000000,200,-1.18965999718057e-05,1643.1705175524112,0.755,444,4395.646082955566,4395.646082955566,13.113067410535537
445,447.0891844784725,3.2533617286389926e-05,0.004976164549589157,0.0,2.5136008262634277,3243.297934879012,2697.9352708946867,0.0,0.66,0.0,447.0891844784725,2697.9352708946867,7.723724523886927,1318.702216199142,2697.9352708946867,1318.702216199142,0.0,4486.030317781795,200,0.66,0.76,-2.5827266654232517e-05,50,445,445,445,1751.614256853842,0.0,7.723724523886927,4486.030317781795,50,3243.297934879012,2697.9352708946867,8.952000495410962,89200000,200,6.7063506321574096e-06,1751.614256853842,0.76,445,4474.240594385174,4474.240594385174,8.952000495410962
446,447.35779812445486,2.4649748411320616e-05,0.00459356140345335,0.0,2.5113110542297363,3284.627090991063,2876.3424721298634,0.0,0.68,0.0,447.35779812445486,2876.3424721298634,9.553607510156837,1313.4830441993386,2876.342472129863,1313.4830441993386,0.0,4474.4657885433535,200,0.68,0.795,-2.5977811674238183e-05,50,446,446,446,1652.2013504985541,0.0,9.553607510156837,4474.4657885433535,50,3284.627090991063,2876.342472129863,12.008102875722246,89400000,200,-1.328063262917567e-06,1652.2013504985541,0.795,446,4414.657163609739,4414.657163609739,12.008102875722246
447,434.29729866242195,2.6464095753908623e-05,0.0048444801941514015,0.0,2.500110387802124,3110.333400872268,2366.0214838911443,0.0,0.58,0.0,434.29729866242195,2366.0214838911443,14.392364205980767,1423.6699839513674,2366.021483891144,1423.6699839513674,0.0,4529.64693847267,200,0.58,0.715,-3.499861486488953e-05,50,447,447,447,1796.8011159264302,0.0,14.392364205980767,4529.64693847267,50,3110.333400872268,2366.021483891144,11.596023094510258,89600000,200,-8.53451911098091e-06,1796.8011159264302,0.715,447,4476.119935807493,4476.119935807493,11.596023094510258
448,432.46020096309655,2.844591381290229e-05,0.004701831378042698,0.0,2.485088586807251,3056.3761481035476,3029.603648972669,0.0,0.72,0.0,432.46020096309655,3029.603648972669,9.71943673952547,1438.2769347933963,3029.60364897267,1438.2769347933963,0.0,4489.137119291702,200,0.72,0.755,-3.9526697946712375e-05,50,448,448,448,1556.2602136308556,0.0,9.71943673952547,4489.137119291702,50,3056.3761481035476,3029.60364897267,7.311154359344938,89800000,200,-1.1080784133810084e-05,1556.2602136308556,0.755,448,4458.283077410018,4458.283077410018,7.311154359344938
449,445.38523167148526,1.9614374650700483e-05,0.0041688429191708565,0.0,2.5264475345611572,3161.0693807523267,3258.733779419953,0.0,0.74,0.0,445.38523167148526,3258.733779419953,12.105586455803211,1273.655322890264,3258.733779419953,1273.655322890264,0.0,4490.401045774059,200,0.74,0.78,6.396522621798795e-06,50,449,449,449,1227.655238498814,0.0,12.105586455803211,4490.401045774059,50,3161.0693807523267,3258.733779419953,11.243818648760403,90000000,200,2.6010897272499278e-05,1227.655238498814,0.78,449,4441.398093179802,4441.398093179802,11.243818648760403
450,452.94860598997445,2.5730141260282835e-05,0.004511081147938967,0.0,2.5337698459625244,3196.8908396412817,2889.399313129639,0.0,0.64,0.0,452.94860598997445,2889.399313129639,12.24128231532748,1388.9088797750646,2889.399313129639,1388.9088797750646,0.0,4504.6290432543055,200,0.64,0.77,-2.0308354578446597e-05,50,450,450,450,1539.2561538302643,0.0,12.24128231532748,4504.6290432543055,50,3196.8908396412817,2889.399313129639,5.935192920601442,90200000,200,5.421786681836238e-06,1539.2561538302643,0.77,450,4467.280685043818,4467.280685043818,5.935192920601442
451,403.54722039562506,2.2441014152718708e-05,0.004575313068926334,0.0,2.4920101165771484,2859.2156850946594,3139.15873146501,0.0,0.8,0.0,403.54722039562506,3139.15873146501,7.895804343404704,1461.7352102351372,3139.1587314650096,1461.7352102351372,0.0,4528.174379112956,200,0.8,0.65,-5.265931395115331e-05,50,451,451,451,1546.8271185700817,0.0,7.895804343404704,4528.174379112956,50,2859.2156850946594,3139.1587314650096,11.56148867695099,90400000,200,-3.02182997984346e-05,1546.8271185700817,0.65,451,4469.067269922478,4469.067269922478,11.56148867695099
452,445.19989004683725,3.695122427416209e-05,0.005680487025529146,0.0,2.493326187133789,3162.180631803922,2918.070406190247,0.0,0.68,0.0,445.19989004683725,2918.070406190247,4.879105795559432,1359.0656957555705,2918.070406190247,1359.0656957555705,0.0,4502.069972559687,200,0.68,0.78,-3.588010440580547e-05,50,452,452,452,1616.7758847573189,0.0,4.879105795559432,4502.069972559687,50,3162.180631803922,2918.070406190247,16.65295760461682,90600000,200,1.071119868356618e-06,1616.7758847573189,0.78,452,4459.049169620998,4459.049169620998,16.65295760461682
453,421.11223055224656,2.2554449969902635e-05,0.004453978966921568,0.0,2.472461462020874,2959.851685464754,3208.9127431964034,0.0,0.76,0.0,421.11223055224656,3208.9127431964034,8.185051221152785,1462.6573148626185,3208.9127431964034,1462.6573148626185,0.0,4510.210326163583,200,0.76,0.75,-3.590605047065765e-05,50,453,453,453,1430.9518525017413,0.0,8.185051221152785,4510.210326163583,50,2959.851685464754,3208.9127431964034,7.524836193018278,90800000,200,-1.3351600500755012e-05,1430.9518525017413,0.75,453,4466.48718732789,4466.48718732789,7.524836193018278
454,440.03169708974644,3.0287220170066576e-05,0.005220026709139347,0.0,2.4686739444732666,3084.577058441192,3079.999296720859,0.0,0.68,0.0,440.03169708974644,3079.999296720859,11.676392286576036,1379.9428616503278,3079.9992967208586,1379.9428616503278,0.0,4504.901939633308,200,0.68,0.775,-3.32208837789949e-05,50,454,454,454,1604.2710687266415,0.0,11.676392286576036,4504.901939633308,50,3084.577058441192,3079.9992967208586,13.106578369700943,91000000,200,-2.9336636089283274e-06,1604.2710687266415,0.775,454,4489.212132263034,4489.212132263034,13.106578369700943
455,439.30535722919655,2.7314254566590535e-05,0.004782567732036114,0.0,2.4603023529052734,3112.974410620153,2774.9229501571017,0.0,0.66,0.0,439.30535722919655,2774.9229501571017,8.615718773897228,1457.3196711524163,2774.9229501571017,1457.3196711524163,0.0,4520.776940745187,200,0.66,0.725,-3.276719871792011e-05,50,455,455,455,1655.241416187161,0.0,8.615718773897228,4520.776940745187,50,3112.974410620153,2774.9229501571017,10.425549044905589,91200000,200,-5.452944151329575e-06,1655.241416187161,0.725,455,4492.070313220092,4492.070313220092,10.425549044905589
456,435.5442758335437,2.1817298147652764e-05,0.0041549489833414555,0.0,2.492340087890625,3125.210439588339,3154.119507250869,0.0,0.72,0.0,435.5442758335437,3154.119507250869,12.983295043205638,1439.2193234335496,3154.119507250869,1439.2193234335496,0.0,4505.024721392639,200,0.72,0.755,-2.4511127776349895e-06,50,456,456,456,1468.6933304105385,0.0,12.983295043205638,4505.024721392639,50,3125.210439588339,3154.119507250869,13.302927606895036,91400000,200,1.9366185370017774e-05,1468.6933304105385,0.755,456,4473.073498282449,4473.073498282449,13.302927606895036
