basketball-v2/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,basketball-v2/TerminationRate,GaussianMLPPolicy/Entropy,basketball-v2/AverageReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,GaussianMLPPolicy/KLBefore,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,basketball-v2/SuccessRate,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Iteration,MetaTest/Average/Iteration,MetaTest/basketball-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,basketball-v2/MinReturn,Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,basketball-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/StdReturn,Average/SuccessRate,Average/Iteration,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/MinReturn
1317,603.196364971262,3.530689082253957e-05,0.005390269216150045,0.0,-0.9902324080467224,4140.850150688755,3911.7640343296957,0.0,0.84,0.0,603.196364971262,3911.7640343296957,25.25622621533763,640.2312941554225,3911.7640343296957,640.2312941554225,0.0,4615.349341649725,200,0.84,0.88,-4.242971044732258e-05,50,1317,1317,1317,1282.7523858589616,0.0,25.25622621533763,4615.349341649725,50,4140.850150688755,3911.7640343296957,37.40730836026955,263600000,200,-7.1228196247830056e-06,1282.7523858589616,0.88,1317,4606.563912120757,4606.563912120757,37.40730836026955
1318,619.9085619758491,1.7177553672809154e-05,0.004620877560228109,0.0,-1.039021372795105,4270.045753740567,4136.044791441559,0.0,0.88,0.0,619.9085619758491,4136.044791441559,2343.4822589516652,545.8051358817347,4136.044791441559,545.8051358817347,0.0,4620.083369602841,200,0.88,0.88,-4.839541361434385e-05,50,1318,1318,1318,902.3407365214287,0.0,2343.4822589516652,4620.083369602841,50,4270.045753740567,4136.044791441559,35.98990738926572,263800000,200,-3.12178599415347e-05,902.3407365214287,0.88,1318,4603.298149444867,4603.298149444867,35.98990738926572
1319,589.6534335065128,1.1638139767455868e-05,0.003379667177796364,0.0,-1.0416642427444458,4043.8995086868504,4117.20073010851,0.0,0.9,0.0,589.6534335065128,4117.20073010851,67.67266494785655,664.248836340417,4117.200730108509,664.248836340417,0.0,4618.487349890288,200,0.9,0.81,-1.2827981663576793e-05,50,1319,1319,1319,981.3484166349431,0.0,67.67266494785655,4618.487349890288,50,4043.8995086868504,4117.200730108509,39.21500752697426,264000000,200,-1.1898418961209245e-06,981.3484166349431,0.81,1319,4609.52683195409,4609.52683195409,39.21500752697426
1320,621.7626621273521,2.4015350618356024e-05,0.004745872691273689,0.0,-1.0499629974365234,4276.563783747116,3955.7483843105206,0.0,0.84,0.0,621.7626621273521,3955.7483843105206,2872.202149535989,522.7838114467172,3955.748384310519,522.7838114467172,0.0,4615.994401841731,200,0.84,0.94,-2.7442385544418357e-05,50,1320,1320,1320,1166.1788868039991,0.0,2872.202149535989,4615.994401841731,50,4276.563783747116,3955.748384310519,45.36138863069222,264200000,200,-3.4270349260623334e-06,1166.1788868039991,0.94,1320,4608.766520235547,4608.766520235547,45.36138863069222
1321,589.9964233532572,3.9608299630344845e-05,0.0056768255308270454,0.0,-1.0907583236694336,4028.450431039969,4111.259489931847,0.0,0.88,0.0,589.9964233532572,4111.259489931847,38.13064332470051,711.2780687411799,4111.259489931847,711.2780687411799,0.0,4615.779748599807,200,0.88,0.785,-6.461991870310158e-05,50,1321,1321,1321,943.8075166376101,0.0,38.13064332470051,4615.779748599807,50,4028.450431039969,4111.259489931847,54.839817861616076,264400000,200,-2.501161907275673e-05,943.8075166376101,0.785,1321,4608.5220723308385,4608.5220723308385,54.839817861616076
1322,618.0624788023325,2.356231925659813e-05,0.004648191388696432,0.0,-1.0530050992965698,4245.579987455322,3970.3270495461315,0.0,0.84,0.0,618.0624788023325,3970.3270495461315,72.08374665229444,637.1826160897971,3970.3270495461315,637.1826160897971,0.0,4622.925834221236,200,0.84,0.935,6.417798431357369e-06,50,1322,1322,1322,1159.7773368110904,0.0,72.08374665229444,4622.925834221236,50,4245.579987455322,3970.3270495461315,65.03455229707359,264600000,200,2.99801176879555e-05,1159.7773368110904,0.935,1322,4606.759049615286,4606.759049615286,65.03455229707359
1323,620.6954993180464,2.4798531285341596e-05,0.004440098535269499,0.0,-1.0572813749313354,4261.830278809096,3936.2047262873116,0.0,0.94,0.0,620.6954993180464,3936.2047262873116,366.6259632878844,611.110028277249,3936.204726287312,611.110028277249,0.0,4616.983185129442,200,0.94,0.895,-2.837813735823147e-05,50,1323,1323,1323,1207.7234362741392,0.0,366.6259632878844,4616.983185129442,50,4261.830278809096,3936.204726287312,300.61098992054303,264800000,200,-3.5796060728898738e-06,1207.7234362741392,0.895,1323,4607.080552630405,4607.080552630405,300.61098992054303
1324,589.139451694458,1.7833503079600632e-05,0.004173296969383955,0.0,-1.0804214477539062,4003.92217295381,3780.5245968841405,0.0,0.82,0.0,589.139451694458,3780.5245968841405,615.3171681140556,716.6619545226619,3780.524596884142,716.6619545226619,0.0,4618.724746789526,200,0.82,0.85,-3.38571444444824e-05,50,1324,1324,1324,1449.4771735692352,0.0,615.3171681140556,4618.724746789526,50,4003.92217295381,3780.524596884142,32.71658021604194,265000000,200,-1.602364136488177e-05,1449.4771735692352,0.85,1324,4604.017407571409,4604.017407571409,32.71658021604194
1325,631.860597829683,5.7794456552073825e-05,0.00649229297414422,0.0,-1.0781611204147339,4337.602419989093,3571.0258038300644,0.0,0.78,0.0,631.860597829683,3571.0258038300644,561.9357034886704,570.6438389533826,3571.0258038300644,570.6438389533826,0.0,4617.421359213976,200,0.78,0.935,-5.6155084166675806e-05,50,1325,1325,1325,1541.9468361983636,0.0,561.9357034886704,4617.421359213976,50,4337.602419989093,3571.0258038300644,13.858601432401185,265200000,200,1.639372385398019e-06,1541.9468361983636,0.935,1325,4602.7183723425505,4602.7183723425505,13.858601432401185
1326,580.669778699476,5.12274018547032e-05,0.006262816488742828,0.0,-1.1043062210083008,3966.249387012414,3736.7750016941445,0.0,0.82,0.0,580.669778699476,3736.7750016941445,35.58342709934952,779.8341887200061,3736.7750016941445,779.8341887200061,0.0,4615.790411384591,200,0.82,0.79,-7.703433220740408e-05,50,1326,1326,1326,1444.740305346471,0.0,35.58342709934952,4615.790411384591,50,3966.249387012414,3736.7750016941445,33.043704833516415,265400000,200,-2.5806930352700874e-05,1444.740305346471,0.79,1326,4609.743501845464,4609.743501845464,33.043704833516415
1327,603.657540065874,3.099569494224852e-05,0.004492755047976971,0.0,-1.116750717163086,4107.5479846545195,3997.966695055484,0.0,0.9,0.0,603.657540065874,3997.966695055484,1389.9346693805808,621.1112577439535,3997.9666950554843,621.1112577439535,0.0,4616.92097113306,200,0.9,0.945,-3.9876624214230105e-05,50,1327,1327,1327,1182.9702467388317,0.0,1389.9346693805808,4616.92097113306,50,4107.5479846545195,3997.9666950554843,28.329763819263192,265600000,200,-8.880929271981586e-06,1182.9702467388317,0.945,1327,4607.3385782115165,4607.3385782115165,28.329763819263192
1328,598.115907026127,1.896890898933634e-05,0.004345123190432787,0.0,-1.1609268188476562,4096.24386474857,4038.753780256979,0.0,0.86,0.0,598.115907026127,4038.753780256979,56.44464196181243,639.9783690859373,4038.75378025698,639.9783690859373,0.0,4618.943868576693,200,0.86,0.89,-5.3788091463502496e-05,50,1328,1328,1328,1038.1426842365352,0.0,56.44464196181243,4618.943868576693,50,4096.24386474857,4038.75378025698,30.20159887935928,265800000,200,-3.4819182474166155e-05,1038.1426842365352,0.89,1328,4606.309794795661,4606.309794795661,30.20159887935928
1329,619.1757184925177,1.638025787542574e-05,0.0034099735785275698,0.0,-1.1814439296722412,4251.427802979589,3614.799382716582,0.0,0.8,0.0,619.1757184925177,3614.799382716582,1812.9257247835342,554.6551640748103,3614.7993827165815,554.6551640748103,0.0,4621.225318655438,200,0.8,0.895,-3.3146563509944826e-05,50,1329,1329,1329,1524.0434489534478,0.0,1812.9257247835342,4621.225318655438,50,4251.427802979589,3614.7993827165815,24.723031442916522,266000000,200,-1.6766305634519085e-05,1524.0434489534478,0.895,1329,4604.056387033744,4604.056387033744,24.723031442916522
1330,607.8290975254574,3.374433345015859e-05,0.005141166970133781,0.0,-1.1880455017089844,4181.969131923404,4025.8423969463965,0.0,0.86,0.0,607.8290975254574,4025.8423969463965,31.806824876800796,693.1079827270884,4025.8423969463965,693.1079827270884,0.0,4619.491519414958,200,0.86,0.895,-4.007596362498589e-05,50,1330,1330,1330,1092.7355017337168,0.0,31.806824876800796,4619.491519414958,50,4181.969131923404,4025.8423969463965,118.16781726093338,266200000,200,-6.331630174827296e-06,1092.7355017337168,0.895,1330,4607.3958523707315,4607.3958523707315,118.16781726093338
1331,610.2336038287078,4.703107333625667e-05,0.005998391192406416,0.0,-1.1644936800003052,4163.250089477731,4039.692543394334,0.0,0.84,0.0,610.2336038287078,4039.692543394334,96.59318872778759,738.1328038115241,4039.6925433943343,738.1328038115241,0.0,4617.546676012524,200,0.84,0.905,-2.2887343220645562e-05,50,1331,1331,1331,1057.001495621031,0.0,96.59318872778759,4617.546676012524,50,4163.250089477731,4039.6925433943343,30.858395001463787,266400000,200,2.4143730115611106e-05,1057.001495621031,0.905,1331,4619.774710676648,4619.774710676648,30.858395001463787
1332,597.2308710377896,3.52201026316834e-05,0.005148904863744974,0.0,-1.1196526288986206,4085.2137573569717,3639.1815762467404,0.0,0.8,0.0,597.2308710377896,3639.1815762467404,952.1811214024283,654.8784859809065,3639.181576246739,654.8784859809065,0.0,4621.657059898695,200,0.8,0.83,9.54830852606392e-07,50,1332,1332,1332,1545.109907005474,0.0,952.1811214024283,4621.657059898695,50,4085.2137573569717,3639.181576246739,56.795606601050345,266600000,200,3.6174933484289795e-05,1545.109907005474,0.83,1332,4611.308957598163,4611.308957598163,56.795606601050345
1333,600.4680498117738,2.7755786049965536e-05,0.004350167233496904,0.0,-1.1171724796295166,4078.412088453631,4068.6941527469608,0.0,0.84,0.0,600.4680498117738,4068.6941527469608,21.584836706558978,884.2330346932629,4068.6941527469608,884.2330346932629,0.0,4620.725527390909,200,0.84,0.855,-2.5202782126143575e-05,50,1333,1333,1333,1094.655682691298,0.0,21.584836706558978,4620.725527390909,50,4078.412088453631,4068.6941527469608,136.4164324112704,266800000,200,2.5530039238219615e-06,1094.655682691298,0.855,1333,4602.196745001201,4602.196745001201,136.4164324112704
1334,611.1470444824201,1.6617713299638126e-05,0.004534406121820211,0.0,-1.1139202117919922,4200.196468985017,3999.8801624129464,0.0,0.84,0.0,611.1470444824201,3999.8801624129464,24.72023145179494,608.8098742912816,3999.8801624129464,608.8098742912816,0.0,4619.152403452789,200,0.84,0.915,-1.1172803169756662e-05,50,1334,1334,1334,1119.489627286444,0.0,24.72023145179494,4619.152403452789,50,4200.196468985017,3999.8801624129464,24.79361330468746,267000000,200,5.444910129881464e-06,1119.489627286444,0.915,1334,4607.235754881556,4607.235754881556,24.79361330468746
1335,592.4067996057967,5.237595360085834e-06,0.003222445724532008,0.0,-1.1320419311523438,4085.0305842265802,4165.9528040867435,0.0,0.86,0.0,592.4067996057967,4165.9528040867435,3080.8155494048965,583.613705482945,4165.952804086744,583.613705482945,0.0,4614.8785125149025,200,0.86,0.87,-1.6231215340667404e-05,50,1335,1335,1335,925.304385982036,0.0,3080.8155494048965,4614.8785125149025,50,4085.0305842265802,4165.952804086744,150.15194365255402,267200000,200,-1.099361998058157e-05,925.304385982036,0.87,1335,4608.83182443544,4608.83182443544,150.15194365255402
1336,605.4752368206279,2.9266906494740397e-05,0.004522630013525486,0.0,-1.113790512084961,4165.470493446646,3966.201368393727,0.0,0.86,0.0,605.4752368206279,3966.201368393727,27.10126284032131,717.9853299754835,3966.2013683937275,717.9853299754835,0.0,4622.937241520298,200,0.86,0.85,-1.5215444364002906e-05,50,1336,1336,1336,1200.4432466257902,0.0,27.10126284032131,4622.937241520298,50,4165.470493446646,3966.2013683937275,34.1365997307384,267400000,200,1.4051462130737491e-05,1200.4432466257902,0.85,1336,4603.632061766965,4603.632061766965,34.1365997307384
1337,593.0378015226593,2.2679151697957423e-05,0.004033482167869806,0.0,-1.1052255630493164,4051.091104489837,3881.810301876939,0.0,0.88,0.0,593.0378015226593,3881.810301876939,444.3746333659224,642.2591631729855,3881.810301876939,642.2591631729855,0.0,4617.623521978763,200,0.88,0.84,-1.486463315814035e-05,50,1337,1337,1337,1251.550503299819,0.0,444.3746333659224,4617.623521978763,50,4051.091104489837,3881.810301876939,22.5071262847912,267600000,200,7.814518539817072e-06,1251.550503299819,0.84,1337,4611.131417857592,4611.131417857592,22.5071262847912
1338,603.2327719312353,3.389344783499837e-05,0.004459119401872158,0.0,-1.1353338956832886,4158.891247604466,3913.3584091216726,0.0,0.84,0.0,603.2327719312353,3913.3584091216726,111.25954769238659,627.5112794959973,3913.358409121672,627.5112794959973,0.0,4617.535276784338,200,0.84,0.85,-5.2393665100680664e-05,50,1338,1338,1338,1331.5765404309425,0.0,111.25954769238659,4617.535276784338,50,4158.891247604466,3913.358409121672,14.99410283478109,267800000,200,-1.8500217265682295e-05,1331.5765404309425,0.85,1338,4609.093254115536,4609.093254115536,14.99410283478109
1339,606.0362613694632,2.4522407329641283e-05,0.004304603673517704,0.0,-1.1185873746871948,4145.966078348129,3619.9058085887123,0.0,0.8,0.0,606.0362613694632,3619.9058085887123,286.414352707979,642.5020320276086,3619.905808588711,642.5020320276086,0.0,4615.160678760779,200,0.8,0.845,-9.590765330358408e-06,50,1339,1339,1339,1644.7613212609158,0.0,286.414352707979,4615.160678760779,50,4145.966078348129,3619.905808588711,22.247408108313103,268000000,200,1.4931641999282874e-05,1644.7613212609158,0.845,1339,4600.4887559620165,4600.4887559620165,22.247408108313103
1340,618.0598066864287,3.039928742509801e-05,0.004504538141191006,0.0,-1.1340312957763672,4248.111995474192,3822.737076071165,0.0,0.82,0.0,618.0598066864287,3822.737076071165,430.8785068486231,628.8129663920255,3822.7370760711656,628.8129663920255,0.0,4617.925864316081,200,0.82,0.88,-4.2335545003879815e-05,50,1340,1340,1340,1362.7055791444186,0.0,430.8785068486231,4617.925864316081,50,4248.111995474192,3822.7370760711656,60.95234838196523,268200000,200,-1.1936257578781806e-05,1362.7055791444186,0.88,1340,4610.963181226525,4610.963181226525,60.95234838196523
1341,594.1964725967471,2.200082781200763e-05,0.005641297437250614,0.0,-1.1271418333053589,4077.8887654015734,3464.4523589658584,0.0,0.74,0.0,594.1964725967471,3464.4523589658584,1179.5569173570705,619.2511259351718,3464.4523589658593,619.2511259351718,0.0,4618.600994652645,200,0.74,0.825,-1.5207394426397514e-05,50,1341,1341,1341,1608.48918200869,0.0,1179.5569173570705,4618.600994652645,50,4077.8887654015734,3464.4523589658593,20.670550146370868,268400000,200,6.793433385610115e-06,1608.48918200869,0.825,1341,4607.538964901194,4607.538964901194,20.670550146370868
1342,623.7659544285947,2.134538135578623e-05,0.00439166184514761,0.0,-1.150111198425293,4309.953824026415,3644.9739842417725,0.0,0.82,0.0,623.7659544285947,3644.9739842417725,42.72063163350383,649.440303251312,3644.973984241771,649.440303251312,0.0,4622.538681157341,200,0.82,0.95,-3.3087573683587834e-05,50,1342,1342,1342,1486.1856275114064,0.0,42.72063163350383,4622.538681157341,50,4309.953824026415,3644.973984241771,11.695323449290854,268600000,200,-1.1742192327801604e-05,1486.1856275114064,0.95,1342,4606.284947256717,4606.284947256717,11.695323449290854
1343,596.9050899753352,3.4426652746333275e-05,0.005439947359263897,0.0,-1.1463605165481567,4088.4921227620625,4098.471790864811,0.0,0.86,0.0,596.9050899753352,4098.471790864811,16.025306185791074,833.3226449730785,4098.471790864811,833.3226449730785,0.0,4616.5256916288,200,0.86,0.89,-3.056315836147405e-05,50,1343,1343,1343,939.9423614048497,0.0,16.025306185791074,4616.5256916288,50,4088.4921227620625,4098.471790864811,46.53578674379665,268800000,200,3.863494384859223e-06,939.9423614048497,0.89,1343,4604.210529186047,4604.210529186047,46.53578674379665
1344,608.8045156629244,2.9202412406448275e-05,0.004411474335938692,0.0,-1.166179895401001,4165.48989846808,3677.711509646122,0.0,0.88,0.0,608.8045156629244,3677.711509646122,372.58426624257845,641.1939550784518,3677.711509646122,641.1939550784518,0.0,4617.286386711236,200,0.88,0.88,-4.371813702164218e-05,50,1344,1344,1344,1488.8979674032305,0.0,372.58426624257845,4617.286386711236,50,4165.48989846808,3677.711509646122,34.104434506288854,269000000,200,-1.4515724615193903e-05,1488.8979674032305,0.88,1344,4604.406190157922,4604.406190157922,34.104434506288854
1345,611.1415358002665,3.8983533158898354e-05,0.005935869179666042,0.0,-1.156850814819336,4195.70458382702,3717.417867700634,0.0,0.88,0.0,611.1415358002665,3717.417867700634,584.7628265233624,687.2590622672786,3717.417867700634,687.2590622672786,0.0,4617.169655704073,200,0.88,0.875,-3.2442145311506465e-05,50,1345,1345,1345,1480.5791250518223,0.0,584.7628265233624,4617.169655704073,50,4195.70458382702,3717.417867700634,17.730947831394918,269200000,200,6.5413878473918885e-06,1480.5791250518223,0.875,1345,4606.05206995867,4606.05206995867,17.730947831394918
1346,602.0699108657246,3.1692477477918146e-05,0.004869403783231974,0.0,-1.1548337936401367,4088.6427454429113,3840.976009947344,0.0,0.84,0.0,602.0699108657246,3840.976009947344,81.20345784285175,774.5300619247829,3840.976009947344,774.5300619247829,0.0,4618.639238837631,200,0.84,0.9,-2.969574779854156e-05,50,1346,1346,1346,1353.306805056949,0.0,81.20345784285175,4618.639238837631,50,4088.6427454429113,3840.976009947344,34.38780800938536,269400000,200,1.9967296793765854e-06,1353.306805056949,0.9,1346,4610.657285292815,4610.657285292815,34.38780800938536
1347,599.166710735059,9.063407787834876e-06,0.003116070991382003,0.0,-1.1482030153274536,4148.715298414801,3231.972920617183,0.0,0.76,0.0,599.166710735059,3231.972920617183,2825.940767074809,568.3870637020882,3231.972920617183,568.3870637020882,0.0,4619.39023516525,200,0.76,0.9,-5.541790415009018e-06,50,1347,1347,1347,1802.8828704946486,0.0,2825.940767074809,4619.39023516525,50,4148.715298414801,3231.972920617183,16.758770932394448,269600000,200,3.521617372825858e-06,1802.8828704946486,0.9,1347,4605.633792325376,4605.633792325376,16.758770932394448
1348,598.1990455221395,2.3095763026503846e-05,0.004230969585478306,0.0,-1.1395645141601562,4107.246970257521,3808.4250753943325,0.0,0.86,0.0,598.1990455221395,3808.4250753943325,149.15783963536953,631.9522491730796,3808.4250753943325,631.9522491730796,0.0,4617.899277231093,200,0.86,0.85,-1.7531272533233277e-05,50,1348,1348,1348,1352.6067678497666,0.0,149.15783963536953,4617.899277231093,50,4107.246970257521,3808.4250753943325,13.488213852980705,269800000,200,5.5644904932705685e-06,1352.6067678497666,0.85,1348,4603.386419905875,4603.386419905875,13.488213852980705
1349,623.5974745434667,5.1850542149622925e-05,0.006025797687470913,0.0,-1.1117725372314453,4271.886266478993,3750.8614114669094,0.0,0.84,0.0,623.5974745434667,3750.8614114669094,311.74595134301524,631.611370525452,3750.8614114669094,631.611370525452,0.0,4615.852493074669,200,0.84,0.92,-2.3592663637828082e-05,50,1349,1349,1349,1516.1367549655586,0.0,311.74595134301524,4615.852493074669,50,4271.886266478993,3750.8614114669094,43.54459529007246,270000000,200,2.8257878511794843e-05,1516.1367549655586,0.92,1349,4605.518985066555,4605.518985066555,43.54459529007246
1350,603.8837673881783,3.2355389066651696e-05,0.00512820715084672,0.0,-1.1047000885009766,4158.8649227809965,3669.2227149564565,0.0,0.82,0.0,603.8837673881783,3669.2227149564565,58.69753435101057,637.7134947857512,3669.2227149564555,637.7134947857512,0.0,4615.679028282883,200,0.82,0.91,-2.544000744819641e-05,50,1350,1350,1350,1505.4131779427298,0.0,58.69753435101057,4615.679028282883,50,4158.8649227809965,3669.2227149564555,17.29932802842989,270200000,200,6.915381618455285e-06,1505.4131779427298,0.91,1350,4605.878063738988,4605.878063738988,17.29932802842989
1351,602.7335711848984,4.635334153135773e-05,0.006245273631066084,0.0,-1.1158866882324219,4133.65821643432,3764.5654711596117,0.0,0.86,0.0,602.7335711848984,3764.5654711596117,925.1924233611846,648.4583260577771,3764.5654711596117,648.4583260577771,0.0,4616.847441374868,200,0.86,0.85,-5.9001584304496646e-05,50,1351,1351,1351,1385.9779796388068,0.0,925.1924233611846,4616.847441374868,50,4133.65821643432,3764.5654711596117,22.343035198760646,270400000,200,-1.2648242773138918e-05,1385.9779796388068,0.85,1351,4607.939433861752,4607.939433861752,22.343035198760646
1352,615.3323823022832,1.2148935638833791e-05,0.0032562334090471268,0.0,-1.0811424255371094,4219.46960960026,3287.523356592485,0.0,0.74,0.0,615.3323823022832,3287.523356592485,70.4682710156125,662.9020690530024,3287.523356592486,662.9020690530024,0.0,4620.63336269881,200,0.74,0.92,1.907721525640227e-05,50,1352,1352,1352,1790.5552411856936,0.0,70.4682710156125,4620.63336269881,50,4219.46960960026,3287.523356592486,11.33665678348002,270600000,200,3.122615089523606e-05,1790.5552411856936,0.92,1352,4605.679824563466,4605.679824563466,11.33665678348002
1353,603.1662889069615,2.3152391804615036e-05,0.00434354692697525,0.0,-1.1225414276123047,4177.958465761412,4055.826164857191,0.0,0.9,0.0,603.1662889069615,4055.826164857191,25.560896429289517,787.2060051008904,4055.8261648571915,787.2060051008904,0.0,4619.220788107319,200,0.9,0.845,-6.852969818282872e-05,50,1353,1353,1353,931.5966860359717,0.0,25.560896429289517,4619.220788107319,50,4177.958465761412,4055.8261648571915,23.476562460288033,270800000,200,-4.537730637821369e-05,931.5966860359717,0.845,1353,4613.311937787722,4613.311937787722,23.476562460288033
1354,595.9117892953705,1.1265486591582885e-05,0.003017660928890109,0.0,-1.128793716430664,4057.6360051814618,3766.3600417337734,0.0,0.8,0.0,595.9117892953705,3766.3600417337734,852.3658644111124,618.4568480732718,3766.360041733775,618.4568480732718,0.0,4618.433361830771,200,0.8,0.885,-1.5024906133476179e-05,50,1354,1354,1354,1448.6609854699782,0.0,852.3658644111124,4618.433361830771,50,4057.6360051814618,3766.360041733775,19.93511481118088,271000000,200,-3.759419541893294e-06,1448.6609854699782,0.885,1354,4614.066692720987,4614.066692720987,19.93511481118088
1355,611.8341423438231,3.052760803257115e-05,0.0046574571169912815,0.0,-1.1581544876098633,4169.061901993608,3496.152096180137,0.0,0.84,0.0,611.8341423438231,3496.152096180137,150.13463925023362,663.0006469907626,3496.152096180137,663.0006469907626,0.0,4617.409764829727,200,0.84,0.925,-5.522501305676997e-05,50,1355,1355,1355,1538.216503466889,0.0,150.13463925023362,4617.409764829727,50,4169.061901993608,3496.152096180137,14.403006690852811,271200000,200,-2.4697405024198815e-05,1538.216503466889,0.925,1355,4607.762334888406,4607.762334888406,14.403006690852811
1356,592.7802176414727,3.2292474770656554e-05,0.004754216875880957,0.0,-1.150823712348938,4065.1620996004876,3635.355585930578,0.0,0.84,0.0,592.7802176414727,3635.355585930578,50.739814265097195,826.6096837139754,3635.355585930578,826.6096837139754,0.0,4615.758395287085,200,0.84,0.795,-2.769413731584791e-05,50,1356,1356,1356,1544.5189037591415,0.0,50.739814265097195,4615.758395287085,50,4065.1620996004876,3635.355585930578,18.417528780832935,271400000,200,4.598337454808643e-06,1544.5189037591415,0.795,1356,4610.612864745829,4610.612864745829,18.417528780832935
1357,597.3640266466591,2.8133638352301205e-05,0.0048532309010624886,0.0,-1.1539936065673828,4074.3088315898935,3742.374689168617,0.0,0.78,0.0,597.3640266466591,3742.374689168617,68.73346972727401,816.2818585418546,3742.374689168617,816.2818585418546,0.0,4618.458563180304,200,0.78,0.86,-3.097343142144382e-05,50,1357,1357,1357,1346.289423648005,0.0,68.73346972727401,4618.458563180304,50,4074.3088315898935,3742.374689168617,61.48728250553239,271600000,200,-2.8397930691426154e-06,1346.289423648005,0.86,1357,4607.78277948342,4607.78277948342,61.48728250553239
1358,614.8782290005034,2.9858259040338453e-05,0.004853278864175081,0.0,-1.1495169401168823,4227.929534508366,3773.574517272741,0.0,0.78,0.0,614.8782290005034,3773.574517272741,432.8329676884801,684.3486399789722,3773.574517272741,684.3486399789722,0.0,4620.161023981413,200,0.78,0.895,-2.4040427888394333e-05,50,1358,1358,1358,1451.3460370513312,0.0,432.8329676884801,4620.161023981413,50,4227.929534508366,3773.574517272741,9.895296818372248,271800000,200,5.8178311519441195e-06,1451.3460370513312,0.895,1358,4609.191744290418,4609.191744290418,9.895296818372248
1359,603.2332765219298,3.766211830225075e-05,0.005406973883509636,0.0,-1.156625747680664,4112.645107986276,3842.7905420345674,0.0,0.92,0.0,603.2332765219298,3842.7905420345674,682.1483660911425,668.9463353851517,3842.7905420345674,668.9463353851517,0.0,4616.545077659215,200,0.92,0.89,-4.1555420466465876e-05,50,1359,1359,1359,1329.8500384706385,0.0,682.1483660911425,4616.545077659215,50,4112.645107986276,3842.7905420345674,100.69591785079648,272000000,200,-3.893302164215129e-06,1329.8500384706385,0.89,1359,4608.6061786801465,4608.6061786801465,100.69591785079648
1360,623.3864618832549,2.29823690460762e-05,0.004424643702805042,0.0,-1.1290494203567505,4291.052461979679,3655.50697642383,0.0,0.82,0.0,623.3864618832549,3655.50697642383,679.7406944650016,583.4193615763697,3655.5069764238287,583.4193615763697,0.0,4620.506491458293,200,0.82,0.955,4.422588972374797e-06,50,1360,1360,1360,1433.3102461720682,0.0,679.7406944650016,4620.506491458293,50,4291.052461979679,3655.5069764238287,70.50415565542696,272200000,200,2.7404958018450998e-05,1433.3102461720682,0.955,1360,4605.437079032514,4605.437079032514,70.50415565542696
1361,600.1027763647521,7.676993845961988e-06,0.0030251198913902044,0.0,-1.1187658309936523,4091.3597013947133,3472.7077601122683,0.0,0.82,0.0,600.1027763647521,3472.7077601122683,341.9819240944303,639.470522047468,3472.7077601122674,639.470522047468,0.0,4623.761358372336,200,0.82,0.845,2.154825779143721e-06,50,1361,1361,1361,1559.3894989966675,0.0,341.9819240944303,4623.761358372336,50,4091.3597013947133,3472.7077601122674,20.7356878912488,272400000,200,9.831819625105709e-06,1559.3894989966675,0.845,1361,4610.473836937035,4610.473836937035,20.7356878912488
1362,605.1086981631472,3.0400113473660895e-05,0.005346057005226612,0.0,-1.1211013793945312,4121.451640343509,3423.2851890362026,0.0,0.78,0.0,605.1086981631472,3423.2851890362026,57.328885775259714,817.8732485888154,3423.285189036203,817.8732485888154,0.0,4621.145212605785,200,0.78,0.855,-3.230581569368951e-05,50,1362,1362,1362,1584.2465133485,0.0,57.328885775259714,4621.145212605785,50,4121.451640343509,3423.285189036203,20.76586524924419,272600000,200,-1.9057022200286156e-06,1584.2465133485,0.855,1362,4601.902432358883,4601.902432358883,20.76586524924419
1363,608.666827071708,3.169797491864301e-05,0.0048140776343643665,0.0,-1.134130597114563,4175.292572987399,3320.352491274197,0.0,0.8,0.0,608.666827071708,3320.352491274197,23.473444095719866,795.5392665025868,3320.3524912741973,795.5392665025868,0.0,4619.766297928245,200,0.8,0.905,-5.050448817200959e-05,50,1363,1363,1363,1679.106261213681,0.0,23.473444095719866,4619.766297928245,50,4175.292572987399,3320.3524912741973,52.01005484760459,272800000,200,-1.8806513253366575e-05,1679.106261213681,0.905,1363,4615.528168557597,4615.528168557597,52.01005484760459
