MetaTest/Average/AverageReturn,drawer-close-v2/NumEpisodes,sweep-v2/MaxReturn,MetaTest/sweep-into-v2/MaxReturn,MetaTest/shelf-place-v2/Iteration,pick-place-v2/StdReturn,basketball-v2/MinReturn,MetaTest/lever-pull-v2/MinReturn,sweep-v2/NumEpisodes,MetaTest/door-close-v2/AverageDiscountedReturn,reach-v2/SuccessRate,peg-insert-side-v2/MaxReturn,window-open-v2/MaxReturn,push-v2/StdReturn,TotalEnvSteps,sweep-v2/StdReturn,GaussianMLPPolicy/dLoss,reach-v2/MinReturn,MetaTest/shelf-place-v2/NumEpisodes,door-open-v2/MinReturn,door-open-v2/MaxReturn,MetaTest/shelf-place-v2/SuccessRate,MetaTest/sweep-into-v2/AverageReturn,pick-place-v2/TerminationRate,sweep-v2/MinReturn,MetaTest/sweep-into-v2/StdReturn,drawer-close-v2/AverageDiscountedReturn,drawer-close-v2/TerminationRate,push-v2/MaxReturn,reach-v2/Iteration,pick-place-v2/SuccessRate,MetaTest/Average/SuccessRate,window-open-v2/MinReturn,push-v2/AverageReturn,drawer-close-v2/AverageReturn,MetaTest/lever-pull-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/NumEpisodes,door-open-v2/StdReturn,door-open-v2/AverageReturn,Average/Iteration,peg-insert-side-v2/Iteration,door-open-v2/NumEpisodes,Average/AverageDiscountedReturn,door-open-v2/TerminationRate,sweep-v2/AverageReturn,pick-place-v2/MinReturn,MetaTest/drawer-open-v2/MinReturn,MetaTest/shelf-place-v2/TerminationRate,basketball-v2/StdReturn,MetaTest/drawer-open-v2/AverageReturn,Iteration,MetaTest/door-close-v2/TerminationRate,door-open-v2/Iteration,MetaTest/door-close-v2/Iteration,push-v2/SuccessRate,peg-insert-side-v2/StdReturn,basketball-v2/TerminationRate,button-press-topdown-v2/AverageReturn,Average/NumEpisodes,window-open-v2/StdReturn,Average/TerminationRate,Average/MinReturn,button-press-topdown-v2/AverageDiscountedReturn,peg-insert-side-v2/MinReturn,GaussianMLPPolicy/KLBefore,MetaTest/lever-pull-v2/NumEpisodes,pick-place-v2/Iteration,MetaTest/door-close-v2/StdReturn,MetaTest/drawer-open-v2/StdReturn,GaussianMLPPolicy/LossBefore,reach-v2/MaxReturn,button-press-topdown-v2/SuccessRate,MetaTest/door-close-v2/AverageReturn,sweep-v2/SuccessRate,pick-place-v2/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/lever-pull-v2/SuccessRate,window-open-v2/NumEpisodes,pick-place-v2/MaxReturn,MetaTest/door-close-v2/NumEpisodes,button-press-topdown-v2/StdReturn,sweep-v2/Iteration,reach-v2/AverageDiscountedReturn,push-v2/Iteration,drawer-close-v2/StdReturn,basketball-v2/Iteration,MetaTest/sweep-into-v2/MinReturn,push-v2/MinReturn,pick-place-v2/NumEpisodes,MetaTest/lever-pull-v2/AverageReturn,MetaTest/drawer-open-v2/MaxReturn,door-open-v2/SuccessRate,button-press-topdown-v2/NumEpisodes,sweep-v2/AverageDiscountedReturn,MetaTest/Average/TerminationRate,reach-v2/TerminationRate,button-press-topdown-v2/MaxReturn,window-open-v2/TerminationRate,MetaTest/lever-pull-v2/MaxReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/TerminationRate,window-open-v2/AverageDiscountedReturn,Average/MaxReturn,MetaTest/drawer-open-v2/TerminationRate,MetaTest/door-close-v2/MaxReturn,pick-place-v2/AverageReturn,basketball-v2/MaxReturn,peg-insert-side-v2/AverageReturn,button-press-topdown-v2/MinReturn,peg-insert-side-v2/SuccessRate,button-press-topdown-v2/TerminationRate,Average/AverageReturn,MetaTest/sweep-into-v2/SuccessRate,basketball-v2/NumEpisodes,MetaTest/Average/StdReturn,basketball-v2/AverageReturn,window-open-v2/Iteration,MetaTest/lever-pull-v2/StdReturn,button-press-topdown-v2/Iteration,MetaTest/sweep-into-v2/Iteration,MetaTest/drawer-open-v2/SuccessRate,peg-insert-side-v2/NumEpisodes,Average/StdReturn,basketball-v2/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,drawer-close-v2/Iteration,MetaTest/Average/Iteration,drawer-close-v2/MaxReturn,MetaTest/sweep-into-v2/AverageDiscountedReturn,MetaTest/door-close-v2/MinReturn,basketball-v2/SuccessRate,GaussianMLPPolicy/Entropy,peg-insert-side-v2/TerminationRate,door-open-v2/AverageDiscountedReturn,MetaTest/door-close-v2/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/sweep-into-v2/TerminationRate,reach-v2/NumEpisodes,reach-v2/AverageReturn,Average/SuccessRate,sweep-v2/TerminationRate,MetaTest/Average/MinReturn,window-open-v2/AverageReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/NumEpisodes,MetaTest/lever-pull-v2/Iteration,reach-v2/StdReturn,MetaTest/shelf-place-v2/AverageReturn,MetaTest/shelf-place-v2/MinReturn,drawer-close-v2/SuccessRate,push-v2/AverageDiscountedReturn,window-open-v2/SuccessRate,MetaTest/shelf-place-v2/MaxReturn,push-v2/TerminationRate,GaussianMLPPolicy/LossAfter,MetaTest/shelf-place-v2/StdReturn,push-v2/NumEpisodes,MetaTest/Average/NumEpisodes,drawer-close-v2/MinReturn,MetaTest/drawer-open-v2/Iteration,peg-insert-side-v2/AverageDiscountedReturn
197.40931335189435,20,74.96778911694243,47.12643943669529,0,8.010015492553721,1.8421224901055637,180.66025698251246,20,73.66608482310451,0.0,4.345102858491821,224.8348872566716,20.092151237646405,200000,5.6324601614659375,0.0015063235478010029,169.99193070238144,2,176.45729002752353,541.1562764811067,0.0,28.520497662174137,0.0,46.86076533696951,18.605941774521156,921.0129342105972,0.0,75.47938909657103,0,0.0,0.0,165.39039594367173,19.818326452121237,1197.3203683613337,219.1853911857234,2,123.09451090096255,280.4975559617922,0,0,20,180.909390631333,0.0,60.0030653677436,1.5607735745855347,486.7361147431482,0.0,2.646978516004751,665.6269962259687,0,0.0,0,0,0.0,0.5401021381937371,0.0,319.1706934194448,200,17.454196308302702,0.0,1.5607735745855347,251.38693844843579,2.648604799480787,0.0,2,0,13.40489562930247,178.89088148282045,0.0010641852859407663,310.82131287733546,0.3,73.6660848231045,0.0,5.8895525950128675,0.006413410417735577,0.0,20,38.71140194892494,2,81.30974801354564,0,187.47837775550363,0,1888.4502633017823,0,9.914555887652979,5.592087763988719,20,219.1853911857231,844.5178777087891,0.0,20,47.987296717463394,0.0,0.0,436.6938342111145,0.0,257.7105253889337,0.04759686250133767,0.0,152.83679949294324,4764.210321458886,0.0,87.07098045240697,6.757802608978464,11.394987464794688,3.6030310356715374,85.60907776191495,0.0,0.0,230.76373517178774,0.0,20,259.42300203872554,5.152187871039119,0,38.52513420321063,0,0,0.0,20,690.1732216147593,4.384161547946586,197.40931335189438,0,0,4764.210321458886,28.520497662174144,60.26118919380203,0.0,5.689955711364746,0.0,217.48869466789614,0.0,844.5178777087891,0.0,20,223.2842362639507,0.06,0.0,0.0,192.03008437580192,665.6269962259686,2,0,46.42960894986978,0.04759686250133767,0.0,0.3,17.660642141241112,0.0,0.09519372500267534,0.0,-0.0004421382618602365,0.04759686250133767,20,10,3.5256600953821455,0,2.968508736290236
251.92424957471312,20,81.34481900269613,107.47000860438357,1,1.7827919476206564,2.3319477335460967,160.0856161111405,20,67.1552742989019,0.0,13.937896404179078,219.30883659327927,33.649114596673535,400000,12.235264690292404,0.0007154096674639732,164.38225332909178,2,178.57122793398082,653.5555643663442,0.0,73.88772549283408,0.0,27.705490440175634,33.58228311154948,782.1675965490389,0.0,166.21633584115528,1,0.0,0.0,147.13528017767095,20.42633220937538,1036.8156164455254,200.47811581722806,2,162.6478171065382,411.2655066160817,1,1,20,171.28707389965527,0.0,47.66008510503765,1.5009454777912892,662.5195388411547,0.0,3.003546089528721,918.1001322646016,1,0.0,1,1,0.0,3.2876052712313317,0.0,226.26847414984732,200,21.620071766810007,0.0,1.5009454777912892,180.74346114459877,2.264574484565791,0.0,2,1,17.566515442737547,255.58059342344694,0.0008697760058566928,518.5096656761923,0.1,67.15527429890193,0.0,2.904648282157937,0.0064478665590286255,0.0,20,6.739313833198662,2,106.037121105445,1,221.0442999821163,1,1791.741270434615,1,40.30544238128461,6.401540454630524,20,200.47811581722792,1173.6807256880486,0.0,20,39.387212522958926,0.0,0.0,480.3931050661371,0.0,240.87061552331534,0.0,0.0,143.36640679952964,4731.469988854157,0.0,84.72178974163948,3.3179281237112725,14.825942832530835,4.8309775206631596,97.61593745122708,0.0,0.0,219.84148641029276,0.0,20,358.92304550770496,6.609271232705863,1,40.39249970608742,1,1,0.0,20,646.1763324137034,5.580383198747702,251.92424957471303,1,1,4731.469988854157,73.88772549283406,49.58875885616439,0.0,5.701934337615967,0.0,316.0936316511536,0.0,1173.6807256880486,0.0,20,261.05531692966053,0.04,0.0,0.0,180.16535577031974,918.100132264601,2,1,101.16525825634307,0.0,0.0,0.3,17.45554458970131,0.0,0.0,0.0,0.00015436633839271963,0.0,20,10,2.0561729447185146,1,4.127554276549541
212.87630962737427,20,71.6414985614246,75.59720909071793,2,4.115610464013572,2.38224089970369,193.06482872393929,20,166.24044708135585,0.0,8.885659179599202,287.5936805482023,16.239420127887712,600000,12.593088234427505,0.0016589222359471023,141.74088901002932,2,177.4192637547495,631.2923106183534,0.0,56.180075855662636,0.0,27.778176972392767,19.41713323505529,2023.5784856500206,0.0,71.36713194664992,2,0.0,0.0,161.51571745212803,23.380335308003893,2745.2879027323725,254.57747520015573,2,169.82219101746352,326.75667809862,2,2,20,294.9529267738292,0.0,51.48975882697566,1.3135564925010181,559.9727505815466,0.0,4.9502890817130645,587.383549999697,2,0.0,2,2,0.0,1.5447533581980015,0.0,285.93288750704244,200,33.96767622148118,0.0,1.3135564925010181,226.2890727973845,2.179694099051478,0.0,2,2,12.669548506375293,27.410799418150418,0.0012736760545521975,415.492531770564,0.1,166.240447081356,0.0,4.9045681025432755,0.009935533627867699,0.0,20,16.80126928211193,2,116.87915360577418,2,200.5805634956977,2,1622.9633964932866,2,36.76294262060735,7.58230738817563,20,254.57747520015565,614.7943494178475,0.0,20,42.83694105215814,0.0,0.0,486.890680320022,0.0,316.090121676372,0.0,0.0,166.6021020652442,4846.7833660421475,0.0,178.9099955877313,5.475987440211819,24.406578652864773,4.872130981872521,118.82063300840065,0.0,0.0,389.8839766292124,0.0,20,209.33814606005964,6.22252806332571,2,61.51264647621636,2,2,0.0,20,948.3674743970026,5.075143022326367,212.8763096273743,2,2,4846.7833660421475,56.180075855662636,153.5708985749807,0.0,5.725925445556641,0.0,254.37303084268993,0.0,614.7943494178475,0.0,20,238.3491597499643,0.095,0.0,0.0,211.07239758373493,587.3835499996974,2,2,78.66390694433476,0.0,0.0,0.85,21.21699288166246,0.0,0.0,0.0,-0.00038524618139490485,0.0,20,10,6.171500974064002,2,4.072367828564314
349.1267687320707,20,457.2740268920027,891.5893453516875,3,2.604444521958258,1.620495509556959,193.21531709091317,20,152.26714303354555,0.0,12.789039082562008,343.1650318560864,135.47056223189978,800000,90.1641287721061,0.0008708562236279249,252.8644366136993,2,177.5071843703108,598.9869229525176,0.0,453.1826939999241,0.0,27.466488192486345,438.40665135176346,2192.81392279484,0.0,640.7259310480563,3,0.0,0.0,154.79950310377455,68.9405885833361,2934.319734244584,264.5262899800571,2,148.55686993667453,391.6668352480473,3,3,20,350.7525091993066,0.0,75.47909811970881,2.5856847148387048,813.7386544048721,0.0,3.879637243033226,875.657716646827,3,0.0,3,3,0.0,2.5594262997135186,0.0,235.24551440210757,200,39.222194513619186,0.0,1.620495509556959,185.88184096852552,2.770253407270667,0.0,2,3,25.158317059223045,61.91906224195486,0.0033047832548618317,1262.4546571289782,0.1,152.26714303354555,0.0,5.3129986987994915,0.009812085889279842,0.0,20,12.786976483930781,2,85.73048214789638,3,524.3921447221334,3,1775.7275269118866,3,14.776042648160635,9.608101997366091,20,264.52628998005684,937.5767788887819,0.0,20,62.5863886562362,0.0,0.0,404.542812209238,0.0,335.83726286920046,0.0,0.0,156.79458460498932,4723.9667656315305,0.0,177.4254600927686,6.3761844165527055,18.72856815026986,4.742757631968859,123.2969541002447,0.0,0.0,454.7658634827608,0.0,20,362.66113289569074,5.932597521100986,3,71.31097288914364,3,3,0.0,20,1024.4583035957703,5.2567992948513576,349.1267687320705,3,3,4723.9667656315305,453.1826939999241,127.1088259743225,0.0,5.802535533905029,0.0,308.8389042883633,0.0,937.5767788887819,0.0,20,628.8442568032234,0.085,0.0,0.0,196.11106785697865,875.657716646826,2,3,298.60305854477434,0.0,0.0,0.75,61.650410993849825,0.0,0.0,0.0,0.0024339270312339067,0.0,20,10,3.5408122301059737,3,3.9970969704780854
307.34456847326317,20,159.6321864361141,1144.910111939873,4,49.71774139686279,1.7767077328235232,151.50268815398837,20,79.90103216744117,0.15,112.49241591207483,340.8027554880131,1002.8487545098133,1000000,33.21561987721303,0.00040724314749240875,413.30192063033775,2,175.7178634751812,673.7840941416567,0.0,579.6034626649043,0.0,22.860666201218812,565.3066492749688,2450.101447128675,0.0,3862.863794668397,4,0.0,0.0,149.85033824807212,425.64786380826416,3273.124325782253,178.60438175409504,2,161.26238693115948,291.8959674325413,4,4,20,492.0536945836092,0.0,49.39271463241805,4.154023906567681,473.96076711741836,0.0,4.82012916296902,698.6139657798752,4,0.0,4,4,0.15,29.525754205224235,0.0,179.59258893825194,200,39.391038842258865,0.0,1.7767077328235232,144.45231514934775,4.877769546751616,0.0,2,4,5.354307294389606,224.65319866245684,0.0002617638965602964,3878.092909563685,0.05,79.90103216744112,0.0,16.40435191897747,0.006402473896741867,0.0,20,236.5772276117626,2,87.47988299375395,4,1527.0555448245855,4,1574.2256358891116,4,14.296813389935535,18.44266351663445,20,178.60438175409487,923.267164442332,0.0,20,43.16619101871658,0.0,0.0,405.4559984582093,0.0,205.70607535420137,0.0,0.0,165.55294111773182,4813.362620402319,0.0,85.25533946183073,21.015407988321332,18.629904684669302,22.38014856325588,72.8760582418084,0.0,0.0,646.3493398985353,0.0,20,390.0732664962565,7.489378779500649,4,27.1016936001065,4,4,0.0,20,1243.2478305501809,6.341141881339629,307.3445684732631,4,4,4813.362620402319,579.6034626649039,74.54672487305152,0.0,5.810367107391357,0.0,231.31289764485487,0.0,1144.910111939873,0.0,20,1984.271377435853,0.125,0.0,0.0,208.68362562469278,698.6139657798752,2,4,1055.67921544443,0.0,0.0,0.85,317.88273156133016,0.05,0.0,0.0,-0.00014547925093211234,0.0,20,10,4.274311716765133,4,18.267383590533083
296.3939927556132,20,240.28152918655098,124.34488787367302,5,3.861501193965645,2.976374052057098,36.27395205805785,20,164.76270759663953,0.0,6.431224436140669,239.09225026307027,484.46307091631957,1200000,42.8478076517665,0.0010980178776662797,283.7533278962983,2,175.80654429938394,866.4355554646595,0.0,88.32160086989079,0.0,23.219039955368213,36.02328700378223,1849.0131389290013,0.0,2243.71840424002,5,0.0,0.0,110.92195530433058,162.60572358899725,2450.436282167666,178.9375481158336,2,196.1725568170931,362.7346841016657,5,5,20,319.8101545052755,0.0,58.741510327079006,2.8303103976998973,1002.5705236919468,0.0,7.600230178868405,1049.948107195702,5,0.0,5,5,0.05,0.6623170393309818,0.0,242.86697291822088,200,34.90542511449473,0.0,2.8303103976998973,192.54323574325633,3.8352871057091815,0.0,2,5,2.0592544984928765,47.37758350375532,0.0006622193614020944,1080.250145365861,0.1,164.76270759663964,0.0,6.278436810908562,0.00643427949398756,0.0,20,17.396817851373914,2,86.07779958284958,5,545.1749113780253,5,2057.2839018203726,5,52.298313866108565,12.950196077360522,20,178.9375481158337,1097.3256906994575,0.0,20,48.731776857396156,0.0,0.0,456.4758286425527,0.0,321.60114417360955,0.0,0.0,122.19889192302246,4746.198090647188,0.0,166.8219620951325,7.509302696595936,35.17846306922903,4.821150074216465,96.71618548103909,0.0,0.0,413.43548131335325,0.0,20,388.3322260669865,10.144272019653277,5,142.66359605777586,5,5,0.0,20,977.5972936421476,8.42128175201118,296.3939927556133,5,5,4746.198090647188,88.32160086989077,162.70345309814675,0.0,5.825924873352051,0.0,285.5779248861906,0.0,1097.3256906994575,0.0,20,684.7856604930672,0.085,0.0,0.0,149.7092547463706,1049.9481071957023,2,5,183.01601925510678,0.0,0.0,0.65,136.14795568450683,0.05,0.0,0.0,-0.0004357985162641853,0.0,20,10,3.4725779838673114,5,4.013991088436349
265.78388668732,20,191.9503818342159,153.76893024256185,6,2.4230004082073062,2.8521585717616396,127.2198753790268,20,196.82438417903188,0.0,187.96435297054322,187.28387417646016,151.8639956313879,1400000,36.344793039472435,0.00081060198135674,143.80027789198164,2,175.65829928839682,632.872659758125,0.0,82.47929082492588,0.0,27.73055372084481,71.28963941763597,1809.7046421815855,0.0,732.9946479763398,6,0.0,0.0,128.08640083752206,75.9436397481624,2433.7279859707596,206.05945162280102,2,180.43596588843587,361.2356363032928,6,6,20,292.73865589847674,0.0,54.17555631111914,2.079147925296108,769.5556203778032,0.0,21.768502124804716,843.5563068098414,6,0.0,6,6,0.0,42.7757105250288,0.0,242.57167677299262,200,15.404238772333033,0.0,2.079147925296108,190.0508663151584,3.475873892820192,0.0,2,6,44.98883802712341,74.00068643203826,0.0003681869129650295,1358.909227119064,0.15,196.82438417903177,0.0,5.43198496611746,0.006410245783627033,0.0,20,13.859527746259458,2,87.91321312262937,6,368.99400135412026,6,1898.1208623450823,6,11.189651407289904,16.893746782966197,20,206.05945162280102,917.5569932418797,0.0,20,46.025183836233325,0.0,0.0,421.4132969824292,0.0,284.89902786657524,0.0,0.0,123.38581564177693,4724.229968155827,0.0,241.8132222061552,6.5701368180739195,105.79120475401436,25.827827124201598,113.58403438881216,0.0,0.0,383.440979732624,0.0,20,305.019025138149,13.166741358045533,6,78.83957624377422,6,6,0.0,20,929.3629117152369,11.247311656560816,265.7838866873199,6,6,4724.229968155827,82.47929082492584,151.83554615190837,0.0,5.835822582244873,0.0,285.5037778100671,0.0,917.5569932418797,0.0,20,468.78201308971785,0.08,0.0,0.0,152.40858382987403,843.5563068098409,2,6,269.0908405703024,0.0,0.0,0.65,66.87062679534525,0.0,0.0,0.0,-0.0004424150683917105,0.0,20,10,2.353543269735674,6,20.172348427802085
276.2264926382815,20,138.53945219599677,102.95516297608137,7,5.6433186665501305,3.4617398692833294,231.09994526159278,20,216.23903924958745,0.0,118.4138284714605,265.6861840060425,61.59550114315572,1600000,22.763973092165806,0.0015374253271147609,316.73805550285743,2,174.96678217087822,608.4991563919002,0.0,60.679344376320266,0.0,22.51559734487423,42.27581859976111,2120.91848287576,0.0,277.18016986903115,7,0.0,0.0,161.60986825249572,69.7459563487831,2811.706185605316,255.41955978021764,2,148.1976882506964,262.913976994892,7,7,20,338.0582620148679,0.0,54.94355519017951,5.640925718868703,749.1231397774753,0.0,3.491546506848406,848.7945197852822,7,0.0,7,7,0.0,31.040410431657623,0.0,254.28961553111793,200,23.293345944621496,0.0,2.7199260282755793,197.0891170969772,5.798197912039887,0.0,2,7,17.95830633078488,99.67138000780687,-0.0001878195907920599,1383.9362013283785,0.15,216.2390392495875,0.0,9.142716106000444,0.00991425383836031,0.0,20,25.659045083378917,2,87.03297209986394,7,562.275299612859,7,1907.8040983492133,7,18.40352577655916,14.454609537311015,20,255.41955978021753,948.4658997930891,0.0,20,45.762807177356194,0.0,0.0,448.910120142458,0.0,279.7391742988423,0.0,0.0,154.54138364597463,4843.248242240266,0.0,234.19734558037237,11.145791543843696,18.78354045518023,26.052872483889466,128.76271796283922,0.0,0.0,442.50515109000787,0.0,20,305.700111330266,6.396625459625868,7,24.319614518624746,7,7,0.0,20,1022.1763706094246,5.627102991434581,276.2264926382817,7,7,4843.248242240266,60.679344376320316,198.2807329188026,0.0,5.831932067871094,0.0,205.35997926624879,0.0,948.4658997930891,0.0,20,733.9324576544301,0.09,0.0,0.0,193.9244740880009,848.7945197852829,2,7,327.0595165714318,0.0,0.0,0.75,59.84015909836351,0.0,0.0,0.0,-0.0017252449179068208,0.0,20,10,2.7199260282755793,7,20.025572277705045
860.4414828526899,20,89.50580965734662,306.8854208074053,8,3.3539089132289335,0.9987649430729859,114.84085854951331,20,3044.520474705745,0.0,61.25742568937679,199.8019158180092,48.96601699543261,1800000,21.98957738624315,0.0013076374307274818,174.05564152782694,2,176.4937674112847,628.0064442682597,0.0,212.868290078491,0.0,22.680210332208347,94.01713072891431,1957.6161197279878,0.0,251.28378241126688,8,0.0,0.2,141.58163529070455,49.95915230025725,2670.240836623929,203.58687758771265,2,169.4071973001543,361.0147940544463,8,8,20,294.8144872169986,0.0,51.35872350756811,2.066287948340161,490.7623209331185,0.0,4.796304445264059,841.2317718915002,8,0.0,8,8,0.0,13.717840919727944,0.0,150.91236782146024,200,17.720562233091734,0.0,0.9987649430729859,120.92061848662527,6.178588160021029,0.0,2,8,325.437430252844,350.4694509583818,-0.0006952474359422922,1049.7515160374883,0.0,3044.520474705745,0.0,5.569476269355573,0.006480714771896601,0.0,20,16.003914263518187,2,55.25248896161994,8,343.34826530320527,8,1406.2233536154781,8,118.85115934957666,13.389030476019679,20,203.58687758771276,1191.701222849882,0.0,20,43.01664405457247,0.0,0.0,276.11933217339856,0.0,292.3328966259122,0.0,0.0,137.72477111300822,4873.12512460721,0.0,3369.957904958589,6.9304730125118414,21.33381806638536,13.481512044472566,65.16932883746472,0.0,0.0,392.6835832305161,0.0,20,1149.538346237363,7.641403041482524,8,88.74601903819945,8,8,0.0,20,896.8626495319008,6.54058517706419,860.4414828526897,8,8,4873.12512460721,212.86829007849096,2719.083044452901,0.0,5.8198723793029785,0.0,279.4048280655136,1.0,3369.957904958589,0.0,20,443.9210764069476,0.09,0.0,0.0,171.3754934920848,841.2317718914994,2,8,240.51408803100202,0.0,0.0,0.9,43.5611726539152,0.0,0.0,0.0,-0.002002884866669774,0.0,20,10,4.3580540166197554,8,10.442391318737771
543.6333839414808,20,199.71645335235263,472.0219980070814,9,4.026942494268151,1.8469257581882597,102.81636642307441,20,1723.3867842823995,0.0,61.23052997624973,224.91171566435838,19.899534123445154,2000000,39.778613109895005,0.0008785444078966975,393.95389492493626,2,176.35642814346073,656.7108202175241,0.0,258.18116879130633,0.0,27.20788439158206,213.84082921577505,2102.280456021653,0.0,97.37495247408324,9,0.0,0.2,147.32687909764059,45.7798632314365,2860.343590371105,232.1870953587666,2,180.29819886948485,348.72072339921954,9,9,20,362.3668031963145,0.0,58.88540913643935,4.044144326772296,464.5407697277822,0.0,4.010268466838225,504.4118712749324,9,0.0,9,9,0.0,14.164487822759256,0.0,208.6311629624653,200,19.749294007211105,0.0,1.8469257581882597,162.04748510130167,4.123351530569426,0.0,2,9,1564.1099058464617,39.871101547150175,-0.001527107902802527,3174.709139728121,0.0,1723.3867842823988,0.0,7.645249960862522,0.006578434258699417,0.0,20,19.518575692677548,2,83.69317276221165,9,832.2470240901226,9,1513.4851706452548,9,44.34033957553129,22.181669593120606,20,232.18709535876638,544.2829728220826,0.0,20,50.30102208356575,0.0,0.0,409.56939096695663,0.0,361.5578242944583,0.0,0.0,140.44597654595796,4883.1394048976235,0.0,3287.496690128861,9.133096172297796,15.954882802964601,14.745867043021885,98.90381525489327,0.0,0.0,482.75093700747107,0.5,20,935.7210711172661,7.001785374102482,9,129.37072893569194,9,9,0.0,20,1000.860400109966,6.149617007405955,543.6333839414809,9,9,4883.1394048976235,258.1811687913063,159.27687843593705,0.0,5.7856292724609375,0.0,271.8136015035115,0.5,3287.496690128861,0.0,20,1098.4455672882991,0.085,0.0,0.0,175.82230509632316,504.41187127493265,2,9,651.7987100563673,0.0,0.0,0.85,38.80987076176904,0.0,0.0,0.0,-0.0024056523106992245,0.0,20,10,11.85067484230321,9,11.927728886994867
