MetaTest/basketball-v2/SuccessRate,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/basketball-v2/NumEpisodes,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/basketball-v2/MinReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/Average/Iteration,MetaTest/basketball-v2/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v2/MaxReturn,MetaTest/Average/MinReturn,MetaTest/basketball-v2/Iteration
0.0,0.0,1050000,0.0,3.634603685331935,11.034174339850695,16.566114357836078,10,0.0,10,2.6845414735918873,11.034174339850699,10,3.634603685331935,11.034174339850699,11.034174339850695,16.566114357836078,2.6845414735918873,10
0.0,0.0,1125000,0.0,4.3737207728556236,9.258956194811706,16.039328391334948,10,0.0,10,3.0090360153584452,9.258956194811706,11,4.3737207728556236,9.258956194811706,9.258956194811706,16.039328391334948,3.0090360153584452,11
0.0,0.0,1200000,0.0,3.926855296298016,15.662748551121092,21.617140678064967,10,0.0,10,8.936678911146421,15.662748551121092,12,3.926855296298016,15.662748551121092,15.662748551121092,21.617140678064967,8.936678911146421,12
0.0,0.0,1275000,0.0,5.5185478975491415,12.464622824558921,24.6309136457558,10,0.0,10,3.165960883976532,12.46462282455892,13,5.5185478975491415,12.46462282455892,12.464622824558921,24.6309136457558,3.165960883976532,13
0.0,0.0,1350000,0.0,5.515050898757078,9.183956973424152,19.19194925063677,10,0.0,10,3.402068896410804,9.183956973424152,14,5.515050898757078,9.183956973424152,9.183956973424152,19.19194925063677,3.402068896410804,14
0.0,0.0,1425000,0.0,8.109988700976222,10.056671080657177,31.208661076968387,10,0.0,10,2.3920711853151313,10.056671080657178,15,8.109988700976222,10.056671080657178,10.056671080657177,31.208661076968387,2.3920711853151313,15
0.0,0.0,1500000,0.0,10.176733210761506,9.586968291473623,36.31339650017801,10,0.0,10,2.2892317105286164,9.586968291473626,16,10.176733210761506,9.586968291473626,9.586968291473623,36.31339650017801,2.2892317105286164,16
0.0,0.0,1575000,0.0,2.011021535525938,5.510240253196516,9.318737736226204,10,0.0,10,2.3479682849355656,5.510240253196517,17,2.011021535525938,5.510240253196517,5.510240253196516,9.318737736226204,2.3479682849355656,17
0.0,0.0,1650000,0.0,4.210351932772346,5.577742314019806,15.009845901542533,10,0.0,10,1.8817345463419752,5.577742314019804,18,4.210351932772346,5.577742314019804,5.577742314019806,15.009845901542533,1.8817345463419752,18
0.0,0.0,1725000,0.0,6.682383493915418,10.393340666907063,18.867348708404762,10,0.0,10,1.4634214745431504,10.393340666907065,19,6.682383493915418,10.393340666907065,10.393340666907063,18.867348708404762,1.4634214745431504,19
0.0,0.0,1800000,0.0,228.4927369842949,83.49765617664488,768.8988028763465,10,0.0,10,3.187355140528813,83.49765617664498,20,228.4927369842949,83.49765617664498,83.49765617664488,768.8988028763465,3.187355140528813,20
0.0,0.0,1875000,0.0,2.9102888936498563,4.183441934891291,9.873355078287839,10,0.0,10,1.5412547291865584,4.183441934891291,21,2.9102888936498563,4.183441934891291,4.183441934891291,9.873355078287839,1.5412547291865584,21
0.0,0.0,1950000,0.0,6.338135404263403,9.463363107861692,20.98618924031494,10,0.0,10,2.6002691673667018,9.4633631078617,22,6.338135404263403,9.4633631078617,9.463363107861692,20.98618924031494,2.6002691673667018,22
0.0,0.0,2025000,0.0,5.1203254689169775,5.217695704017531,17.830883771158888,10,0.0,10,2.011318709334778,5.217695704017534,23,5.1203254689169775,5.217695704017534,5.217695704017531,17.830883771158888,2.011318709334778,23
0.0,0.0,2100000,0.0,1.8739918617297133,6.307984356729514,10.946047304459551,10,0.0,10,4.73939315285709,6.307984356729515,24,1.8739918617297133,6.307984356729515,6.307984356729514,10.946047304459551,4.73939315285709,24
0.0,0.0,2175000,0.0,5.198058012665141,3.898694753065069,19.28573551812244,10,0.0,10,1.4231352261209123,3.8986947530650697,25,5.198058012665141,3.8986947530650697,3.898694753065069,19.28573551812244,1.4231352261209123,25
0.0,0.0,2250000,0.0,33.82784571851344,14.713469188678678,115.96997871447617,10,0.0,10,1.3959200296960752,14.713469188678673,26,33.82784571851344,14.713469188678673,14.713469188678678,115.96997871447617,1.3959200296960752,26
0.0,0.0,2325000,0.0,1.7927349277336841,3.3032364476261717,7.45041606902374,10,0.0,10,1.719251965426654,3.3032364476261726,27,1.7927349277336841,3.3032364476261726,3.3032364476261717,7.45041606902374,1.719251965426654,27
0.0,0.0,2400000,0.0,1.4077202229221686,4.688723813743655,6.654390910572605,10,0.0,10,1.7698458185786985,4.688723813743654,28,1.4077202229221686,4.688723813743654,4.688723813743655,6.654390910572605,1.7698458185786985,28
0.0,0.0,2475000,0.0,1.431324892027413,2.6988879594711497,6.911442671789515,10,0.0,10,1.917958393744153,2.698887959471149,29,1.431324892027413,2.698887959471149,2.6988879594711497,6.911442671789515,1.917958393744153,29
0.0,0.0,2550000,0.0,4.10461637829386,3.7215512710188037,15.839985195205479,10,0.0,10,1.8295407185745785,3.7215512710187992,30,4.10461637829386,3.7215512710187992,3.7215512710188037,15.839985195205479,1.8295407185745785,30
0.0,0.0,2625000,0.0,3.5404842930344538,4.532447503218661,11.412538872898196,10,0.0,10,1.0865990827395247,4.532447503218663,31,3.5404842930344538,4.532447503218663,4.532447503218661,11.412538872898196,1.0865990827395247,31
0.0,0.0,2700000,0.0,3.1279884368767914,3.4041629437031595,12.71307383041099,10,0.0,10,1.8941516178487723,3.404162943703157,32,3.1279884368767914,3.404162943703157,3.4041629437031595,12.71307383041099,1.8941516178487723,32
0.0,0.0,2775000,0.0,3.1241994319192825,3.2249995084854866,12.25670333199206,10,0.0,10,1.0292294690398542,3.224999508485488,33,3.1241994319192825,3.224999508485488,3.2249995084854866,12.25670333199206,1.0292294690398542,33
0.0,0.0,2850000,0.0,1.6682350714406564,3.1141638242810643,7.287984522316675,10,0.0,10,1.7917643494056201,3.1141638242810656,34,1.6682350714406564,3.1141638242810656,3.1141638242810643,7.287984522316675,1.7917643494056201,34
0.0,0.0,2925000,0.0,4.630539326058657,8.838056217603866,17.63335983222435,10,0.0,10,2.0826321941806207,8.838056217603864,35,4.630539326058657,8.838056217603864,8.838056217603866,17.63335983222435,2.0826321941806207,35
0.0,0.0,3000000,0.0,7.00213690614503,9.539134719907242,25.1231295333624,10,0.0,10,1.5318886554438076,9.539134719907238,36,7.00213690614503,9.539134719907238,9.539134719907242,25.1231295333624,1.5318886554438076,36
0.0,0.0,3075000,0.0,5.373845095560557,20.361806758613483,28.282026265416313,10,0.0,10,11.08215264551465,20.36180675861349,37,5.373845095560557,20.36180675861349,20.361806758613483,28.282026265416313,11.08215264551465,37
0.0,0.0,3150000,0.0,2.5637699911113123,4.968990508051417,10.668074575480464,10,0.0,10,1.8217212343425782,4.968990508051415,38,2.5637699911113123,4.968990508051415,4.968990508051417,10.668074575480464,1.8217212343425782,38
0.0,0.0,3225000,0.0,6.500464492334164,13.2688063907321,26.172145109639175,10,0.0,10,2.5268079819820266,13.26880639073211,39,6.500464492334164,13.26880639073211,13.2688063907321,26.172145109639175,2.5268079819820266,39
0.0,0.0,3300000,0.0,6.134315927667578,9.26627044080496,18.56429681654819,10,0.0,10,1.490100138953935,9.266270440804957,40,6.134315927667578,9.266270440804957,9.26627044080496,18.56429681654819,1.490100138953935,40
0.0,0.0,3375000,0.0,7.330620227800023,9.426582222408625,23.142863180908314,10,0.0,10,0.8688191628227635,9.426582222408623,41,7.330620227800023,9.426582222408623,9.426582222408625,23.142863180908314,0.8688191628227635,41
0.0,0.0,3450000,0.0,7.492915251282164,9.5726159318145,20.33554549487012,10,0.0,10,1.0346219181662868,9.5726159318145,42,7.492915251282164,9.5726159318145,9.5726159318145,20.33554549487012,1.0346219181662868,42
0.0,0.0,3525000,0.0,6.046657198164158,6.575951319410999,18.322788197566894,10,0.0,10,1.4137173227010795,6.5759513194110015,43,6.046657198164158,6.5759513194110015,6.575951319410999,18.322788197566894,1.4137173227010795,43
0.0,0.0,3600000,0.0,8.503839803810045,14.912322632889708,35.49545861907666,10,0.0,10,7.163800000187556,14.912322632889715,44,8.503839803810045,14.912322632889715,14.912322632889708,35.49545861907666,7.163800000187556,44
0.0,0.0,3675000,0.0,6.496383454537173,14.055082165012418,23.822901282576737,10,0.0,10,4.594501698359247,14.055082165012418,45,6.496383454537173,14.055082165012418,14.055082165012418,23.822901282576737,4.594501698359247,45
0.0,0.0,3750000,0.0,22.655781418023597,18.433138589908346,83.22170021946357,10,0.0,10,3.6498938066161255,18.433138589908342,46,22.655781418023597,18.433138589908342,18.433138589908346,83.22170021946357,3.6498938066161255,46
0.0,0.0,3825000,0.0,5.057967934965104,12.424981547522792,22.986666367429716,10,0.0,10,4.847737318175926,12.42498154752279,47,5.057967934965104,12.42498154752279,12.424981547522792,22.986666367429716,4.847737318175926,47
0.0,0.0,3900000,0.0,5.318247328569798,13.033871609908186,20.737128147205194,10,0.0,10,4.611685544486304,13.033871609908186,48,5.318247328569798,13.033871609908186,13.033871609908186,20.737128147205194,4.611685544486304,48
0.0,0.0,3975000,0.0,261.1105899909242,149.91249911924066,904.2990513472927,10,0.0,10,14.18604297539783,149.91249911924066,49,261.1105899909242,149.91249911924066,149.91249911924066,904.2990513472927,14.18604297539783,49
0.0,0.0,4050000,0.0,107.28409306442006,42.295682140125585,363.86296110018185,10,0.0,10,1.3502705151807644,42.29568214012554,50,107.28409306442006,42.29568214012554,42.295682140125585,363.86296110018185,1.3502705151807644,50
0.0,0.0,4125000,0.0,5.844603049225826,8.71318033306441,23.90051163369818,10,0.0,10,3.278622078014449,8.713180333064408,51,5.844603049225826,8.713180333064408,8.71318033306441,23.90051163369818,3.278622078014449,51
0.0,0.0,4200000,0.0,313.65937433884005,153.44437459222877,1040.6628111418286,10,0.0,10,3.1449543884023554,153.4443745922288,52,313.65937433884005,153.4443745922288,153.44437459222877,1040.6628111418286,3.1449543884023554,52
0.0,0.0,4275000,0.0,14.254945985665564,15.676609379957227,46.57250761167754,10,0.0,10,1.3671251661015595,15.676609379957231,53,14.254945985665564,15.676609379957231,15.676609379957227,46.57250761167754,1.3671251661015595,53
0.1,0.0,4350000,0.1,93.29969472096319,39.89658601868059,319.66215720995194,10,0.0,10,3.2129998565128743,39.89658601868059,54,93.29969472096319,39.89658601868059,39.89658601868059,319.66215720995194,3.2129998565128743,54
0.0,0.0,4425000,0.0,7.50324280753748,12.785589048287793,31.118412835966488,10,0.0,10,5.257470023659284,12.785589048287793,55,7.50324280753748,12.785589048287793,12.785589048287793,31.118412835966488,5.257470023659284,55
0.0,0.0,4500000,0.0,5.963258102554866,9.652824062345514,24.422176873585993,10,0.0,10,2.0766571506481757,9.652824062345513,56,5.963258102554866,9.652824062345513,9.652824062345514,24.422176873585993,2.0766571506481757,56
0.0,0.0,4575000,0.0,10.939552115461954,12.318364908911605,43.505020717082466,10,0.0,10,4.05589266511174,12.318364908911597,57,10.939552115461954,12.318364908911597,12.318364908911605,43.505020717082466,4.05589266511174,57
0.0,0.0,4650000,0.0,4.06692790337002,15.892371017317334,24.015803315438713,10,0.0,10,10.937760297155402,15.892371017317334,58,4.06692790337002,15.892371017317334,15.892371017317334,24.015803315438713,10.937760297155402,58
0.0,0.0,4725000,0.0,11.028095039338186,19.809480644040423,48.62747394350056,10,0.0,10,5.899965931081441,19.80948064404042,59,11.028095039338186,19.80948064404042,19.809480644040423,48.62747394350056,5.899965931081441,59
0.0,0.0,4800000,0.0,35.47713571860272,26.27241878427774,129.86042833980028,10,0.0,10,5.689201806540275,26.27241878427775,60,35.47713571860272,26.27241878427775,26.27241878427774,129.86042833980028,5.689201806540275,60
0.0,0.0,4875000,0.0,2.494317185864069,14.954045879885168,18.22441168684834,10,0.0,10,11.147603705972962,14.954045879885175,61,2.494317185864069,14.954045879885175,14.954045879885168,18.22441168684834,11.147603705972962,61
0.0,0.0,4950000,0.0,5.154270150904921,9.36414131948218,17.37340050528114,10,0.0,10,2.9436500768224163,9.364141319482178,62,5.154270150904921,9.364141319482178,9.36414131948218,17.37340050528114,2.9436500768224163,62
0.0,0.0,5025000,0.0,124.39827278051676,75.34117287761123,376.74540193373554,10,0.0,10,4.836747507705026,75.34117287761127,63,124.39827278051676,75.34117287761127,75.34117287761123,376.74540193373554,4.836747507705026,63
0.0,0.0,5100000,0.0,9.65516221422308,11.215414513273918,39.02745757287444,10,0.0,10,4.484290302491805,11.215414513273918,64,9.65516221422308,11.215414513273918,11.215414513273918,39.02745757287444,4.484290302491805,64
0.0,0.0,5175000,0.0,9.561868921650712,12.368272808027118,39.88066944004101,10,0.0,10,5.514221870794814,12.368272808027118,65,9.561868921650712,12.368272808027118,12.368272808027118,39.88066944004101,5.514221870794814,65
0.0,0.0,5250000,0.0,5.796637686238068,10.410422875513621,22.679468463343085,10,0.0,10,3.6384043825228325,10.410422875513618,66,5.796637686238068,10.410422875513618,10.410422875513621,22.679468463343085,3.6384043825228325,66
0.0,0.0,5325000,0.0,41.060717569981854,28.413117311850403,115.62333637316853,10,0.0,10,2.4396699869485357,28.413117311850378,67,41.060717569981854,28.413117311850378,28.413117311850403,115.62333637316853,2.4396699869485357,67
0.0,0.0,5400000,0.0,3.827247645916975,14.316704032743093,20.103584764385293,10,0.0,10,5.526633195141887,14.316704032743093,68,3.827247645916975,14.316704032743093,14.316704032743093,20.103584764385293,5.526633195141887,68
0.0,0.0,5475000,0.0,6.180079820713463,10.951373870377566,24.18385227523365,10,0.0,10,4.56789857651666,10.95137387037757,69,6.180079820713463,10.95137387037757,10.951373870377566,24.18385227523365,4.56789857651666,69
0.0,0.0,5550000,0.0,5.491997613380346,14.220570927961102,24.49638338244216,10,0.0,10,6.347289053551699,14.220570927961097,70,5.491997613380346,14.220570927961097,14.220570927961102,24.49638338244216,6.347289053551699,70
0.0,0.0,5625000,0.0,10.908524605486344,20.696942068059325,33.57922935637515,10,0.0,10,3.762756634950067,20.696942068059336,71,10.908524605486344,20.696942068059336,20.696942068059325,33.57922935637515,3.762756634950067,71
0.0,0.0,5700000,0.0,6.365852345005431,12.37122673175268,24.74958827894236,10,0.0,10,2.5899351257571936,12.37122673175268,72,6.365852345005431,12.37122673175268,12.37122673175268,24.74958827894236,2.5899351257571936,72
0.0,0.0,5775000,0.0,7.176545107903404,19.34798194200535,28.87818677824134,10,0.0,10,3.074610452766726,19.34798194200535,73,7.176545107903404,19.34798194200535,19.34798194200535,28.87818677824134,3.074610452766726,73
0.0,0.0,5850000,0.0,4.639451821100236,13.211763488114514,20.55281274055368,10,0.0,10,4.682807511705994,13.211763488114519,74,4.639451821100236,13.211763488114519,13.211763488114514,20.55281274055368,4.682807511705994,74
0.0,0.0,5925000,0.0,9.487073466771461,15.62297886467237,31.42619237625999,10,0.0,10,2.305508380608107,15.622978864672367,75,9.487073466771461,15.622978864672367,15.62297886467237,31.42619237625999,2.305508380608107,75
0.0,0.0,6000000,0.0,4.645552946441063,14.647459446039653,26.21546191172294,10,0.0,10,9.790957623911435,14.647459446039647,76,4.645552946441063,14.647459446039647,14.647459446039653,26.21546191172294,9.790957623911435,76
0.0,0.0,6075000,0.0,2.7362409565202905,16.646425185336795,21.531834160522894,10,0.0,10,11.588831852319629,16.64642518533679,77,2.7362409565202905,16.64642518533679,16.646425185336795,21.531834160522894,11.588831852319629,77
0.0,0.0,6150000,0.0,5.873579596292386,11.713854292351702,20.004986682267234,10,0.0,10,2.318758252746972,11.713854292351698,78,5.873579596292386,11.713854292351698,11.713854292351702,20.004986682267234,2.318758252746972,78
0.0,0.0,6225000,0.0,6.153668964753293,10.704966028640762,21.55345042896949,10,0.0,10,3.4252074318173245,10.70496602864076,79,6.153668964753293,10.70496602864076,10.704966028640762,21.55345042896949,3.4252074318173245,79
0.0,0.0,6300000,0.0,27.75327962718657,20.349324774082895,102.51807352687592,10,0.0,10,5.42659057474672,20.34932477408289,80,27.75327962718657,20.34932477408289,20.349324774082895,102.51807352687592,5.42659057474672,80
0.0,0.0,6375000,0.0,7.263500679309312,11.939487830900086,30.61814844333699,10,0.0,10,7.050764894894541,11.939487830900077,81,7.263500679309312,11.939487830900077,11.939487830900086,30.61814844333699,7.050764894894541,81
0.0,0.0,6450000,0.0,4.435847782251293,10.207570373654518,16.15601232990476,10,0.0,10,3.7924216236288477,10.207570373654516,82,4.435847782251293,10.207570373654516,10.207570373654518,16.15601232990476,3.7924216236288477,82
0.0,0.0,6525000,0.0,5.74042132659202,10.202525374761837,17.67048113753247,10,0.0,10,0.46665007752504006,10.202525374761839,83,5.74042132659202,10.202525374761839,10.202525374761837,17.67048113753247,0.46665007752504006,83
0.0,0.0,6600000,0.0,4.345246753048249,6.828165349901317,14.5037801916304,10,0.0,10,1.2611305408823281,6.828165349901317,84,4.345246753048249,6.828165349901317,6.828165349901317,14.5037801916304,1.2611305408823281,84
0.0,0.0,6675000,0.0,7.593493646443672,11.368922809535203,27.284059806754303,10,0.0,10,2.4390867711395003,11.368922809535203,85,7.593493646443672,11.368922809535203,11.368922809535203,27.284059806754303,2.4390867711395003,85
0.0,0.0,6750000,0.0,211.3436870722519,78.79796355539095,712.621147539624,10,0.0,10,1.6086196571099838,78.79796355539096,86,211.3436870722519,78.79796355539096,78.79796355539095,712.621147539624,1.6086196571099838,86
0.0,0.0,6825000,0.0,7.316023594291302,11.125699547887045,23.680665102675288,10,0.0,10,3.581582473593623,11.12569954788705,87,7.316023594291302,11.12569954788705,11.125699547887045,23.680665102675288,3.581582473593623,87
0.0,0.0,6900000,0.0,9.791818037575805,12.667537220208516,32.78545152729916,10,0.0,10,2.1083009828292543,12.667537220208512,88,9.791818037575805,12.667537220208512,12.667537220208516,32.78545152729916,2.1083009828292543,88
0.0,0.0,6975000,0.0,8.075095841213148,14.678380363125655,28.843806492191423,10,0.0,10,2.963018281483751,14.67838036312565,89,8.075095841213148,14.67838036312565,14.678380363125655,28.843806492191423,2.963018281483751,89
0.0,0.0,7050000,0.0,9.380056912614762,17.868680016487726,38.31536516052763,10,0.0,10,4.820054595022856,17.868680016487723,90,9.380056912614762,17.868680016487723,17.868680016487726,38.31536516052763,4.820054595022856,90
0.0,0.0,7125000,0.0,5.4195950636503385,13.15067561189496,22.70813268562245,10,0.0,10,3.643264434604571,13.150675611894965,91,5.4195950636503385,13.150675611894965,13.15067561189496,22.70813268562245,3.643264434604571,91
0.0,0.0,7200000,0.0,47.51839666090149,32.41754394650744,174.09064806564095,10,0.0,10,7.891633974839186,32.41754394650745,92,47.51839666090149,32.41754394650745,32.41754394650744,174.09064806564095,7.891633974839186,92
0.0,0.0,7275000,0.0,400.3177478628441,140.99232296478485,1341.6899092085014,10,0.0,10,1.2972321533609796,140.99232296478468,93,400.3177478628441,140.99232296478468,140.99232296478485,1341.6899092085014,1.2972321533609796,93
0.0,0.0,7350000,0.0,8.45532745258118,14.59351743068299,26.85304312993346,10,0.0,10,1.6136957519532376,14.59351743068299,94,8.45532745258118,14.59351743068299,14.59351743068299,26.85304312993346,1.6136957519532376,94
0.0,0.0,7425000,0.0,6.768145525869174,11.183638040878638,23.525845935856776,10,0.0,10,2.6824270281783225,11.183638040878634,95,6.768145525869174,11.183638040878634,11.183638040878638,23.525845935856776,2.6824270281783225,95
0.0,0.0,7500000,0.0,1.561172636903883,6.064305890944545,8.050427621148016,10,0.0,10,2.90859863577732,6.064305890944546,96,1.561172636903883,6.064305890944546,6.064305890944545,8.050427621148016,2.90859863577732,96
0.0,0.0,7575000,0.0,6.370757601360546,8.225417475234652,25.88029074941077,10,0.0,10,0.9391553885523096,8.225417475234645,97,6.370757601360546,8.225417475234645,8.225417475234652,25.88029074941077,0.9391553885523096,97
0.0,0.0,7650000,0.0,13.370234991214963,16.617168187187154,53.802423134553685,10,0.0,10,5.099694094382071,16.617168187187154,98,13.370234991214963,16.617168187187154,16.617168187187154,53.802423134553685,5.099694094382071,98
0.0,0.0,7725000,0.0,30.65075097242552,21.120834178268627,108.07080749625737,10,0.0,10,3.9443687380965953,21.120834178268627,99,30.65075097242552,21.120834178268627,21.120834178268627,108.07080749625737,3.9443687380965953,99
0.0,0.0,7800000,0.0,66.33639060349715,47.37021861431474,177.0373146551326,10,0.0,10,1.7202577917092234,47.370218614314744,100,66.33639060349715,47.370218614314744,47.37021861431474,177.0373146551326,1.7202577917092234,100
0.0,0.0,7875000,0.0,68.06378360146685,40.82247185508306,236.5256028273674,10,0.0,10,1.9730475812175186,40.82247185508308,101,68.06378360146685,40.82247185508308,40.82247185508306,236.5256028273674,1.9730475812175186,101
0.0,0.0,7950000,0.0,7.323266445932757,9.685114441995339,30.444227708632138,10,0.0,10,4.42355478130366,9.685114441995342,102,7.323266445932757,9.685114441995342,9.685114441995339,30.444227708632138,4.42355478130366,102
0.0,0.0,8025000,0.0,60.12238362262134,30.98914029214144,211.12785461076353,10,0.0,10,6.567791752673148,30.989140292141457,103,60.12238362262134,30.989140292141457,30.98914029214144,211.12785461076353,6.567791752673148,103
0.0,0.0,8100000,0.0,184.44338014700486,79.64493330236442,626.9075855927966,10,0.0,10,3.348350821937181,79.64493330236446,104,184.44338014700486,79.64493330236446,79.64493330236442,626.9075855927966,3.348350821937181,104
0.0,0.0,8175000,0.0,85.23273259029675,38.35092339339424,293.58899447043336,10,0.0,10,3.524391168122768,38.35092339339434,105,85.23273259029675,38.35092339339434,38.35092339339424,293.58899447043336,3.524391168122768,105
0.0,0.0,8250000,0.0,283.98141953741117,142.9071000227041,942.6051996214745,10,0.0,10,3.81130232694795,142.90710002270424,106,283.98141953741117,142.90710002270424,142.9071000227041,942.6051996214745,3.81130232694795,106
0.0,0.0,8325000,0.0,2.723833816153441,5.195884401905006,10.65335332667904,10,0.0,10,1.7837202984715963,5.195884401905008,107,2.723833816153441,5.195884401905008,5.195884401905006,10.65335332667904,1.7837202984715963,107
0.0,0.0,8400000,0.0,115.63607429946366,44.60646839694243,390.95695425724955,10,0.0,10,2.495576734620629,44.60646839694245,108,115.63607429946366,44.60646839694245,44.60646839694243,390.95695425724955,2.495576734620629,108
0.0,0.0,8475000,0.0,93.52121547989593,52.35910492400309,321.696123066056,10,0.0,10,2.7881867867150074,52.359104924003134,109,93.52121547989593,52.359104924003134,52.35910492400309,321.696123066056,2.7881867867150074,109
0.0,0.0,8550000,0.0,272.316910129808,114.717305830027,924.6321846847967,10,0.0,10,4.470487744266761,114.71730583002712,110,272.316910129808,114.71730583002712,114.717305830027,924.6321846847967,4.470487744266761,110
0.0,0.0,8625000,0.0,373.79277374088036,238.0326447821704,1144.648672400019,10,0.0,10,2.7085754375733146,238.03264478217025,111,373.79277374088036,238.03264478217025,238.0326447821704,1144.648672400019,2.7085754375733146,111
0.0,0.0,8700000,0.0,173.38633008505064,87.30400601188157,573.4857551676816,10,0.0,10,1.0499870332245147,87.30400601188157,112,173.38633008505064,87.30400601188157,87.30400601188157,573.4857551676816,1.0499870332245147,112
0.0,0.0,8775000,0.0,297.9427695380737,164.3754008772659,817.3269391624993,10,0.0,10,1.427524122992636,164.37540087726592,113,297.9427695380737,164.37540087726592,164.3754008772659,817.3269391624993,1.427524122992636,113
0.0,0.0,8850000,0.0,27.144958860112748,15.87148432061166,96.41502511831057,10,0.0,10,0.6287206666992728,15.871484320611662,114,27.144958860112748,15.871484320611662,15.87148432061166,96.41502511831057,0.6287206666992728,114
0.0,0.0,8925000,0.0,45.2097862554802,41.94984007978008,174.23187292754918,10,0.0,10,9.11891430508885,41.94984007978008,115,45.2097862554802,41.94984007978008,41.94984007978008,174.23187292754918,9.11891430508885,115
0.0,0.0,9000000,0.0,296.0529575341446,147.78184801038176,1000.9956506976844,10,0.0,10,1.1325295089636078,147.78184801038165,116,296.0529575341446,147.78184801038165,147.78184801038176,1000.9956506976844,1.1325295089636078,116
0.0,0.0,9075000,0.0,434.9330346347528,244.66605723191842,1201.2687148157397,10,0.0,10,3.9442363469932253,244.6660572319185,117,434.9330346347528,244.6660572319185,244.66605723191842,1201.2687148157397,3.9442363469932253,117
0.0,0.0,9150000,0.0,378.987861476028,354.95369579002755,910.8053536924518,10,0.0,10,7.455964658999439,354.95369579002784,118,378.987861476028,354.95369579002784,354.95369579002755,910.8053536924518,7.455964658999439,118
0.0,0.0,9225000,0.0,251.12348792052302,130.73973908598882,882.0340524603546,10,0.0,10,28.961266927161375,130.73973908598884,119,251.12348792052302,130.73973908598884,130.73973908598882,882.0340524603546,28.961266927161375,119
0.0,0.0,9300000,0.0,37.82210746447332,42.40137199482719,153.53845244416877,10,0.0,10,8.2457153897823,42.40137199482718,120,37.82210746447332,42.40137199482718,42.40137199482719,153.53845244416877,8.2457153897823,120
