basketball-v2/MinReturn,MetaTest/Average/TerminationRate,basketball-v2/AverageDiscountedReturn,Average/SuccessRate,MetaTest/basketball-v2/SuccessRate,basketball-v2/NumEpisodes,GaussianMLPPolicy/KLBefore,MetaTest/basketball-v2/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,Average/StdReturn,basketball-v2/TerminationRate,basketball-v2/SuccessRate,basketball-v2/MaxReturn,Average/MinReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v2/MinReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/StdReturn,MetaTest/Average/MinReturn,basketball-v2/Iteration,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/dLoss,MetaTest/Average/NumEpisodes,Average/AverageDiscountedReturn,Average/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/basketball-v2/MaxReturn,MetaTest/basketball-v2/Iteration,Iteration,Average/NumEpisodes,GaussianMLPPolicy/KLAfter,Average/MaxReturn,Average/TerminationRate,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,basketball-v2/AverageReturn,Average/AverageReturn,GaussianMLPPolicy/LossBefore,MetaTest/Average/Iteration
0.701565176716135,0.0,2.1982887489446625,0.0,0.0,400,0.0,50,33.319246021603995,0.0,8.312914599180363,7.685165172311504,7.685165172311504,0.0,0.0,121.60060060898562,0.701565176716135,0.0,8.312914599180363,1.2453064695159726,8.312914599180365,6.170907284192825,1.2453064695159726,0,5.686659812927246,0.0018787699227686971,50,2.1982887489446625,0,-0.00037628490827046335,33.319246021603995,0,0,400,0.006779046263545752,121.60060060898562,0.0,6.170907284192825,400000,8.312914599180365,6.455224013513113,6.455224013513113,0.0015024850144982338,0
1.4273055002658654,0.0,3.4666521480899983,0.0,0.0,400,0.0,50,20.41783234301172,0.0,9.81767372972272,9.126391653046545,9.126391653046545,0.0,0.0,145.08693766059253,1.4273055002658654,0.0,9.81767372972272,2.245564387836556,9.817673729722724,4.922735624585005,2.245564387836556,1,5.682228088378906,0.001573744579218328,50,3.4666521480899983,1,-0.002110400702804327,20.41783234301172,1,1,400,0.009732918813824654,145.08693766059253,0.0,4.922735624585005,800000,9.817673729722724,9.466161886344953,9.466161886344953,-0.000536656123585999,1
1.493403378284608,0.0,4.34567371795792,0.0,0.0,400,0.0,50,40.4641150415306,0.0,12.794866153786877,13.686765717861256,13.686765717861256,0.0,0.0,232.70408303746913,1.493403378284608,0.0,12.794866153786877,2.702369766661458,12.794866153786876,7.818236372925895,2.702369766661458,2,5.700876712799072,0.0005947769386693835,50,4.34567371795792,2,0.0005569624481722713,40.4641150415306,2,2,400,0.0064475042745471,232.70408303746913,0.0,7.818236372925895,1200000,12.794866153786876,12.090115559727087,12.090115559727087,0.0011517393868416548,2
2.4387215313109496,0.0,4.328639900046868,0.0,0.0,400,0.0,50,31.585340215479928,0.0,13.79430294544719,7.095735111305056,7.095735111305056,0.0,0.0,42.861920319572974,2.4387215313109496,0.0,13.79430294544719,2.021973264601435,13.794302945447196,7.540298634173181,2.021973264601435,3,5.6810197830200195,0.0017675772542133927,50,4.328639900046868,3,-0.0028391662053763866,31.585340215479928,3,3,400,0.009866230189800262,42.861920319572974,0.0,7.540298634173181,1600000,13.794302945447196,12.344443007580438,12.344443007580438,-0.001071588951162994,3
2.9077346199058005,0.0,4.743600489620508,0.0,0.0,400,0.0,50,36.101467279877916,0.0,12.960433067995377,8.123446656906475,8.123446656906475,0.0,0.0,66.65517122432547,2.9077346199058005,0.0,12.960433067995377,2.1653206311869226,12.960433067995377,7.365835893074905,2.1653206311869226,4,5.698699474334717,0.0010671343661670107,50,4.743600489620508,4,-4.6860241127433255e-05,36.101467279877916,4,4,400,0.009619069285690784,66.65517122432547,0.0,7.365835893074905,2000000,12.960433067995377,13.752178877081038,13.752178877081038,0.0010202741250395775,4
1.9012215701179676,0.0,4.818725988507403,0.0,0.0,400,0.0,50,41.8102023582707,0.0,14.259099819221905,7.986272273459756,7.986272273459756,0.0,0.0,58.58679298495897,1.9012215701179676,0.0,14.259099819221905,2.393269692532658,14.259099819221905,8.045121913669387,2.393269692532658,5,5.732820510864258,0.0009624716476537287,50,4.818725988507403,5,0.0007639808463864028,41.8102023582707,5,5,400,0.009914691559970379,58.58679298495897,0.0,8.045121913669387,2400000,14.259099819221905,14.636115106819325,14.636115106819325,0.0017264524940401316,5
1.912471752324267,0.0,4.683663980842824,0.0,0.0,400,0.0,50,36.5703826849591,0.0,13.860039238915377,8.072604216134891,8.072604216134891,0.0,0.0,45.132957553632274,1.912471752324267,0.0,13.860039238915377,2.1305697925795037,13.860039238915379,7.481175666304232,2.1305697925795037,6,5.728899955749512,1.7273705452680588e-05,50,4.683663980842824,6,-0.0005637843860313296,36.5703826849591,6,6,400,0.002581273438408971,45.132957553632274,0.0,7.481175666304232,2800000,13.860039238915379,13.761337780363519,13.761337780363519,-0.000546510680578649,6
2.484401113518503,0.0,5.0373711091362035,0.0,0.0,400,0.0,50,37.32123489624704,0.0,14.33237032102425,8.002627490018972,8.002627490018972,0.0,0.0,46.55514549288454,2.484401113518503,0.0,14.33237032102425,4.143030489970281,14.332370321024248,7.848598360519063,4.143030489970281,7,5.7215352058410645,0.0012641223147511482,50,5.0373711091362035,7,-0.0012496609706431627,37.32123489624704,7,7,400,0.006530056241899729,46.55514549288454,0.0,7.848598360519063,3200000,14.332370321024248,15.487781746169121,15.487781746169121,1.4461344107985497e-05,7
2.882295468154821,0.0,5.073667840052045,0.0,0.0,400,0.0,50,46.94552388908667,0.0,14.219025137809425,8.70949419857811,8.70949419857811,0.0,0.0,80.62670166746726,2.882295468154821,0.0,14.219025137809425,3.276833265661265,14.219025137809421,9.173307996561945,3.276833265661265,8,5.673476696014404,0.0013259490951895714,50,5.073667840052045,8,-0.004128505941480398,46.94552388908667,8,8,400,0.0065705664455890656,80.62670166746726,0.0,9.173307996561945,3600000,14.219025137809421,15.76180786378759,15.76180786378759,-0.002802556846290827,8
2.3413861609468007,0.0,5.001474843715021,0.0,0.0,400,0.0,50,77.07156383055047,0.0,16.093386988514496,8.613143901551323,8.613143901551323,0.0,0.0,55.44036364414558,2.3413861609468007,0.0,16.093386988514496,3.0326006841851,16.093386988514492,12.603287516575328,3.0326006841851,9,5.62548303604126,0.00043624755926430225,50,5.001474843715021,9,-0.002691846340894699,77.07156383055047,9,9,400,0.00990435853600502,55.44036364414558,0.0,12.603287516575328,4000000,16.093386988514492,15.164251760305511,15.164251760305511,-0.002255598781630397,9
