button-press-topdown-v2/AverageReturn,peg-insert-side-v2/Iteration,Average/MaxReturn,basketball-v2/TerminationRate,MetaTest/Average/StdReturn,push-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/MaxReturn,MetaTest/drawer-open-v2/Iteration,drawer-close-v2/StdReturn,MetaTest/shelf-place-v2/MinReturn,MetaTest/lever-pull-v2/AverageReturn,reach-v2/AverageReturn,Iteration,peg-insert-side-v2/AverageReturn,MetaTest/door-close-v2/MinReturn,push-v2/AverageReturn,window-open-v2/NumEpisodes,button-press-topdown-v2/SuccessRate,drawer-close-v2/AverageReturn,door-open-v2/StdReturn,reach-v2/AverageDiscountedReturn,sweep-v2/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/lever-pull-v2/MinReturn,MetaTest/lever-pull-v2/NumEpisodes,window-open-v2/AverageReturn,peg-insert-side-v2/MaxReturn,drawer-close-v2/TerminationRate,MetaTest/door-close-v2/StdReturn,button-press-topdown-v2/NumEpisodes,button-press-topdown-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,basketball-v2/SuccessRate,MetaTest/door-close-v2/NumEpisodes,MetaTest/Average/Iteration,button-press-topdown-v2/Iteration,MetaTest/sweep-into-v2/AverageReturn,MetaTest/Average/NumEpisodes,drawer-close-v2/MinReturn,basketball-v2/MaxReturn,Average/StdReturn,door-open-v2/MaxReturn,reach-v2/MaxReturn,peg-insert-side-v2/NumEpisodes,window-open-v2/TerminationRate,basketball-v2/NumEpisodes,pick-place-v2/NumEpisodes,MetaTest/lever-pull-v2/SuccessRate,MetaTest/drawer-open-v2/NumEpisodes,MetaTest/door-close-v2/SuccessRate,Average/SuccessRate,drawer-close-v2/MaxReturn,push-v2/SuccessRate,peg-insert-side-v2/MinReturn,GaussianMLPPolicy/KLAfter,MetaTest/drawer-open-v2/TerminationRate,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/door-close-v2/TerminationRate,MetaTest/drawer-open-v2/SuccessRate,door-open-v2/NumEpisodes,GaussianMLPPolicy/KLBefore,button-press-topdown-v2/MinReturn,MetaTest/Average/AverageDiscountedReturn,reach-v2/StdReturn,reach-v2/MinReturn,GaussianMLPPolicy/dLoss,drawer-close-v2/SuccessRate,push-v2/TerminationRate,basketball-v2/AverageDiscountedReturn,peg-insert-side-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/SuccessRate,MetaTest/lever-pull-v2/MaxReturn,sweep-v2/AverageReturn,door-open-v2/AverageReturn,pick-place-v2/StdReturn,push-v2/StdReturn,basketball-v2/Iteration,pick-place-v2/SuccessRate,MetaTest/shelf-place-v2/Iteration,MetaTest/door-close-v2/MaxReturn,MetaTest/lever-pull-v2/AverageDiscountedReturn,pick-place-v2/AverageDiscountedReturn,sweep-v2/StdReturn,pick-place-v2/TerminationRate,MetaTest/door-close-v2/AverageReturn,sweep-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/Iteration,door-open-v2/TerminationRate,MetaTest/drawer-open-v2/StdReturn,MetaTest/lever-pull-v2/Iteration,MetaTest/sweep-into-v2/StdReturn,MetaTest/sweep-into-v2/MinReturn,MetaTest/drawer-open-v2/MaxReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/TerminationRate,MetaTest/drawer-open-v2/AverageReturn,MetaTest/lever-pull-v2/TerminationRate,window-open-v2/SuccessRate,Average/TerminationRate,pick-place-v2/MinReturn,Average/Iteration,button-press-topdown-v2/TerminationRate,button-press-topdown-v2/MaxReturn,MetaTest/door-close-v2/Iteration,MetaTest/shelf-place-v2/NumEpisodes,sweep-v2/MinReturn,sweep-v2/MaxReturn,MetaTest/sweep-into-v2/TerminationRate,push-v2/Iteration,GaussianMLPPolicy/Entropy,Average/NumEpisodes,basketball-v2/AverageReturn,push-v2/NumEpisodes,MetaTest/sweep-into-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/StdReturn,TotalEnvSteps,MetaTest/shelf-place-v2/StdReturn,window-open-v2/AverageDiscountedReturn,drawer-close-v2/AverageDiscountedReturn,drawer-close-v2/NumEpisodes,sweep-v2/SuccessRate,GaussianMLPPolicy/LossBefore,peg-insert-side-v2/TerminationRate,window-open-v2/MaxReturn,door-open-v2/SuccessRate,Average/MinReturn,window-open-v2/StdReturn,window-open-v2/MinReturn,MetaTest/Average/SuccessRate,pick-place-v2/MaxReturn,basketball-v2/StdReturn,MetaTest/shelf-place-v2/AverageReturn,Average/AverageDiscountedReturn,window-open-v2/Iteration,peg-insert-side-v2/StdReturn,push-v2/MaxReturn,Average/AverageReturn,MetaTest/Average/MinReturn,sweep-v2/TerminationRate,sweep-v2/NumEpisodes,MetaTest/shelf-place-v2/MaxReturn,pick-place-v2/Iteration,door-open-v2/Iteration,reach-v2/TerminationRate,reach-v2/Iteration,door-open-v2/AverageDiscountedReturn,MetaTest/Average/MaxReturn,reach-v2/SuccessRate,MetaTest/sweep-into-v2/NumEpisodes,reach-v2/NumEpisodes,button-press-topdown-v2/StdReturn,pick-place-v2/AverageReturn,MetaTest/Average/TerminationRate,drawer-close-v2/Iteration,basketball-v2/MinReturn,MetaTest/Average/AverageReturn,door-open-v2/MinReturn,peg-insert-side-v2/SuccessRate,MetaTest/sweep-into-v2/SuccessRate,MetaTest/drawer-open-v2/MinReturn,push-v2/MinReturn
274.6873339243179,0,4814.001006905275,0.0,499.71188485822853,10.879641749911318,170.47271124291362,0,2168.9161745116326,0.0,185.25725067258148,199.29450576799482,0,3.576409411542774,37.83072758657831,23.73727422723077,20,0.1,1901.5856073643783,122.46228495816736,71.684503316531,0,-0.0022536953911185265,50.22453108294212,50,193.87706435822295,4.936979378830054,0.0,431.5214928787981,20,51.29016266875571,999.3593399004087,0.0,50,0,0,37.98648309347539,250,3.1547303252941847,29.297044071534383,878.4886224178047,588.8877400451511,278.82907229554985,20,0.0,20,20,0.0,50,0.02,0.06,4814.001006905275,0.0,2.7751342572721187,0.009908987209200859,0.0,137.34599772764162,0.0,0.0,20,0.0,122.353991543644,271.99087488884464,41.78677163157711,137.26873110920926,0.0049796439707279205,0.5,0.0,2.2175421856240733,1.1288418788072367,0.0,346.4841785285225,61.42931384649106,259.7289178425582,2.530650039492391,27.515966741970338,0,0.0,0,3151.2995437431064,185.25725067258153,1.7418845267374128,16.25080800328942,0.0,137.3459977276416,17.225014381641977,0,0.0,609.5545757136856,0,42.7086967974983,5.800896853147324,2388.658983667759,0.005303050116325341,0.0,999.3593399004087,0.0,0.0,0.0,2.1248324594206434,0,0.0,484.5003247085998,0,50,19.063004575979825,111.64547579941545,0.0,0,5.700080394744873,200,7.725609672359086,20,37.98648309347539,74.27765825711668,200000,0.037121350814277386,40.694173624591464,264.75269350661756,20,0.0,0.002725948579609394,0.0,237.22655199984155,0.0,0.5641675539055597,19.17188857653834,161.488273824605,0.004,13.723554515102064,6.812964893534911,0.005303050116325341,50.69432585882865,0,0.5841433893993289,91.8021211193274,293.0005189331829,0.0,0.0,20,0.26515250581626704,0,0,0.0,0,45.32880074906872,3151.2995437431064,0.0,50,20,113.3929807134315,4.363152916733535,0.0,0,0.5641675539055597,271.99087488884464,175.35203132711536,0.0,0.0,394.4340810625532,6.698158342293148
251.96400960198338,1,4763.634750319641,0.0,431.8260444712765,9.863026912765179,444.84930384740704,1,2007.0019292609347,0.0,154.45804111393184,348.83176509921117,1,5.401929737463055,38.801333498388026,25.634278398976107,20,0.05,1402.1377601269282,146.72344755730063,114.19655700787862,1,-0.0027035605162382126,46.57284771385849,50,183.35550536697443,11.55141058502013,0.0,31.645656319551197,20,50.56015263578614,975.5667387588067,0.0,50,1,1,79.92298816453706,250,2.7686861193608503,10.955782098322812,753.8910353245421,592.093352247492,607.4802973297969,20,0.0,20,20,0.0,50,0.0,0.04,4763.634750319641,0.0,2.810108769575831,0.009870613925158978,0.0,81.70565225972665,0.0,0.0,20,0.0,99.74731052309407,258.3452236394629,102.48463916132975,229.80819878051574,0.004900376545265317,0.35,0.0,2.0534411666661665,1.521802461859411,0.0,275.79745671480566,57.59877555650328,325.7476132079949,2.3628714746687773,23.96641857529586,1,0.0,1,151.31263162342805,154.45804111393184,2.2595332676379196,20.66899857166732,0.0,81.70565225972663,16.258111172697987,1,0.0,512.5327708323938,1,103.09181940810313,6.264634657274629,2250.4380182834716,0.07269790031247331,0.0,975.5667387588064,0.0,0.0,0.0,1.9765330729591661,1,0.0,436.9394322721885,1,50,30.187602205207295,139.01167253220277,0.0,1,5.7148518562316895,200,7.13577443121541,20,79.92298816453706,55.760935807036915,400000,0.4372672202361542,39.64789296905886,179.53538764041318,20,0.0,0.0021968160290271044,0.0,224.9216597436331,0.0,1.9765330729591661,23.83862595955363,150.14213887826003,0.0,12.535648634225362,2.0384426884653006,0.07269790031247332,46.85566766840504,1,2.448016450212529,92.32150220038864,261.2669011261107,0.0,0.0,20,3.085940598617199,1,1,0.0,1,52.660771449286855,2250.4380182834716,0.0,50,20,97.35843117873738,4.861599733857245,0.0,1,3.754430763578528,258.3452236394629,175.93692719619654,0.0,0.0,443.03307222913674,6.659368480535857
266.1969050751063,2,4882.606239444908,0.0,568.9773052748176,7.712010765810748,3492.8772942662654,2,1526.8673497824925,0.0,197.058462509505,303.20251534969356,2,6.364531488209802,40.586852951397965,17.34642453234303,20,0.15,2788.8737098173283,138.70403822602267,91.77938339181323,2,-0.0048751505091786385,48.38971947701411,50,216.74999957863525,13.912825481988799,0.0,38.872920808344986,20,48.649020919473884,1202.6321687894376,0.0,50,2,2,158.95521594736655,250,7.087606678651484,22.95454106403565,941.6154065808687,588.5992602021298,503.74118044258375,20,0.0,20,20,0.0,50,0.0,0.11,4882.606239444908,0.0,3.291516689565583,0.009862185455858707,0.0,107.30350762182493,0.0,0.0,20,0.0,92.69583073681504,333.19132595171544,79.37355636240763,188.81845472087088,0.005981191759929061,0.95,0.0,2.4052476119763986,1.64860687038002,0.0,389.95826339318654,91.0315482840192,269.86622329127215,2.1372600013726313,9.388714894903977,2,0.0,2,187.1215436143078,197.058462509505,2.1436150919293055,67.37570892796924,0.0,107.3035076218249,32.16902425196449,2,0.0,633.0153363368325,2,492.4941308818583,10.90068159488383,2363.2776317354355,0.007274890442988604,0.0,1202.6321687894379,0.0,0.0,0.0,2.5657513186472607,2,0.0,502.714844013231,2,50,33.79433482442565,288.5804281181091,0.0,2,5.719795227050781,200,7.343890574457525,20,158.9552159473666,83.97144168788353,600000,0.039021927760239494,42.49266026574245,272.47263864410627,20,0.0,0.0011060412507504225,0.0,267.42655218872557,0.0,2.5657513186472607,23.728503328664917,177.61462474726576,0.008,10.83862334957828,4.620735677979023,0.007274890442988604,54.69048253098392,2,3.1022355430087867,44.40243356366635,397.3084950479577,0.0,0.0,20,0.261328869224331,2,2,0.0,2,45.43261749664228,3492.8772942662654,0.0,50,20,117.09045982337143,6.109202488511967,0.0,2,2.8429662089879852,333.19132595171544,174.69249491297472,0.0,0.04,466.1603162880733,8.017676531183007
353.54244682699346,3,4802.37321326142,0.0,607.265667946249,28.600918778568303,3745.2509425403537,3,1963.6374192698765,0.0,200.60377448385398,658.5942040053213,3,6.516484562985028,38.76976393219755,62.9317570771878,20,0.1,2788.8414472181066,109.13014627838888,162.67821361181973,3,-0.0010280065471306443,45.24426603746307,50,230.18056724601593,10.015117724355449,0.0,32.73979614982907,20,60.552368913325935,1243.561137481582,0.0,50,3,3,269.3339864954319,250,2.5527814392456882,24.207002191073315,1020.4318319825543,561.6838955261886,1024.340983420739,20,0.0,20,20,0.0,50,0.0,0.085,4802.37321326142,0.0,4.969993239742971,0.006661674473434687,0.0,92.89856809368315,0.0,0.0,20,0.0,200.18780466106116,361.29004550726125,205.17068962801144,319.3953318432899,0.0032267443602904677,0.7,0.0,3.141123693733849,1.6370320178187903,0.0,365.48275766839936,70.78819697818778,263.06655518001565,12.194197881344966,92.39589928404826,3,0.0,3,170.16734545626275,200.60377448385398,3.3651462194184902,40.381240993400866,0.0,92.89856809368315,19.199699084145177,3,0.0,587.3234185613334,3,689.5735070913636,22.204803117386987,2312.5075326044257,0.05276098175517772,0.0,1243.5611374815821,0.0,0.05,0.0,4.53109776111376,3,0.0,552.8219887574915,3,50,45.4366574158092,237.38676001974247,0.0,3,5.732649803161621,200,10.01279561562162,20,269.3339864954319,84.38534660795304,800000,0.34869259996537383,44.12792779616029,340.47320976543404,20,0.0,0.0021987378131598234,0.0,281.5272676157354,0.0,0.9288812035838592,22.69034267098915,194.31410968424717,0.016,62.800469379487424,6.382434433040569,0.05276098175517772,70.88098424420386,3,1.3910236368584494,349.8024376157761,445.4646302680739,0.0,0.0,20,2.489251237432101,3,3,0.0,3,45.03420256161405,3745.2509425403537,0.0,50,20,93.10504829665713,10.171847970304215,0.0,3,0.9288812035838592,361.2900455072613,175.15148559717534,0.0,0.08,469.6887332345983,11.086982153320262
351.13763449849023,4,4816.238846569864,0.0,568.9269648745754,15.797929897845705,3791.6867508700448,4,1378.4489802864662,0.0,187.44382676031472,1130.8044801755173,4,16.05526482208591,74.22488160023448,34.85385863847496,20,0.2,3495.931555049836,100.56761195985433,263.09850757174775,4,-0.0005513345822691917,31.14624310958873,50,222.24978215701267,128.246814248108,0.0,381.88628913760084,20,62.61482141091856,1133.6459761091799,0.0,50,4,4,298.9425145378154,250,2.6319176844448897,19.038567733482413,1131.6635930954926,572.540692759827,2507.886319762536,20,0.0,20,20,0.0,50,0.02,0.12,4816.238846569864,0.0,4.89635702066303,0.009933742694556713,0.0,196.359263150452,0.0,0.0,20,0.0,200.97602134508074,363.2798193633854,508.013178368197,450.42967725701254,0.0016158357029780746,0.9,0.0,2.9278642566050137,3.5908223397311643,0.0,341.9224190846429,56.01048902771849,257.8097370704852,4.935160813331996,16.974723593198476,4,0.0,4,2858.863340557739,187.4438267603148,2.876411898583979,8.24645495813091,0.0,196.359263150452,14.408213365522894,4,0.0,498.53473509297646,4,653.5532476345633,23.25901063072121,2187.1627506261816,0.007516259165002532,0.0,1133.6459761091799,0.0,0.1,0.0,3.728172254799579,4,0.0,526.5148337217236,4,50,40.43505064286888,73.69139267680694,0.0,4,5.747607707977295,200,8.54724107915557,20,298.94251453781544,92.37287991771636,1000000,0.04010240213213111,43.48288732657279,372.62296734715443,20,0.0,0.0010645011207088828,0.0,292.6118792296644,0.0,2.6319176844448897,29.03511225681667,162.32262624514124,0.024,21.72829757019723,4.454601973994454,0.007516259165002532,82.75710958820848,4,26.236788352306853,75.39005704030913,558.3667088823003,0.0,0.0,20,0.2673330195123174,4,4,0.0,4,46.15067046740252,3791.6867508700448,0.0,50,20,99.55520427549912,10.267046304226978,0.0,4,3.4421549995477676,363.2798193633854,176.29467687527838,0.0,0.1,502.17991629549914,12.488354093413244
357.5756250637452,5,4673.58097337747,0.0,690.6696118383451,25.203565683024195,4033.4627389873126,5,1709.2849837030649,0.0,181.23187059909978,1532.9513332584356,5,9.975370350474464,70.21746138258021,70.08221824571112,20,0.2,2955.0072911400975,160.06560531884463,186.08696541249495,5,-0.0010386741487309337,29.208921663444162,50,223.91667008883888,22.38027316572896,0.0,811.7567487587351,20,54.782541220387785,1112.3954240808746,0.0,50,5,5,378.89077781093624,250,1.8372471982728558,25.317267402454924,1097.4746604564152,660.5846068674659,3236.850869587261,20,0.0,20,20,0.0,50,0.08,0.105,4673.58097337747,0.0,6.755724157368087,0.009758753702044487,0.0,399.19768344986073,0.0,0.0,20,0.0,181.29626992754277,414.3459722952016,909.6490055702106,414.43939595093394,0.0024254178861156106,0.8,0.0,3.038895994753074,1.8694730236168677,0.0,351.6541208944929,70.8937525261553,387.9316938666901,4.86095259281688,53.80861080776262,5,0.0,5,3511.9725378342673,181.23187059909978,2.9409908263048132,44.83887877017487,0.0,399.1976834498608,24.8581411558306,5,0.0,507.48007215721924,5,863.6910164564782,22.509392798173877,2318.5792324048643,0.014105535236719854,0.0,1112.3954240808744,0.0,0.05,0.0,4.362200336882308,5,0.0,501.1302471876796,5,50,37.695945271835136,255.09086779418777,0.0,5,5.764069557189941,200,8.86630800612184,20,378.8907778109364,88.8970207831709,1200000,0.098738746657039,42.347577790395135,301.4217634875042,20,0.0,0.001386743737384677,0.0,323.51278074284187,0.0,1.8372471982728558,45.59450131583384,160.16726164690053,0.052,27.322923036880493,6.6071474232342196,0.014105535236719854,70.51913562905204,5,3.2973021853920748,249.67785067730821,562.7279143615278,0.0,0.0,20,0.7052767618359927,5,5,0.0,5,62.641441696208766,4033.4627389873126,0.0,50,20,92.83296553854389,10.078881069006938,0.0,5,2.080705749510497,414.3459722952016,179.07494449245223,0.0,0.18,498.5853805186452,21.200987927825885
332.96683185273463,6,4409.679767102266,0.0,1187.7192436945227,19.64534143710111,3896.608011079396,6,1667.4497261465574,0.0,176.25427700286232,946.4904303885814,6,30.5001638036411,1536.0416571939359,48.43240742987585,20,0.15,2509.3065730773715,130.37059324789632,159.3105405160618,6,-0.0018950694939121604,32.35652213636044,50,222.12389850521498,98.64464127859176,0.0,579.5558151615427,20,49.54146266614385,1159.294949025749,0.0,50,6,6,570.3062179078473,250,2.161435681411131,216.43102502638155,913.7938731092111,610.2238860495394,1537.636895000671,20,0.0,20,20,0.0,50,1.0,0.095,4409.679767102266,0.0,5.648987550852065,0.0067221312783658504,0.0,2829.4566615256495,0.0,0.0,20,0.0,203.5071927490323,947.0713023234548,358.84305315265044,465.2430575002099,0.00159818833344616,0.75,0.0,5.636594841250308,8.415116992301622,0.0,337.6624194735121,68.97063035764901,438.5737431690433,2.952082895271721,25.570996671805748,6,0.0,6,3856.027387626126,176.25427700286232,2.9206277625589316,29.105239193757086,0.0,2829.4566615256485,23.156393365262375,6,0.0,403.4105422716863,6,1151.116754654977,34.954239479294046,2225.4767008594713,0.04440615516660459,0.0,1159.2949490257486,0.0,0.05,0.0,6.370112626052702,6,0.0,474.2736304591652,6,50,19.271990941114773,140.2454017972025,0.0,6,5.758639335632324,200,19.16651940806817,20,570.3062179078474,91.13652666554854,1400000,0.27782109558357776,43.977645494770236,195.4571607786321,20,0.0,-0.00029688116046600044,0.0,313.0074315634006,0.0,2.161435681411131,28.549393055635555,180.04180555452726,0.232,17.520991167778092,45.56721140542387,0.044406155166604594,57.1732213610339,6,28.608868712277875,110.87042226141249,462.58081851201206,0.0,0.0,20,1.9822644274698726,6,6,0.0,6,63.671329756256604,3896.608011079396,0.0,50,20,71.60119196051842,9.276987127941606,0.0,6,2.5826350033866223,947.0713023234548,176.48349916501638,0.0,0.16,558.0662029389157,20.960932431006718
366.6628680259594,7,4748.079543594621,0.0,849.6285830975006,33.23893430093934,2949.8995120763043,7,707.7548184952817,0.0,192.240430873455,615.5890387348434,7,25.49473695566391,689.9793247761037,87.59960179065109,20,0.3,4030.767599897391,119.12059824238378,130.72457105681787,7,-0.0037176713813096285,45.414690723596145,50,217.44197180439687,99.42870469075012,0.0,539.7579534664551,20,52.734225979808926,1246.8978658418607,0.0,50,7,7,249.29680447379897,250,2189.587877712239,24.087598819544358,1189.1113106448327,653.7867646212204,1065.563172099429,20,0.0,20,20,0.0,50,0.88,0.14,4748.079543594621,0.0,3.0480601341612004,0.006534290965646505,0.0,1969.0943839197323,0.0,0.0,20,0.0,181.5538120051743,731.5063350705249,213.51735160262783,305.3829354581715,0.0018353970954194665,1.0,0.0,2.5499977041882915,7.605315659043727,0.0,344.6837173413192,88.4142386215805,482.07196561464224,6.006600223168713,115.05294946552864,7,0.0,7,3625.762663360617,192.240430873455,3.265279003932246,118.38084039857033,0.0,1969.0943839197323,23.138502286708082,7,0.0,494.36381204063275,7,458.2202625760158,11.330178563091772,2229.9918579381906,0.0021902437774841744,0.0,1246.897865841861,0.0,0.1,0.0,3.6112587516170227,7,0.0,527.5106650361763,7,50,45.80551989154389,602.9092672063547,0.0,7,5.736573219299316,200,6.362786240686056,20,249.29680447379906,89.21289398779228,1600000,0.01533170644238922,43.6169415988157,454.91549051126105,20,0.0,-0.001882274285890162,0.0,320.01762458907245,0.0,1.4819570176869044,37.75244000510594,164.15058513187796,0.196,34.35625682287566,5.115610495687537,0.0021902437774841744,82.56533663779875,7,28.3136099752918,563.5985084561167,593.0292702637789,0.0,0.0,20,0.10951218887420872,7,7,0.0,7,73.86410827647248,3625.762663360617,0.0,50,20,100.12622578751825,9.887894951975179,0.0,7,1.4819570176869044,731.5063350705251,235.37761121792818,0.0,0.1,489.57225804134396,25.916728287084016
320.22382306866473,8,4456.444210422653,0.0,1029.7296962869955,30.899208841161386,2912.8011791509416,8,1339.297908910309,0.0,190.21996739060393,461.7149664871469,8,16.746603564191027,771.5731995500005,81.91733327448958,20,0.2,2924.403179193302,103.96652844180723,100.61355884254466,8,0.0006022278103046119,39.80448274929272,50,255.3199278573964,87.3313088118142,0.0,633.9770880629865,20,49.94026153495801,1238.714814101454,0.0,50,8,8,369.872547367182,250,7.989253921221068,56.63424218710797,946.6526489799503,707.3160752684465,1273.8586008848054,20,0.0,20,20,0.0,50,0.8,0.13,4456.444210422653,0.0,8.380488672259961,0.006420471705496311,0.0,2497.328326970399,0.0,0.0,20,0.0,191.20346104146284,859.2276985542287,294.75957458213907,172.0822404113439,0.0016514987801201642,0.95,0.0,3.5721961083771347,3.604863637991035,0.0,349.44993632253176,62.67920731840945,572.1321183578041,3.2994283137510805,110.84860334428924,8,0.0,8,3416.0022112018546,190.21996739060393,1.792101367687416,16.03835586930635,0.0,2497.328326970399,17.299522941639154,8,0.0,457.8230555193018,8,655.0166775929869,7.496794559538304,2266.9163336326787,0.0028369415051528657,0.0,1238.714814101454,0.0,0.15,0.0,2.3583305948681774,8,0.0,440.567294230901,8,50,26.45022369324133,106.47762038454212,0.0,8,5.770937919616699,200,12.834006593016827,20,369.8725473671819,91.91941881975555,1800000,0.01985859053607006,45.00391311687567,218.36536832556098,20,0.0,0.002253726590424776,0.0,410.04455646144527,0.0,1.959940778273282,57.00433850691156,193.3800793016674,0.188,20.320162317025975,12.127131990368705,0.0028369415051528657,56.16498816575031,8,20.488444831153306,539.8164577434745,471.49952779578433,0.0,0.0,20,0.14184707525764328,8,8,0.0,8,90.5588869407076,3416.0022112018546,0.0,50,20,73.02331987778427,7.02411224342128,0.0,8,1.959940778273282,859.2276985542287,230.2344363496542,0.0,0.14,569.4556957161132,18.60614973088506
351.96772782515046,9,4474.115757868651,0.0,870.0001945978788,19.585883716501208,3792.51487794312,9,1408.547754247989,0.0,200.78849973182304,1137.721027599349,9,11.627345827809714,683.2953220890423,132.58370534418808,20,0.2,2893.4405927463195,66.04589483253127,178.98720097759528,9,-0.0005749362171627581,43.26787402424153,50,239.72857953594794,56.33592435202972,0.0,625.811571928192,20,50.38976957022946,1123.8409061992568,0.0,50,9,9,280.54234286569147,250,10.894970708194421,58.263069699079296,1000.0903939571735,711.3904598565794,3051.6773146676996,20,0.0,20,20,0.0,50,0.84,0.115,4474.115757868651,0.05,4.93323556805001,0.006415769457817078,0.0,2012.3933587488164,0.0,0.0,20,0.0,202.25541263012175,723.5181052482806,805.9460292235876,220.53861770862488,0.0016216026269830763,0.9,0.0,3.224048873099039,2.3100172334934226,0.0,348.25566837114803,77.17302487938295,607.9640844093489,6.740844136199176,336.7568433283071,9,0.0,9,2923.7870673358047,200.78849973182304,3.377710118920907,32.027648413497204,0.0,2012.3933587488166,23.770679320390435,9,0.0,407.8183601243133,9,635.6876978472021,18.128652672389045,2084.0545633669076,0.025418695814909197,0.0,1123.840906199257,0.0,0.0,0.0,4.777128866286679,9,0.0,455.59723634946323,9,50,39.53341955501902,165.66371261669016,0.0,9,5.781525135040283,200,10.60317811013295,20,280.5423428656914,89.85365507085386,2000000,0.16727256596492282,45.26592145569996,243.9552921658273,20,0.0,0.0010466664098203182,0.0,275.17837810603373,0.0,1.278468787980348,14.479474771752107,216.69080856437955,0.18,30.529747976574257,12.124897093356353,0.025418695814909197,66.59638055305993,9,10.401315275133145,1594.8298942654626,547.3038145117434,0.0,0.0,20,1.1938908233856556,9,9,0.0,9,95.09728209884221,3792.51487794312,0.0,50,20,55.66121755307498,10.22887883980408,0.0,9,1.278468787980348,723.5181052482806,458.59218833284297,0.0,0.06,503.243970826953,21.076074627686683
