MetaTest/shelf-place-v2/MinReturn,MetaTest/Average/Iteration,button-press-topdown-v2/TerminationRate,button-press-topdown-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/TerminationRate,MetaTest/lever-pull-v2/TerminationRate,MetaTest/drawer-open-v2/MaxReturn,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,TotalEnvSteps,MetaTest/shelf-place-v2/MaxReturn,basketball-v2/TerminationRate,reach-v2/AverageReturn,pick-place-v2/AverageReturn,peg-insert-side-v2/TerminationRate,MetaTest/Average/StdReturn,button-press-topdown-v2/MaxReturn,door-open-v2/MaxReturn,window-open-v2/StdReturn,reach-v2/NumEpisodes,basketball-v2/AverageDiscountedReturn,button-press-topdown-v2/Iteration,pick-place-v2/NumEpisodes,push-v2/AverageReturn,MetaTest/door-close-v2/SuccessRate,drawer-close-v2/StdReturn,peg-insert-side-v2/SuccessRate,GaussianMLPPolicy/Entropy,reach-v2/MinReturn,MetaTest/drawer-open-v2/AverageReturn,GaussianMLPPolicy/KLAfter,MetaTest/drawer-open-v2/AverageDiscountedReturn,door-open-v2/TerminationRate,MetaTest/door-close-v2/Iteration,MetaTest/shelf-place-v2/NumEpisodes,drawer-close-v2/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,drawer-close-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/MinReturn,reach-v2/AverageDiscountedReturn,door-open-v2/MinReturn,Average/StdReturn,MetaTest/sweep-into-v2/TerminationRate,MetaTest/sweep-into-v2/Iteration,MetaTest/lever-pull-v2/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/lever-pull-v2/MaxReturn,MetaTest/door-close-v2/MinReturn,reach-v2/Iteration,MetaTest/drawer-open-v2/SuccessRate,basketball-v2/MaxReturn,MetaTest/sweep-into-v2/StdReturn,window-open-v2/TerminationRate,door-open-v2/NumEpisodes,push-v2/Iteration,Average/TerminationRate,MetaTest/drawer-open-v2/StdReturn,MetaTest/shelf-place-v2/AverageReturn,pick-place-v2/SuccessRate,basketball-v2/SuccessRate,MetaTest/sweep-into-v2/SuccessRate,Average/AverageReturn,MetaTest/lever-pull-v2/StdReturn,door-open-v2/Iteration,MetaTest/shelf-place-v2/SuccessRate,MetaTest/door-close-v2/StdReturn,Average/SuccessRate,push-v2/TerminationRate,basketball-v2/Iteration,window-open-v2/AverageReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/Iteration,drawer-close-v2/MaxReturn,MetaTest/sweep-into-v2/MinReturn,Average/MinReturn,pick-place-v2/AverageDiscountedReturn,drawer-close-v2/NumEpisodes,pick-place-v2/Iteration,peg-insert-side-v2/StdReturn,sweep-v2/AverageDiscountedReturn,Average/NumEpisodes,sweep-v2/StdReturn,MetaTest/lever-pull-v2/NumEpisodes,MetaTest/shelf-place-v2/Iteration,reach-v2/StdReturn,pick-place-v2/StdReturn,push-v2/AverageDiscountedReturn,peg-insert-side-v2/MinReturn,sweep-v2/Iteration,MetaTest/lever-pull-v2/MinReturn,peg-insert-side-v2/MaxReturn,Average/MaxReturn,window-open-v2/MaxReturn,basketball-v2/AverageReturn,MetaTest/door-close-v2/MaxReturn,Iteration,button-press-topdown-v2/MinReturn,peg-insert-side-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/Iteration,sweep-v2/NumEpisodes,peg-insert-side-v2/NumEpisodes,peg-insert-side-v2/AverageReturn,basketball-v2/StdReturn,MetaTest/drawer-open-v2/NumEpisodes,window-open-v2/NumEpisodes,Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,reach-v2/TerminationRate,pick-place-v2/TerminationRate,door-open-v2/AverageReturn,door-open-v2/SuccessRate,MetaTest/door-close-v2/TerminationRate,MetaTest/sweep-into-v2/MaxReturn,button-press-topdown-v2/NumEpisodes,drawer-close-v2/AverageReturn,MetaTest/Average/SuccessRate,window-open-v2/MinReturn,push-v2/StdReturn,MetaTest/sweep-into-v2/AverageDiscountedReturn,sweep-v2/SuccessRate,push-v2/NumEpisodes,Average/Iteration,reach-v2/MaxReturn,drawer-close-v2/SuccessRate,basketball-v2/NumEpisodes,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/NumEpisodes,window-open-v2/AverageDiscountedReturn,sweep-v2/MaxReturn,pick-place-v2/MinReturn,MetaTest/lever-pull-v2/SuccessRate,MetaTest/shelf-place-v2/TerminationRate,push-v2/SuccessRate,door-open-v2/StdReturn,basketball-v2/MinReturn,MetaTest/Average/MinReturn,button-press-topdown-v2/AverageReturn,GaussianMLPPolicy/LossBefore,peg-insert-side-v2/Iteration,GaussianMLPPolicy/KLBefore,push-v2/MaxReturn,MetaTest/door-close-v2/NumEpisodes,reach-v2/SuccessRate,window-open-v2/SuccessRate,MetaTest/shelf-place-v2/StdReturn,MetaTest/Average/AverageReturn,MetaTest/lever-pull-v2/AverageReturn,MetaTest/door-close-v2/AverageReturn,drawer-close-v2/MinReturn,button-press-topdown-v2/StdReturn,door-open-v2/AverageDiscountedReturn,pick-place-v2/MaxReturn,window-open-v2/Iteration,sweep-v2/AverageReturn,sweep-v2/TerminationRate,drawer-close-v2/Iteration,push-v2/MinReturn,sweep-v2/MinReturn,button-press-topdown-v2/SuccessRate,MetaTest/sweep-into-v2/AverageReturn
0.0,0,0.0,58.10148429657703,0.0,0.0,2112.0458227138934,0.0,0.0049136661109514534,200000,33.62305830108733,0.0,220.91129792514644,5.051819887922934,0.0,704.4083239541467,490.7521146737266,588.0233189179644,13.400217020608151,20,1.9112477383189543,0,20,16.590575619183728,0.6,1854.2994104687275,0.0,5.697728157043457,134.60767847711247,956.2580345775,0.009980456903576851,956.2580345775,0.0,0,50,0.0,463.69964076195436,250,142.34268337306176,431.78567748856284,71.51081272041,177.00683278563477,672.383338624447,0.0,0,210.7482986104822,-0.0008487601880915463,371.7407428353707,56.80347306164799,0,0.0,17.220208596425703,49.06220916066626,0.0,20,0,0.0,497.5667596185513,0.674824363556902,0.0,0.0,0.0,225.67814922457043,92.55299733568462,0,0.0,1044.9468995005975,0.06,0.0,0,194.96948736772575,0.6748243635569017,0,4733.316273513162,4.174006575312647,1.2697451863736084,1.8921960710156724,20,0,0.5387776863310566,20.64698632568885,200,18.05322384559113,50,0,99.20223960987497,3.5280511097243217,8.22302483985203,3.3021703663394923,0,36.152211548894286,5.476604503241438,4733.316273513162,216.94250220182772,5.819590956563519,3325.296312472344,0,189.28426017698052,1.1552735430900511,0,20,20,4.610630537225447,3.33458395767592,50,20,39.41030548800207,3325.296312472344,0.0,0.0,283.4977780258765,0.0,0.0,249.5047738214374,20,1124.3909394016616,0.12,174.36536183507351,16.07525050332406,34.795197199409245,0.0,20,0,594.9174597249946,0.3,20,1116.0218490588234,50,40.96628839139363,130.3739038590503,2.1611225547499173,0.0,0.0,0.0,152.04243520931104,1.2697451863736084,0.0,336.264253438519,0.004064905922859907,0,0.0,60.75420225754087,50,0.0,0.0,4.7069079593345755,463.69964076195436,210.74829861048215,1116.0218490588238,2.471391701627794,95.26004136842535,47.353057580612656,15.679098717348776,0,64.6751190858799,0.0,0,5.933158570860306,40.798065713954394,0.3,34.79519719940924
0.0,1,0.0,55.49150693574313,0.0,0.0,1963.7602527152117,0.0,0.0025712191127240658,400000,8.779675164940922,0.0,251.42907653216284,5.233554149336007,0.0,877.1843975809483,470.956919279069,651.1413900989412,19.180709362567583,20,2.2607666100500845,1,20,13.047460712376019,0.44,1972.6511491291662,0.0,5.6612629890441895,166.58954562868598,888.7263023418934,0.006894740276038647,888.7263023418936,0.0,1,50,0.0,518.9876436406313,250,200.13934876308198,469.5163275429649,90.45813453030571,199.19255479781705,763.4918820449667,0.0,1,197.0222266035207,-0.008430259302258492,376.34861479581633,128.44671338109768,1,0.0,17.11485939457003,117.52763689066032,0.0,20,1,0.0,358.57967021809094,0.20580049508304987,0.0,0.0,0.0,276.29280708504643,99.57377348375478,1,0.0,1469.71755524193,0.065,0.0,1,185.2239749100812,0.20580049508304987,1,4881.360158790525,7.6832488556606755,1.5447259101417459,2.409875474255338,20,1,5.4034640335920585,14.247057596127453,200,6.450503240035672,50,1,75.03916284204463,2.6348121041580965,5.32591173604954,2.307597455483359,1,36.056195141006356,25.541557751684394,4881.360158790525,212.99831937874958,6.362599022383723,3857.82351125518,1,113.23400255489577,2.5945793033508013,1,20,20,7.250665853141636,3.700993368954269,50,20,48.77429542421489,3857.82351125518,0.0,0.0,463.4264311913745,0.0,0.0,525.2042129849744,20,1508.3609317156302,0.088,151.1631159254773,3.348768969604042,78.30539616905676,0.0,20,1,528.7460167145042,0.45,20,1430.6784925936026,50,40.2175199461886,68.2229661861699,1.5447259101417459,0.0,0.0,0.0,141.7565154643145,1.9995954048203608,0.0,266.7360356031958,-0.005859040189534426,1,0.0,23.065273399191714,50,0.0,0.0,1.236662265796192,518.9876436406312,197.0222266035207,1430.678492593602,1.68870542091868,114.134547957456,74.59825334699617,11.031322002394898,1,55.85734116078239,0.0,1,7.937444708378387,38.45210532475164,0.2,78.30539616905676
0.0,2,0.0,60.7449061439036,0.0,0.0,2369.672700725467,0.0,0.0051977395778521895,600000,3.146979000575784,0.0,244.5194330173003,7.842842937309969,0.0,909.0598156680692,566.5833273995381,668.8380722423947,17.901185677898447,20,1.393647873865011,2,20,60.48578348846833,0.74,1859.110697798223,0.0,5.669296741485596,146.55457722437052,956.8404060050432,0.00666070356965065,956.8404060050431,0.0,2,50,0.0,585.9738077958873,250,266.76520501734655,398.6883761030461,79.65021319748095,175.86682633341573,885.723959275394,0.0,2,191.2301391635551,-0.003502706764265895,336.68230185897943,88.48002647709153,2,0.0,9.642961311355544,43.1839704425896,0.0,20,2,0.0,582.3010105440911,0.08013811426935236,0.0,0.0,0.0,365.87135322475166,100.00704072678344,2,0.0,1251.6884440252627,0.105,0.0,2,214.68969565748034,0.0801381142693524,2,4792.658787766828,10.985200950197953,1.5430155606827913,3.062081915124994,20,2,11.788244233915778,17.01453445043245,200,15.86075033252307,50,2,101.73469570670427,7.127448297328377,24.50141898608792,1.8957943397131438,2,32.71428908864576,48.19777332886189,4792.658787766828,251.7308393384189,5.164847623688852,3797.5763472953204,2,153.2951485855032,3.133638838154565,2,20,20,13.522367141941785,2.0893306617704135,50,20,58.46321418968204,3797.5763472953204,0.0,0.0,459.80987319252,0.0,0.0,190.76991274034913,20,2290.24819943328,0.148,178.8863432396148,124.37302769432635,56.67164287097599,0.0,20,2,615.9506216667836,0.75,20,1725.0467128255932,50,42.88976526710044,112.4479481232483,1.6708588576746428,0.0,0.0,0.0,150.5406304125766,1.5430155606827913,0.0,306.45364504110705,0.0016950328135862947,2,0.0,551.6644872820059,50,0.0,0.0,0.44327711816385157,585.9738077958873,191.23013916355504,1725.0467128255934,3.9812797964651634,120.94549880354855,85.47673020732398,33.764109698971374,2,55.97684471442028,0.0,2,9.63373103067285,31.595801052688206,0.3,56.671642870975965
0.0,3,0.0,56.326388103293844,0.0,0.0,2255.3293933515624,0.0,0.0031532500870525837,800000,4.795839689360335,0.0,339.65117704697957,6.521800926302238,0.0,1263.028840022436,441.1668928826116,606.9086113877751,19.09382466576511,20,1.694410551483891,3,20,36.4801304380493,0.9,2047.0608815341755,0.0,5.624691963195801,186.7074810760415,825.6615980051232,0.0068115005269646645,825.6615980051232,0.0,3,50,0.0,851.0247571221327,250,307.4134423783798,470.4759016261111,105.63472662354158,176.18961179229558,932.7446141593979,0.0,3,181.541259606742,-0.009264282882213593,327.1857478835835,442.7038066210506,3,0.0,12.675212659152203,122.94411342988843,0.0,20,3,0.0,415.49513087111467,0.10382502014616418,0.0,0.0,0.0,359.6527105557498,96.76475898513264,3,0.0,820.1000731158888,0.08,0.0,3,199.8723233074869,0.10382502014616421,3,4803.532511755809,9.34934018962078,1.148905405583945,1.8394325539762917,20,3,5.803828781328509,19.685868099495355,200,54.36631818724576,50,3,99.44515581183235,6.825657473821961,15.993118974131338,2.0322506895333907,3,29.199034559002563,28.418953961944446,4803.532511755809,249.88866710851528,5.126138661210752,4007.3429464496426,3,118.8174064538597,1.7864096401171718,3,20,20,7.849630674316908,2.968014697152314,50,20,61.42665779711702,4007.3429464496426,0.0,0.0,371.5521460995402,0.0,0.0,637.7574425571905,20,2323.027830207039,0.18,163.29195352936964,29.362416680916645,84.60461782685123,0.0,20,3,586.7517654836736,0.7,20,3163.2124851518,50,42.8355582364913,267.5766848302466,1.6739211423427842,0.0,0.0,0.0,166.33386271408656,1.148905405583945,0.0,242.60350728606755,-0.006111032795161009,3,0.0,109.34561057044033,50,0.0,0.0,0.6714072918932945,851.0247571221327,181.541259606742,3163.2124851518006,2.3334791493769123,84.41039296622934,61.057222810259475,32.46968615310656,3,63.84242091050537,0.0,3,8.990702827026782,19.50678122770233,0.1,84.6046178268512
0.0,4,0.0,56.588808152452735,0.0,0.0,2214.188616517839,0.0,0.00293711936683394,1000000,25.294100497531392,0.0,398.5006837047385,9.194033280694885,0.0,1174.979483375202,460.84753879194966,813.4048719201261,34.940590386301814,20,1.6968336195399014,4,20,28.336530170782293,0.82,2015.929686396779,0.0,5.6487956047058105,282.5672442730971,912.9057220210582,0.006617989391088486,912.9057220210581,0.0,4,50,0.0,822.4595537998619,250,329.4857798230852,422.70714391157196,128.4141055986599,176.28506074966606,968.6294875516464,0.0,4,172.5026495139263,-0.00034398274146951735,334.9609105588394,1027.9683936296494,4,0.0,10.00135709345112,150.42955488308303,0.0,20,4,0.0,505.31669501275405,0.5242645633508425,0.0,0.0,0.0,405.4076355556548,93.39753106453936,4,0.0,759.2355410171879,0.085,0.0,4,223.19878476424168,0.5242645633508424,4,4813.942165386374,7.228109440919115,2.054581170683877,3.5546703365569763,20,4,29.68809879603828,12.754288638613572,200,10.407619429887031,50,4,76.1134903974213,6.005782482379336,13.541663166074287,3.3233373678601903,4,27.013673318109593,123.36876561492913,4813.942165386374,327.4848391318996,5.474890831737108,4155.629263782444,4,82.26182291941184,4.268988354218491,4,20,20,23.83899199422961,2.031364228613531,50,20,68.30663658908034,4155.629263782444,0.0,0.0,557.4602751006494,0.0,0.0,608.3997344144459,20,2515.3654345554164,0.164,165.83310965987138,21.762901739306518,102.62646723012195,0.0,20,4,581.6141063969557,0.7,20,2923.7386656708522,50,44.308131207238816,62.928462364357095,2.054581170683877,0.0,0.0,0.0,177.13684631158029,2.3887447765685894,0.0,244.32990460015398,0.002593136625364423,4,0.0,89.42844671660022,50,0.0,0.0,3.539491025606373,822.4595537998619,172.50264951392634,2923.7386656708522,4.28919970754203,110.21732041015288,88.45309699436345,26.91897319569212,4,48.37682655390414,0.0,4,7.8840747620213,20.06561645795785,0.15,102.62646723012193
0.0,5,0.0,62.25733856337587,0.0,0.0,2360.3072744226656,0.0,0.0040126636158674955,1200000,0.5458884600416423,0.0,290.6654715464956,5.923654898626252,0.0,1280.0713544114233,461.41787942719833,809.4486575958978,26.281203500975103,20,1.746940772920024,5,20,51.35357960446311,0.66,2132.045510736474,0.0,5.657539367675781,216.21377586081223,972.7888609581422,0.009675759822130203,972.7888609581422,0.0,5,50,0.0,870.5421787077936,250,251.59787576683524,420.1761459367299,84.26267783776318,176.26694229649826,821.0923470446592,0.0,5,160.97110419495118,-0.002657792530953884,321.2049025199054,1048.084498880037,5,0.0,17.31068314902326,212.63128685507766,0.0,20,5,0.0,541.1208883358795,0.03022654030047811,0.0,0.0,0.02,302.7906343721817,91.17490147683492,5,0.0,973.8145634247124,0.06,0.0,5,170.9942306985235,0.030226540300478107,5,4813.347580046005,9.340804211754264,0.869163504220926,1.7784990063801753,20,5,0.9660808426842635,16.573555974135633,200,23.148639142923088,50,5,51.96712023382954,2.081722667136436,22.46814843419563,5.129328702229432,5,25.470871689569353,8.51267871351551,4813.347580046005,261.78887642062296,6.0714463706520725,4312.978272756523,5,165.23189526223928,1.6133644364646522,5,20,20,6.488107758035642,3.5714131989875506,50,20,58.19680360526809,4312.978272756523,0.0,0.0,536.8598023000706,0.0,0.0,1517.599178482636,20,1605.5794213354825,0.136,131.07108036806372,55.565697883661706,103.71715936956271,0.0,20,5,424.7188123456245,0.4,20,3115.2035424760106,50,40.61480932096351,154.66143688189226,2.6736192072550398,0.0,0.0,0.0,160.72038139313577,1.9488953685929737,0.0,297.517119672733,0.0013548710849136114,5,0.0,226.98657483922503,50,0.0,0.0,0.1200966311868067,870.5421787077936,160.97110419495118,3115.203542476012,0.869163504220926,77.34631381007902,99.05482593964693,11.451138453062926,5,56.45350953673483,0.0,5,7.962788749888814,36.78711412999095,0.2,103.7171593695627
0.0,6,0.0,48.20595837152844,0.0,0.0,2251.165151084472,0.0,0.004516929853707552,1400000,0.0,0.0,359.1461848532598,11.486211631852616,0.0,946.6558225772432,331.6392555259734,850.9174110760185,18.1059759134019,20,1.7864830738264286,6,20,62.16840628370619,0.2,1753.6440913363983,0.0,5.661870002746582,272.38415517017364,798.9500961832216,0.009971590712666512,798.9500961832215,0.0,6,50,0.0,668.8392920068455,250,237.4709240456897,402.9791202313279,90.48010916395108,320.86119215238324,897.6093928736932,0.0,6,157.96757571683852,-0.004085243679583073,314.1949883483507,893.5312763706299,6,0.0,13.32705252803577,575.7578698910565,0.0,20,6,0.0,473.8279316412876,0.0,0.0,0.0,0.1,392.08305762404603,90.82387105081382,6,0.0,861.8542530372896,0.1,0.0,6,196.85241964686497,0.0,6,4812.439123336344,16.919278221602756,2.276250521508593,4.187777382064256,20,6,29.849553327527367,19.158104702116965,200,63.31887491826578,50,6,77.16833470819347,6.872306269451735,25.55625895816957,3.599697822133808,6,24.60642914018161,116.45036657862664,4812.439123336344,235.30460628518495,6.4447292595030605,4040.7972799549916,6,120.31716125354608,3.8323692803113625,6,20,20,21.2340075500205,3.289604990228709,50,20,57.22614274117943,4040.7972799549916,0.0,0.0,547.2608729695065,0.0,0.0,3792.811428624426,20,2440.497483582173,0.06,162.64076104118098,59.520671140308515,219.5656173757835,0.0,20,6,571.0943796308991,0.9,20,2167.713170758384,50,45.23122344970744,288.9381372473958,3.598559976958081,0.0,0.0,0.0,158.86651058908623,2.276250521508593,0.0,205.663576157344,0.0004316861741244793,6,0.0,248.04779555160408,50,0.0,0.0,0.0,668.8392920068454,157.96757571683847,2167.7131707583835,5.393282583911847,63.80190855512625,96.35221898442911,30.882490030602206,6,70.07668430622985,0.0,6,15.29501120193867,24.696113371261312,0.1,219.5656173757834
0.0,7,0.0,38.17356294502307,0.0,0.0,2195.7486619489077,0.0,0.0057806900586001575,1600000,0.0,0.0,414.41556408541885,13.217309806612253,0.0,1029.211878533153,313.9339999697767,889.5424704994081,14.815129172183372,20,1.5920535844691444,7,20,111.24567405508121,0.18,1968.1354077131798,0.0,5.669467449188232,269.0936526235993,896.5638492984249,0.00979566853493452,896.5638492984244,0.0,7,50,0.0,761.3293002548814,250,484.8663338282554,442.4039747889915,110.2714476442502,342.0628703929035,1169.7095712718615,0.0,7,160.20593637219952,-0.004977709613740444,324.9092292138146,1306.982906439283,7,0.0,13.099708174199163,422.59922587950155,0.0,20,7,0.0,522.3168406860832,0.0,0.0,0.0,0.06,502.76795835351476,91.40187044924556,7,0.0,646.6768614531203,0.075,0.0,7,232.238386285355,0.0,7,4795.870369876351,28.852778731755528,2.219448734730383,3.1219010770376117,20,7,58.70845853344637,13.440819346142225,200,11.542484037355472,50,7,85.98946894183835,15.722372010036887,36.06581753882928,5.487583864553569,7,29.024141354997553,225.6291998480928,4795.870369876351,261.6887174541068,5.313007291072902,3813.296021555855,7,65.17145819365028,5.003969269015177,7,20,20,36.27276567682691,3.3596013002439347,50,20,83.66638163040753,3813.296021555855,0.0,0.0,601.8393221205808,0.0,0.0,2504.7757511410846,20,3412.7804381937285,0.048,202.5936585662939,152.43760672259555,211.72232768639876,0.0,20,7,601.7417355925724,0.75,20,2538.1543879173846,50,46.291542458801985,74.53700373404143,3.5815040596959573,0.0,0.0,0.0,158.20758943730647,2.219448734730383,0.0,149.28593414516257,0.0008029804448597133,7,0.0,699.1332591276989,50,0.0,0.0,0.0,761.3293002548816,160.2059363721995,2538.1543879173846,3.722202689124421,54.226212941268415,97.83636861225115,79.32598626839594,7,51.07118187530824,0.0,7,17.23948041128349,24.190324270248823,0.0,211.72232768639876
0.0,8,0.0,59.5481950473212,0.0,0.0,2262.64314032482,0.0,0.0020144085865467787,1800000,0.0,0.0,403.49495434366844,8.101238069434316,0.0,1008.778283312988,460.49347959595747,878.221369036937,29.462662365748702,20,2.0553798247336066,8,20,87.98348706832914,0.1,1308.6715452065505,0.0,5.646681785583496,172.0651360297256,858.981573140254,0.007019977085292339,858.981573140254,0.0,8,50,0.0,760.2974470429605,250,260.97435450961507,467.50297825857854,98.2930636716194,342.8398437922543,970.088119130309,0.0,8,159.21990107213946,-0.004134654067456722,323.53648765198193,1484.4123233116882,8,0.0,22.027127920848056,640.4489266557166,0.0,20,8,0.0,502.30200303929684,0.0,0.0,0.0,0.12,474.9365578870947,90.90872667953946,8,0.0,522.1528249016028,0.115,0.0,8,218.94124256796596,0.0,8,4910.529306884808,14.75053404302636,3.1690281520061316,2.6197611263437848,20,8,8.310293486774297,19.38692015995739,200,77.75727868800297,50,8,175.61376827536242,4.5200383348347435,25.41328524303529,5.998123877014914,8,23.245218482876002,33.58254816521579,4910.529306884808,299.6174787873454,8.634749135922245,4105.583113359749,8,108.58377997344537,2.5933056111524992,8,20,20,13.099626903447643,5.0169208000854315,50,20,63.257726525118485,4105.583113359749,0.0,0.0,635.6136619155178,0.0,0.0,3956.953593065998,20,3025.238755708919,0.044,171.3900125458748,76.51687231028733,296.540389480972,0.0,20,8,816.3177147937205,0.95,20,2486.745371521437,50,47.863292474470725,406.77630772841746,3.1690281520061316,0.0,0.0,0.0,203.48894337866935,3.8132061128278663,0.0,275.7827028084754,-0.0021202454809099436,8,0.0,345.89048843907585,50,0.0,0.0,0.0,760.2974470429605,159.21990107213946,2486.745371521437,9.274002820827395,111.46614222568441,113.82970758293587,19.772110434879576,8,72.47516034926727,0.0,8,16.042115504713475,32.684442011327036,0.2,296.540389480972
0.0,9,0.0,40.12703736464185,0.0,0.0,2398.418288928303,0.0,0.0030508828349411488,2000000,100.67795637953917,0.0,674.8547610463881,12.247764857394852,0.0,1028.9478012063737,304.16312953672445,852.5659221685739,21.77824374208145,20,2.6095259404206654,9,20,101.07126116403819,0.06,1903.8379250962319,0.0,5.597949504852295,396.6151906365034,1005.5856677794902,0.0066793933510780334,1005.5856677794904,0.0,9,50,0.0,788.177264275268,250,198.729215153123,449.6355950867213,148.04316431324023,344.48582774343265,792.6663583440438,0.0,9,155.1162816503492,-0.008111759088933468,309.16858152816815,1399.2918813785907,9,0.0,25.597360039449754,823.5701546362011,0.0,20,9,0.0,585.2433438307348,2.030084174806062,0.0,0.0,0.1,355.04108955287694,88.73165061119144,9,0.0,475.21379237987696,0.065,0.0,9,237.91789138454956,2.0300841748060616,9,4773.826909274385,18.27295707544257,3.0011273678136505,3.736295643037594,20,9,5.370455981120547,11.880703115050697,200,10.60751696409634,50,9,182.88024003420477,6.05409785816534,27.565108217583422,3.917735113573566,9,23.331856905532373,27.464735671726654,4773.826909274385,283.225103373569,9.20857353146799,3463.699741109571,9,101.83631477113467,2.3092702593873633,9,20,20,8.322512962780833,5.0971607259731915,50,20,58.38306809262376,3789.9233087231764,0.0,0.0,575.8730961100824,0.0,0.0,3789.9233087231764,20,1710.5010692369683,0.032,206.91830261901342,187.45263668595675,328.2357526279356,0.0,20,9,945.736009206317,0.55,20,2449.9185351437586,50,49.973357340068056,61.59974789977143,3.0011273678136505,0.0,0.0,0.05,188.42222524516586,4.286690998632246,0.0,171.7517910592243,-0.005060876253992319,9,0.0,868.3351193184166,50,0.0,0.0,14.092791880216762,788.1772642752679,155.1162816503492,2449.9185351437586,4.443888791185058,50.137939413300785,98.85700357968472,24.749489172442193,9,48.662174175874426,0.0,9,15.112085632122763,21.003224066029723,0.05,328.2357526279356
