door-open-v2/StdReturn,push-v2/Iteration,window-open-v2/TerminationRate,button-press-topdown-v2/StdReturn,peg-insert-side-v2/Iteration,Average/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,peg-insert-side-v2/SuccessRate,window-open-v2/AverageDiscountedReturn,sweep-v2/NumEpisodes,sweep-v2/TerminationRate,MetaTest/door-close-v2/StdReturn,MetaTest/lever-pull-v2/AverageReturn,MetaTest/sweep-into-v2/AverageReturn,MetaTest/drawer-open-v2/StdReturn,MetaTest/sweep-into-v2/TerminationRate,drawer-close-v2/MaxReturn,reach-v2/AverageDiscountedReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,peg-insert-side-v2/TerminationRate,button-press-topdown-v2/AverageDiscountedReturn,pick-place-v2/Iteration,door-open-v2/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/sweep-into-v2/SuccessRate,reach-v2/Iteration,MetaTest/lever-pull-v2/AverageDiscountedReturn,push-v2/MaxReturn,basketball-v2/Iteration,push-v2/AverageDiscountedReturn,reach-v2/MaxReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/MaxReturn,MetaTest/door-close-v2/AverageReturn,reach-v2/AverageReturn,sweep-v2/AverageReturn,push-v2/NumEpisodes,pick-place-v2/NumEpisodes,window-open-v2/Iteration,push-v2/SuccessRate,Average/MinReturn,reach-v2/TerminationRate,MetaTest/lever-pull-v2/StdReturn,drawer-close-v2/MinReturn,sweep-v2/MinReturn,MetaTest/door-close-v2/SuccessRate,GaussianMLPPolicy/dLoss,Average/MaxReturn,drawer-close-v2/Iteration,push-v2/AverageReturn,TotalEnvSteps,MetaTest/door-close-v2/MaxReturn,push-v2/TerminationRate,door-open-v2/TerminationRate,MetaTest/shelf-place-v2/SuccessRate,MetaTest/Average/MinReturn,drawer-close-v2/SuccessRate,door-open-v2/Iteration,button-press-topdown-v2/SuccessRate,sweep-v2/AverageDiscountedReturn,peg-insert-side-v2/MinReturn,MetaTest/lever-pull-v2/Iteration,button-press-topdown-v2/MinReturn,MetaTest/Average/MaxReturn,MetaTest/sweep-into-v2/StdReturn,door-open-v2/AverageReturn,MetaTest/drawer-open-v2/Iteration,MetaTest/door-close-v2/TerminationRate,push-v2/MinReturn,window-open-v2/MaxReturn,MetaTest/sweep-into-v2/MinReturn,pick-place-v2/SuccessRate,Average/Iteration,Average/StdReturn,MetaTest/drawer-open-v2/NumEpisodes,basketball-v2/MinReturn,MetaTest/lever-pull-v2/NumEpisodes,MetaTest/sweep-into-v2/AverageDiscountedReturn,door-open-v2/NumEpisodes,window-open-v2/MinReturn,MetaTest/door-close-v2/MinReturn,basketball-v2/MaxReturn,MetaTest/Average/StdReturn,pick-place-v2/AverageReturn,basketball-v2/StdReturn,peg-insert-side-v2/MaxReturn,drawer-close-v2/NumEpisodes,GaussianMLPPolicy/Entropy,sweep-v2/SuccessRate,MetaTest/drawer-open-v2/SuccessRate,door-open-v2/MinReturn,peg-insert-side-v2/NumEpisodes,GaussianMLPPolicy/LossBefore,Iteration,basketball-v2/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/sweep-into-v2/NumEpisodes,drawer-close-v2/TerminationRate,window-open-v2/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/drawer-open-v2/MinReturn,MetaTest/Average/NumEpisodes,peg-insert-side-v2/AverageReturn,MetaTest/shelf-place-v2/StdReturn,Average/TerminationRate,pick-place-v2/MinReturn,window-open-v2/NumEpisodes,basketball-v2/SuccessRate,MetaTest/drawer-open-v2/MaxReturn,Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/shelf-place-v2/MaxReturn,MetaTest/shelf-place-v2/Iteration,peg-insert-side-v2/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/door-close-v2/Iteration,MetaTest/drawer-open-v2/TerminationRate,button-press-topdown-v2/MaxReturn,MetaTest/drawer-open-v2/AverageReturn,basketball-v2/NumEpisodes,reach-v2/SuccessRate,peg-insert-side-v2/StdReturn,pick-place-v2/TerminationRate,drawer-close-v2/AverageDiscountedReturn,push-v2/StdReturn,sweep-v2/StdReturn,MetaTest/door-close-v2/NumEpisodes,MetaTest/sweep-into-v2/MaxReturn,window-open-v2/StdReturn,basketball-v2/TerminationRate,sweep-v2/MaxReturn,MetaTest/shelf-place-v2/MinReturn,sweep-v2/Iteration,MetaTest/Average/Iteration,MetaTest/lever-pull-v2/TerminationRate,button-press-topdown-v2/Iteration,button-press-topdown-v2/TerminationRate,door-open-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/MinReturn,Average/AverageReturn,reach-v2/MinReturn,Average/NumEpisodes,reach-v2/NumEpisodes,drawer-close-v2/StdReturn,basketball-v2/AverageReturn,MetaTest/shelf-place-v2/TerminationRate,pick-place-v2/AverageDiscountedReturn,window-open-v2/AverageReturn,drawer-close-v2/AverageReturn,MetaTest/shelf-place-v2/AverageReturn,door-open-v2/MaxReturn,pick-place-v2/MaxReturn,MetaTest/shelf-place-v2/NumEpisodes,MetaTest/sweep-into-v2/Iteration,MetaTest/lever-pull-v2/SuccessRate,button-press-topdown-v2/AverageReturn,GaussianMLPPolicy/LossAfter,MetaTest/door-close-v2/AverageDiscountedReturn,button-press-topdown-v2/NumEpisodes,pick-place-v2/StdReturn,reach-v2/StdReturn
140.98058342843416,0,0.0,86.85987067103832,0,200.2879842277458,239.5999894411571,0.0,150.0590450848177,20,0.0,5.722037493163837,204.3172673028078,45.33074325124351,487.53462022577355,0.0,4715.8080344570935,167.95666743035275,906.2981887654533,0.0,216.32271028586825,0,0.0,0.0,0.0,0,204.3172673028078,748.3331588863922,0,42.16133845477138,283.335159702848,0.1367436614996467,358.83755658842506,41.9170042247812,198.76947590069253,60.74384584823184,20,20,0,0.05,0.6719595506103905,0.0,93.8794295707994,3.5493666228960046,43.76682265587864,0.0,0.002139755946700461,4715.8080344570935,0,49.521243076624245,200000,57.80837663834447,0.0,0.0,0.0,0.0,0.55,0,0.25,49.34769863140478,2.963261587877496,0,149.5709594395857,2151.9489471997504,52.90048339580826,302.0175354561155,0,0.0,5.756634269587623,215.0058555458994,3.948875394550323,0.0,0,752.8029865713097,50,0.6719595506103905,50,45.330743251243504,20,172.31487796925745,32.9371477932426,19.872650121431615,407.2414834013773,3.7206121088277193,4.68490235773042,5.3589096134506295,20,5.714256763458252,0.0,0.0,175.51280631788578,20,0.0019056735327467322,0,5.108715183327573,0.0,50,0.0,0.0,239.59998944115708,409.20574462906086,250,4.174778246398484,0.6817188755089567,0.0,1.8105748378869553,20,0.0,2151.9489471997504,0.085,0.0,4.790808508029039,0,3.3825891787176134,0.009866475127637386,0,0.0,427.87285275398716,906.2981887654531,20,0.0,0.6849380815601646,0.0,1134.6657234672311,160.55689910217296,17.963864211718185,50,374.40223022340376,11.900026965361194,0.0,132.82169281209522,0.0,0,0,0.0,0,0.0,230.68818368920606,37.33312146215625,259.98063717890625,141.94390379501647,200,20,1936.173590516207,6.144462124221748,0.0,3.187170871760705,188.17952866117216,1514.0884320637456,0.13674366149964667,589.2128104111009,13.522880436713782,50,0,0.0,272.446458303033,-0.00023408241395372897,41.9170042247812,20,2.6676857681679618,39.044934792279655
164.16064951116093,1,0.0,112.31016566850529,1,152.25881900195725,255.64423088190767,0.0,154.45379447152112,20,0.0,13.530275734040442,202.0112802660707,52.80859004842068,557.4252802766907,0.0,4901.83153695996,223.78866524299065,976.9809610590111,0.0,167.6188092132867,1,0.0,0.0,0.02,1,202.0112802660707,120.08349836627305,1,22.53054402924139,375.16549534580633,0.023286753482641438,355.8012922372572,46.39703628255339,263.3603395449636,54.72875483003403,20,20,1,0.0,1.957031971585975,0.0,99.47462750984752,2.3894974728579417,29.47522477017009,0.0,0.00114638009108603,4901.83153695996,1,25.967916293992356,400000,116.84363945519287,0.0,0.0,0.0,0.0,0.2,1,0.1,44.886484204354495,3.9440625097090787,1,70.04842637417948,2259.5717864600088,87.14169030287333,388.43431076232935,1,0.0,9.08887735759743,244.50323986368934,7.20088399641408,0.0,1,562.8694137715772,50,2.206999979603998,50,52.808590048420676,20,159.989725629422,30.223860341745873,15.923331063421088,447.63083451198406,5.50847367197678,3.510632061844143,38.74529498438561,20,5.679470539093018,0.0,0.0,176.0689937417884,20,-0.0018255151808261871,1,5.573338966570759,0.004,50,0.0,0.0,255.64423088190765,397.6773580076701,250,12.679657089982879,0.09196700736648268,0.0,1.957031971585975,20,0.0,2259.5717864600088,0.03,0.0,0.565292988444767,1,10.276895137070422,0.00661227572709322,1,0.0,469.7523605572458,976.9809610590111,20,0.0,12.139032337836428,0.0,583.1032052806762,25.128210284052336,12.815669356735976,50,560.9757640256565,23.48393556317557,0.0,83.04171661805022,0.0,1,1,0.0,1,0.0,305.53910829215,31.479200757119628,193.23029722726906,172.10428915548252,200,20,1611.4675056891133,6.715615364239978,0.0,4.817345181711094,194.73869924857908,771.711940852025,0.023286753482641438,646.8057026657242,14.38712976266883,50,1,0.0,208.45726461456775,-0.002971895271912217,46.3970362825534,20,3.370136574649414,51.27037538675973
147.76637746935734,2,0.0,117.64599038742632,2,234.76489577733975,238.4439115284111,0.0,158.6248040846112,20,0.0,4.472067774836188,209.39793792343414,143.6676270874639,369.828309353789,0.0,4644.609343150459,251.36092082848614,798.8430973101867,0.0,210.12660422882868,2,0.0,0.0,0.04,2,209.39793792343414,157.44035247012323,2,33.22615616335783,579.9132475038753,0.007609563948615472,357.4358990372031,40.30328575702206,302.6112281667177,65.34096684006252,20,20,2,0.0,0.750825395537772,0.0,98.04475617110317,3.803404160694395,22.583521085663786,0.0,0.0014795551542192698,4644.609343150459,2,37.73131713909112,600000,52.663872697165964,0.0,0.0,0.0,0.0,0.5,2,0.05,54.27131831454352,2.888709929934532,2,101.64976720976891,1886.7487519804972,211.0874678631231,474.50077952486953,2,0.0,8.587000769693313,538.0283302287627,5.735434481335123,0.0,2,776.6367337854358,50,0.750825395537772,50,143.66762708746387,20,129.28733571836239,31.639701708436817,9.272200666318565,349.5564932274572,5.805442587653064,2.3131932945730074,24.074155881631217,20,5.6766204833984375,0.0,0.0,177.18560237588295,20,-0.00016265781596302986,2,3.421538157367414,0.008,50,0.0,0.05,238.44391152841104,419.78286390391656,250,6.053503942386697,0.030342558710117578,0.0,2.6048029543591458,20,0.0,1886.7487519804972,0.06,0.0,0.1397824934567174,2,5.0031707380771895,0.006494733039289713,2,0.0,478.7855680975033,798.8430973101865,20,0.0,4.794694035595617,0.0,1262.8555437567204,37.94913119111728,52.072373284270945,50,1200.973821189869,82.03494129327224,0.0,285.7231625295125,0.0,2,2,0.0,2,0.0,363.6703471755303,45.78567238485284,306.3687394516847,172.51696373916948,200,20,1894.6064249418307,4.059533485788572,0.0,5.088554325874694,203.05842034646304,1699.5532898598303,0.007609563948615472,769.851701634958,15.108435304786648,50,2,0.0,264.9729126239846,-0.0016422129701822996,40.30328575702206,20,3.486877984896092,108.18550560423482
176.079452859365,3,0.0,111.78499699461119,3,172.34148575827146,283.5861955550287,0.0,147.60992598608604,20,0.0,4.04660075751233,201.91575210001596,197.81861666801703,504.7154752269693,0.0,4773.586449545804,415.92502967719895,979.3198998634501,0.0,192.8220773278278,3,0.0,0.0,0.08,3,201.915752100016,552.7068869306015,3,68.18166945207031,1074.2773670323363,0.053284976493136675,354.8764883486707,38.82342416716744,507.0632480764033,52.31243701856744,20,20,3,0.0,1.8583073936624777,0.0,87.64129012200117,2.540573100150864,30.534581578657782,0.0,0.0013117465816208096,4773.586449545804,3,81.46443915295384,800000,45.99545485095172,0.0,0.0,0.0,0.0,0.2,3,0.05,43.62252838034006,3.237595410281224,3,85.9928544703121,2259.8366712672255,347.83687916106794,414.42107102330885,3,0.0,10.960785697691163,237.63967274529492,13.154168054144879,0.0,3,527.8609530348805,50,2.6650890847397566,50,197.81861666801709,20,139.07172842865637,29.755789592927858,8.267937922151376,452.06125114182106,6.782400724686065,1.4134483364913473,36.269844381443164,20,5.676700115203857,0.0,0.0,176.64259993204124,20,6.554575406880758e-07,3,4.0627912924101715,0.016,50,0.0,0.0,283.5861955550288,426.7997030419476,250,7.3578994285383486,0.21423797072313985,0.0,1.8583073936624777,20,0.0,2259.8366712672255,0.025,0.0,1.0938413556539885,3,5.958789785011314,0.00642435485497117,3,0.0,475.6500040866947,979.3198998634504,20,0.0,6.960870657402309,0.0,522.0568491874776,119.57006223804318,14.171605796187794,50,1944.195914369765,32.096638417945485,0.0,94.43226165903967,0.0,3,3,0.0,3,0.0,317.5212348044423,42.921287722720194,218.82702724428876,263.14921875292475,200,20,1464.297268724634,4.917597666806586,0.0,5.653961689850105,185.5842053647048,686.1321321406597,0.053284976493136675,795.42692462229,12.916209001962374,50,3,0.0,242.23484184625872,-0.0013110911240801215,38.82342416716744,20,3.0389744801193577,244.37393787115877
166.88493852925788,4,0.0,133.57713097120788,4,227.89008014016747,313.31170899310393,0.0,147.41654777268104,20,0.0,3.6157151559468543,197.0522001272227,269.57007353907795,556.8869513829153,0.0,4676.007941877142,604.5719925782025,1062.19841144525,0.0,218.0166851692906,4,0.0,0.0,0.04,4,197.0522001272227,3518.904122033297,4,202.11000021409902,1524.74401146072,0.02327240697367908,361.28183514217716,37.71458744699543,732.7422350810799,51.81177763542426,20,20,4,0.15,1.9302062954458754,0.0,96.31019260498547,2.710113656036562,28.686261142931176,0.0,0.0010573132312856615,4676.007941877142,4,260.8874514504507,1000000,45.87435361258261,0.0,0.0,0.0,0.0,0.3,4,0.15,42.1602089028919,4.937419671016168,4,103.91999861435377,3887.2253799441446,673.2921138003669,317.5064199911971,4,0.0,9.133259962991607,290.05883996900593,9.490273446268846,0.0,4,695.5701439126749,50,1.9302062954458754,50,269.5700735390779,20,104.94992021623949,30.6454907767426,10.944695233158772,551.9236182318475,9.106753453484831,2.325074865150688,85.87206703735178,20,5.705173015594482,0.0,0.0,177.08963343115877,20,0.0013817696599289775,4,4.615443335525616,0.008,50,0.0,0.05,313.31170899310393,425.72978490593545,250,15.022650481011826,0.11402626140859679,0.0,3.2423053242859075,20,0.0,2329.3748735163767,0.065,0.0,0.591124220799513,4,12.375749952092923,0.009439930319786072,4,0.0,530.9717470576381,1062.19841144525,20,0.0,17.78265257855509,0.0,790.614527066908,765.3094926991752,10.190393358129267,50,3887.2253799441446,51.78383353832826,0.0,67.14207110905603,0.0,4,4,0.0,4,0.0,249.11667123536444,47.725878661059376,288.5833394153393,318.0850353574852,200,20,1746.9289959943062,5.53775840022179,0.0,7.902975174618364,186.69565059830393,1034.5354529797985,0.02327240697367908,697.1055871016235,17.766590247714415,50,4,0.0,271.9872440824198,0.00032445642864331603,37.71458744699544,20,3.9839032608260156,311.13078816059544
170.59484109011493,5,0.0,102.63670615145575,5,183.28259411757483,275.7837293221328,0.0,129.75885932828265,20,0.0,3.854362895477893,195.87064390013785,90.94726988595428,513.8846759899872,0.0,4775.857785631828,659.2710803594058,1056.6621635008848,0.0,223.88938513330467,5,0.0,0.0,0.0,5,195.87064390013785,342.29968698749593,5,50.70350542314351,3644.832898729284,0.011845852466842461,369.2226396940378,35.42672347121978,848.0536390002587,54.75763696378643,20,20,5,0.0,1.963982847628375,0.0,89.29105262727964,2.528098985251153,38.70034197480019,0.0,0.0008155744581017643,4775.857785631828,5,57.29998656121414,1200000,43.49861229437751,0.0,0.0,0.0,0.0,0.25,5,0.15,44.8784039395326,4.848605120564797,5,137.532825975748,2288.0739639773205,87.83782358235632,309.81509135157506,5,0.0,6.934248642676829,193.2686520846396,11.196870399718563,0.0,5,551.5032879410298,50,1.963982847628375,50,90.94726988595428,20,120.64399160957504,26.872692761121694,12.094949806360985,461.28604248174537,8.225195403673808,2.7166645414228183,12.722121208923058,20,5.70906925201416,0.0,0.0,178.19784416000158,20,0.000392681744415313,5,5.336414847659582,0.0,50,0.0,0.0,275.7837293221328,426.8748306864766,250,8.369318810334226,0.06620172424754948,0.0,2.107214192469173,20,0.0,2288.0739639773205,0.04,0.0,0.4554327672597145,5,6.623926663860308,0.006589243654161692,5,0.0,482.2639119998639,1056.662163500885,20,0.0,2.3607648876070613,0.0,461.0925691268402,77.8819224348988,10.44284920201058,50,399.2140135904592,19.43867173811911,0.0,81.27014667435745,0.0,5,5,0.0,5,0.0,244.36206677727645,49.570382418910086,234.84694789197746,253.23328795273946,200,20,1280.8195592388956,6.351601125954272,0.0,6.9097295764424755,160.60290904812416,613.8741865909114,0.011845852466842461,684.4246732917346,17.61768091405497,50,5,0.0,281.1199140639423,-0.0004228927136864513,35.42672347121978,20,4.4067475210585405,776.5731290239895
172.37877011515113,6,0.0,104.13712637571491,6,162.82485082829274,297.1576553344189,0.0,131.08698734396393,20,0.0,5.851198944134382,212.90224103089918,155.55920834797004,576.8734173561087,0.0,4623.072938755115,486.5169119971224,1085.5626336124662,0.0,260.08500856287077,6,0.0,0.0,0.04,6,212.90224103089912,119.26347129651913,6,39.59230582401404,1511.1785362754852,0.18830401330316704,383.16628215703844,31.575889667456078,624.7053643979564,58.854785346381846,20,20,6,0.0,1.5056136864115999,0.0,96.25667120861179,1.8905495048036467,35.92725461269288,0.0,0.0011463260743767023,4623.072938755115,6,46.59100807620882,1400000,44.04226672315027,0.0,0.0,0.0,0.0,0.15,6,0.3,48.52660465062237,3.4868260358584795,6,115.19305842082063,2306.024239224719,262.676412559006,319.0529811427505,6,0.0,20.75829679221403,219.22355639201297,9.192941693725365,0.0,6,484.54057398208266,50,4.229887243079784,50,155.55920834797007,20,131.39637822834558,18.175541514875945,14.589261259673568,493.66768196895333,7.792534629377121,2.6517996976059357,112.6566111072195,20,5.719015598297119,0.0,0.0,177.81605819099104,20,0.0004958520294167101,6,6.192395601683093,0.008,50,0.0,0.0,297.15765533441896,432.6976464071907,250,15.659811668318856,1.2270997763242992,0.0,1.5056136864115999,20,0.0,2306.024239224719,0.045,0.0,8.768787165495993,6,12.441401002805403,0.006428312510251999,6,0.0,496.4336567139047,1085.5626336124662,20,0.0,24.63035887933307,0.0,388.4704062298547,24.243791234524917,10.768163854864047,50,1337.746151223587,23.55369906837625,0.0,76.68438926234454,0.0,6,6,0.0,6,0.0,248.82172283248036,55.88208424759334,207.71445801729365,273.4107608770643,200,20,1322.450124780577,7.173032550189009,0.0,6.514764237510033,162.46595178874944,504.62316959925226,0.18830401330316704,748.0622458566606,13.176478847510449,50,6,0.0,330.225940973752,-0.0006504740449599922,31.57588966745607,20,2.7309911458713825,315.91640848179
199.86433947048843,7,0.0,79.18297821840207,7,268.43642441533103,290.388061657347,0.0,141.63282172372416,20,0.0,426.0239766307883,210.25841975224674,189.06387505011065,377.33685166119193,0.0,4703.734586391557,466.41795028662534,873.3638881894079,0.0,185.1428973062153,7,0.0,0.0,0.06,7,210.25841975224674,3676.640250604527,7,209.2387926287575,1305.434265459312,0.8542658808278216,363.51467958173015,178.399859414142,590.5093774065251,68.96114252287046,20,20,7,0.05,2.71926711010549,0.0,91.25268089953282,3.700100936618556,43.31348126841412,0.04,0.000564121175557375,4703.734586391557,7,270.23277817689217,1600000,2928.883768557033,0.0,0.0,0.0,0.0,0.55,7,0.05,56.65208163855554,5.818656625500241,7,112.78846851110139,2928.883768557033,438.1583575455947,406.8268119946768,7,0.0,20.553672003564117,233.61361903512764,12.461678455416285,0.0,7,816.1249297305338,50,2.71926711010549,50,189.06387505011062,20,106.01367194074793,36.995511564158335,12.643105092173304,442.06940593276835,11.86248233841943,2.8205762515295025,73.5581836464903,20,5.691669940948486,0.0,0.0,179.22098785644098,20,-0.001232149195857346,7,5.869353183941897,0.02,50,0.0,0.0,290.388061657347,450.0345400236338,250,23.684176313047807,4.258051413077423,0.0,5.767272978886465,20,0.0,2345.6275806134563,0.065,0.0,28.540510929892072,7,19.076655460553646,0.0064557818695902824,7,0.0,424.85607223989746,873.3638881894077,20,0.0,19.16984951718215,0.0,1281.187226937264,790.9328729051011,39.355284208740365,50,2558.6069183403047,37.865265406589245,0.0,203.27928635031006,0.0,7,7,0.0,7,0.0,309.3728603778262,50.010317288973205,352.29611958533786,232.54774152129,200,20,1864.4739012852906,6.8446422163095,0.0,9.773604609847455,178.0482344522558,1733.7867843929769,0.8542658808278216,880.602514947321,35.679382652219395,50,7,0.0,232.2047660394042,-0.001796270371414721,178.39985941414204,20,7.906033970343212,256.6601816447792
177.721717324356,8,0.0,101.82165401431101,8,166.7160817223969,266.84358386655725,0.0,144.43397329644608,20,0.0,14.639708520782259,217.96889979800304,82.13076833970382,476.45140218768404,0.0,4930.698697312211,496.49759696193877,1002.6324848697335,0.0,208.9855786694534,8,0.0,0.0,0.0,8,217.96889979800306,2674.8829004601034,8,154.01670281722576,1294.9752156462343,0.1535495935272553,386.9888552444397,31.332216731818573,640.4566725439711,60.27707627288559,20,20,8,0.1,1.156094863721813,0.0,85.77713275791024,1.156094863721813,31.457411477983243,0.0,0.0010099977371282876,4930.698697312211,8,211.9214906533802,1800000,105.69539185883875,0.0,0.0,0.0,0.0,0.05,8,0.05,50.41357846655653,7.293174422692765,8,117.23983746797367,2195.9921847708947,88.77903945202992,503.4524679029686,8,0.0,18.211373469371114,244.53096520028757,9.49786967936799,0.0,8,457.5445886485499,50,4.43480700413735,50,82.13076833970386,20,121.52722617153515,16.454536366598987,14.763498693685658,435.18781112630796,8.471432357928853,3.018454568334471,38.87700234546767,20,5.686480522155762,0.0,0.0,180.4272490756376,20,-0.0009248295682482421,8,7.36437743027461,0.0,50,0.0,0.0,266.84358386655725,458.26160287970725,250,14.135773198704607,0.6453447254901649,0.0,4.558065745536807,20,0.0,2195.9921847708947,0.02,0.0,3.972612530976974,8,11.07700602085761,0.006805988494306803,8,0.0,494.774926412124,1002.6324848697335,20,0.0,8.319525210098524,0.0,196.5838277810325,579.8335862822489,29.979359628622785,50,423.45986010434126,37.89549288105829,0.0,134.36372424554375,0.0,8,8,0.0,8,0.0,390.95850484283136,55.15372820676835,214.50081991795065,274.98296887922567,200,20,1073.8750736960985,8.700319878902496,0.0,6.829670937352264,181.9770268819647,249.79216061123216,0.1535495935272553,779.2335332165782,14.949403657477927,50,8,0.0,265.82377887756843,-0.0019348273053765297,31.332216731818576,20,2.8255597312183256,375.5976024842291
176.6841075605517,9,0.0,83.08556705601008,9,207.76106588623952,321.1876974619314,0.0,162.01763529897298,20,0.0,7.11604051166562,217.28806322270023,208.82345873983078,510.18927336609136,0.0,4854.299835512904,841.468227843305,1144.8421652886536,0.0,221.11101770184717,9,0.0,0.0,0.06,9,217.28806322270023,182.34983891347403,9,39.708056406397546,3344.0768977698613,0.04320594869272509,360.5032111983232,34.94159410977929,1086.1862059796672,69.47294038438433,20,20,9,0.0,2.3623914207705528,0.0,98.2855292819246,2.3623914207705528,36.14702527941764,0.0,0.0006862296431791037,4854.299835512904,9,48.68032820582546,2000000,68.11399894835073,0.0,0.0,0.0,0.0,0.2,9,0.25,57.836260075800155,4.011907619385256,9,154.1803641176358,2278.825987542811,422.05921985853894,381.08926325284085,9,0.0,12.811472633464028,252.37639313192108,13.06762738747154,0.0,9,607.2365366351547,50,3.7269160271157546,50,208.8234587398309,20,143.30612540265867,25.221645726535648,22.47778002854951,516.7273871217287,9.689393089685888,4.755371124438851,63.75608647142951,20,5.6800007820129395,0.0,0.0,179.81005356354453,20,-0.0002039132232312113,9,8.654750678481383,0.012,50,0.0,0.0,321.1876974619313,485.550962314323,250,13.595918169934688,0.21298094443223387,0.0,2.6415696043426524,20,0.0,2278.825987542811,0.045,0.0,1.4517589687696697,9,10.907824491741989,0.009686017408967018,9,0.0,419.9984602053222,1144.8421652886532,20,0.0,12.305346618296348,0.0,437.12999995383507,39.04947478153618,59.628120397624755,50,2136.042256410203,24.08689957812137,0.0,321.1001821345912,0.0,9,9,0.0,9,0.0,290.6422707920593,44.321905466176545,265.0356642139362,391.0835813072222,200,20,1443.226009265247,10.375560988636899,0.0,8.134615619954781,205.6057666373203,545.5057155650745,0.04320594869272509,753.8153244305323,28.57739193093072,50,9,0.0,280.1555498659915,-0.000890142866410315,34.94159410977929,20,5.867442150218573,715.514384264648
