Average/NumEpisodes,TotalEnvSteps,Iteration,basketball-v2/NumEpisodes,Average/TerminationRate,MetaTest/basketball-v2/AverageReturn,GaussianMLPPolicy/Entropy,basketball-v2/AverageDiscountedReturn,basketball-v2/SuccessRate,Average/StdReturn,MetaTest/basketball-v2/NumEpisodes,MetaTest/basketball-v2/MinReturn,GaussianMLPPolicy/dLoss,MetaTest/basketball-v2/SuccessRate,MetaTest/Average/StdReturn,Average/MinReturn,Average/AverageReturn,GaussianMLPPolicy/KLAfter,basketball-v2/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/basketball-v2/MaxReturn,basketball-v2/TerminationRate,GaussianMLPPolicy/LossBefore,MetaTest/basketball-v2/TerminationRate,basketball-v2/Iteration,basketball-v2/MinReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,Average/Iteration,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,basketball-v2/StdReturn,Average/MaxReturn,MetaTest/Average/AverageReturn,basketball-v2/AverageReturn,MetaTest/basketball-v2/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/Average/MinReturn,MetaTest/basketball-v2/StdReturn,Average/AverageDiscountedReturn,Average/SuccessRate,MetaTest/basketball-v2/AverageDiscountedReturn,MetaTest/Average/MaxReturn
200,2200000,10,200,0.0,6.759322483295002,5.662796974182129,0.7505279471031998,0.0,3.7825358333676484,50,2.1956341221450497,0.01048138178884983,0.0,5.21740838356848,1.5458069650159658,5.590880084693133,0.006555444560945034,20.731568609911683,50,23.820060079222753,0.0,-0.002492658793926239,0.0,10,1.5458069650159658,0.0,0.0,10,10,0.0,6.759322483295,3.7825358333676484,20.731568609911683,6.759322483295002,5.590880084693133,10,-0.01297404058277607,2.1956341221450497,5.21740838356848,0.7505279471031998,0.0,6.759322483295,23.820060079222753
200,2400000,11,200,0.0,4.828602965054785,5.6740007400512695,0.7773558708876246,0.0,4.154861027532208,50,1.5870311941969055,0.013209923170506954,0.0,2.939082722483065,1.4586593765450846,5.762311343175863,0.006425815634429455,24.41396692623915,50,15.448277648380039,0.0,0.010005400516092777,0.0,11,1.4586593765450846,0.0,0.0,11,11,0.0,4.828602965054784,4.154861027532208,24.41396692623915,4.828602965054785,5.762311343175863,11,-0.003204522654414177,1.5870311941969055,2.939082722483065,0.7773558708876246,0.0,4.828602965054784,15.448277648380039
200,2600000,12,200,0.0,5.230994897919166,5.692909240722656,0.7054742219874715,0.0,3.753556883642626,50,2.18928934741119,0.018722017761319876,0.0,3.438613737543148,1.7562843736954452,4.958861116188886,0.00642745103687048,25.222666113599146,50,17.06851428331315,0.0,0.006542777176946402,0.0,12,1.7562843736954452,0.0,0.0,12,12,0.0,5.230994897919166,3.753556883642626,25.222666113599146,5.230994897919166,4.958861116188886,12,-0.012179240584373474,2.18928934741119,3.438613737543148,0.7054742219874715,0.0,5.230994897919166,17.06851428331315
200,2800000,13,200,0.0,5.783829032695512,5.690055847167969,0.8034689950379688,0.0,4.412123274315752,50,2.147701874581163,0.007441802648827434,0.0,3.623981209921281,1.6926133330315123,6.566087583486787,0.006551213562488556,33.4307361594189,50,17.1315753292365,0.0,0.004392434377223253,0.0,13,1.6926133330315123,0.0,0.0,13,13,0.0,5.78382903269551,4.412123274315752,33.4307361594189,5.783829032695512,6.566087583486787,13,-0.0030493682716041803,2.147701874581163,3.623981209921281,0.8034689950379688,0.0,5.78382903269551,17.1315753292365
200,3000000,14,200,0.0,4.64427446687148,5.681224346160889,0.7556559468870592,0.0,4.526941572227524,50,2.1901836884410733,0.010301580652594566,0.0,3.1178641608250115,1.8019613008240374,6.250666499773367,0.006565130315721035,22.812739128696684,50,15.63018257869061,0.0,-0.009580397978425026,0.0,14,1.8019613008240374,0.0,0.0,14,14,0.0,4.64427446687148,4.526941572227524,22.812739128696684,4.64427446687148,6.250666499773367,14,-0.019881978631019592,2.1901836884410733,3.1178641608250115,0.7556559468870592,0.0,4.64427446687148,15.63018257869061
200,3200000,15,200,0.0,4.667200935237466,5.718966960906982,0.7287169107227889,0.0,4.373068264600919,50,2.042359911389803,0.02479700744152069,0.0,2.685319158822562,1.5619389682929972,5.511331679932319,0.009167825803160667,26.683882904419082,50,16.150246100240775,0.0,0.01428244449198246,0.0,15,1.5619389682929972,0.0,0.0,15,15,0.0,4.6672009352374655,4.373068264600919,26.683882904419082,4.667200935237466,5.511331679932319,15,-0.010514562949538231,2.042359911389803,2.685319158822562,0.7287169107227889,0.0,4.6672009352374655,16.150246100240775
200,3400000,16,200,0.0,4.264439019798141,5.713630676269531,0.7584019387856273,0.0,4.8358242551096655,50,2.3408514085361576,0.03456147201359272,0.0,2.2734934953286676,2.0077235858536984,5.611224979235516,0.009547888301312923,34.12623595247249,50,15.866669252875404,0.0,-0.0043378714472055435,0.0,16,2.0077235858536984,0.0,0.0,16,16,0.0,4.264439019798141,4.8358242551096655,34.12623595247249,4.264439019798141,5.611224979235516,16,-0.038899343460798264,2.3408514085361576,2.2734934953286676,0.7584019387856273,0.0,4.264439019798141,15.866669252875404
200,3600000,17,200,0.0,3.563028264083213,5.70151948928833,0.7101014279569157,0.0,3.057069367903627,50,1.416942125320624,0.01776869408786297,0.0,2.196592428616276,1.6680464053844855,4.682674618932429,0.006493200547993183,19.152178161280318,50,15.277971051219803,0.0,-0.00829722173511982,0.0,17,1.6680464053844855,0.0,0.0,17,17,0.0,3.563028264083213,3.057069367903627,19.152178161280318,3.563028264083213,4.682674618932429,17,-0.026065915822982788,1.416942125320624,2.196592428616276,0.7101014279569157,0.0,3.563028264083213,15.277971051219803
200,3800000,18,200,0.0,4.708387153675461,5.680634498596191,0.735849887826052,0.0,4.167760186517762,50,1.3244515342893857,0.014359191060066223,0.0,3.4091724140945674,1.5454304806888572,5.0494610494205965,0.006923411972820759,28.933357733311443,50,18.318752018634083,0.0,-0.015504777431488037,0.0,18,1.5454304806888572,0.0,0.0,18,18,0.0,4.708387153675461,4.167760186517762,28.933357733311443,4.708387153675461,5.0494610494205965,18,-0.02986396849155426,1.3244515342893857,3.4091724140945674,0.735849887826052,0.0,4.708387153675461,18.318752018634083
200,4000000,19,200,0.0,4.7132292251913,5.692790508270264,0.7559698879651151,0.0,3.8607142775836936,50,1.7236239929686625,0.010276640998199582,0.0,3.0093480462589675,1.361898840590264,5.102817265168082,0.006608293857425451,23.082669586221744,50,13.253748260254554,0.0,0.00848943181335926,0.0,19,1.361898840590264,0.0,0.0,19,19,0.0,4.7132292251912995,3.8607142775836936,23.082669586221744,4.7132292251913,5.102817265168082,19,-0.0017872091848403215,1.7236239929686625,3.0093480462589675,0.7559698879651151,0.0,4.7132292251912995,13.253748260254554
200,4200000,20,200,0.0,6.225840754009997,5.714993000030518,0.8021643923477317,0.0,4.0617336893989755,50,2.3870447169293314,0.016591499908827245,0.0,3.856232522771355,1.6501467260486569,5.737274105382442,0.009608716703951359,22.041755687993074,50,17.11387175773949,0.0,0.0019303843146190047,0.0,20,1.6501467260486569,0.0,0.0,20,20,0.0,6.2258407540099965,4.0617336893989755,22.041755687993074,6.225840754009997,5.737274105382442,20,-0.01466111559420824,2.3870447169293314,3.856232522771355,0.8021643923477317,0.0,6.2258407540099965,17.11387175773949
200,4400000,21,200,0.0,5.821365170884,5.688704967498779,0.8535201602988053,0.0,4.12197446633469,50,2.0704880337332137,0.017415106296539307,0.0,3.3968012441205673,1.8109440787656867,6.17863429766796,0.006617394741624594,20.637440666261366,50,17.40594670666486,0.0,-0.019086919724941254,0.0,21,1.8109440787656867,0.0,0.0,21,21,0.0,5.821365170884,4.12197446633469,20.637440666261366,5.821365170884,6.17863429766796,21,-0.03650202602148056,2.0704880337332137,3.3968012441205673,0.8535201602988053,0.0,5.821365170884,17.40594670666486
200,4600000,22,200,0.0,5.766798264062139,5.669739246368408,0.866721257376144,0.0,3.946783001081818,50,0.8742187429194885,0.010873128194361925,0.0,4.000265839011556,1.8096907002186169,6.178740238794998,0.006733673624694347,21.7429308349048,50,19.333484981625173,0.0,-0.003949990030378103,0.0,22,1.8096907002186169,0.0,0.0,22,22,0.0,5.766798264062142,3.946783001081818,21.7429308349048,5.766798264062139,6.178740238794998,22,-0.014823118224740028,0.8742187429194885,4.000265839011556,0.866721257376144,0.0,5.766798264062142,19.333484981625173
200,4800000,23,200,0.0,5.636277340715035,5.660542011260986,0.8317599856038543,0.0,4.116802575593946,50,1.3384178287337132,0.008051726967096329,0.0,3.8732056321357424,1.7489628821606014,6.171504297315669,0.00667181983590126,21.795682771143007,50,20.677327055878987,0.0,-0.001839333213865757,0.0,23,1.7489628821606014,0.0,0.0,23,23,0.0,5.636277340715033,4.116802575593946,21.795682771143007,5.636277340715035,6.171504297315669,23,-0.009891060180962086,1.3384178287337132,3.8732056321357424,0.8317599856038543,0.0,5.636277340715033,20.677327055878987
200,5000000,24,200,0.0,5.680358629308704,5.644942283630371,0.8708796149537993,0.0,5.244741648724613,50,2.0051816074476356,0.009038563817739487,0.0,5.180157905265115,1.7064141690357684,6.750534680023233,0.00665220245718956,43.376721268859335,50,32.501576729179504,0.0,-0.004720197059214115,0.0,24,1.7064141690357684,0.0,0.0,24,24,0.0,5.680358629308703,5.244741648724613,43.376721268859335,5.680358629308704,6.750534680023233,24,-0.013758760876953602,2.0051816074476356,5.180157905265115,0.8708796149537993,0.0,5.680358629308703,32.501576729179504
200,5200000,25,200,0.0,4.926659757193715,5.6456217765808105,0.8493131509538882,0.0,3.992051521174903,50,2.1439700305928544,0.007559458538707986,0.0,2.912644869483833,1.6041098344583138,6.273913699012217,0.006531284190714359,20.394716998087425,50,15.244963710658716,0.0,-8.501298907503951e-06,0.0,25,1.6041098344583138,0.0,0.0,25,25,0.0,4.926659757193713,3.992051521174903,20.394716998087425,4.926659757193715,6.273913699012217,25,-0.00756795983761549,2.1439700305928544,2.912644869483833,0.8493131509538882,0.0,4.926659757193713,15.244963710658716
200,5400000,26,200,0.0,5.708952261289406,5.662362098693848,0.8717405135610004,0.0,4.874375971592608,50,2.212911558107692,0.01321990042924881,0.0,4.272397839585703,1.9325288016821982,7.112895366318038,0.009785677306354046,30.714221908909767,50,18.853430196218888,0.0,0.0032341424375772476,0.0,26,1.9325288016821982,0.0,0.0,26,26,0.0,5.708952261289406,4.874375971592608,30.714221908909767,5.708952261289406,7.112895366318038,26,-0.009985757991671562,2.212911558107692,4.272397839585703,0.8717405135610004,0.0,5.708952261289406,18.853430196218888
200,5600000,27,200,0.0,6.061119139747233,5.675364971160889,0.8598650500838366,0.0,4.72118743133216,50,2.3069672022637824,0.009714649524539709,0.0,3.4721624464022685,2.2028326718503988,7.060965390802627,0.006421007215976715,25.632708496531972,50,19.12479765627875,0.0,0.004316127859055996,0.0,27,2.2028326718503988,0.0,0.0,27,27,0.0,6.061119139747233,4.72118743133216,25.632708496531972,6.061119139747233,7.060965390802627,27,-0.005398521665483713,2.3069672022637824,3.4721624464022685,0.8598650500838366,0.0,6.061119139747233,19.12479765627875
200,5800000,28,200,0.0,6.402280167497338,5.7092204093933105,0.9035061655703234,0.0,4.05656994971175,50,2.0731732392261883,0.00842588284285739,0.0,4.647662427448812,2.257397803079869,7.05233822357902,0.009419973008334637,24.660081875963748,50,25.712109817193316,0.0,0.009101510047912598,0.0,28,2.257397803079869,0.0,0.0,28,28,0.0,6.402280167497339,4.05656994971175,24.660081875963748,6.402280167497338,7.05233822357902,28,0.000675627205055207,2.0731732392261883,4.647662427448812,0.9035061655703234,0.0,6.402280167497339,25.712109817193316
200,6000000,29,200,0.0,7.272364864054732,5.736042499542236,0.8572977538877083,0.0,4.707900127133033,50,2.541556920469304,0.007876904011936858,0.0,4.3862965096796165,2.1868637650536042,6.929561072196758,0.006579207722097635,30.488241489521993,50,20.45804503889847,0.0,0.007743336260318756,0.0,29,2.1868637650536042,0.0,0.0,29,29,0.0,7.272364864054732,4.707900127133033,30.488241489521993,7.272364864054732,6.929561072196758,29,-0.0001335677516181022,2.541556920469304,4.3862965096796165,0.8572977538877083,0.0,7.272364864054732,20.45804503889847
200,6200000,30,200,0.0,6.7123657454211845,5.765334606170654,0.9822787108369334,0.0,4.03582858785627,50,2.5237196811187235,0.005242631072178483,0.0,3.7519451192469924,2.292471714248102,7.672365093974165,0.006542365066707134,25.00824753181496,50,17.06547422164312,0.0,0.007497510407119989,0.0,30,2.292471714248102,0.0,0.0,30,30,0.0,6.712365745421184,4.03582858785627,25.00824753181496,6.7123657454211845,7.672365093974165,30,0.0022548793349415064,2.5237196811187235,3.7519451192469924,0.9822787108369334,0.0,6.712365745421184,17.06547422164312
200,6400000,31,200,0.0,7.500028054465464,5.824295520782471,0.9510870784503334,0.0,4.283777261407655,50,3.362293997288144,0.006313946098089218,0.0,4.107484529680817,2.150610163554207,7.7090912434151555,0.009560090489685535,29.66638956247687,50,19.36021684345289,0.0,0.011281436309218407,0.0,31,2.150610163554207,0.0,0.0,31,31,0.0,7.500028054465464,4.283777261407655,29.66638956247687,7.500028054465464,7.7090912434151555,31,0.0049674902111291885,3.362293997288144,4.107484529680817,0.9510870784503334,0.0,7.500028054465464,19.36021684345289
200,6600000,32,200,0.0,8.147502497875585,5.801940441131592,0.9617687449561118,0.0,3.8001278818932493,50,2.597192013173054,0.006009980570524931,0.0,5.046169851567159,1.5515754882100206,7.973874325940139,0.00907999835908413,26.004733592114057,50,25.258496604644975,0.0,-0.004601327236741781,0.0,32,1.5515754882100206,0.0,0.0,32,32,0.0,8.147502497875585,3.8001278818932493,26.004733592114057,8.147502497875585,7.973874325940139,32,-0.010611307807266712,2.597192013173054,5.046169851567159,0.9617687449561118,0.0,8.147502497875585,25.258496604644975
200,6800000,33,200,0.0,8.054162507227609,5.806881904602051,0.9142207764705438,0.0,4.4619947834969045,50,2.7758512528557198,0.004950770176947117,0.0,4.3053904661701,2.332825121853272,8.009151097152092,0.006621300242841244,28.377401410199365,50,22.17060724382913,0.0,0.001468089409172535,0.0,33,2.332825121853272,0.0,0.0,33,33,0.0,8.05416250722761,4.4619947834969045,28.377401410199365,8.054162507227609,8.009151097152092,33,-0.003482680767774582,2.7758512528557198,4.3053904661701,0.9142207764705438,0.0,8.05416250722761,22.17060724382913
200,7000000,34,200,0.0,6.899076267036637,5.795527458190918,0.9122018057412038,0.0,4.606701050933682,50,2.914925732411328,0.008252646308392286,0.0,4.248167379210972,2.3643409288886863,8.326361387238762,0.009628698229789734,30.68008468896977,50,24.842901909580668,0.0,-0.002149044070392847,0.0,34,2.3643409288886863,0.0,0.0,34,34,0.0,6.899076267036637,4.606701050933682,30.68008468896977,6.899076267036637,8.326361387238762,34,-0.010401690378785133,2.914925732411328,4.248167379210972,0.9122018057412038,0.0,6.899076267036637,24.842901909580668
200,7200000,35,200,0.0,7.961584612771207,5.800841808319092,0.812777838456662,0.0,4.166053000530576,50,3.089339646107289,0.005770826363004744,0.0,4.96399119864739,2.81925392352529,7.449626945165009,0.006693555973470211,20.955767761684868,50,24.20217334995051,0.0,0.0011279211612418294,0.0,35,2.81925392352529,0.0,0.0,35,35,0.0,7.961584612771208,4.166053000530576,20.955767761684868,7.961584612771207,7.449626945165009,35,-0.004642905201762915,3.089339646107289,4.96399119864739,0.812777838456662,0.0,7.961584612771208,24.20217334995051
200,7400000,36,200,0.0,7.436143790992486,5.815749168395996,0.8328117910023761,0.0,4.530877863631709,50,2.5929128593924617,0.007538643665611744,0.0,4.391281620272314,2.814209551887402,8.27277024858921,0.006771317683160305,23.447046430256503,50,21.665076934509884,0.0,0.004477198235690594,0.0,36,2.814209551887402,0.0,0.0,36,36,0.0,7.436143790992485,4.530877863631709,23.447046430256503,7.436143790992486,8.27277024858921,36,-0.00306144542992115,2.5929128593924617,4.391281620272314,0.8328117910023761,0.0,7.436143790992485,21.665076934509884
200,7600000,37,200,0.0,6.982705310373501,5.802177906036377,0.8091873459473671,0.0,5.070164149856948,50,2.5809873082439987,0.005207992973737419,0.0,5.035832516354755,2.423342318220586,8.336340562996263,0.007008983287960291,32.23281043532338,50,19.94655367273804,0.0,-0.0019404605263844132,0.0,37,2.423342318220586,0.0,0.0,37,37,0.0,6.982705310373501,5.070164149856948,32.23281043532338,6.982705310373501,8.336340562996263,37,-0.007148453500121832,2.5809873082439987,5.035832516354755,0.8091873459473671,0.0,6.982705310373501,19.94655367273804
200,7800000,38,200,0.0,8.084214424382955,5.801732063293457,0.7864675685825557,0.0,4.7020794858735275,50,2.4004503852074737,0.008899453445337713,0.0,4.919332007459078,2.162878771371501,7.67507221193532,0.006453144364058971,19.882066698622587,50,22.61532133894362,0.0,-0.0007539360085502267,0.0,38,2.162878771371501,0.0,0.0,38,38,0.0,8.084214424382957,4.7020794858735275,19.882066698622587,8.084214424382955,7.67507221193532,38,-0.00965338945388794,2.4004503852074737,4.919332007459078,0.7864675685825557,0.0,8.084214424382957,22.61532133894362
200,8000000,39,200,0.0,7.370205314438574,5.806518077850342,0.8798307628084396,0.0,4.951663699154384,50,2.4876497281773915,0.0059360264567658305,0.0,5.016190446035216,2.376895215172506,8.750577549693517,0.006657435558736324,24.586278229351773,50,21.00188108634424,0.0,-0.0010066466638818383,0.0,39,2.376895215172506,0.0,0.0,39,39,0.0,7.370205314438575,4.951663699154384,24.586278229351773,7.370205314438574,8.750577549693517,39,-0.006942673120647669,2.4876497281773915,5.016190446035216,0.8798307628084396,0.0,7.370205314438575,21.00188108634424
200,8200000,40,200,0.0,6.926183309350807,5.841339588165283,0.8370252306590111,0.0,4.85844855377845,50,2.642736971351046,0.00837368499560398,0.0,4.059054177341835,2.776768850595003,8.183756025042292,0.009628448635339737,23.56074901872348,50,18.843863895284358,0.0,0.008333975449204445,0.0,40,2.776768850595003,0.0,0.0,40,40,0.0,6.926183309350808,4.85844855377845,23.56074901872348,6.926183309350807,8.183756025042292,40,-3.970954639953561e-05,2.642736971351046,4.059054177341835,0.8370252306590111,0.0,6.926183309350808,18.843863895284358
200,8400000,41,200,0.0,6.961385657656576,5.846381664276123,0.8944573190150112,0.0,5.315184141686216,50,2.6987325311431243,0.008899745997041464,0.0,4.379713966123454,2.5124719190239526,8.887516571769739,0.009530492126941681,29.496850115586344,50,26.577843008947994,0.0,0.0009348257444798946,0.0,41,2.5124719190239526,0.0,0.0,41,41,0.0,6.9613856576565745,5.315184141686216,29.496850115586344,6.961385657656576,8.887516571769739,41,-0.00796492025256157,2.6987325311431243,4.379713966123454,0.8944573190150112,0.0,6.9613856576565745,26.577843008947994
200,8600000,42,200,0.0,7.360154248547826,5.862015724182129,0.8176202636718949,0.0,4.65919180006946,50,2.8236641524422783,0.01028272183611989,0.0,3.97217664693093,2.5517006291982502,7.907883840905669,0.009931830689311028,26.895564382243055,50,21.350604912632754,0.0,0.003326842561364174,0.0,42,2.5517006291982502,0.0,0.0,42,42,0.0,7.360154248547828,4.65919180006946,26.895564382243055,7.360154248547826,7.907883840905669,42,-0.006955879274755716,2.8236641524422783,3.97217664693093,0.8176202636718949,0.0,7.360154248547828,21.350604912632754
200,8800000,43,200,0.0,8.477797919160738,5.8744730949401855,0.8636825538948071,0.0,4.532157088656466,50,2.7834229090482,0.005366722354665399,0.0,4.239037201754918,2.7215318391712446,8.180100690768272,0.006492283195257187,29.698390357052734,50,19.641319116328745,0.0,0.002760745584964752,0.0,43,2.7215318391712446,0.0,0.0,43,43,0.0,8.477797919160738,4.532157088656466,29.698390357052734,8.477797919160738,8.180100690768272,43,-0.0026059767697006464,2.7834229090482,4.239037201754918,0.8636825538948071,0.0,8.477797919160738,19.641319116328745
200,9000000,44,200,0.0,8.00385784201171,5.869569301605225,0.8714423333241885,0.0,4.377481295142542,50,2.9116718847816485,0.0045981635339558125,0.0,4.41756294765422,2.4578568322776424,8.992655253027687,0.0064334506168961525,24.344784046776898,50,21.2744401539374,0.0,-0.002958865836262703,0.0,44,2.4578568322776424,0.0,0.0,44,44,0.0,8.00385784201171,4.377481295142542,24.344784046776898,8.00385784201171,8.992655253027687,44,-0.007557029370218515,2.9116718847816485,4.41756294765422,0.8714423333241885,0.0,8.00385784201171,21.2744401539374
200,9200000,45,200,0.0,6.309480358933427,5.830522060394287,0.8550793051183895,0.0,4.809042855613954,50,2.8274466715401347,0.00459826085716486,0.0,3.4513586954317304,2.6601229104656516,8.860359898020528,0.006579236593097448,28.09843350213197,50,16.500007700041138,0.0,-0.008623899891972542,0.0,45,2.6601229104656516,0.0,0.0,45,45,0.0,6.309480358933425,4.809042855613954,28.09843350213197,6.309480358933427,8.860359898020528,45,-0.013222160749137402,2.8274466715401347,3.4513586954317304,0.8550793051183895,0.0,6.309480358933425,16.500007700041138
