basketball-v2/TerminationRate,MetaTest/Average/MinReturn,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,Average/MaxReturn,basketball-v2/StdReturn,MetaTest/Average/AverageReturn,MetaTest/basketball-v2/StdReturn,GaussianMLPPolicy/dLoss,MetaTest/basketball-v2/MaxReturn,basketball-v2/SuccessRate,MetaTest/basketball-v2/SuccessRate,Average/AverageReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/basketball-v2/MinReturn,Average/Iteration,basketball-v2/MaxReturn,Average/NumEpisodes,MetaTest/basketball-v2/NumEpisodes,MetaTest/basketball-v2/Iteration,MetaTest/basketball-v2/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/NumEpisodes,basketball-v2/AverageReturn,GaussianMLPPolicy/LossAfter,basketball-v2/AverageDiscountedReturn,Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/basketball-v2/TerminationRate,Average/SuccessRate,Average/StdReturn,TotalEnvSteps,basketball-v2/Iteration,basketball-v2/NumEpisodes,Average/TerminationRate,GaussianMLPPolicy/KLAfter,Iteration,MetaTest/basketball-v2/AverageDiscountedReturn,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,basketball-v2/MinReturn,MetaTest/Average/AverageDiscountedReturn
0.0,4.843890297119248,5.613670349121094,-0.0013890467816963792,55.701246597436594,8.245340999510935,17.844713752344678,8.726145077451193,9.064527694135904e-05,40.688406730397865,0.0,0.0,17.239370901664852,0.0,0.0,4.843890297119248,10,55.701246597436594,1200,50,10,17.844713752344678,40.688406730397865,50,17.239370901664852,-0.0014796920586377382,5.106993462138182,2.2400565830028643,0.0,0.0,0.0,8.245340999510935,13200000,10,1200,0.0,0.0026847440749406815,10,17.844713752344678,10,5.106993462138182,8.726145077451193,2.2400565830028643,17.844713752344678
0.0,3.236048088069648,5.639630317687988,0.0010246818419545889,72.25962589335772,8.948998570467609,16.83785695845544,9.34251056818045,0.0005631286767311394,39.87182109568895,0.0,0.0,18.511835542242682,0.0,0.0,3.236048088069648,11,72.25962589335772,1200,50,11,16.83785695845544,39.87182109568895,50,18.511835542242682,0.00046155316522344947,5.335124314677875,2.1482877623342125,0.0,0.0,0.0,8.948998570467609,14400000,11,1200,0.0,0.006813669111579657,11,16.83785695845544,11,5.335124314677875,9.34251056818045,2.1482877623342125,16.83785695845544
0.0,3.1892393109950654,5.637659549713135,-0.00032849115086719394,63.38617813731124,8.535177755902042,16.09856450340915,8.255733389802261,3.2025796826928854e-05,34.62561032276351,0.0,0.0,17.468612687505743,0.0,0.0,3.1892393109950654,12,63.38617813731124,1200,50,12,16.09856450340915,34.62561032276351,50,17.468612687505743,-0.0003605169476941228,4.951455080462296,1.8811275300052908,0.0,0.0,0.0,8.535177755902042,15600000,12,1200,0.0,0.0026295878924429417,12,16.098564503409158,12,4.951455080462296,8.255733389802261,1.8811275300052908,16.098564503409158
0.0,4.357252205187618,5.6661458015441895,0.001212697708979249,85.23290214924458,9.000175177150371,17.67585204325074,7.538996926822273,0.0010827307414729148,41.708166178846724,0.0,0.0,19.32093192752461,0.0,0.0,4.357252205187618,13,85.23290214924458,1200,50,13,17.67585204325074,41.708166178846724,50,19.32093192752461,0.00012996696750633419,5.4078806199018725,2.5327111466088406,0.0,0.0,0.0,9.000175177150371,16800000,13,1200,0.0,0.007107638753950596,13,17.675852043250742,13,5.4078806199018725,7.538996926822273,2.5327111466088406,17.675852043250742
0.0,3.4897824999376312,5.63001012802124,-0.0028957563918083906,126.01903561785305,9.332561468855898,18.480854258334325,9.225165551061654,2.553430385887623e-05,49.554933283533586,0.0,0.0,18.47011318649039,0.0,0.0,3.4897824999376312,14,126.01903561785305,1200,50,14,18.480854258334325,49.554933283533586,50,18.47011318649039,-0.002921290695667267,5.2758171218470915,2.5538175047400538,0.0,0.0,0.0,9.332561468855898,18000000,14,1200,0.0,0.0026456029154360294,14,18.480854258334322,14,5.2758171218470915,9.225165551061654,2.5538175047400538,18.480854258334322
0.0,4.22164793578596,5.603872299194336,-0.0009530953830108047,218.55357647165948,11.022593870704258,20.193111019705608,7.788869163066046,0.00039741373620927334,38.00244434446885,0.0,0.0,20.301936602733882,0.0,0.0,4.22164793578596,15,218.55357647165948,1200,50,15,20.193111019705608,38.00244434446885,50,20.301936602733882,-0.001350509119220078,5.590083333195941,1.8957550724397112,0.0,0.0,0.0,11.022593870704258,19200000,15,1200,0.0,0.006629915442317724,15,20.1931110197056,15,5.590083333195941,7.788869163066046,1.8957550724397112,20.1931110197056
0.0,3.5106011904417205,5.607356071472168,1.1044321581721306e-06,144.8374037965694,10.165074509312484,22.11844719110381,18.215749384637103,0.0005592137458734214,131.84740999189546,0.0,0.0,20.67064499231675,0.0,0.0,3.5106011904417205,16,144.8374037965694,1200,50,16,22.11844719110381,131.84740999189546,50,20.67064499231675,-0.0005581093137152493,5.738429313895699,2.912322563905893,0.0,0.0,0.0,10.165074509312484,20400000,16,1200,0.0,0.006474725902080536,16,22.118447191103805,16,5.738429313895699,18.215749384637103,2.912322563905893,22.118447191103805
0.0,3.4401616293487614,5.604096412658691,0.00012749720190186054,75.33713818304487,9.480996682978342,18.965729647358316,8.861234790428988,5.752581637352705e-05,39.210251145662205,0.0,0.0,19.05785645386179,0.0,0.0,3.4401616293487614,17,75.33713818304487,1200,50,17,18.965729647358316,39.210251145662205,50,19.05785645386179,6.997138552833349e-05,5.398756630115157,2.824092702987737,0.0,0.0,0.0,9.480996682978342,21600000,17,1200,0.0,0.0016804470214992762,17,18.965729647358316,17,5.398756630115157,8.861234790428988,2.824092702987737,18.965729647358316
0.0,3.476968169600511,5.6095805168151855,-0.0001363922783639282,194.50336064735677,12.260897466527357,22.66024177705831,17.260295922776088,0.0006527983641717583,125.09519433661487,0.0,0.0,21.51249840342081,0.0,0.0,3.476968169600511,18,194.50336064735677,1200,50,18,22.66024177705831,125.09519433661487,50,21.51249840342081,-0.0007891906425356865,5.997642481236158,2.1336197622696087,0.0,0.0,0.0,12.260897466527357,22800000,18,1200,0.0,0.006546757183969021,18,22.660241777058303,18,5.997642481236158,17.260295922776088,2.1336197622696087,22.660241777058303
0.0,7.631369973803484,5.609217166900635,0.0004015480517409742,210.86113355811352,14.121642188479512,22.18927245423246,9.867553480917783,4.28641214966774e-07,51.21237144513106,0.0,0.0,21.66061434973584,0.0,0.0,7.631369973803484,19,210.86113355811352,1200,50,19,22.18927245423246,51.21237144513106,50,21.66061434973584,0.0004011194105260074,5.881994457468874,2.3057129490958914,0.0,0.0,0.0,14.121642188479512,24000000,19,1200,0.0,0.0016748507041484118,19,22.18927245423246,19,5.881994457468874,9.867553480917783,2.3057129490958914,22.18927245423246
0.0,3.0870393853100957,5.6046929359436035,-0.0003210275317542255,278.65225133412457,15.73184115713785,20.165862559696592,9.335554909354094,0.00021863996516913176,40.36897225312038,0.0,0.0,22.57648384407561,0.0,0.0,3.0870393853100957,20,278.65225133412457,1200,50,20,20.165862559696592,40.36897225312038,50,22.57648384407561,-0.0005396674969233572,6.367605083323403,1.9821894601699643,0.0,0.0,0.0,15.73184115713785,25200000,20,1200,0.0,0.006642929278314114,20,20.165862559696592,20,6.367605083323403,9.335554909354094,1.9821894601699643,20.165862559696592
0.0,5.000438182765807,5.595893383026123,-0.0007745709153823555,505.4841976482426,21.848474413167636,17.75173820852807,8.622068852849827,3.133743302896619e-05,36.28297098020804,0.0,0.0,22.703915327641504,0.0,0.0,5.000438182765807,21,505.4841976482426,1200,50,21,17.75173820852807,36.28297098020804,50,22.703915327641504,-0.0008059083484113216,6.1224844506376845,3.096855653428309,0.0,0.0,0.0,21.848474413167636,26400000,21,1200,0.0,0.0010737243574112654,21,17.75173820852807,21,6.1224844506376845,8.622068852849827,3.096855653428309,17.75173820852807
0.0,3.871986599618448,5.565528392791748,-0.000506412994582206,258.1284073288623,20.21548121030905,19.26087746392612,8.338596699724393,1.738721039146185e-06,36.332281135721274,0.0,0.0,24.608187204856918,0.0,0.0,3.871986599618448,22,258.1284073288623,1200,50,22,19.26087746392612,36.332281135721274,50,24.608187204856918,-0.0005081517156213522,6.748416713705223,2.754546874568886,0.0,0.0,0.0,20.21548121030905,27600000,22,1200,0.0,0.0064750732854008675,22,19.26087746392612,22,6.748416713705223,8.338596699724393,2.754546874568886,19.26087746392612
0.0,7.2731675582300195,5.5639472007751465,-3.9602000470040366e-05,310.2070156981971,24.672236668128185,21.76743060022055,8.680952106269318,0.00021559304514084943,48.56568162977715,0.0,0.0,25.31300321960219,0.0,0.0,7.2731675582300195,23,310.2070156981971,1200,50,23,21.76743060022055,48.56568162977715,50,25.31300321960219,-0.0002551950456108898,6.829196915077237,2.17168255456652,0.0,0.0,0.0,24.672236668128185,28800000,23,1200,0.0,0.006690966431051493,23,21.76743060022055,23,6.829196915077237,8.680952106269318,2.17168255456652,21.76743060022055
0.0,7.86984009997668,5.507372856140137,-0.0014756437158212066,467.3573478436493,20.14792746176835,31.351367100734354,46.34183707778189,0.0002663147170096636,330.05097291176,0.0,0.0,24.111315714897227,0.0,0.0,7.86984009997668,24,467.3573478436493,1200,50,24,31.351367100734354,330.05097291176,50,24.111315714897227,-0.0017419584328308702,6.693990203690834,3.4385631012306694,0.0,0.0,0.0,20.14792746176835,30000000,24,1200,0.0,0.006745861377567053,24,31.351367100734375,24,6.693990203690834,46.34183707778189,3.4385631012306694,31.351367100734375
0.0,2.8664117746349573,5.5084662437438965,6.925709021743387e-05,618.3779654486428,25.68111829092087,26.31817429414622,37.289395143552284,1.9311901269247755e-05,274.3708370421549,0.0,0.0,24.556348245312332,0.0,0.0,2.8664117746349573,25,618.3779654486428,1200,50,25,26.31817429414622,274.3708370421549,50,24.556348245312332,4.9945188948186114e-05,6.497349657813591,3.0209423157799855,0.0,0.0,0.0,25.68111829092087,31200000,25,1200,0.0,0.0016787601634860039,25,26.31817429414622,25,6.497349657813591,37.289395143552284,3.0209423157799855,26.31817429414622
0.0,3.1595271013793464,5.503639221191406,-0.00011565674503799528,496.7530544724811,32.08634424233602,24.588538268136578,30.182400560179353,8.108075417112559e-05,203.43774452304402,0.0,0.0,28.78487602658788,0.0,0.0,3.1595271013793464,26,496.7530544724811,1200,50,26,24.588538268136578,203.43774452304402,50,28.78487602658788,-0.00019673749920912087,7.70739961148375,3.000467077573047,0.0,0.0,0.0,32.08634424233602,32400000,26,1200,0.0,0.00659142155200243,26,24.588538268136578,26,7.70739961148375,30.182400560179353,3.000467077573047,24.588538268136578
0.0,4.1006977392648105,5.494633674621582,-0.0002853891928680241,681.219034899998,47.767715675063116,22.262043682685192,17.43573042164808,3.5274133551865816e-06,108.05400316430524,0.0,0.0,29.563196395465074,0.0,0.0,4.1006977392648105,27,681.219034899998,1200,50,27,22.262043682685192,108.05400316430524,50,29.563196395465074,-0.0002889166062232107,7.973596512624823,2.84034476747148,0.0,0.0,0.0,47.767715675063116,33600000,27,1200,0.0,0.0026623846497386694,27,22.262043682685185,27,7.973596512624823,17.43573042164808,2.84034476747148,22.262043682685185
0.0,7.142498278824777,5.494479179382324,-2.1776243102067383e-06,897.8412691818223,53.69967210630637,24.743118469798965,25.307438307147468,8.211931117330096e-06,178.91644299581566,0.0,0.0,32.04563767344703,0.0,0.0,7.142498278824777,28,897.8412691818223,1200,50,28,24.743118469798965,178.91644299581566,50,32.04563767344703,-1.0389555427536834e-05,8.350376218565929,2.6356668792007656,0.0,0.0,0.0,53.69967210630637,34800000,28,1200,0.0,0.0017198972636833787,28,24.743118469798965,28,8.350376218565929,25.307438307147468,2.6356668792007656,24.743118469798965
0.0,6.30796221396881,5.494791507720947,5.672615770890843e-06,721.4843336588624,63.47210652473132,36.31458972137343,59.38796418084596,6.967788635847683e-06,364.84211016018924,0.0,0.0,36.225063958696886,0.0,0.0,6.30796221396881,29,721.4843336588624,1200,50,29,36.31458972137343,364.84211016018924,50,36.225063958696886,-1.2951728649568395e-06,9.288936745192759,3.028580001597318,0.0,0.0,0.0,63.47210652473132,36000000,29,1200,0.0,0.0017015734920278192,29,36.314589721373416,29,9.288936745192759,59.38796418084596,3.028580001597318,36.314589721373416
0.0,3.1620035672752222,5.501698970794678,0.00021921060397289693,1012.3766562752195,76.33226575812226,45.00905132612771,71.62133226929068,9.109164238907397e-06,405.0493225448287,0.0,0.0,38.29280793600107,0.0,0.0,3.1620035672752222,30,1012.3766562752195,1200,50,30,45.00905132612771,405.0493225448287,50,38.29280793600107,0.00021010143973398954,9.30642862722401,3.2505237330622987,0.0,0.0,0.0,76.33226575812226,37200000,30,1200,0.0,0.0010833579581230879,30,45.00905132612771,30,9.30642862722401,71.62133226929068,3.2505237330622987,45.00905132612771
0.0,5.057016369973179,5.4758172035217285,-0.0005769254639744759,1077.015515911501,69.59132944265058,57.90344062975033,153.9190864335279,5.660695023834705e-06,1073.3991007917143,0.0,0.0,36.69512200052438,0.0,0.0,5.057016369973179,31,1077.015515911501,1200,50,31,57.90344062975033,1073.3991007917143,50,36.69512200052438,-0.0005825861589983106,9.432695229963231,2.8511756482115875,0.0,0.0,0.0,69.59132944265058,38400000,31,1200,0.0,0.001700768480077386,31,57.903440629750314,31,9.432695229963231,153.9190864335279,2.8511756482115875,57.903440629750314
0.0,7.879170490416674,5.475316524505615,-2.6431958758621477e-05,1068.1934985305545,93.74588723046084,50.79974750015738,92.6616696863637,9.315053830505349e-06,511.70213575919524,0.0,0.0,44.14479600791549,0.0,0.0,7.879170490416674,32,1068.1934985305545,1200,50,32,50.79974750015738,511.70213575919524,50,44.14479600791549,-3.5747012589126825e-05,10.81452276341675,2.595209578880651,0.0,0.0,0.0,93.74588723046084,39600000,32,1200,0.0,0.0010878124739974737,32,50.799747500157395,32,10.81452276341675,92.6616696863637,2.595209578880651,50.799747500157395
0.0,3.6949251632241085,5.47523307800293,6.213345477590337e-05,967.516414983121,85.94885193868936,28.81069602228366,26.175617354585725,8.796341717243195e-07,135.57904172382456,0.0,0.0,43.4125509977192,0.0,0.0,3.6949251632241085,33,967.516414983121,1200,50,33,28.81069602228366,135.57904172382456,50,43.4125509977192,6.125382060417905e-05,10.391479177927637,2.141925142436133,0.0,0.0,0.0,85.94885193868936,40800000,33,1200,0.0,0.0010780884185805917,33,28.81069602228367,33,10.391479177927637,26.175617354585725,2.141925142436133,28.81069602228367
0.0,4.940941988984165,5.440277099609375,-0.000373638526070863,954.7601849259128,79.49916291541565,87.77090163120461,163.4859055131928,1.2358854291960597e-05,859.5252650043467,0.0,0.0,41.367685188718305,0.0,0.0,4.940941988984165,34,954.7601849259128,1200,50,34,87.77090163120461,859.5252650043467,50,41.367685188718305,-0.0003859973803628236,10.520475574643942,2.2191944465375175,0.0,0.0,0.0,79.49916291541565,42000000,34,1200,0.0,0.007074199616909027,34,87.7709016312046,34,10.520475574643942,163.4859055131928,2.2191944465375175,87.7709016312046
0.0,4.737166785737413,5.436042785644531,-7.209987234091386e-05,778.5884827950915,90.18643364951775,58.81139155828065,124.61731464303996,4.79701702715829e-06,717.1434943040193,0.0,0.0,50.78923514746585,0.0,0.0,4.737166785737413,35,778.5884827950915,1200,50,35,58.81139155828065,717.1434943040193,50,50.78923514746585,-7.689688936807215e-05,13.102719257551222,2.5997134640622876,0.0,0.0,0.0,90.18643364951775,43200000,35,1200,0.0,0.001074303174391389,35,58.81139155828064,35,13.102719257551222,124.61731464303996,2.5997134640622876,58.81139155828064
0.0,4.048757110793149,5.4366936683654785,1.2388662071316503e-05,884.8473924114616,117.27412503243438,84.74004111487857,174.4400815609953,1.0333142199669965e-06,823.0206628169465,0.0,0.0,60.73866336331029,0.0,0.0,4.048757110793149,36,884.8473924114616,1200,50,36,84.74004111487857,823.0206628169465,50,60.73866336331029,1.1355347851349507e-05,13.80987005793624,3.342214162636369,0.0,0.0,0.0,117.27412503243438,44400000,36,1200,0.0,0.0010568436700850725,36,84.74004111487855,36,13.80987005793624,174.4400815609953,3.342214162636369,84.74004111487855
0.0,3.5493722056053265,5.43341064453125,-5.885887730983086e-05,961.4264801764147,149.6491247976395,78.90188720146004,159.76606327738236,2.4799119273666292e-06,769.602063781247,0.0,0.0,72.74188269146742,0.0,0.0,3.5493722056053265,37,961.4264801764147,1200,50,37,78.90188720146004,769.602063781247,50,72.74188269146742,-6.133878923719749e-05,15.69741695472562,2.489255372660407,0.0,0.0,0.0,149.6491247976395,45600000,37,1200,0.0,0.0004297701525501907,37,78.90188720146003,37,15.69741695472562,159.76606327738236,2.489255372660407,78.90188720146003
0.0,7.762957293849497,5.433557510375977,3.673435230666655e-06,1106.0180606203535,157.16563676909422,71.14506115022625,151.30694276823132,3.221853660306806e-06,802.1180546474791,0.0,0.0,78.41082542771889,0.0,0.0,7.762957293849497,38,1106.0180606203535,1200,50,38,71.14506115022625,802.1180546474791,50,78.41082542771889,4.5158157035984914e-07,16.50463709623232,3.0918141914744104,0.0,0.0,0.0,157.16563676909422,46800000,38,1200,0.0,0.0004323336761444807,38,71.14506115022624,38,16.50463709623232,151.30694276823132,3.0918141914744104,71.14506115022624
0.0,6.206080554936636,5.434920310974121,1.965485353139229e-05,1021.791949869764,167.8103600652616,112.49340993396682,204.744605874645,2.4645942175993696e-06,1054.327555229482,0.0,0.0,83.21701460454749,0.0,0.0,6.206080554936636,39,1021.791949869764,1200,50,39,112.49340993396682,1054.327555229482,50,83.21701460454749,1.719025931379292e-05,16.682601344905677,2.3360684739054607,0.0,0.0,0.0,167.8103600652616,48000000,39,1200,0.0,0.0004259468987584114,39,112.49340993396676,39,16.682601344905677,204.744605874645,2.3360684739054607,112.49340993396676
0.0,5.748278879560578,5.433873653411865,-1.5736635759822093e-05,1095.3278099579618,197.93845573805572,109.0979766113545,212.24283259286534,3.646182449301705e-07,987.4451451795104,0.0,0.0,93.68853938632192,0.0,0.0,5.748278879560578,40,1095.3278099579618,1200,50,40,109.0979766113545,987.4451451795104,50,93.68853938632192,-1.6101254004752263e-05,17.10590243182307,2.446258065328443,0.0,0.0,0.0,197.93845573805572,49200000,40,1200,0.0,0.00024464185116812587,40,109.09797661135454,40,17.10590243182307,212.24283259286534,2.446258065328443,109.09797661135454
0.0,5.560574626649475,5.4308624267578125,-7.115866901585832e-05,1032.3462693574925,194.0480214463315,91.320248975816,194.12940425543516,1.1624724720604718e-06,958.9743736082742,0.0,0.0,94.61454254923846,0.0,0.0,5.560574626649475,41,1032.3462693574925,1200,50,41,91.320248975816,958.9743736082742,50,94.61454254923846,-7.23211414879188e-05,17.77399948502071,2.9324414072102227,0.0,0.0,0.0,194.0480214463315,50400000,41,1200,0.0,0.0001685368042672053,41,91.32024897581597,41,17.77399948502071,194.12940425543516,2.9324414072102227,91.32024897581597
0.0,5.397423940402406,5.418052673339844,-0.00013848094386048615,1137.3632075084295,212.76664651012774,88.8849630355061,197.183040955507,7.680355338379741e-07,961.3754478813443,0.0,0.0,102.96853705858749,0.0,0.0,5.397423940402406,42,1137.3632075084295,1200,50,42,88.8849630355061,961.3754478813443,50,102.96853705858749,-0.00013924897939432412,18.33836038732284,2.840810541683743,0.0,0.0,0.0,212.76664651012774,51600000,42,1200,0.0,0.00025073564029298723,42,88.88496303550612,42,18.33836038732284,197.183040955507,2.840810541683743,88.88496303550612
0.0,6.984706558991944,5.388740062713623,-7.001688209129497e-05,1170.5244938545025,231.058165000864,96.5420689924026,219.2753921059556,1.8093487597070634e-06,1073.479376584329,0.0,0.0,113.49033990077702,0.0,0.0,6.984706558991944,43,1170.5244938545025,1200,50,43,96.5420689924026,1073.479376584329,50,113.49033990077702,-7.182623085100204e-05,19.63335234519113,4.090455574412583,0.0,0.0,0.0,231.058165000864,52800000,43,1200,0.0,0.005734620615839958,43,96.54206899240258,43,19.63335234519113,219.2753921059556,4.090455574412583,96.54206899240258
0.0,8.587717877338267,5.389647483825684,1.2316823813307565e-05,1224.7615443189668,254.5251601415828,127.44740239085193,278.65618604973537,5.323463483364321e-07,1035.440123384479,0.0,0.0,121.59514811974911,0.0,0.0,8.587717877338267,44,1224.7615443189668,1200,50,44,127.44740239085193,1035.440123384479,50,121.59514811974911,1.1784477464971133e-05,21.738539454583048,3.729307550703253,0.0,0.0,0.0,254.5251601415828,54000000,44,1200,0.0,0.00010276901593897492,44,127.44740239085195,44,21.738539454583048,278.65618604973537,3.729307550703253,127.44740239085195
0.0,9.011921623921525,5.358924865722656,-4.174593050265685e-05,1213.0468502833628,254.31639443807558,118.63439184346232,264.31440773494404,6.5374624682590365e-06,1078.3095165085463,0.0,0.0,121.55084857094548,0.0,0.0,9.011921623921525,45,1213.0468502833628,1200,50,45,118.63439184346232,1078.3095165085463,50,121.55084857094548,-4.8283392970915884e-05,22.167045183883086,2.927283872756442,0.0,0.0,0.0,254.31639443807558,55200000,45,1200,0.0,0.008249131962656975,45,118.6343918434623,45,22.167045183883086,264.31440773494404,2.927283872756442,118.6343918434623
