button-press-topdown-v2/MaxReturn,MetaTest/Average/AverageReturn,reach-v2/AverageDiscountedReturn,door-open-v2/AverageReturn,sweep-v2/TerminationRate,GaussianMLPPolicy/LossAfter,window-open-v2/StdReturn,peg-insert-side-v2/MaxReturn,Average/StdReturn,sweep-v2/NumEpisodes,MetaTest/shelf-place-v2/StdReturn,MetaTest/door-close-v2/SuccessRate,peg-insert-side-v2/AverageReturn,push-v2/StdReturn,MetaTest/lever-pull-v2/TerminationRate,basketball-v2/StdReturn,MetaTest/door-close-v2/TerminationRate,MetaTest/lever-pull-v2/SuccessRate,basketball-v2/MinReturn,pick-place-v2/SuccessRate,button-press-topdown-v2/AverageDiscountedReturn,door-open-v2/SuccessRate,MetaTest/sweep-into-v2/StdReturn,push-v2/Iteration,MetaTest/Average/TerminationRate,pick-place-v2/AverageDiscountedReturn,reach-v2/SuccessRate,MetaTest/sweep-into-v2/TerminationRate,MetaTest/shelf-place-v2/MaxReturn,GaussianMLPPolicy/dLoss,button-press-topdown-v2/SuccessRate,button-press-topdown-v2/AverageReturn,MetaTest/drawer-open-v2/SuccessRate,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/drawer-open-v2/AverageDiscountedReturn,MetaTest/lever-pull-v2/StdReturn,Average/AverageReturn,MetaTest/sweep-into-v2/AverageDiscountedReturn,drawer-close-v2/MaxReturn,MetaTest/Average/MinReturn,MetaTest/drawer-open-v2/Iteration,pick-place-v2/MinReturn,pick-place-v2/TerminationRate,GaussianMLPPolicy/KLBefore,window-open-v2/SuccessRate,basketball-v2/SuccessRate,MetaTest/drawer-open-v2/NumEpisodes,window-open-v2/MinReturn,Average/SuccessRate,MetaTest/sweep-into-v2/MinReturn,Average/Iteration,door-open-v2/StdReturn,sweep-v2/StdReturn,basketball-v2/TerminationRate,basketball-v2/AverageReturn,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,MetaTest/shelf-place-v2/SuccessRate,MetaTest/Average/AverageDiscountedReturn,push-v2/AverageDiscountedReturn,push-v2/MaxReturn,drawer-close-v2/AverageDiscountedReturn,Average/NumEpisodes,button-press-topdown-v2/TerminationRate,MetaTest/drawer-open-v2/MaxReturn,drawer-close-v2/AverageReturn,push-v2/NumEpisodes,GaussianMLPPolicy/KLAfter,peg-insert-side-v2/NumEpisodes,MetaTest/door-close-v2/MinReturn,window-open-v2/Iteration,peg-insert-side-v2/SuccessRate,window-open-v2/NumEpisodes,MetaTest/lever-pull-v2/NumEpisodes,sweep-v2/MinReturn,drawer-close-v2/Iteration,MetaTest/door-close-v2/AverageReturn,MetaTest/door-close-v2/StdReturn,basketball-v2/Iteration,basketball-v2/NumEpisodes,MetaTest/Average/SuccessRate,window-open-v2/TerminationRate,pick-place-v2/MaxReturn,sweep-v2/SuccessRate,pick-place-v2/NumEpisodes,drawer-close-v2/StdReturn,Average/AverageDiscountedReturn,reach-v2/Iteration,reach-v2/NumEpisodes,MetaTest/drawer-open-v2/StdReturn,door-open-v2/MaxReturn,drawer-close-v2/TerminationRate,MetaTest/door-close-v2/NumEpisodes,MetaTest/drawer-open-v2/MinReturn,MetaTest/sweep-into-v2/SuccessRate,button-press-topdown-v2/MinReturn,drawer-close-v2/NumEpisodes,peg-insert-side-v2/Iteration,button-press-topdown-v2/StdReturn,push-v2/SuccessRate,reach-v2/MinReturn,push-v2/AverageReturn,Average/TerminationRate,MetaTest/sweep-into-v2/MaxReturn,reach-v2/MaxReturn,sweep-v2/MaxReturn,MetaTest/shelf-place-v2/AverageDiscountedReturn,drawer-close-v2/SuccessRate,Average/MinReturn,reach-v2/AverageReturn,MetaTest/sweep-into-v2/Iteration,reach-v2/StdReturn,push-v2/TerminationRate,sweep-v2/Iteration,button-press-topdown-v2/Iteration,MetaTest/sweep-into-v2/AverageReturn,peg-insert-side-v2/TerminationRate,MetaTest/shelf-place-v2/AverageReturn,sweep-v2/AverageReturn,drawer-close-v2/MinReturn,MetaTest/lever-pull-v2/MaxReturn,pick-place-v2/AverageReturn,MetaTest/lever-pull-v2/Iteration,MetaTest/lever-pull-v2/AverageDiscountedReturn,door-open-v2/TerminationRate,window-open-v2/AverageReturn,MetaTest/drawer-open-v2/TerminationRate,window-open-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/MinReturn,basketball-v2/MaxReturn,MetaTest/door-close-v2/AverageDiscountedReturn,MetaTest/sweep-into-v2/NumEpisodes,pick-place-v2/Iteration,MetaTest/door-close-v2/MaxReturn,door-open-v2/Iteration,MetaTest/Average/StdReturn,MetaTest/lever-pull-v2/AverageReturn,peg-insert-side-v2/AverageDiscountedReturn,MetaTest/shelf-place-v2/NumEpisodes,basketball-v2/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/drawer-open-v2/AverageReturn,MetaTest/shelf-place-v2/Iteration,reach-v2/TerminationRate,peg-insert-side-v2/MinReturn,MetaTest/Average/Iteration,sweep-v2/AverageDiscountedReturn,peg-insert-side-v2/StdReturn,button-press-topdown-v2/NumEpisodes,door-open-v2/AverageDiscountedReturn,door-open-v2/MinReturn,push-v2/MinReturn,window-open-v2/MaxReturn,Iteration,Average/MaxReturn,door-open-v2/NumEpisodes,MetaTest/shelf-place-v2/TerminationRate,MetaTest/door-close-v2/Iteration,pick-place-v2/StdReturn,MetaTest/lever-pull-v2/MinReturn
487.8308115678916,249.733999813995,69.97365687310939,303.5805119810635,0.0,-0.0054485187865793705,16.41653953086882,5.593508572084923,548.9947861222203,40,10.591706634064577,0.0,4.345317134656568,18.734832342615412,0.0,3.626287464463537,0.0,0.0,1.2442110591577533,0.0,53.58303455577167,0.0,79.91103351465395,0,0.0,1.979729019136601,0.0,0.0,74.43642147567759,0.005525158238015138,0.225,300.95606870262765,0.0,400000,2249.6719881125496,948.4563952726577,82.88986701950633,188.50801761123824,40.26078601239917,4880.927680959079,0.0,0,2.0278035533494227,0.0,0.0,0.0,0.0,50,163.30668251848923,0.0475,7.684370479564562,0,130.5863720643398,31.999223369010437,0.0,6.273537409164435,5.66563081741333,7.663945143576711e-05,0.0,249.73399981399504,6.745076877432655,112.0871604061982,103.31700446885311,400,0.0,2249.6719881125496,783.120654116369,40,0.006560986395925283,40,29.501758103943565,0,0.0,40,50,38.12959153966574,0,61.633603177563934,25.183033728566404,0,40,0.0,0.0,19.29268371886417,0.0,40,1566.3213121544957,34.74109470198474,0,40,598.5848465418028,604.8441362788832,0.0,50,408.9158492035485,0.0,107.13213309802306,40,0,115.49927914754137,0.0,129.56503326518026,15.353893506261565,0.0,442.49144609017264,364.30526593684493,255.05121585028758,1.8070019935930959,0.25,1.2442110591577533,208.83880553366868,0,54.83491346676216,0.0,0,0,40.26078601239917,0.0,1.8070019935930954,65.79427965139254,2.3976046012585623,362.7216242576865,5.535557825604326,0,196.5122126137611,0.0,191.2815502515743,0.0,40.890837239806956,0.0,23.25157985543712,61.633603177563934,50,0,130.3621884980289,0,448.12516523628295,196.51221261376108,1.1153516619084995,50,1.8620724473448476,250,948.4563952726576,0,0.0,2.738146757640595,0,19.7710721808343,0.6593003237901476,40,48.1731116956494,175.02799688111082,5.444749044199134,244.9541319344912,0,4880.927680959079,40,0.0,0,3.9764610958456026,54.709772785289324
456.8376192716085,245.68707880699645,82.6662783836666,332.35824444981,0.0,-0.0026439507491886616,22.92266943638065,83.96747302373755,770.0454251580547,40,0.0,0.0,7.940414313209203,14.758331153621729,0.0,2.905846477855033,0.0,0.0,1.8555580195420738,0.0,47.2603967020109,0.0,71.06943900637485,1,0.0,1.9902439709522817,0.0,0.0,0.0,0.0036523493472486734,0.15,245.12584916919278,0.0,800000,2416.480988465829,886.1379567577588,93.12142191489654,258.5423207155096,56.77517636812256,4871.814852146055,0.0,1,1.7295076535687837,0.0,0.0,0.0,0.0,50,140.25296341112298,0.0575,7.283709598579545,1,157.52631763965067,36.1354974067924,0.0,6.193574746528709,5.671199321746826,0.0010083985980600119,0.0,245.68707880699645,6.6624376027713,92.82515985163384,195.45221166245628,400,0.0,2416.480988465829,1492.0638794902352,40,0.006488972343504429,40,33.278569630017365,1,0.0,40,50,36.763101937849115,1,58.64230232725477,21.602241039635796,1,40,0.0,0.0,16.574923367429488,0.0,40,2015.6460966683028,45.371434353215136,1,40,528.6875190802708,657.7246463877042,0.0,50,418.68309803220814,0.0,86.81492938498035,40,1,110.05221658821084,0.0,154.2523640567225,17.049377661644137,0.0,328.613513008391,604.1457374292554,256.1961436401308,0.0,0.425,1.0597549158062067,236.6325453417256,1,79.03377479860647,0.0,1,1,56.77517636812257,0.0,0.0,62.13858767771192,1.0597549158062067,373.731261530332,4.707513076862931,1,226.87995858184593,0.0,181.21322122817543,0.0,39.701260034285575,0.0,14.083940175426315,58.64230232725477,50,1,123.87903464400596,1,408.7214809262003,226.87995858184593,2.046901925427426,50,2.0729116234305938,250,886.137956757759,1,0.0,2.534533862574865,1,17.303033147241685,12.61518961586893,40,58.55866847990869,174.78483840146686,7.061932841789771,233.9249427912103,1,4871.814852146055,40,0.0,1,3.279547323211662,54.23480573985681
480.07243421823455,296.25365705833406,73.30881652417244,362.32109250787505,0.0,-0.001679995795711875,16.083777267153124,9.127547397475677,772.1005634238114,40,0.1456612004058966,0.14,4.8423562703018455,28.865703827075873,0.0,2.481184419454501,0.0,0.0,0.9047821831405761,0.0,50.6818846525213,0.0,65.88343742979075,2,0.0,2.0337220008445462,0.0,0.0,0.9280835247395426,0.0031464137136936188,0.175,259.05864798525016,0.0,1200000,2306.7062231200016,938.8833919821076,101.01943227738724,291.7819095507598,51.316430330611446,4833.780223320318,0.0,2,1.6667489565082922,0.0,0.0,0.0,0.0,50,161.84301516765626,0.0775,6.405497188868327,2,180.59790647161458,57.77983888835141,0.0,4.478110026311342,5.682459354400635,0.0014664179179817438,0.0,296.2536570583341,9.535014559107369,138.00777783611497,166.4129478869424,400,0.0,2306.7062231200016,1786.8148691634888,40,0.006558950990438461,40,26.75276711449533,2,0.0,40,50,33.05691240048659,2,274.3445207832563,427.11327921888517,2,40,0.028,0.0,38.41759920300877,0.0,40,1811.7054105921159,42.819886638341096,2,40,532.4892991341999,649.7875337777264,0.0,50,429.8569823501332,0.0,117.86131750160337,40,2,105.72453594083416,0.0,150.7398661246801,21.687559103316694,0.0,321.34765307650525,349.21447187755336,340.45219984800957,0.028353857113780495,0.6,0.9047821831405761,214.9479617837375,2,56.4462387087963,0.0,2,2,51.31643033061147,0.0,0.028353857113780495,67.23870929055659,3.886148496986304,380.36787304938605,4.923785037601019,2,216.69558833858105,0.0,191.506004339159,0.0,40.743115839633774,0.0,13.75383438104364,274.34452078325637,50,2,1942.4399087378504,2,457.8301714113206,216.69558833858105,1.5189722451084111,50,1.5275267870213127,250,938.8833919821076,2,0.0,1.75469038411264,2,20.10134185349361,1.5147772752630326,40,62.335524034565786,175.1298158133156,7.009113263731036,234.43791508792663,2,4833.780223320318,40,0.0,2,5.757333959023084,41.10983472462757
505.8359489243584,665.1277663111287,91.4249431120642,406.3579322567381,0.0,-0.000952118425630033,19.144210914679427,42.41299189436659,687.0233468957537,40,0.0,0.72,7.268872117427446,22.510936908738067,0.0,6.02773394347525,0.0,0.0,1.5008858913077334,0.0,60.11866969504181,0.0,100.26290205265468,3,0.0,1.4875881188657263,0.0,0.0,0.0,0.0015218596090562642,0.4,341.15526543397687,0.0,1600000,3902.393498082525,985.2268696843988,99.30754134179065,249.52528786681884,67.48560646601433,4796.589478395686,0.0,3,1.462515332253627,0.0,0.0,0.0,0.0,50,150.85371521462213,0.0725,7.760492799748622,3,157.94317440791792,75.03087669824346,0.0,7.031673059445401,5.6846442222595215,0.0005697411834262311,0.0,665.1277663111288,10.253081604745041,115.91444884554129,156.29758349549678,400,0.0,2318.6080644578424,1158.979890258784,40,0.0066986591555178165,40,291.8424375906601,3,0.0,40,50,20.0830377044638,3,2061.7889893956,918.7174478405997,3,40,0.144,0.0,14.257269356571362,0.0,40,1883.9265892265203,45.6168947501573,3,40,499.59093004955866,667.1165627523787,0.0,50,447.0460465826744,0.0,149.6232846586729,40,3,108.57184231718686,0.0,174.88109628819072,21.536369127188493,0.0,492.82659650301946,410.9183595700075,396.79818836534196,0.0,0.325,1.2897757580710394,283.30561407571315,3,61.514482921543234,0.0,3,3,67.48560646601432,0.0,0.0,79.14294103670359,1.2897757580710394,366.42033093784266,4.770909414938897,3,211.1373660096299,0.0,185.70341188727247,0.0,40.869654145185635,0.0,32.431992618813226,2061.7889893956,50,3,3902.393498082525,3,913.4934999228359,211.13736600962983,1.8873734377529623,50,2.585231403542477,250,985.2268696843989,3,0.0,2.9012942003117685,3,24.803874692977356,6.651890273369782,40,66.440947795901,176.81291663780505,7.829685677630002,240.5837112390694,3,4796.589478395686,40,0.0,3,3.217165396291751,39.445633261601124
518.0047581680257,732.4800691886146,125.53001410892793,500.23722185235,0.0,-0.0013641876867040992,21.24764658074559,19.89069003713614,659.9264958735117,40,10.31849739569715,0.72,6.661439060136348,307.7155551208134,0.0,2.358818480729851,0.0,0.0,2.4222864802881503,0.0,57.841248698577964,0.0,114.23575331522925,4,0.0,2.392501128105752,0.0,0.0,73.70355282640823,0.0027673240983858705,0.275,304.4320404120241,0.0,2000000,3804.8755688369297,1003.1476378832414,99.76150761499416,265.68674263283594,90.50019392173131,4911.644650887966,0.0,4,2.417495486433367,0.0,0.0,0.0,0.0,50,131.07607637822386,0.0675,8.116077033143242,4,124.13566608037499,37.42616569179392,0.0,5.908270226809787,5.696994304656982,0.0014031364116817713,0.0,732.4800691886146,9.971771837617975,1902.0862385665719,157.41065492700767,400,0.0,2355.111824482871,1068.8565813383914,40,0.006513071712106466,40,752.4829226052923,4,0.0,40,50,33.64228008927092,4,2367.807594696827,651.6162371788099,4,40,0.144,0.0,16.997879688681515,0.0,40,1789.720028744985,49.692469333672044,4,40,506.8124503243898,675.876849909694,0.0,50,467.22164462211396,0.0,125.12055139127463,40,4,109.47930078978273,0.05,231.2778895873666,77.11128220983258,0.0,548.9697576781199,703.9207536091176,268.4788190435769,1.4740710565281647,0.35,2.159981521597007,430.03173283960894,4,130.74429248900097,0.0,4,4,90.50019392173131,0.0,1.4740710565281645,69.01807135464301,2.159981521597007,383.08749815684206,5.806118621302682,4,199.47084838474464,0.0,188.80466841326128,0.0,40.84475520311908,0.0,14.993223784299145,2367.8075946968274,50,4,3804.8755688369297,4,967.7535869142615,199.47084838474456,1.9580632387745798,50,1.7129546098829713,250,1003.1476378832414,4,0.0,2.1807060346135905,4,21.351419014249746,3.691765962019548,40,77.91131057045672,207.45390988334924,7.3498754724556985,238.90669428782954,4,4911.644650887966,40,0.0,4,3.0190606821823307,34.648431284333846
481.59307843268493,763.3370717587437,114.82251978979556,565.5632892968554,0.0,-0.0007559499936178327,16.056487507699956,10.47535703121404,621.139944673688,40,0.0,0.7,6.47099506644104,9.86582111164665,0.0,6.027656472984367,0.0,0.0,2.2756667595462434,0.0,60.02810996722231,0.0,509.38180890411866,5,0.0,2.551812989733569,0.0,0.0,0.0,0.0023956011282280087,0.25,323.07206710177485,0.0,2400000,3696.2324013622797,1132.9015055444902,94.71014989686658,240.4334265124839,186.3382709330946,4882.577218169778,0.0,5,1.8595131432677368,0.0,0.0,0.0,0.0,50,128.5404384336527,0.05,13.203138826957487,5,118.49018012484949,13.375612436237525,0.0,8.227049258213098,5.706267356872559,0.001639651134610176,0.0,763.3370717587437,8.578183651391205,54.552789920725964,128.50083402369745,400,0.0,2432.3642435702227,833.8855000425558,40,0.006490335799753666,40,542.7406076868403,5,0.0,40,50,43.883427369847624,5,2307.080802937523,826.3817922845527,5,40,0.156,0.0,13.269137914458334,0.0,40,1751.9737061355977,46.28691388617031,5,40,494.8293494845028,802.0753515370196,0.0,50,486.7205223619605,0.08,181.99940186292753,40,5,91.07108660520109,0.0,213.52526041752716,17.313127203306525,0.0,3575.3606572238614,749.8593869142677,107.63305092218816,0.0,0.25,1.2377108559505032,419.6901761467019,5,133.00929582435037,0.0,5,5,186.33827093309455,0.0,0.0,62.30434791407291,1.2377108559505032,345.7248194884586,6.13728094675812,5,190.36477937861153,0.0,161.67043214815945,0.0,38.015908257155886,0.0,38.116092785494516,2307.080802937522,50,5,3696.2324013622797,5,995.9752726700153,190.36477937861156,1.696658151830666,50,2.293440809704796,250,1132.90150554449,5,0.0,4.05004863549793,5,17.14785787485868,1.4068175903734987,40,89.23381334631299,286.36330671562695,7.0449517849810475,198.4078091866123,5,4882.577218169778,40,0.0,5,3.559519885318005,37.29696528333891
506.61947506968795,721.4656149983236,117.76699079372906,528.4223736164624,0.0,-0.000648955290671438,14.241991075132802,249.3458987360553,558.7475873309172,40,0.1327599902450267,0.5,33.29714503041364,153.6487008293432,0.0,2.9904354714996977,0.0,0.0,2.1541128374164957,0.0,62.26541456651669,0.0,526.7319385044518,6,0.0,2.6046038294903786,0.0,0.0,0.9482856446073334,0.0022159020300023258,0.425,334.813556757013,0.0,2800000,3729.6035053433216,1149.770936908732,96.60786487561316,259.3444236433371,208.70798426684144,4852.536184294773,0.0,6,3.1904603013552877,0.0,0.0,0.0,0.0,50,153.04779064054483,0.085,8.774505498348724,6,147.61791182515856,32.928310658097395,0.0,6.4938056185534405,5.726740837097168,0.0015669467393308878,0.0,721.4656149983236,15.091470154472216,998.4707593360503,86.39143179541365,400,0.0,2319.780996716316,887.7160331109162,40,0.00640643248334527,40,368.2074931044803,6,0.0,40,50,46.90145308869975,6,2057.3678427733525,730.2055418011399,6,40,0.108,0.0,18.73339316444093,0.0,40,1497.7126065281345,43.18937786136043,6,40,484.6915192864816,953.8107770588316,0.0,50,494.97095606413757,0.04,179.51280000504195,40,6,94.84904303255547,0.025,251.50483591697963,56.727740488357654,0.0,3729.6035053433216,1173.4061403926275,229.4620102492123,0.018965712892146665,0.4,2.1541128374164957,494.4800972847397,6,168.03793114495167,0.0,6,6,208.70798426684152,0.0,0.018965712892146668,68.31934691496038,2.245667191573516,368.9642252024918,6.9969704401762955,6,191.46234532979958,0.0,176.17716717177842,0.0,39.442584498467085,0.0,18.876958709568317,2057.3678427733525,50,6,3431.7952747320537,6,904.1343889949061,191.46234532979955,6.372328408574001,50,1.898285295492786,250,1149.7709369087318,6,0.0,3.781451297771851,6,18.698259484047956,59.14678569711302,40,81.36240978740037,179.1099955730535,11.460018641223094,226.93756161141857,6,4852.536184294773,40,0.0,6,3.1662984363786877,36.23124792226442
462.9782111340518,753.1572486429453,102.10766514208899,535.1369930654304,0.0,0.0013424853095784783,16.75647153596335,240.97605002931897,919.2935402690342,40,0.0,0.52,20.634916002081287,17.27917045884854,0.0,3.3581411991525174,0.0,0.0,1.4323456062600972,0.0,50.95825524843666,0.0,247.33970443596093,7,0.0,2.727745590523157,0.0,0.0,0.0,0.0025970007991418242,0.1,254.8066146956565,0.0,3200000,3211.968284056581,1305.1213701484885,97.22226917488716,378.91231376475463,147.96618845711035,4862.0137593295285,0.0,7,3.4413743965836425,0.0,0.0,0.0,0.0,50,159.42189052928222,0.075,13.65814499946499,7,125.14011179269663,29.701152861632163,0.0,6.537310123116828,5.759514331817627,0.003939486108720303,0.0,753.1572486429454,13.440147798968601,88.0935541882904,273.9257381711738,400,0.0,2441.249450508136,2294.2324896825858,40,0.007147502154111862,40,392.2364602877807,7,0.0,40,50,40.808246613366116,7,2111.5369950155145,634.848077176176,7,40,0.108,0.0,14.510884386349602,0.0,40,2012.5046732932658,59.644026587064765,7,40,414.3936933204991,768.5536315956109,0.0,50,524.1002101567415,0.02,135.10296303961664,40,7,93.37162037507986,0.0,161.508647817365,31.239345867356963,0.0,1590.6442050112882,625.293596228353,207.2412308378641,0.0,0.65,1.4323456062600972,372.87346730014644,7,100.38252839740647,0.0,7,7,147.96618845711038,0.0,0.0,68.49055541160752,4.323112420398226,357.7430566304228,8.06008695647947,7,201.16168959361323,0.0,197.11135854308512,0.0,42.16383323288121,0.0,15.157552345928245,2111.5369950155145,50,7,3211.968284056581,7,898.1586048888155,201.16168959361326,4.66865078340942,50,2.0140216206056536,250,1305.1213701484883,7,0.0,4.680065138161483,7,20.289985140152496,41.8743070930654,40,84.14422314240768,226.62184680835125,12.682768656096462,229.0043089287975,7,4862.0137593295285,40,0.0,7,2.5869543457368995,36.22433252557199
515.5707416694534,716.9383741780302,86.11086755154217,615.643416224995,0.0,-0.003975632134824991,13.761028166842545,13.940844404866207,702.1524469019503,40,8.50596657137446,0.36,8.394367832832401,161.7128948886663,0.0,7.2781315482631515,0.0,0.0,1.4727648995654319,0.0,64.09902936302692,0.0,733.1995971701404,8,0.0,2.1182346182175684,0.0,0.0,60.75690408124613,0.0007015143055468798,0.2,353.5226383573931,0.0,3600000,3947.2292154568777,1250.0267449780904,91.66293786719069,306.15125918253835,261.3141313570159,4844.8414354083125,0.0,8,2.7072069416513007,0.0,0.0,0.0,0.0,50,142.41572089820576,0.065,13.095237502592667,8,142.17961370620313,26.088465277386664,0.0,7.836829552513613,5.713897705078125,-0.0032741178292781115,0.0,716.9383741780302,33.90175531014499,969.3031213450975,136.0886434567004,400,0.0,2238.257963837159,1405.7141725433564,40,0.006449844688177109,40,913.3598390936419,8,0.0,40,50,46.29950762479759,8,1876.6322485486805,527.5053812040117,8,40,0.088,0.0,20.404944007146984,0.0,40,1773.3819666766462,48.16907549636092,8,40,416.41016962388693,896.7000080006355,0.0,50,506.09868770195106,0.08,190.16035047676613,40,8,87.04683401100324,0.0,150.4975923127172,85.84778292585112,0.0,3947.2292154568777,690.8847637803162,219.61291828103924,1.2151380816249229,0.45,1.4727648995654319,345.26005249185425,8,168.61175396440106,0.0,8,8,261.314131357016,0.0,1.2151380816249224,63.878192218024445,3.101047038410052,345.3282082989557,6.863473060772985,8,195.5036079247398,0.0,168.55166661778964,0.0,37.98461884745516,0.0,49.35219070032119,1876.6322485486805,50,8,3158.7985321636615,8,850.709816756434,195.50360792473984,1.969807610363199,50,2.4229680744904085,250,1250.0267449780904,8,0.0,3.1419417428721483,8,16.599556597892143,2.3290043341195252,40,100.39527353377625,321.76471079377126,16.463479609376563,201.19795477109642,8,4844.8414354083125,40,0.0,8,3.2475062968055886,36.704014381203386
546.9536294105309,620.0245734748704,173.33302209156327,543.5573708246942,0.0,-0.00045781541848555207,16.147464294038624,124.59676512235528,778.3603650559722,40,1.0669173594614052,0.2,12.586588772884785,142.59718023110193,0.0,5.5688976725851465,0.0,0.0,2.249965590116999,0.0,66.98983421625488,0.0,333.4545823259647,9,0.0,3.6675138486572942,0.0,0.0,7.622374304956253,0.0013413490378297865,0.4,369.2111147247908,0.0,4000000,2792.0045869947658,1183.5591750260721,95.26375159378524,374.6223304329861,169.04709465427274,4874.435237386731,0.0,9,4.5585985408526355,0.0,0.0,0.0,0.0,50,166.74447847993943,0.1025,13.915756817580167,9,131.21153926937643,41.82764483855953,0.0,8.39642670281053,5.7268757820129395,0.0008835336193442345,0.0,620.0245734748704,24.790329781656038,917.9476402100547,166.95573434144632,400,0.0,2300.7315298349317,1713.26607604329,40,0.006668564863502979,40,78.02850495009376,9,0.0,40,50,34.13147268715124,9,1543.9244777679414,503.74738338481205,9,40,0.052,0.0,58.63465914284936,0.0,40,1779.4894505878867,59.325454999620014,9,40,467.61126573024274,825.2502560190738,0.0,50,504.54924866034685,0.06,181.62376277836495,40,9,107.26848795380764,0.025,269.3277806106635,58.71740531402588,0.0,2216.6832322405985,2174.398031311826,198.2594823871692,0.1549984557527058,0.6,2.249965590116999,757.4435048681357,9,504.02243726251464,0.0,9,9,169.04709465427266,0.0,0.1549984557527058,72.90196064372012,3.5349750887368225,370.79060987247027,10.492252264432882,9,203.43712147031266,0.0,199.6506041710758,0.0,42.07598543557266,0.0,36.310001313702024,1543.9244777679414,50,9,2792.0045869947658,9,710.6358227901369,203.43712147031266,2.86213061922187,50,2.2249116053140723,250,1183.5591750260726,9,0.0,4.792118210316535,9,20.06947331558581,17.991442909713196,40,90.28561474092785,298.3063771457714,12.869728960552164,239.7667720550301,9,4874.435237386731,40,0.0,9,9.467636820862086,42.5971531879271
