basketball-v2/Iteration,Average/Iteration,MetaTest/Average/Iteration,Average/SuccessRate,GaussianMLPPolicy/dLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,basketball-v2/MaxReturn,MetaTest/basketball-v2/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,basketball-v2/MinReturn,basketball-v2/TerminationRate,MetaTest/basketball-v2/MinReturn,MetaTest/basketball-v2/TerminationRate,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/basketball-v2/StdReturn,Average/MaxReturn,Average/StdReturn,MetaTest/Average/AverageReturn,Iteration,basketball-v2/AverageReturn,basketball-v2/NumEpisodes,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/basketball-v2/MaxReturn,Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/basketball-v2/SuccessRate,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/LossAfter,MetaTest/basketball-v2/Iteration,basketball-v2/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/Entropy,MetaTest/Average/TerminationRate,basketball-v2/AverageDiscountedReturn,basketball-v2/StdReturn,MetaTest/basketball-v2/AverageDiscountedReturn,Average/MinReturn
354,354,354,0.0,4.412851467350265e-05,779.967282837569,71000000,50,2623.6434363435756,1706.2302862697297,2516.623175806129,0.0,7.376503562698274,0.0,9.649524421370275,0.0,50,1589.6249406841912,1706.2302862697302,0.0,779.967282837569,2623.6434363435756,873.0117654729042,1706.2302862697297,354,1589.6249406841912,200,244.5948093770376,0.006161648314446211,2516.623175806129,0.0,9.649524421370275,0.0,-7.5703183028963394e-06,-5.169883297639899e-05,354,0.0,200,2.3466527462005615,0.0,244.5948093770376,873.0117654729042,1706.2302862697302,7.376503562698274
355,355,355,0.0,4.222626523642248e-05,930.3138511240784,71200000,50,2753.595670084741,1450.5192513106845,2529.034317512305,0.0,9.298401845726017,0.0,8.87599924813579,0.0,50,1564.4825173131737,1450.5192513106842,0.0,930.3138511240784,2753.595670084741,876.6656458668983,1450.5192513106845,355,1564.4825173131737,200,244.32713128565334,0.006252523511648178,2529.034317512305,0.0,8.87599924813579,0.0,-9.443305089007481e-07,-4.3170595745323226e-05,355,0.0,200,2.345590353012085,0.0,244.32713128565334,876.6656458668983,1450.5192513106842,9.298401845726017
356,356,356,0.0,5.1883502237615176e-05,725.014071395245,71400000,50,2642.858498431628,1826.1354922373177,2693.2437116099622,0.0,9.512364791272962,0.0,11.229324049809986,0.0,50,1590.8324827026618,1826.1354922373173,0.0,725.014071395245,2642.858498431628,918.9133887369811,1826.1354922373177,356,1590.8324827026618,200,246.53492037752991,0.006998949684202671,2693.2437116099622,0.0,11.229324049809986,0.0,1.9369452274986543e-05,-3.251404996262863e-05,356,0.0,200,2.365938425064087,0.0,246.53492037752991,918.9133887369811,1826.1354922373173,9.512364791272962
357,357,357,0.0,6.0278456658124924e-05,728.5163719520183,71600000,50,2661.204106830318,1745.2723576158774,2571.487129990613,0.0,8.606942423985739,0.0,27.185670658453798,0.0,50,1700.758804854906,1745.2723576158778,0.0,728.5163719520183,2661.204106830318,846.7789572091742,1745.2723576158774,357,1700.758804854906,200,264.94519600411434,0.00787892285734415,2571.487129990613,0.0,27.185670658453798,0.0,-3.447916969889775e-05,-9.475762635702267e-05,357,0.0,200,2.333317279815674,0.0,264.94519600411434,846.7789572091742,1745.2723576158778,8.606942423985739
358,358,358,0.0,4.4228207116248086e-05,858.9464884668549,71800000,50,2710.278387920363,1538.0501237951348,2586.2490016931565,0.0,11.99401654882842,0.0,16.168866817090905,0.0,50,1580.5817120669963,1538.0501237951348,0.0,858.9464884668549,2710.278387920363,906.9562240982044,1538.0501237951348,358,1580.5817120669963,200,249.5363518810778,0.006550254765897989,2586.2490016931565,0.0,16.168866817090905,0.0,1.7900121747516096e-05,-2.632808536873199e-05,358,0.0,200,2.353583812713623,0.0,249.5363518810778,906.9562240982044,1538.0501237951348,11.99401654882842
359,359,359,0.0,5.3200245019979775e-05,980.3696355569125,72000000,50,2763.6895904032713,1543.8563694601958,2705.054546170845,0.0,13.739873685640765,0.0,15.935960485074803,0.0,50,1493.9267873902959,1543.856369460196,0.0,980.3696355569125,2763.6895904032713,895.0838555884063,1543.8563694601958,359,1493.9267873902959,200,244.4595759771046,0.007598452270030975,2705.054546170845,0.0,15.935960485074803,0.0,-5.648276419378817e-05,-0.00010968300921376795,359,0.0,200,2.2995872497558594,0.0,244.4595759771046,895.0838555884063,1543.856369460196,13.739873685640765
360,360,360,0.0,4.226032797305379e-05,847.0836105078222,72200000,50,2766.0678861536435,1743.2561687878322,2665.6312187380654,0.0,8.141848787844479,0.0,11.413706932813534,0.0,50,1544.4176534655185,1743.2561687878322,0.0,847.0836105078222,2766.0678861536435,980.5762640389862,1743.2561687878322,360,1544.4176534655185,200,245.8281859182589,0.006252506282180548,2665.6312187380654,0.0,11.413706932813534,0.0,-2.917917117883917e-05,-7.143949915189296e-05,360,0.0,200,2.263277292251587,0.0,245.8281859182589,980.5762640389862,1743.2561687878322,8.141848787844479
361,361,361,0.0,6.918035796843469e-05,854.0347826916707,72400000,50,2730.600091826584,1845.812920789073,2716.695263327148,0.0,17.0921571417673,0.0,11.735608945129195,0.0,50,1759.3138221265094,1845.812920789073,0.0,854.0347826916707,2730.600091826584,811.4186913687523,1845.812920789073,361,1759.3138221265094,200,270.17518226508844,0.00794111005961895,2716.695263327148,0.0,11.735608945129195,0.0,-6.102927727624774e-05,-0.00013020963524468243,361,0.0,200,2.209596633911133,0.0,270.17518226508844,811.4186913687523,1845.812920789073,17.0921571417673
362,362,362,0.0,3.95489223592449e-05,725.6454045279229,72600000,50,2779.511675651588,1915.895140277173,2724.296708131134,0.0,8.249374831940724,0.0,19.358096153944825,0.0,50,1634.909117408045,1915.895140277173,0.0,725.6454045279229,2779.511675651588,907.5521764061644,1915.895140277173,362,1634.909117408045,200,251.9807371381647,0.00620322534814477,2724.296708131134,0.0,19.358096153944825,0.0,-3.309546809759922e-05,-7.264439045684412e-05,362,0.0,200,2.167083501815796,0.0,251.9807371381647,907.5521764061644,1915.895140277173,8.249374831940724
363,363,363,0.0,4.691095818998292e-05,692.2481028636801,72800000,50,2784.262184334491,1999.7563279020535,2767.7687782925973,0.0,10.897886731966723,0.0,11.496589134843633,0.0,50,1820.0744464173467,1999.756327902054,0.0,692.2481028636801,2784.262184334491,899.1942172559947,1999.7563279020535,363,1820.0744464173467,200,274.62629317532026,0.006897656712681055,2767.7687782925973,0.0,11.496589134843633,0.0,-4.3124375224579126e-05,-9.003533341456205e-05,363,0.0,200,2.1213152408599854,0.0,274.62629317532026,899.1942172559947,1999.756327902054,10.897886731966723
364,364,364,0.0,4.547063144855201e-05,880.5106865195625,73000000,50,2814.6198863490504,1730.501333658858,2795.0560931670902,0.0,8.92099645029909,0.0,12.863083646312145,0.0,50,1694.5761782273125,1730.501333658858,0.0,880.5106865195625,2814.6198863490504,919.5737581156164,1730.501333658858,364,1694.5761782273125,200,256.4646450511256,0.006409252528101206,2795.0560931670902,0.0,12.863083646312145,0.0,-5.52326746401377e-05,-0.00010070330608868971,364,0.0,200,2.062232732772827,0.0,256.4646450511256,919.5737581156164,1730.501333658858,8.92099645029909
365,365,365,0.0,5.647575562761631e-05,975.0718472417002,73200000,50,2811.24318056536,1628.9109354369727,2711.6127416138647,0.0,9.461410911829379,0.0,13.147066141307663,0.0,50,1681.5934548632806,1628.9109354369723,0.0,975.0718472417002,2811.24318056536,914.9103139713842,1628.9109354369727,365,1681.5934548632806,200,257.2368938884885,0.007057663053274155,2711.6127416138647,0.0,13.147066141307663,0.0,-1.0842793926713057e-05,-6.731854955432937e-05,365,0.0,200,2.049156427383423,0.0,257.2368938884885,914.9103139713842,1628.9109354369723,9.461410911829379
366,366,366,0.0,5.113186489325017e-05,855.1272580220348,73400000,50,2837.7816594543965,1842.5648204755264,2725.7285124408204,0.0,10.119628222060003,0.0,9.504292600484785,0.0,50,1702.0385571152344,1842.5648204755269,0.0,855.1272580220348,2837.7816594543965,875.8079119770902,1842.5648204755264,366,1702.0385571152344,200,257.9851075967395,0.007001438178122044,2725.7285124408204,0.0,9.504292600484785,0.0,-1.6369536751881242e-05,-6.750140164513141e-05,366,0.0,200,2.0323026180267334,0.0,257.9851075967395,875.8079119770902,1842.5648204755269,10.119628222060003
367,367,367,0.0,4.887662726105191e-05,1017.2207486550185,73600000,50,2823.918820887309,1640.7944249602108,2840.5363598041013,0.0,10.002652996724995,0.0,15.736758629172245,0.0,50,1801.224989846517,1640.7944249602108,0.0,1017.2207486550185,2823.918820887309,899.7095582692224,1640.7944249602108,367,1801.224989846517,200,273.38321062515865,0.006755837704986334,2840.5363598041013,0.0,15.736758629172245,0.0,-3.660683796624653e-05,-8.548346522729844e-05,367,0.0,200,1.9927101135253906,0.0,273.38321062515865,899.7095582692224,1640.7944249602108,10.002652996724995
368,368,368,0.0,5.7220939197577536e-05,917.1788188952481,73800000,50,2837.094815886434,1745.0484757996687,2827.3775610485013,0.0,11.138781053801877,0.0,9.27662729309772,0.0,50,1822.9844611439405,1745.0484757996692,0.0,917.1788188952481,2837.094815886434,858.6675149588515,1745.0484757996687,368,1822.9844611439405,200,276.49919867725527,0.007070702500641346,2827.3775610485013,0.0,9.27662729309772,0.0,-4.302331944927573e-06,-6.152327114250511e-05,368,0.0,200,1.9883235692977905,0.0,276.49919867725527,858.6675149588515,1745.0484757996692,11.138781053801877
369,369,369,0.0,6.133405850050622e-05,746.6096980981216,74000000,50,2724.8833366327162,1955.0448103681088,2800.400398217317,0.0,10.044870104529348,0.0,20.638873800143386,0.0,50,1800.3754971255082,1955.0448103681088,0.0,746.6096980981216,2724.8833366327162,901.0029266443673,1955.0448103681088,369,1800.3754971255082,200,272.864062347646,0.007031679153442383,2800.400398217317,0.0,20.638873800143386,0.0,3.1350814424513374e-06,-5.819897705805488e-05,369,0.0,200,1.99176025390625,0.0,272.864062347646,901.0029266443673,1955.0448103681088,10.044870104529348
370,370,370,0.0,4.577298750518821e-05,915.0320628321655,74200000,50,2802.052866269239,1846.1080913615995,2733.2596296226075,0.0,6.526101468514286,0.0,19.812281501957262,0.0,50,1847.0070635448885,1846.1080913615997,0.0,915.0320628321655,2802.052866269239,825.9830495696808,1846.1080913615995,370,1847.0070635448885,200,283.57188971905543,0.006646464578807354,2733.2596296226075,0.0,19.812281501957262,0.0,5.225745553616434e-06,-4.054724195157178e-05,370,0.0,200,1.998794674873352,0.0,283.57188971905543,825.9830495696808,1846.1080913615997,6.526101468514286
371,371,371,0.0,4.505006654653698e-05,1001.851068285488,74400000,50,2888.8785366382504,1728.0879442021405,2880.888556538431,0.0,10.37571813775806,0.0,18.72075741432688,0.0,50,1794.3263777917675,1728.0879442021408,0.0,1001.851068285488,2888.8785366382504,943.7946083526184,1728.0879442021405,371,1794.3263777917675,200,274.09012271298286,0.006413305643945932,2880.888556538431,0.0,18.72075741432688,0.0,-5.2681782108265907e-05,-9.773184865480289e-05,371,0.0,200,1.9438130855560303,0.0,274.09012271298286,943.7946083526184,1728.0879442021408,10.37571813775806
372,372,372,0.0,6.482930984930135e-05,982.0169361431251,74600000,50,2836.4498470509116,1735.8358909684666,2843.2181556967757,0.0,11.111736584443362,0.0,9.292524162821078,0.0,50,2041.773112748003,1735.835890968467,0.0,982.0169361431251,2836.4498470509116,774.1376273089799,1735.8358909684666,372,2041.773112748003,200,303.6911353886236,0.007380554918199778,2843.2181556967757,0.0,9.292524162821078,0.0,-1.8458948034094647e-05,-8.3288257883396e-05,372,0.0,200,1.9267423152923584,0.0,303.6911353886236,774.1376273089799,1735.835890968467,11.111736584443362
373,373,373,0.0,4.1218960177502595e-05,864.5420209157468,74800000,50,2927.6633058444622,1894.8309209423717,2713.7992724925107,0.0,8.834633872173292,0.0,25.70005711539485,0.0,50,1873.331230966446,1894.830920942372,0.0,864.5420209157468,2927.6633058444622,913.4037464958682,1894.8309209423717,373,1873.331230966446,200,283.5767274297073,0.006244154646992683,2713.7992724925107,0.0,25.70005711539485,0.0,2.4914415917010047e-05,-1.630454426049255e-05,373,0.0,200,1.959623098373413,0.0,283.5767274297073,913.4037464958682,1894.830920942372,8.834633872173292
374,374,374,0.0,5.51503380847862e-05,883.89174175378,75000000,50,2902.1394456732437,1833.1034164553919,2824.809288954363,0.0,12.21044445086417,0.0,16.817380885699006,0.0,50,1902.6154987237235,1833.1034164553919,0.0,883.89174175378,2902.1394456732437,888.2567922842777,1833.1034164553919,374,1902.6154987237235,200,288.47192551702267,0.00697037298232317,2824.809288954363,0.0,16.817380885699006,0.0,-2.3218899514176883e-05,-7.836923759896308e-05,374,0.0,200,1.9336796998977661,0.0,288.47192551702267,888.2567922842777,1833.1034164553919,12.21044445086417
375,375,375,0.0,4.1454750316916034e-05,887.0398652862932,75200000,50,2921.6201985220923,1900.666192596274,2803.069087804548,0.0,8.102341217112716,0.0,18.47344225303003,0.0,50,1862.6723646792268,1900.6661925962742,0.0,887.0398652862932,2921.6201985220923,932.8196758113869,1900.666192596274,375,1862.6723646792268,200,282.7144669344384,0.006573058664798737,2803.069087804548,0.0,18.47344225303003,0.0,-3.7719470128649846e-05,-7.917422044556588e-05,375,0.0,200,1.889202356338501,0.0,282.7144669344384,932.8196758113869,1900.6661925962742,8.102341217112716
376,376,376,0.0,4.978407014277764e-05,956.9659324954097,75400000,50,2937.0174526235423,1728.5858469325644,2783.774231964459,0.0,3.8351756060610454,0.0,17.37771196128181,0.0,50,1866.0625816393313,1728.5858469325642,0.0,956.9659324954097,2937.0174526235423,945.586660664295,1728.5858469325644,376,1866.0625816393313,200,284.48534102816006,0.006832748651504517,2783.774231964459,0.0,17.37771196128181,0.0,-2.7179365133633837e-05,-7.696343527641147e-05,376,0.0,200,1.8590924739837646,0.0,284.48534102816006,945.586660664295,1728.5858469325642,3.8351756060610454
377,377,377,0.0,4.315071419114247e-05,826.4440718425226,75600000,50,2878.4446314011475,1997.425677133232,2861.344105315872,0.0,9.028523687746485,0.0,14.71478945067441,0.0,50,2005.1172475831597,1997.425677133232,0.0,826.4440718425226,2878.4446314011475,841.4520832395001,1997.425677133232,377,2005.1172475831597,200,301.70666097700786,0.006827063858509064,2861.344105315872,0.0,14.71478945067441,0.0,-5.585517646977678e-05,-9.900589066091925e-05,377,0.0,200,1.7963448762893677,0.0,301.70666097700786,841.4520832395001,1997.425677133232,9.028523687746485
378,378,378,0.0,4.448067556950264e-05,889.5637268602579,75800000,50,2926.780685004082,1958.4287205576468,2803.7317743010117,0.02,10.066402153172959,0.0,11.222575262652894,0.0,50,1871.6389980035328,1958.4287205576463,0.0,889.5637268602579,2926.780685004082,978.8234247562128,1958.4287205576468,378,1871.6389980035328,200,279.4945361055522,0.0063178883865475655,2803.7317743010117,0.0,11.222575262652894,0.02,-3.701907189679332e-05,-8.149974746629596e-05,378,0.0,200,1.7485426664352417,0.0,279.4945361055522,978.8234247562128,1958.4287205576463,10.066402153172959
379,379,379,0.0,6.0021269746357575e-05,640.0949525693391,76000000,50,2887.4284386341164,2137.0262354469673,2874.869994918367,0.0,12.301905361252732,0.0,31.61557746475079,0.0,50,1983.615354984672,2137.026235446967,0.0,640.0949525693391,2887.4284386341164,844.4945459193992,2137.0262354469673,379,1983.615354984672,200,306.05066530258614,0.007228638045489788,2874.869994918367,0.0,31.61557746475079,0.0,-3.447923154453747e-05,-9.450050129089504e-05,379,0.0,200,1.7128775119781494,0.0,306.05066530258614,844.4945459193992,2137.026235446967,12.301905361252732
380,380,380,0.0,5.9606185118354915e-05,706.4874073548858,76200000,50,2905.832511419575,2169.576671252558,2916.776266876245,0.0,4.190393731723125,0.0,11.883884733489948,0.0,50,2061.939685164133,2169.576671252558,0.0,706.4874073548858,2905.832511419575,815.2288386491588,2169.576671252558,380,2061.939685164133,200,307.6642890390153,0.006810165010392666,2916.776266876245,0.0,11.883884733489948,0.0,-6.653848458881839e-07,-6.02715699642431e-05,380,0.0,200,1.7124214172363281,0.0,307.6642890390153,815.2288386491588,2169.576671252558,4.190393731723125
381,381,381,0.0,5.043909368396271e-05,656.6052286774104,76400000,50,2909.7494139043956,2221.5383385167534,2910.0940114874106,0.0,7.896154463816783,0.0,36.72470304868383,0.0,50,1871.700056906012,2221.538338516753,0.0,656.6052286774104,2909.7494139043956,938.2060317437174,2221.5383385167534,381,1871.700056906012,200,281.20171058250367,0.006593775004148483,2910.0940114874106,0.0,36.72470304868383,0.0,-2.8422544346540235e-05,-7.886163803050295e-05,381,0.0,200,1.6811197996139526,0.0,281.20171058250367,938.2060317437174,2221.538338516753,7.896154463816783
382,382,382,0.0,4.645364606403746e-05,853.5152175020771,76600000,50,2924.7059651226227,2007.5425090184465,2879.185013712693,0.0,22.986407690450523,0.0,30.79456256131305,0.0,50,1954.053327613004,2007.5425090184463,0.0,853.5152175020771,2924.7059651226227,858.4398871891892,2007.5425090184465,382,1954.053327613004,200,296.2360031555751,0.006364667322486639,2879.185013712693,0.0,30.79456256131305,0.0,-5.0543592806207016e-05,-9.699723887024447e-05,382,0.0,200,1.624936819076538,0.0,296.2360031555751,858.4398871891892,2007.5425090184463,22.986407690450523
383,383,383,0.0,5.4639348718410474e-05,776.5927952193379,76800000,50,2941.0976007746553,2006.4822532590122,2851.9037997141318,0.0,7.4628748644804865,0.0,19.650879918502085,0.0,50,2044.0143241035046,2006.4822532590122,0.0,776.5927952193379,2941.0976007746553,875.4644225315317,2006.4822532590122,383,2044.0143241035046,200,307.4906953891843,0.006671753711998463,2851.9037997141318,0.0,19.650879918502085,0.0,1.3077071798761608e-06,-5.3331641538534313e-05,383,0.0,200,1.6264536380767822,0.0,307.4906953891843,875.4644225315317,2006.4822532590122,7.4628748644804865
384,384,384,0.0,6.879339161969256e-05,768.7453946028484,77000000,50,2919.657079094425,2174.164182413204,2856.913280577714,0.0,10.752578945681611,0.0,28.282070521117618,0.0,50,2101.4271657884565,2174.164182413204,0.0,768.7453946028484,2919.657079094425,799.965181610333,2174.164182413204,384,2101.4271657884565,200,308.5756312173689,0.007388658821582794,2856.913280577714,0.0,28.282070521117618,0.0,-1.0740573998191394e-05,-7.953396561788395e-05,384,0.0,200,1.6183756589889526,0.0,308.5756312173689,799.965181610333,2174.164182413204,10.752578945681611
385,385,385,0.0,5.1967841955047334e-05,878.9597159301615,77200000,50,2965.8208674378666,1999.2021909689286,2848.907068862415,0.0,11.85010114848186,0.0,21.07178119199746,0.0,50,2068.1219321219664,1999.2021909689286,0.0,878.9597159301615,2965.8208674378666,820.2830196378933,1999.2021909689286,385,2068.1219321219664,200,306.3621276777736,0.0072130607441067696,2848.907068862415,0.0,21.07178119199746,0.0,4.878257823293097e-05,-3.1852637221163604e-06,385,0.0,200,1.6597483158111572,0.0,306.3621276777736,820.2830196378933,1999.2021909689286,11.85010114848186
386,386,386,0.0,5.18327797180973e-05,847.6161433555112,77400000,50,2888.687380716777,2107.6399653017543,2863.680220574913,0.0,15.311756058128594,0.0,16.10236988483604,0.0,50,2081.341837121743,2107.6399653017547,0.0,847.6161433555112,2888.687380716777,814.2850119287855,2107.6399653017543,386,2081.341837121743,200,312.57639422851264,0.00652853911742568,2863.680220574913,0.0,16.10236988483604,0.0,-3.73391158063896e-05,-8.91718955244869e-05,386,0.0,200,1.612628698348999,0.0,312.57639422851264,814.2850119287855,2107.6399653017547,15.311756058128594
387,387,387,0.0,5.348295508156298e-05,656.9470155075678,77600000,50,2958.7117458071834,2268.3334132949954,2894.456448010196,0.0,8.69455613904871,0.0,17.16203368778995,0.0,50,1952.6041175644596,2268.333413294995,0.0,656.9470155075678,2958.7117458071834,902.7267894287738,2268.3334132949954,387,1952.6041175644596,200,297.3360908201235,0.006559358444064856,2894.456448010196,0.0,17.16203368778995,0.0,-6.4833629949134775e-06,-5.9966318076476455e-05,387,0.0,200,1.6059648990631104,0.0,297.3360908201235,902.7267894287738,2268.333413294995,8.69455613904871
388,388,388,0.0,4.1429855627939105e-05,850.8269319126875,77800000,50,2911.139115321492,2117.5504200096293,2946.719572110347,0.0,5.713138269801257,0.0,20.800783112254482,0.0,50,1986.919450604463,2117.55042000963,0.0,850.8269319126875,2911.139115321492,909.5531648934375,2117.5504200096293,388,1986.919450604463,200,294.4965955111943,0.006573019083589315,2946.719572110347,0.0,20.800783112254482,0.0,-4.7596469812560827e-05,-8.902632544049993e-05,388,0.0,200,1.5538870096206665,0.0,294.4965955111943,909.5531648934375,2117.55042000963,5.713138269801257
389,389,389,0.0,5.087678709969623e-05,799.3562334382024,78000000,50,2978.6086912701185,2163.562720681661,2955.2855465770003,0.0,16.92836744841472,0.0,10.650642712869251,0.0,50,2202.8995692266594,2163.562720681661,0.0,799.3562334382024,2978.6086912701185,870.4925488460884,2163.562720681661,389,2202.8995692266594,200,322.92846017338076,0.006274315062910318,2955.2855465770003,0.0,10.650642712869251,0.0,5.2060668167541735e-06,-4.567072028294206e-05,389,0.0,200,1.5604060888290405,0.0,322.92846017338076,870.4925488460884,2163.562720681661,16.92836744841472
390,390,390,0.0,7.05624115653336e-05,773.3068803101136,78200000,50,2967.3348311249197,2172.9394610021645,2937.142600402497,0.0,12.788972946637822,0.0,20.58527431386137,0.0,50,2170.486064452664,2172.939461002164,0.0,773.3068803101136,2967.3348311249197,788.8927489811895,2172.9394610021645,390,2170.486064452664,200,322.313654658264,0.007350815925747156,2937.142600402497,0.0,20.58527431386137,0.0,-4.4067142880521715e-05,-0.00011462955444585532,390,0.0,200,1.5187911987304688,0.0,322.313654658264,788.8927489811895,2172.939461002164,12.788972946637822
391,391,391,0.005,5.4146744503213995e-05,540.1190975024596,78400000,50,2935.87595873866,2395.5038195681927,2970.7458049643587,0.0,11.4941598316033,0.0,21.428681149392894,0.0,50,2065.9056480447825,2395.5038195681927,0.0,540.1190975024596,2935.87595873866,887.5029557930624,2395.5038195681927,391,2065.9056480447825,200,307.40051045806996,0.006800901144742966,2970.7458049643587,0.0,21.428681149392894,0.0,-5.383997745411762e-07,-5.468514427775517e-05,391,0.005,200,1.5179636478424072,0.0,307.40051045806996,887.5029557930624,2395.5038195681927,11.4941598316033
392,392,392,0.0,5.6724071328062564e-05,627.2446097239696,78600000,50,2958.3702547131634,2323.7000801020195,2873.878054364605,0.0,8.90108624355252,0.0,17.69544965778582,0.0,50,2170.6170596443453,2323.7000801020185,0.0,627.2446097239696,2958.3702547131634,787.2339911670445,2323.7000801020195,392,2170.6170596443453,200,321.3531331320098,0.007321865297853947,2873.878054364605,0.0,17.69544965778582,0.0,-4.320550215197727e-05,-9.992957348003983e-05,392,0.0,200,1.470809817314148,0.0,321.3531331320098,787.2339911670445,2323.7000801020185,8.90108624355252
393,393,393,0.01,5.635016441374319e-05,879.2244840694943,78800000,50,2952.2133867230496,2148.2016622991864,3014.5416850950664,0.0,17.078520475888965,0.0,14.048899628783337,0.0,50,2126.1756324215444,2148.201662299186,0.0,879.2244840694943,2952.2133867230496,842.6811789218341,2148.2016622991864,393,2126.1756324215444,200,321.06164296154583,0.0070763542316854,3014.5416850950664,0.0,14.048899628783337,0.0,-6.506040335807484e-06,-6.285620474955067e-05,393,0.01,200,1.4654752016067505,0.0,321.06164296154583,842.6811789218341,2148.201662299186,17.078520475888965
394,394,394,0.0,4.916445141134318e-05,780.2591122234285,79000000,50,2985.5958344420824,2236.0292699731954,2936.221600811575,0.0,12.508927351875755,0.0,25.82961353485705,0.0,50,2236.36269223742,2236.029269973196,0.0,780.2591122234285,2985.5958344420824,786.8750612080416,2236.0292699731954,394,2236.36269223742,200,332.1463344220132,0.006967263761907816,2936.221600811575,0.0,25.82961353485705,0.0,1.0729329005698673e-05,-3.8435122405644506e-05,394,0.0,200,1.4765352010726929,0.0,332.1463344220132,786.8750612080416,2236.029269973196,12.508927351875755
395,395,395,0.0,3.52037959601148e-05,682.5495626436424,79200000,50,2968.6992820581268,2309.5847400626135,2960.707038618732,0.0,9.850137055240129,0.0,9.996760672285216,0.0,50,2172.0843794923962,2309.584740062614,0.0,682.5495626436424,2968.6992820581268,898.067364984829,2309.5847400626135,395,2172.0843794923962,200,320.5347360905192,0.006018419750034809,2960.707038618732,0.0,9.996760672285216,0.0,-6.828301593486685e-06,-4.203209755360149e-05,395,0.0,200,1.4677700996398926,0.0,320.5347360905192,898.067364984829,2309.584740062614,9.850137055240129
396,396,396,0.0,6.221895637281705e-05,856.9817318331443,79400000,50,3059.823214956451,2178.6138617165952,2891.3419333666084,0.0,5.267144751303337,0.0,15.147860789729686,0.0,50,2170.3946555859156,2178.6138617165943,0.0,856.9817318331443,3059.823214956451,853.3446728479145,2178.6138617165952,396,2170.3946555859156,200,322.53390791052027,0.007106896489858627,2891.3419333666084,0.0,15.147860789729686,0.0,1.494604475738015e-05,-4.72729116154369e-05,396,0.0,200,1.4816606044769287,0.0,322.53390791052027,853.3446728479145,2178.6138617165943,5.267144751303337
397,397,397,0.0,4.879775769950356e-05,927.6159571406,79600000,50,2989.723804921463,2115.7987507425655,2961.6475231940385,0.0,14.658686483622288,0.0,14.390814684675126,0.0,50,2135.9908690912985,2115.7987507425655,0.0,927.6159571406,2989.723804921463,901.2393294721427,2115.7987507425655,397,2135.9908690912985,200,319.0157616008445,0.006474690046161413,2961.6475231940385,0.0,14.390814684675126,0.0,2.6597135729389265e-05,-2.2200621970114298e-05,397,0.0,200,1.5126348733901978,0.0,319.0157616008445,901.2393294721427,2115.7987507425655,14.658686483622288
398,398,398,0.0,6.046041198715102e-05,971.9259993215164,79800000,50,3015.124995627461,2018.5855159042133,2951.0222221962567,0.0,29.448853273273887,0.0,18.098397522019724,0.0,50,2350.1759918002626,2018.5855159042133,0.0,971.9259993215164,3015.124995627461,602.92685781615,2018.5855159042133,398,2350.1759918002626,200,345.7894046366338,0.006978921592235565,2951.0222221962567,0.0,18.098397522019724,0.0,3.24269276461564e-05,-2.803348434099462e-05,398,0.0,200,1.5483392477035522,0.0,345.7894046366338,602.92685781615,2018.5855159042133,29.448853273273887
399,399,399,0.0,5.102154136693571e-05,652.8924185602137,80000000,50,3015.36337177341,2374.4041468093237,2932.4509944579327,0.0,9.81162149892523,0.0,25.04028217805354,0.0,50,2195.0909083198085,2374.4041468093237,0.0,652.8924185602137,3015.36337177341,870.954862450684,2374.4041468093237,399,2195.0909083198085,200,322.58159447857906,0.006595071405172348,2932.4509944579327,0.0,25.04028217805354,0.0,-2.954947376565542e-05,-8.057101513259113e-05,399,0.0,200,1.5150833129882812,0.0,322.58159447857906,870.954862450684,2374.4041468093237,9.81162149892523
400,400,400,0.005,5.5237282140296884e-05,641.5090073058145,80200000,50,3011.9990142274078,2428.844146250338,2966.554026553491,0.0,21.323830729594164,0.0,19.017154781110328,0.0,50,2241.3443083456527,2428.8441462503374,0.0,641.5090073058145,3011.9990142274078,832.5970693834537,2428.844146250338,400,2241.3443083456527,200,327.7739005649065,0.007293383125215769,2966.554026553491,0.0,19.017154781110328,0.0,2.054933247563895e-05,-3.4687949664657936e-05,400,0.005,200,1.5331579446792603,0.0,327.7739005649065,832.5970693834537,2428.8441462503374,21.323830729594164
401,401,401,0.02,5.114699342811946e-05,656.9151729225193,80400000,50,3127.1866668612392,2361.683113779017,3033.84726600815,0.0,12.342557257695184,0.0,38.96860745429162,0.0,50,2204.001616133108,2361.683113779017,0.0,656.9151729225193,3127.1866668612392,895.9097639396883,2361.683113779017,401,2204.001616133108,200,327.9008962420576,0.0064261676743626595,3033.84726600815,0.0,38.96860745429162,0.0,2.1829180695931427e-05,-2.931781273218803e-05,401,0.02,200,1.5563430786132812,0.0,327.9008962420576,895.9097639396883,2361.683113779017,12.342557257695184
