Average/TerminationRate,Average/MaxReturn,MetaTest/basketball-v2/AverageDiscountedReturn,basketball-v2/NumEpisodes,Average/NumEpisodes,MetaTest/basketball-v2/SuccessRate,MetaTest/Average/StdReturn,basketball-v2/MinReturn,basketball-v2/MaxReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/Entropy,MetaTest/Average/TerminationRate,Average/MinReturn,MetaTest/Average/Iteration,basketball-v2/TerminationRate,basketball-v2/AverageDiscountedReturn,MetaTest/basketball-v2/NumEpisodes,Average/AverageReturn,GaussianMLPPolicy/KLAfter,MetaTest/basketball-v2/StdReturn,MetaTest/Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,Iteration,MetaTest/basketball-v2/MaxReturn,basketball-v2/SuccessRate,GaussianMLPPolicy/KLBefore,basketball-v2/Iteration,basketball-v2/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/basketball-v2/MinReturn,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,basketball-v2/AverageReturn,MetaTest/basketball-v2/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/basketball-v2/AverageReturn,MetaTest/basketball-v2/TerminationRate,Average/StdReturn,MetaTest/Average/MaxReturn,Average/SuccessRate,Average/Iteration,GaussianMLPPolicy/dLoss
0.0,48.255347317026924,16.368275413801097,200,200,0.0,6.900517486425886,2.7243434447915305,48.255347317026924,-0.00029995018849149346,5.667831897735596,0.0,2.7243434447915305,10,0.0,4.758233425771649,10,14.401295530641432,0.006475021131336689,6.900517486425886,16.368275413801104,4.758233425771649,0.0,10,28.370570890886867,0.0,0.0,10,8.367588962776125,6.812546089178091,10,6.812546089178091,2200000,16.368275413801097,14.401295530641432,10,-0.001149926451034844,16.368275413801104,0.0,8.367588962776125,28.370570890886867,0.0,10,0.0008499762625433505
0.0,37.299884570360106,21.00837402150271,200,200,0.0,14.159717497984454,2.1781069518182727,37.299884570360106,-0.002644768450409174,5.64473819732666,0.0,2.1781069518182727,11,0.0,4.690117526890321,10,13.393267427568777,0.0064756302163004875,14.159717497984454,21.008374021502707,4.690117526890321,0.0,11,52.76159976597456,0.0,0.0,11,7.2088204423296265,5.626503112709032,10,5.626503112709032,2400000,21.00837402150271,13.393267427568777,11,-0.004050114192068577,21.008374021502707,0.0,7.2088204423296265,52.76159976597456,0.0,11,0.0014053457416594028
0.0,37.27664717698682,18.14610578494891,200,200,0.0,7.474848000798372,2.572595787279712,37.27664717698682,0.00013459366164170206,5.643535614013672,0.0,2.572595787279712,12,0.0,5.0485943661693184,10,14.958748832135997,0.009855305776000023,7.474848000798372,18.14610578494891,5.0485943661693184,0.0,12,28.11651686019779,0.0,0.0,12,8.065108445693827,4.671932301290539,10,4.671932301290539,2600000,18.14610578494891,14.958748832135997,12,-0.0012422498548403382,18.14610578494891,0.0,8.065108445693827,28.11651686019779,0.0,12,0.0013768435164820403
0.0,42.92965555346443,21.658935574494055,200,200,0.0,8.176866569242764,2.2685770767213564,42.92965555346443,0.0017444774275645614,5.6659393310546875,0.0,2.2685770767213564,13,0.0,4.785971019962082,10,15.101789946500922,0.00964762456715107,8.176866569242764,21.65893557449406,4.785971019962082,0.0,13,35.30719677741284,0.0,0.0,13,8.986513428534831,6.789575230538878,10,6.789575230538878,2800000,21.658935574494055,15.101789946500922,13,7.451903366018087e-05,21.65893557449406,0.0,8.986513428534831,35.30719677741284,0.0,13,0.0016699583939043805
0.0,48.35158959135274,13.829248837415232,200,200,0.0,9.157408409572657,3.6321969010695843,48.35158959135274,0.0013855781871825457,5.682197093963623,0.0,3.6321969010695843,14,0.0,5.314892870314047,10,17.501519258672218,0.0067741782404482365,9.157408409572657,13.829248837415232,5.314892870314047,0.0,14,28.174648672719062,0.0,0.0,14,8.285780011671903,3.253870246822782,10,3.253870246822782,3000000,13.829248837415232,17.501519258672218,14,0.0004315968544688076,13.829248837415232,0.0,8.285780011671903,28.174648672719062,0.0,14,0.0009539813327137381
0.0,36.174861703101385,18.852321480055913,200,200,0.0,8.07520031754562,2.703210530552246,36.174861703101385,0.0015307656722143292,5.703193187713623,0.0,2.703210530552246,15,0.0,5.314232601057765,10,17.021476582329715,0.009897657670080662,8.07520031754562,18.852321480055917,5.314232601057765,0.0,15,30.334158884118033,0.0,0.0,15,7.728702190322135,5.764911965119004,10,5.764911965119004,3200000,18.852321480055913,17.021476582329715,15,-0.0007611391483806074,18.852321480055917,0.0,7.728702190322135,30.334158884118033,0.0,15,0.0022919048205949366
0.0,38.87630172647957,11.940338027993842,200,200,0.0,5.427974462747672,3.1154544157522555,38.87630172647957,8.295680163428187e-05,5.698887348175049,0.0,3.1154544157522555,16,0.0,5.347244924725476,10,17.85480924870358,0.006420692894607782,5.427974462747672,11.940338027993844,5.347244924725476,0.0,16,21.54305390304873,0.0,0.0,16,7.985436966291199,4.3488792723160605,10,4.3488792723160605,3400000,11.940338027993842,17.85480924870358,16,-0.0015539185842499137,11.940338027993844,0.0,7.985436966291199,21.54305390304873,0.0,16,0.0016368753858841956
0.0,46.43181739425532,22.89572658558717,200,200,0.0,10.413551621918344,2.8260964636294714,46.43181739425532,0.0006939732120372355,5.7050395011901855,0.0,2.8260964636294714,17,0.0,5.079160108901155,10,17.440601092030448,0.006790374871343374,10.413551621918344,22.895726585587163,5.079160108901155,0.0,17,34.215992499568955,0.0,0.0,17,9.219207290671653,7.416244782023898,10,7.416244782023898,3600000,22.89572658558717,17.440601092030448,17,-0.0004204126016702503,22.895726585587163,0.0,9.219207290671653,34.215992499568955,0.0,17,0.0011143858137074858
0.0,40.69042359776424,18.425030336919207,200,200,0.0,9.361996835250448,3.306697820655135,40.69042359776424,0.0007845385116524994,5.713435649871826,0.0,3.306697820655135,18,0.0,5.272130943256123,10,18.60105785560034,0.009928486309945583,9.361996835250448,18.42503033691921,5.272130943256123,0.0,18,35.972093928689965,0.0,0.0,18,8.156542573023007,4.451300147255582,10,4.451300147255582,3800000,18.425030336919207,18.60105785560034,18,-0.00038946419954299927,18.42503033691921,0.0,8.156542573023007,35.972093928689965,0.0,18,0.0011740027111954987
0.0,48.624748524146305,19.790709749256372,200,200,0.0,8.036858365973725,2.720702989776663,48.624748524146305,-0.001068819547072053,5.702125549316406,0.0,2.720702989776663,19,0.0,5.312988210434575,10,19.282923099804766,0.00663607195019722,8.036858365973725,19.790709749256376,5.312988210434575,0.0,19,31.615817485151798,0.0,0.0,19,8.836700903333123,9.785323341587704,10,9.785323341587704,4000000,19.790709749256372,19.282923099804766,19,-0.0022419337183237076,19.790709749256376,0.0,8.836700903333123,31.615817485151798,0.0,19,0.0011731141712516546
0.0,41.75280521586612,22.10175254063509,200,200,0.0,6.892617447985715,2.7638623080387625,41.75280521586612,-0.0006860390421934426,5.699973106384277,0.0,2.7638623080387625,20,0.0,5.414229891024072,10,18.987088744510906,0.00680803507566452,6.892617447985715,22.10175254063509,5.414229891024072,0.0,20,34.39838170271011,0.0,0.0,20,9.238522649861443,13.289991748463992,10,13.289991748463992,4200000,22.10175254063509,18.987088744510906,20,-0.0017993226647377014,22.10175254063509,0.0,9.238522649861443,34.39838170271011,0.0,20,0.0011132836225442588
0.0,41.032567741247405,21.962862468144575,200,200,0.0,11.012881337704288,3.570779452743393,41.032567741247405,0.0005540278507396579,5.718864917755127,0.0,3.570779452743393,21,0.0,5.651456007889161,10,20.694837875446566,0.006427062209695578,11.012881337704288,21.96286246814457,5.651456007889161,0.0,21,44.18201042395199,0.0,0.0,21,8.99937474308029,7.54060398993543,10,7.54060398993543,4400000,21.962862468144575,20.694837875446566,21,-0.000929487869143486,21.96286246814457,0.0,8.99937474308029,44.18201042395199,0.0,21,0.001483515719883144
0.0,67.04721990472854,17.605086890358955,200,200,0.0,9.22649087641858,3.2173826001211485,67.04721990472854,2.1128356820554473e-05,5.727455139160156,0.0,3.2173826001211485,22,0.0,5.51159896868029,10,19.15025803877214,0.006453418638557196,9.22649087641858,17.605086890358955,5.51159896868029,0.0,22,38.14121164616145,0.0,0.0,22,10.39001637867084,5.124647006009967,10,5.124647006009967,4600000,17.605086890358955,19.15025803877214,22,-0.0012227719416841865,17.605086890358955,0.0,10.39001637867084,38.14121164616145,0.0,22,0.001243900298504741
0.0,49.07907690919162,18.480900594729736,200,200,0.0,9.677520696074051,3.224031859955105,49.07907690919162,0.0043768687173724174,5.799422264099121,0.0,3.224031859955105,23,0.0,5.552300167210178,10,19.110026363174725,0.00963395182043314,9.677520696074051,18.48090059472974,5.552300167210178,0.0,23,34.20273587573046,0.0,0.0,23,9.24844840108719,5.650739028417581,10,5.650739028417581,4800000,18.480900594729736,19.110026363174725,23,0.00311823352240026,18.48090059472974,0.0,9.24844840108719,34.20273587573046,0.0,23,0.0012586351949721575
0.0,44.84948417609557,19.083656698773552,200,200,0.0,11.554318894844547,2.1598532295518234,44.84948417609557,0.001187044894322753,5.813350200653076,0.0,2.1598532295518234,24,0.0,5.168847679160404,10,17.448672265820342,0.009988825768232346,11.554318894844547,19.08365669877355,5.168847679160404,0.0,24,37.01376763344123,0.0,0.0,24,8.586077267670982,4.699685678890732,10,4.699685678890732,5000000,19.083656698773552,17.448672265820342,24,-0.0008544075535610318,19.08365669877355,0.0,8.586077267670982,37.01376763344123,0.0,24,0.0020414524478837848
0.0,51.47566404127628,18.322181510981828,200,200,0.0,9.417554326919644,2.7630854870028827,51.47566404127628,-3.9766541704011615e-06,5.805586814880371,0.0,2.7630854870028827,25,0.0,5.712253821103627,10,20.0004579461126,0.006443367339670658,9.417554326919644,18.322181510981824,5.712253821103627,0.0,25,38.8021766132232,0.0,0.0,25,9.886122700937118,5.347980909643532,10,5.347980909643532,5200000,18.322181510981828,20.0004579461126,25,-0.0009304095874540508,18.322181510981824,0.0,9.886122700937118,38.8021766132232,0.0,25,0.0009264329332836496
0.0,45.76637910382101,20.798080681949372,200,200,0.0,9.208759670516642,2.5208939434922852,45.76637910382101,-0.0025009193923324347,5.767509460449219,0.0,2.5208939434922852,26,0.0,5.623347846875784,10,19.904492253806996,0.009914972819387913,9.208759670516642,20.798080681949376,5.623347846875784,0.0,26,36.5695864725364,0.0,0.0,26,8.671639609809237,5.71328892648797,10,5.71328892648797,5400000,20.798080681949372,19.904492253806996,26,-0.003348986152559519,20.798080681949376,0.0,8.671639609809237,36.5695864725364,0.0,26,0.0008480667602270842
0.0,59.98387019314402,12.770504499053668,200,200,0.0,5.512882320263681,3.1925179468673712,59.98387019314402,0.0013210044708102942,5.7943620681762695,0.0,3.1925179468673712,27,0.0,5.480354545752769,10,19.46173093823818,0.009924185462296009,5.512882320263681,12.770504499053674,5.480354545752769,0.0,27,23.037064087349755,0.0,0.0,27,9.679412390499982,5.858440349512261,10,5.858440349512261,5600000,12.770504499053668,19.46173093823818,27,-0.0006339073297567666,12.770504499053674,0.0,9.679412390499982,23.037064087349755,0.0,27,0.0019549118005670607
0.0,48.30745423231914,23.974533358857162,200,200,0.0,10.559365969655111,3.39769536055759,48.30745423231914,-0.0018732700264081359,5.781719207763672,0.0,3.39769536055759,28,0.0,5.460375963352142,10,18.503394722491002,0.006442863494157791,10.559365969655111,23.974533358857165,5.460375963352142,0.0,28,43.65268340946306,0.0,0.0,28,8.713553616122624,5.282191359510191,10,5.282191359510191,5800000,23.974533358857162,18.503394722491002,28,-0.002865932649001479,23.974533358857165,0.0,8.713553616122624,43.65268340946306,0.0,28,0.0009926626225933433
0.0,48.94875281968907,20.159689914710427,200,200,0.0,7.776778672984417,4.953832017989479,48.94875281968907,0.0018159348983317614,5.805798053741455,0.0,4.953832017989479,29,0.0,5.568744628640598,10,20.33223187096418,0.006500892341136932,7.776778672984417,20.159689914710434,5.568744628640598,0.0,29,32.2879306729327,0.0,0.0,29,8.736669614891314,6.546972861742365,10,6.546972861742365,6000000,20.159689914710427,20.33223187096418,29,0.00015840967535041273,20.159689914710434,0.0,8.736669614891314,32.2879306729327,0.0,29,0.0016575252229813486
0.0,110.15951288730717,20.883543504248657,200,200,0.0,8.58454838976593,4.970026137790245,110.15951288730717,0.00164829904679209,5.836133003234863,0.0,4.970026137790245,30,0.0,6.094164308925799,10,23.545103216483014,0.00988356675952673,8.58454838976593,20.88354350424866,6.094164308925799,0.0,30,36.54972853281383,0.0,0.0,30,12.47048742367631,4.660273028422773,10,4.660273028422773,6200000,20.883543504248657,23.545103216483014,30,-0.0003421188157517463,20.88354350424866,0.0,12.47048742367631,36.54972853281383,0.0,30,0.0019904178625438362
0.0,51.09436771568776,24.86044375830749,200,200,0.0,7.705297200906221,3.673928954221537,51.09436771568776,0.0006450097425840795,5.836922645568848,0.0,3.673928954221537,31,0.0,5.551201909810816,10,20.454935512894348,0.006577531341463327,7.705297200906221,24.860443758307486,5.551201909810816,0.0,31,37.991553072600595,0.0,0.0,31,8.922291374847582,11.237558591927469,10,11.237558591927469,6400000,24.86044375830749,20.454935512894348,31,-0.0010670025367289782,24.860443758307486,0.0,8.922291374847582,37.991553072600595,0.0,31,0.0017120122793130577
0.0,51.33428346419138,21.14520345570577,200,200,0.0,10.992540364314632,5.249002860652404,51.33428346419138,-0.0008092718198895454,5.836470603942871,0.0,5.249002860652404,32,0.0,5.811370076080172,10,22.62644508761607,0.009681510739028454,10.992540364314632,21.145203455705772,5.811370076080172,0.0,32,36.43457634042311,0.0,0.0,32,8.862336699347663,7.5416478503549085,10,7.5416478503549085,6600000,21.14520345570577,22.62644508761607,32,-0.002782737370580435,21.145203455705772,0.0,8.862336699347663,36.43457634042311,0.0,32,0.0019734655506908894
0.0,57.7379593869218,22.413330456045692,200,200,0.0,7.737494070389561,3.9880434343731497,57.7379593869218,0.0003969480749219656,5.842940807342529,0.0,3.9880434343731497,33,0.0,5.583931728919527,10,22.91127227470021,0.006472084671258926,7.737494070389561,22.41333045604569,5.583931728919527,0.0,33,32.262042566942064,0.0,0.0,33,9.139833008987594,9.736139814605341,10,9.736139814605341,6800000,22.413330456045692,22.91127227470021,33,-0.0005359419737942517,22.41333045604569,0.0,9.139833008987594,32.262042566942064,0.0,33,0.0009328900487162173
0.0,49.945277882122255,22.783735173256765,200,200,0.0,8.003322089010387,4.394155994405205,49.945277882122255,-0.00295629957690835,5.801685810089111,0.0,4.394155994405205,34,0.0,6.2404102437530575,10,25.217425240520257,0.006789316888898611,8.003322089010387,22.78373517325676,6.2404102437530575,0.0,34,32.419937080541594,0.0,0.0,34,9.349095527552041,6.793406879977419,10,6.793406879977419,7000000,22.783735173256765,25.217425240520257,34,-0.004494008608162403,22.78373517325676,0.0,9.349095527552041,32.419937080541594,0.0,34,0.0015377090312540531
0.0,84.53279869045862,29.789290727064394,200,200,0.0,6.1336219671584,5.068800614647187,84.53279869045862,-0.0037015117704868317,5.755081653594971,0.0,5.068800614647187,35,0.0,5.813666710302414,10,23.651336520525998,0.006731941364705563,6.1336219671584,29.789290727064373,5.813666710302414,0.0,35,38.919617168293335,0.0,0.0,35,10.494350394015392,20.639475239283087,10,20.639475239283087,7200000,29.789290727064394,23.651336520525998,35,-0.005199630279093981,29.789290727064373,0.0,10.494350394015392,38.919617168293335,0.0,35,0.0014981185086071491
0.0,98.86947243154083,29.590468082730887,200,200,0.0,7.279534232263672,4.764885642793395,98.86947243154083,-0.0019644456915557384,5.725605487823486,0.0,4.764885642793395,36,0.0,6.186812550027496,10,26.125885201092533,0.006570304743945599,7.279534232263672,29.590468082730894,6.186812550027496,0.0,36,41.81190312613447,0.0,0.0,36,10.482441302962927,17.446993784919638,10,17.446993784919638,7400000,29.590468082730887,26.125885201092533,36,-0.003522198647260666,29.590468082730894,0.0,10.482441302962927,41.81190312613447,0.0,36,0.0015577529557049274
0.0,45.28714238598348,29.60015684877775,200,200,0.0,9.4940772619863,4.4897450067656335,45.28714238598348,-0.00037091370904818177,5.720574378967285,0.0,4.4897450067656335,37,0.0,6.089677564303616,10,26.88139081319254,0.0065245479345321655,9.4940772619863,29.600156848777736,6.089677564303616,0.0,37,50.47887839755172,0.0,0.0,37,8.540577545605384,13.04666688491692,10,13.04666688491692,7600000,29.60015684877775,26.88139081319254,37,-0.0017633854877203703,29.600156848777736,0.0,8.540577545605384,50.47887839755172,0.0,37,0.0013924717786721885
0.0,82.36728406487387,29.505988149399208,200,200,0.0,6.273782591584196,5.77514604508554,82.36728406487387,-0.0030664969235658646,5.6832356452941895,0.0,5.77514604508554,38,0.0,6.322364314948338,10,26.83693659994417,0.0066927471198141575,6.273782591584196,29.505988149399208,6.322364314948338,0.0,38,38.53381879597798,0.0,0.0,38,10.253728899054275,17.328703853295224,10,17.328703853295224,7800000,29.505988149399208,26.83693659994417,38,-0.004483983851969242,29.505988149399208,0.0,10.253728899054275,38.53381879597798,0.0,38,0.0014174869284033775
0.0,86.39876085879344,33.35596575879196,200,200,0.0,17.2718183360463,7.257608134793522,86.39876085879344,-0.0005790533614344895,5.6576151847839355,0.0,7.257608134793522,39,0.0,6.481365662492227,10,28.78826392127215,0.006751932203769684,17.2718183360463,33.355965758791974,6.481365662492227,0.0,39,69.02804770248376,0.0,0.0,39,10.140301939174758,6.553206791390364,10,6.553206791390364,8000000,33.35596575879196,28.78826392127215,39,-0.0025389189831912518,33.355965758791974,0.0,10.140301939174758,69.02804770248376,0.0,39,0.0019598656217567623
0.0,94.4297025795221,23.680651831109753,200,200,0.0,7.707835321828463,7.732121253038693,94.4297025795221,1.5146983969316352e-05,5.6578192710876465,0.0,7.732121253038693,40,0.0,6.592557777138263,10,30.148725297827642,0.006636439356952906,7.707835321828463,23.68065183110975,6.592557777138263,0.0,40,34.39144511084366,0.0,0.0,40,10.80674515719701,9.45307873979812,10,9.45307873979812,8200000,23.680651831109753,30.148725297827642,40,-0.0015892612282186747,23.68065183110975,0.0,10.80674515719701,34.39144511084366,0.0,40,0.001604408212187991
0.0,57.45811679548019,31.12337027516343,200,200,0.0,6.814332907517338,6.809599854131039,57.45811679548019,-0.001297186128795147,5.627407550811768,0.0,6.809599854131039,41,0.0,6.5497413685765835,10,28.048508720238623,0.006887525320053101,6.814332907517338,31.12337027516344,6.5497413685765835,0.0,41,44.65615295188959,0.0,0.0,41,8.47841161110729,24.56381353909083,10,24.56381353909083,8400000,31.12337027516343,28.048508720238623,41,-0.003030285472050309,31.12337027516344,0.0,8.47841161110729,44.65615295188959,0.0,41,0.0017330993432551622
0.0,177.67182139527907,34.072230820125796,200,200,0.0,10.663807734605086,6.872019128342865,177.67182139527907,-0.0006608831463381648,5.615509510040283,0.0,6.872019128342865,42,0.0,7.049657372475093,10,30.326997110287877,0.00974963791668415,10.663807734605086,34.0722308201258,7.049657372475093,0.0,42,54.230688469398984,0.0,0.0,42,14.979320673277766,20.81624406846337,10,20.81624406846337,8600000,34.072230820125796,30.326997110287877,42,-0.0018274834146723151,34.0722308201258,0.0,14.979320673277766,54.230688469398984,0.0,42,0.0011666002683341503
0.0,85.12372318412714,34.40736286457703,200,200,0.0,7.916577912565669,7.758194839465433,85.12372318412714,2.1167890736251138e-05,5.615855693817139,0.0,7.758194839465433,43,0.0,7.12357935784015,10,31.618716652103075,0.0064289020374417305,7.916577912565669,34.40736286457703,7.12357935784015,0.0,43,44.61640411965691,0.0,0.0,43,10.608584230592962,15.422167712844194,10,15.422167712844194,8800000,34.40736286457703,31.618716652103075,43,-0.0017183938762173057,34.40736286457703,0.0,10.608584230592962,44.61640411965691,0.0,43,0.0017395617669535568
0.0,191.51946239542747,31.927510284053575,200,200,0.0,6.0808895012885005,8.330908742501068,191.51946239542747,-0.0010397147852927446,5.592467308044434,0.0,8.330908742501068,44,0.0,7.258825882518336,10,33.65559802462434,0.0065958499908447266,6.0808895012885005,31.927510284053586,7.258825882518336,0.0,44,42.88793418384679,0.0,0.0,44,16.667691896291004,25.34628593239029,10,25.34628593239029,9000000,31.927510284053575,33.65559802462434,44,-0.002709545660763979,31.927510284053586,0.0,16.667691896291004,42.88793418384679,0.0,44,0.0016698308754712343
0.0,107.04009942252084,32.63799966838177,200,200,0.0,8.31119032834072,6.118973648497736,107.04009942252084,-0.0032673918176442385,5.547543048858643,0.0,6.118973648497736,45,0.0,7.052669478975554,10,31.95444528088809,0.0066219596192240715,8.31119032834072,32.63799966838175,7.052669478975554,0.0,45,41.96755458088678,0.0,0.0,45,9.894588608281758,16.99937549358813,10,16.99937549358813,9200000,32.63799966838177,31.95444528088809,45,-0.005043331999331713,32.63799966838175,0.0,9.894588608281758,41.96755458088678,0.0,45,0.0017759401816874743
0.0,140.96019746649873,34.35061237419238,200,200,0.0,11.591798865784025,7.966676226683351,140.96019746649873,-0.0017406402621418238,5.520865440368652,0.0,7.966676226683351,46,0.0,7.5427949269643975,10,35.63121461762502,0.006955166347324848,11.591798865784025,34.35061237419238,7.5427949269643975,0.0,46,47.015900628963706,0.0,0.0,46,11.961566083986126,7.741774234969463,10,7.741774234969463,9400000,34.35061237419238,35.63121461762502,46,-0.0037064217031002045,34.35061237419238,0.0,11.961566083986126,47.015900628963706,0.0,46,0.0019657814409583807
